RowName,ExchangeID,ItemId,Name,Merchant,ExchangeType,Order,UnlockLv,LabelNo1,LabelNo2,CostItem1ID,CostItem1Num,CostItem2ID,CostItem2Num,CostItem3ID,CostItem3Num,CostItem4ID,CostItem4Num,CostItem5ID,CostItem5Num,CostItem6ID,CostItem6Num,CostItem7ID,CostItem7Num,CostItem8ID,CostItem8Num,CostItem9ID,CostItem9Num,CostItem10ID,CostItem10Num,MinHourlySellingNum,MaxHourlySellingNum,BaseChangeRatio,DefaultHourlySellingNum,ForSale,CanBuy,PurchaseLimit,IsPanicBuying,IsMain,RowDescription
1001000012201,1001000012201,10010000122,M4A1突击步枪,1,0,1013,0,10011,10012,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1001000022801,1001000022801,10010000228,SCAR-H战斗步枪,1,0,1014,0,10011,10012,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1001000001201,1001000001201,10010000012,AKM突击步枪,1,0,1015,0,10011,10012,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1001000152501,1001000152501,10010001525,腾龙突击步枪,1,0,1016,0,10011,10012,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1001000197601,1001000197601,10010001976,MCX,1,0,1017,0,10011,10012,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1001000001401,1001000001401,10010000014,QBZ95-1突击步枪,1,0,1018,0,10011,10012,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1001000018401,1001000018401,10010000184,SG552突击步枪,1,0,1019,0,10011,10012,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1001000028101,1001000028101,10010000281,G3战斗步枪,1,0,1020,0,10011,10012,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1001000137101,1001000137101,10010001371,PTR-32突击步枪,1,0,1021,0,10011,10012,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1001000023301,1001000023301,10010000233,CAR-15突击步枪,1,0,1022,0,10011,10012,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1001000008701,1001000008701,10010000087,M16A4突击步枪,1,0,1023,0,10011,10012,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1001000001901,1001000001901,10010000019,AKS-74U突击步枪,1,0,1024,0,10011,10012,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1002000000501,1002000000501,10020000005,Vector冲锋枪,1,0,1025,0,10011,10022,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1002000129201,1002000129201,10020001292,MP7冲锋枪,1,0,1026,0,10011,10022,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1002000000401,1002000000401,10020000004,P90冲锋枪,1,0,1027,0,10011,10022,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1002000088401,1002000088401,10020000884,SR-3M紧凑突击步枪,1,0,1028,0,10011,10022,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1002000157201,1002000157201,10020001572,QCQ171冲锋枪,1,0,1029,0,10011,10022,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1002000197301,1002000197301,10020001973,MK4,1,0,1030,0,10011,10022,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1002000122401,1002000122401,10020001224,勇士冲锋枪,1,0,1031,0,10011,10022,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1002000001501,1002000001501,10020000015,SMG-45冲锋枪,1,0,1032,0,10011,10022,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1002000000101,1002000000101,10020000001,MP5冲锋枪,1,0,1033,0,10011,10022,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1002000001301,1002000001301,10020000013,UZI冲锋枪,1,0,1034,0,10011,10022,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1002000001401,1002000001401,10020000014,野牛冲锋枪,1,0,1035,0,10011,10022,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1003000196201,1003000196201,10030001962,FS-12,1,0,1036,0,10011,10032,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1003000000201,1003000000201,10030000002,S12K霰弹枪,1,0,1037,0,10011,10032,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1003000155401,1003000155401,10030001554,725双管霰弹枪,1,0,1038,0,10011,10032,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1003000097001,1003000097001,10030000970,M1014霰弹枪,1,0,1039,0,10011,10032,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1003000002701,1003000002701,10030000027,M870霰弹枪,1,0,1040,0,10011,10032,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1004000091001,1004000091001,10040000910,M250通用机枪,1,0,1041,0,10011,10042,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1004000090001,1004000090001,10040000900,PKM轻机枪,1,0,1042,0,10011,10042,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1004000152801,1004000152801,10040001528,QJB201轻机枪,1,0,1043,0,10011,10042,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1004000000601,1004000000601,10040000006,M249轻机枪,1,0,1044,0,10011,10042,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1005000000701,1005000000701,10050000007,M14精准射手步枪,1,0,1045,0,10011,10052,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1005000004501,1005000004501,10050000045,SR-25精准射手步枪,1,0,1046,0,10011,10052,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1005000000601,1005000000601,10050000006,SVD精准步枪,1,0,1047,0,10011,10052,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1005000153501,1005000153501,10050001535,PSG-1射手步枪,1,0,1048,0,10011,10052,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1005000004301,1005000004301,10050000043,SKS精准射手步枪,1,0,1049,0,10011,10052,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1005000172401,1005000172401,10050001724,Marlin杠杆式步枪,1,0,1050,0,10011,10052,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1005000000501,1005000000501,10050000005,VSS精准射手步枪,1,0,1051,0,10011,10052,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1005000000401,1005000000401,10050000004,Mini-14精准射手步枪,1,0,1052,0,10011,10052,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1005000154801,1005000154801,10050001548,SR9精准射手步枪,1,0,1053,0,10011,10052,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1006000170601,1006000170601,10060001706,巴雷特,1,0,1054,0,10011,10062,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1006000024601,1006000024601,10060000246,AWM狙击枪,1,0,1055,0,10011,10062,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1006000004201,1006000004201,10060000042,M700狙击枪,1,0,1056,0,10011,10062,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1006000000101,1006000000101,10060000001,SV-98狙击枪,1,0,1057,0,10011,10062,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1006000000801,1006000000801,10060000008,R93狙击枪,1,0,1058,0,10011,10062,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1007000002601,1007000002601,10070000026,G18手枪,1,0,1059,0,10011,10072,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1007000001901,1007000001901,10070000019,.357转轮手枪,1,0,1060,0,10011,10072,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1007000002201,1007000002201,10070000022,沙漠之鹰手枪,1,0,1061,0,10011,10072,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1007000002701,1007000002701,10070000027,93R手枪,1,0,1062,0,10011,10072,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1007000152701,1007000152701,10070001527,M1911,1,0,1063,0,10011,10072,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1007000088101,1007000088101,10070000881,G17手枪,1,0,1064,0,10011,10072,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1007000000201,1007000000201,10070000002,QSZ92G手枪,1,0,1065,0,10011,10072,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1015000000101,1015000000101,10150000001,Hunter增强型复合弓,1,0,1066,0,10011,10082,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1402000000601,1402000000601,14020000006,野战医疗箱,2,0,1067,0,20011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1402000000501,1402000000501,14020000005,户外医疗箱,2,0,1068,0,20011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1402000000301,1402000000301,14020000003,单兵急救包,2,0,1069,0,20011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1402000000401,1402000000401,14020000004,应急医疗箱,2,0,1070,0,20011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1402000000101,1402000000101,14020000001,家用注射器,2,0,1071,0,20011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1402000000201,1402000000201,14020000002,医用注射器,2,0,1072,0,20011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1405000000301,1405000000301,14050000003,口服抗生素片,2,0,1073,0,20011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1405000000201,1405000000201,14050000002,瓶装消炎药,2,0,1074,0,20011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1405000000101,1405000000101,14050000001,止痛片,2,0,1075,0,20011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1403000000301,1403000000301,14030000003,军用急救组合,2,0,1076,0,20011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1403000000201,1403000000201,14030000002,便携手术包,2,0,1077,0,20011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1404000000201,1404000000201,14040000002,弹力绷带,2,0,1078,0,20011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1403000000101,1403000000101,14030000001,自制手术包,2,0,1079,0,20011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1404000000101,1404000000101,14040000001,CAT止血带,2,0,1080,0,20011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1406000000301,1406000000301,14060000003,高级头盔维修套件,2,0,1081,0,20011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1406000000401,1406000000401,14060000004,高级护甲维修套件,2,0,1082,0,20011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1406000000101,1406000000101,14060000001,中级头盔维修包,2,0,1083,0,20011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1406000000201,1406000000201,14060000002,中级护甲维修包,2,0,1084,0,20011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1406000000501,1406000000501,14060000005,基础头盔维修包,2,0,1085,0,20011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1406000000601,1406000000601,14060000006,基础护甲维修包,2,0,1086,0,20011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1406000000701,1406000000701,14060000007,简易头盔修复工具,2,0,1087,0,20011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1406000000801,1406000000801,14060000008,简易护甲修复工具,2,0,1088,0,20011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1407000000301,1407000000301,14070000003,肌肉强化剂,2,0,1089,0,20011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1407000000501,1407000000501,14070000005,听力强化剂,2,0,1090,0,20011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1407000000701,1407000000701,14070000007,体能强化剂,2,0,1091,0,20011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1407000000901,1407000000901,14070000009,去甲肾上腺素,2,0,1092,0,20011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1407000000101,1407000000101,14070000001,肌肉激活针,2,0,1093,0,20011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1407000000401,1407000000401,14070000004,听力激活针,2,0,1094,0,20011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1407000000801,1407000000801,14070000008,OE2战斗兴奋剂,2,0,1095,0,20011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1407000000601,1407000000601,14070000006,体能激活针,2,0,1096,0,20011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1101000500201,1101000500201,11010005002,H09 防暴头盔,3,0,1097,0,30011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,2,False,True,None
1101000500301,1101000500301,11010005003,DICH-1战术头盔,3,0,1098,0,30011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,2,False,True,None
1101000500401,1101000500401,11010005004,GN 重型头盔,3,0,1099,0,30011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,2,False,True,None
1101000500221,1101000500221,11010005002,H09 防暴头盔,3,2,1100,0,30011,0,15200000058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,1,False,False,None
1101000500321,1101000500321,11010005003,DICH-1战术头盔,3,2,1101,0,30011,0,15200000058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,1,False,False,None
1101000500421,1101000500421,11010005004,GN 重型头盔,3,2,1102,0,30011,0,15200000058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,1,False,False,None
1101000400101,1101000400101,11010004001,阿萨拉卫队战术头盔,3,0,1103,0,30011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1101000400201,1101000400201,11010004002,哈夫克战术头盔,3,0,1104,0,30011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1101000400401,1101000400401,11010004004,全球力量战术头盔,3,0,1105,0,30011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1101000400301,1101000400301,11010004003,三角力量战术头盔,3,0,1106,0,30011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1101000300101,1101000300101,11010003001,阿萨拉卫队突击头盔,3,0,1107,0,30011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1101000300201,1101000300201,11010003002,哈夫克突击头盔,3,0,1108,0,30011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1101000300301,1101000300301,11010003003,三角力量突击头盔,3,0,1109,0,30011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1101000300401,1101000300401,11010003004,全球力量突击头盔,3,0,1110,0,30011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1101000200201,1101000200201,11010002002,哈夫克标准头盔,3,0,1111,0,30011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1101000200301,1101000200301,11010002003,三角力量标准头盔,3,0,1112,0,30011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1101000200101,1101000200101,11010002001,阿萨拉卫队标准头盔,3,0,1113,0,30011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1101000200401,1101000200401,11010002004,全球力量标准头盔,3,0,1114,0,30011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1101000100101,1101000100101,11010001001,阿萨拉卫队新兵头盔,3,0,1115,0,30011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1101000100201,1101000100201,11010001002,哈夫克新兵头盔,3,0,1116,0,30011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1101000100301,1101000100301,11010001003,三角力量新兵头盔,3,0,1117,0,30011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1101000100401,1101000100401,11010001004,全球力量新兵头盔,3,0,1118,0,30011,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1105000500101,1105000500101,11050005001,精英防弹背心,3,0,1119,0,30021,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,2,False,True,None
1105000500201,1105000500201,11050005002,Hvk-2防弹衣,3,0,1120,0,30021,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,2,False,True,None
1105000500301,1105000500301,11050005003,FS复合防弹衣,3,0,1121,0,30021,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,2,False,True,None
1105000500401,1105000500401,11050005004,重型突击背心,3,0,1122,0,30021,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,2,False,True,None
1105000500121,1105000500121,11050005001,精英防弹背心,3,2,1123,0,30021,0,15200000058,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,1,False,False,None
1105000500221,1105000500221,11050005002,Hvk-2防弹衣,3,2,1124,0,30021,0,15200000058,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,1,False,False,None
1105000500321,1105000500321,11050005003,FS复合防弹衣,3,2,1125,0,30021,0,15200000058,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,1,False,False,None
1105000500421,1105000500421,11050005004,重型突击背心,3,2,1126,0,30021,0,15200000058,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,1,False,False,None
1105000400701,1105000400701,11050004007,新哈夫克防弹衣,3,0,1127,0,30021,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1105000400101,1105000400101,11050004001,阿萨拉卫队战术防弹衣,3,0,1128,0,30021,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1105000400201,1105000400201,11050004002,哈夫克复合防弹衣,3,0,1129,0,30021,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
1105000400301,1105000400301,11050004003,三角力量战术防弹衣,3,0,1130,0,30021,0,17660000010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,3,False,True,None
