RowName,BuffID,BuffDebuffType,BuffDisableTagArray,IsDisplay,DisplayName,Description,IsInstant,Duration,DurationMultAttr,BuffApplyAttributeType,BasicBuffIDArray,TagContainer,BuffType,StackType,bOnlyRefreshTime,StackPart,MaxStackCount,RemoveBuffTypeArray,RemoveBuffNum,RestrainBuffTypeArray,MaxValidNum,CancelBuffTypeArray,ActionConfigs,AddBuffsOnRemove,BuffIconPath,HasTriggerCD,TriggerCDTime,AddTips,RemoveTips,Priority,BuffConflictTag,HurtRemove,HurtPauseTime,NeedRemoveSucess,OnlyTipsButNoShowInBuffList,ImmunityType,TriggerCounter,ContinueTime,bDifferTeam,ImmunityBuffId,ReplaceBuffId,RowDescription
103010,103010,ECharacterBuffDebuffType::Unknow,,False,,,False,-1,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,,(),Electricrescue,EStackType::Unable,False,ECharacterPart::None,0,,0,,-1,,,,"(AssetPath=None, SubPath=)",False,0,,,0,,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
103011,103011,ECharacterBuffDebuffType::Buff,,True,,,False,20,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,,(),None,EStackType::Unable,False,,0,,0,Bleeding; Sonitus; 1301; 1210; 4001; 4002; 4003; 4004; 4005; 90102; 90301; 90302; 90501,-1,,,,"(AssetPath=/Game/UI/UIAtlas/System/Buffer/BakedSprite/Buffer_Icon_0108.Buffer_Icon_0108, SubPath=)",False,0,,,0,,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
103012,103012,ECharacterBuffDebuffType::Buff,EBuffDisableTag::EImpendingDeath; EBuffDisableTag::EDeath,True,,,False,2,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,103012,(),None,EStackType::Refresh,True,,0,,-1,smoke; AbilitySupport; 300013; 300014; 300017; 300018; Bleeding; 300036; 103008,-1,,,,"(AssetPath=/Game/UI/UIAtlas/System/Buffer/BakedSprite/Buffer_Icon_0124.Buffer_Icon_0124, SubPath=)",False,0,,,0,,False,2,False,False,EBuffImmunityType::None,0,0,False,0,0,None
103013,103013,ECharacterBuffDebuffType::Buff,EBuffDisableTag::EImpendingDeath; EBuffDisableTag::EDeath,True,,,False,10,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,103013,(),None,EStackType::Refresh,True,,0,,-1,smoke; AbilitySupport; 300013; 300014; 300017; 300018; Bleeding; 300036,-1,,,,"(AssetPath=/Game/UI/UIAtlas/System/Buffer/BakedSprite/Buffer_Icon_0124.Buffer_Icon_0124, SubPath=)",False,0,,,0,,False,2,False,False,EBuffImmunityType::None,0,0,False,0,0,None
103014,103014,ECharacterBuffDebuffType::Buff,,False,,,False,3,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,300020,(),None,EStackType::Refresh,False,,0,,0,102017,-1,,,,"(AssetPath=/Game/UI/UIAtlas/System/Buffer/BakedSprite/Buffer_Icon_0108.Buffer_Icon_0108, SubPath=)",False,0,,,0,,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
10410001,10410001,ECharacterBuffDebuffType::Debuff,EBuffDisableTag::EImpendingDeath; EBuffDisableTag::EDeath,False,,,False,-1,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,1041000101,(),ToxicSmoke,EStackType::Refresh,False,,0,,0,,-1,,,,"(AssetPath=/Game/UI/UIAtlas/System/Buffer/BakedSprite/Buffer_Icon_0154.Buffer_Icon_0154, SubPath=)",False,0,,,0,,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
10420002,10410002,ECharacterBuffDebuffType::Debuff,EBuffDisableTag::EImpendingDeath; EBuffDisableTag::EDeath,False,,,False,-1,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,1042000201,(),ToxicSmoke,EStackType::Refresh,False,,0,,0,,-1,,,,"(AssetPath=/Game/UI/UIAtlas/System/Buffer/BakedSprite/Buffer_Icon_0154.Buffer_Icon_0154, SubPath=)",False,0,,,0,,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
204001,204001,ECharacterBuffDebuffType::Debuff,,False,,,False,-1,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,,(),C204Talent,EStackType::Unable,False,,0,,0,,-1,,,,"(AssetPath=None, SubPath=)",False,0,,,0,,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
204002,204002,ECharacterBuffDebuffType::Debuff,EBuffDisableTag::EImpendingDeath; EBuffDisableTag::EDeath,True,,,False,10,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,,(),InterferenceNoise,EStackType::Refresh,False,,0,,0,,-1,,,,"(AssetPath=/Game/UI/UIAtlas/System/Buffer/BakedSprite/Buffer_Icon_0186.Buffer_Icon_0186, SubPath=)",False,0,,,0,,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
204006,204006,ECharacterBuffDebuffType::Debuff,EBuffDisableTag::EImpendingDeath; EBuffDisableTag::EDeath,True,,,False,10,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,,(),InterferenceHear,EStackType::Refresh,False,,0,,0,,-1,,,,"(AssetPath=/Game/UI/UIAtlas/System/Buffer/BakedSprite/Buffer_Icon_0187.Buffer_Icon_0187, SubPath=)",False,0,,,0,,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
204031,204031,ECharacterBuffDebuffType::Debuff,EBuffDisableTag::EImpendingDeath; EBuffDisableTag::EDeath,True,,,False,5,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,,(),InterferenceNoise,EStackType::Refresh,False,,0,,0,,-1,,,,"(AssetPath=/Game/UI/UIAtlas/System/Buffer/BakedSprite/Buffer_Icon_0186.Buffer_Icon_0186, SubPath=)",False,0,,,0,,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
204030,204030,ECharacterBuffDebuffType::Debuff,EBuffDisableTag::EImpendingDeath; EBuffDisableTag::EDeath,True,,,False,5,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,,(),InterferenceHear,EStackType::Refresh,False,,0,,0,,-1,,,,"(AssetPath=/Game/UI/UIAtlas/System/Buffer/BakedSprite/Buffer_Icon_0187.Buffer_Icon_0187, SubPath=)",False,0,,,0,,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
204003,204003,ECharacterBuffDebuffType::Debuff,EBuffDisableTag::EImpendingDeath; EBuffDisableTag::EDeath,True,,,False,10,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,,(),InterferenceNoise,EStackType::Refresh,False,,0,,0,,-1,,,,"(AssetPath=/Game/UI/UIAtlas/System/Buffer/BakedSprite/Buffer_Icon_0187.Buffer_Icon_0187, SubPath=)",False,0,,,0,,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
204004,204004,ECharacterBuffDebuffType::Buff,,True,,,False,-1,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,,(),InterferenceNoise,EStackType::Unable,False,,0,,0,,-1,,,,"(AssetPath=/Game/UI/UIAtlas/System/Buffer/BakedSprite/Buffer_Icon_0188.Buffer_Icon_0188, SubPath=)",False,0,,,0,,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
204005,204005,ECharacterBuffDebuffType::Buff,EBuffDisableTag::EImpendingDeath; EBuffDisableTag::EDeath,False,,,False,-1,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,,(),InterferenceNoise,EStackType::Unable,False,,0,,0,,-1,,"(TriggerType=EBuffActionTriggerType::OnRemove, BuffAction=EBuffAction::AddCoolDownBuff, Param01=204025, Param02=0)",,"(AssetPath=/Game/UI/UIAtlas/System/Buffer/BakedSprite/Buffer_Icon_0189.Buffer_Icon_0189, SubPath=)",False,0,,,0,,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
204007,204007,ECharacterBuffDebuffType::Debuff,EBuffDisableTag::EDeath; EBuffDisableTag::EImpendingDeath,False,,,False,4,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,302105,(),C204SceenFlash,EStackType::Refresh,False,,0,,0,100028,-1,,,,"(AssetPath=None, SubPath=)",False,0,,,0,C204SceenFlashconflict,False,0,False,False,EBuffImmunityType::Replace,4,20,False,300060,100028,None
204008,204008,ECharacterBuffDebuffType::Debuff,EBuffDisableTag::EDeath; EBuffDisableTag::EImpendingDeath,False,,,False,2.8,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,302105,(),C204SceenFlash,EStackType::Refresh,False,,0,,0,100028,-1,,,,"(AssetPath=None, SubPath=)",False,0,,,0,C204SceenFlashconflict,False,0,False,False,EBuffImmunityType::Replace,4,20,False,300060,100028,None
204009,204009,ECharacterBuffDebuffType::Debuff,EBuffDisableTag::EDeath; EBuffDisableTag::EImpendingDeath,False,,,False,0.5,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,,(),C204SceenFlash,EStackType::Refresh,False,,0,,0,,-1,,,,"(AssetPath=None, SubPath=)",False,0,,,0,C204SceenFlashconflict,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
204010,204010,ECharacterBuffDebuffType::Debuff,EBuffDisableTag::EDeath; EBuffDisableTag::EImpendingDeath,False,,,False,1,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,302105,(),C204SceenFlash,EStackType::Refresh,False,,0,,0,,-1,,,,"(AssetPath=None, SubPath=)",False,0,,,0,C204SceenFlashconflict,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
204011,204011,ECharacterBuffDebuffType::Debuff,EBuffDisableTag::EImpendingDeath; EBuffDisableTag::EDeath,False,,,False,2,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,204011,(),InterferenceHit,EStackType::Refresh,False,,0,,0,,-1,,,,"(AssetPath=None, SubPath=)",False,0,,,0,,False,0,False,False,EBuffImmunityType::Replace,4,20,False,204035,0,None
204016,204016,ECharacterBuffDebuffType::Debuff,EBuffDisableTag::EImpendingDeath; EBuffDisableTag::EDeath,False,,,False,1,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,204016,(),InterferenceHit,EStackType::Refresh,False,,0,,0,,-1,,,,"(AssetPath=None, SubPath=)",False,0,,,0,,False,0,False,False,EBuffImmunityType::Replace,4,20,False,204035,0,None
204015,204015,ECharacterBuffDebuffType::Buff,EBuffDisableTag::EImpendingDeath; EBuffDisableTag::EDeath,False,,,False,-1,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,,(),None,EStackType::Unable,False,,0,,0,,-1,,"(TriggerType=EBuffActionTriggerType::OnRemove, BuffAction=EBuffAction::AddCoolDownBuff, Param01=204024, Param02=0)",,"(AssetPath=/Game/UI/UIAtlas/System/Buffer/BakedSprite/Buffer_Icon_0189.Buffer_Icon_0189, SubPath=)",False,0,,,0,,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
204014,204014,ECharacterBuffDebuffType::Buff,EBuffDisableTag::EImpendingDeath; EBuffDisableTag::EDeath,False,,,False,-1,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,,(),CatTracing,EStackType::Refresh,False,,0,,0,,-1,,,,"(AssetPath=None, SubPath=)",False,0,,,0,,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
204025,204025,ECharacterBuffDebuffType::Buff,EBuffDisableTag::EImpendingDeath; EBuffDisableTag::EDeath,True,,,False,60,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,,(),InterferenceNoise,EStackType::Unable,False,,0,,0,204005,-1,,"(TriggerType=EBuffActionTriggerType::OnRemove, BuffAction=EBuffAction::AddBuff, Param01=204005, Param02=0)",,"(AssetPath=/Game/UI/UIAtlas/System/Buffer/BakedSprite/Buffer_Icon_0190.Buffer_Icon_0190, SubPath=)",False,0,,,0,,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
204024,204024,ECharacterBuffDebuffType::Buff,EBuffDisableTag::EImpendingDeath; EBuffDisableTag::EDeath,True,,,False,60,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,,(),InterferenceNoise,EStackType::Unable,False,,0,,0,,-1,,"(TriggerType=EBuffActionTriggerType::OnRemove, BuffAction=EBuffAction::AddBuff, Param01=204015, Param02=0)",,"(AssetPath=/Game/UI/UIAtlas/System/Buffer/BakedSprite/Buffer_Icon_0190.Buffer_Icon_0190, SubPath=)",False,0,,,0,,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
405001,405001,ECharacterBuffDebuffType::Debuff,EBuffDisableTag::EImpendingDeath; EBuffDisableTag::EDeath,True,,,False,-1,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,405001,(),freeze,EStackType::Unable,False,,0,,0,,-1,,,,"(AssetPath=/Game/UI/UIAtlas/System/AchievementSOL/BakedSprite/Achievement_56.Achievement_56, SubPath=)",False,0,,,0,,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
405002,405002,ECharacterBuffDebuffType::Debuff,EBuffDisableTag::EDeath; EBuffDisableTag::EImpendingDeath,True,,,False,-1,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,301106,(),freeze,EStackType::Refresh,True,,0,,0,,-1,,,,"(AssetPath=/Game/UI/UIAtlas/System/Buffer/BakedSprite/Buffer_Icon_0176.Buffer_Icon_0176, SubPath=)",False,0,,,0,,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
405003,405003,ECharacterBuffDebuffType::Debuff,EBuffDisableTag::EDeath,False,,,False,30,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,300070,(),freeze,EStackType::Refresh,False,,9,,0,,1,,,,"(AssetPath=/Game/UI/UIAtlas/System/Arms/Engineer/BakedSprite/Engineer_Skill_Icon_19.Engineer_Skill_Icon_19, SubPath=)",False,0,,,0,,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
405004,405004,ECharacterBuffDebuffType::Debuff,EBuffDisableTag::EDeath,False,,,False,-1,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,300051,(),freeze,EStackType::Refresh,False,,0,,0,1301; 1210,-1,,,,"(AssetPath=/Game/UI/UIAtlas/System/Buffer/BakedSprite/Buffer_Icon_0101.Buffer_Icon_0101, SubPath=)",False,0,,,0,,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
405005,405005,ECharacterBuffDebuffType::Debuff,EBuffDisableTag::EImpendingDeath; EBuffDisableTag::EDeath,True,,,False,99,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,405005,(),freeze,EStackType::Unable,False,,0,,0,,-1,,,,"(AssetPath=/Game/UI/UIAtlas/System/AchievementMp/BakedSprite/AchievementMP_Icon_1071.AchievementMP_Icon_1071, SubPath=)",False,0,,,0,,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
405006,405006,ECharacterBuffDebuffType::Debuff,EBuffDisableTag::EImpendingDeath; EBuffDisableTag::EDeath,True,,,False,10,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,405006,(),freeze,EStackType::Unable,False,,0,,0,,-1,,,,"(AssetPath=/Game/UI/UIAtlas/System/AchievementMp/BakedSprite/AchievementMP_Icon_1071.AchievementMP_Icon_1071, SubPath=)",False,0,,,0,,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
405007,405007,ECharacterBuffDebuffType::Unknow,EBuffDisableTag::EImpendingDeath; EBuffDisableTag::EDeath,True,,,False,-1,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,405007,(),freeze,EStackType::Refresh,False,,0,,0,,-1,,,,"(AssetPath=/Game/UI/UIAtlas/System/AchievementSOL/BakedSprite/Achievement_55.Achievement_55, SubPath=)",False,0,,,0,,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
405008,405008,ECharacterBuffDebuffType::Unknow,EBuffDisableTag::EImpendingDeath; EBuffDisableTag::EDeath,True,,,False,20,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,405007,(),None,EStackType::Unable,False,,0,,0,,-1,,,,"(AssetPath=/Game/UI/UIAtlas/System/AchievementMp/BakedSprite/AchievementMP_Icon_1046.AchievementMP_Icon_1046, SubPath=)",False,0,,,0,,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
405009,405009,ECharacterBuffDebuffType::Debuff,,False,,,False,2,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,204016,(),C204Talent,EStackType::Unable,False,,0,,0,,-1,,,,"(AssetPath=/Game/UI/UIAtlas/System/Buffer/BakedSprite/Buffer_Icon_0172.Buffer_Icon_0172, SubPath=)",False,0,,,0,,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
405010,405010,ECharacterBuffDebuffType::Debuff,EBuffDisableTag::EDeath; EBuffDisableTag::EImpendingDeath,False,,,False,2.8,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,303068,(),C303SceenFlash,EStackType::Refresh,False,,0,,0,,-1,,,,"(AssetPath=/Game/UI/UIAtlas/System/HUD/BakedSprite/HUD_Buffer_Icon_0105.HUD_Buffer_Icon_0105, SubPath=)",False,0,,,0,C202SceenFlashconflict,False,0,False,False,EBuffImmunityType::Replace,4,20,False,300060,100028,None
405011,405011,ECharacterBuffDebuffType::Debuff,EBuffDisableTag::EDeath,False,,,False,8,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,,(),tinnitus,EStackType::Refresh,False,,0,,0,,-1,,,,"(AssetPath=/Game/UI/UIAtlas/System/Buffer/BakedSprite/Buffer_Icon_0132.Buffer_Icon_0132, SubPath=)",False,0,,,0,,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
501001,501001,ECharacterBuffDebuffType::Unknow,,True,,,False,-1,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,501001,(),C501Medic,EStackType::Unable,False,,0,,0,ReloadSpeed15%; ReloadSpeed20%; ReloadSpeed25%; ReloadSpeed30%,-1,,,,"(AssetPath=/Game/UI/UIAtlas/System/Buffer/BakedSprite/Buffer_Icon_0185.Buffer_Icon_0185, SubPath=)",False,0,,,0,C501MedicConflict,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
501002,501002,ECharacterBuffDebuffType::Unknow,EBuffDisableTag::EDeath,False,,,False,1.1,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,501002,(),RopeBuff_C501,EStackType::Refresh,False,ECharacterPart::None,0,,0,,-1,,,,"(AssetPath=None, SubPath=)",False,0,,,0,,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
501003,501003,ECharacterBuffDebuffType::Unknow,EBuffDisableTag::EDeath,False,,,False,1.1,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,501003,(),RopeBuff_C501,EStackType::Refresh,False,ECharacterPart::None,0,,0,,-1,,,,"(AssetPath=None, SubPath=)",False,0,,,0,,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
501004,501004,ECharacterBuffDebuffType::Unknow,EBuffDisableTag::EDeath,False,,,False,1.1,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,501004,(),RopeBuff_C501,EStackType::Refresh,False,ECharacterPart::None,0,,0,,-1,,,,"(AssetPath=None, SubPath=)",False,0,,,0,,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
501005,501005,ECharacterBuffDebuffType::Unknow,EBuffDisableTag::EDeath,False,,,False,1.1,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,501005,(),RopeBuff_C501,EStackType::Refresh,False,ECharacterPart::None,0,,0,,-1,,,,"(AssetPath=None, SubPath=)",False,0,,,0,,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
501006,501006,ECharacterBuffDebuffType::Unknow,EBuffDisableTag::EDeath,False,,,False,1.1,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,501006,(),RopeBuff_C501,EStackType::Refresh,False,ECharacterPart::None,0,,0,,-1,,,,"(AssetPath=None, SubPath=)",False,0,,,0,,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
501007,501007,ECharacterBuffDebuffType::Unknow,EBuffDisableTag::EDeath,False,,,False,1.1,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,501007,(),RopeBuff_C501,EStackType::Refresh,False,ECharacterPart::None,0,,0,,-1,,,,"(AssetPath=None, SubPath=)",False,0,,,0,,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
501008,501008,ECharacterBuffDebuffType::Unknow,EBuffDisableTag::EDeath,False,,,False,1.1,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,501008,(),RopeBuff_C501,EStackType::Refresh,False,ECharacterPart::None,0,,0,,-1,,,,"(AssetPath=None, SubPath=)",False,0,,,0,,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
501009,501009,ECharacterBuffDebuffType::Unknow,EBuffDisableTag::EDeath,False,,,False,1.1,"(AttributeName=, Attribute=, AttributeOwner=)",EBuffApplyAttributeType::Always,501009,(),RopeBuff_C501,EStackType::Refresh,False,ECharacterPart::None,0,,0,,-1,,,,"(AssetPath=None, SubPath=)",False,0,,,0,,False,0,False,False,EBuffImmunityType::None,0,0,False,0,0,None
