RowName,CurrencyId,CurrencyName,CurrencyDesc,CurrencyType,BindType,ItemId,UnbindCurrencyId,BindCurrencyId,TransactionDesc,ImgPath,RichTxtImgId,StoreBuyItemId,RowDescription
36,36,,,ECurrencyType::None,ECurrencyBindType::None,16110001001,0,0,,PaperSprite'/Game/UI/UIAtlas/CommonHall/BakedSprite/CommonHall_Store_Icon_0104.CommonHall_Store_Icon_0104',ActivityMandel1,0,None
37,37,,,ECurrencyType::None,ECurrencyBindType::None,16110001002,0,0,,PaperSprite'/Game/UI/UIAtlas/CommonHall/BakedSprite/CommonHall_Store_Icon_0104.CommonHall_Store_Icon_0104',ActivityMandel2,0,None
38,38,,,ECurrencyType::None,ECurrencyBindType::None,16110001003,0,0,,PaperSprite'/Game/UI/UIAtlas/CommonHall/BakedSprite/CommonHall_Store_Icon_0104.CommonHall_Store_Icon_0104',ActivityMandel3,0,None
39,39,,,ECurrencyType::None,ECurrencyBindType::None,16110000014,0,0,,PaperSprite'/Game/UI/UIAtlas/CommonHall/BakedSprite/CommonHall_Store_Icon_0103.CommonHall_Store_Icon_0103',Mandel1,0,None
40,40,,,ECurrencyType::None,ECurrencyBindType::None,16110000017,0,0,,PaperSprite'/Game/UI/UIAtlas/CommonHall/BakedSprite/CommonHall_Store_Icon_0103.CommonHall_Store_Icon_0103',Mandel2,0,None
41,41,,,ECurrencyType::None,ECurrencyBindType::None,16110000018,0,0,,PaperSprite'/Game/UI/UIAtlas/CommonHall/BakedSprite/CommonHall_Store_Icon_0103.CommonHall_Store_Icon_0103',Mandel3,0,None
14_6,42,,,ECurrencyType::None,ECurrencyBindType::None,35000004001,0,0,,PaperSprite'/Game/BluePrints/UI/UMG/System/Event/PlayVehicle/Texture/PlayVehicle_SOL.PlayVehicle_SOL',SOLGun,0,None
14_7,43,,,ECurrencyType::None,ECurrencyBindType::None,35000004002,0,0,,PaperSprite‘/Game/BluePrints/UI/UMG/System/Event/PlayVehicle/Texture/PlayVehicle_MP.PlayVehicle_MP',MPGun,0,None
14_8,44,,,ECurrencyType::None,ECurrencyBindType::None,35000004003,0,0,,PaperSprite'/Game/BluePrints/UI/UMG/System/Event/PlayVehicle/Texture/PlayVehicle_SOL.PlayVehicle_SOL',SOLGun,0,None
14_9,45,,,ECurrencyType::None,ECurrencyBindType::None,35000004004,0,0,,PaperSprite'/Game/BluePrints/UI/UMG/System/Event/PlayVehicle/Texture/PlayVehicle_MP.PlayVehicle_MP',MPGun,0,None
46,46,,,ECurrencyType::None,ECurrencyBindType::None,16110000019,0,0,,PaperSprite'/Game/UI/UIAtlas/CommonHall/BakedSprite/CommonHall_Store_Icon_0103.CommonHall_Store_Icon_0103',Mandel4,0,None
47,47,,,ECurrencyType::Fake,ECurrencyBindType::None,35000000111,0,0,,PaperSprite'/Game/UI/UIAtlas/Common/BakedSprite/Common_Money_Icon_0001.Common_Money_Icon_0001',gold,0,None
48,48,,,ECurrencyType::Fake,ECurrencyBindType::None,35000000112,0,0,,PaperSprite'/Game/UI/UIAtlas/Common/BakedSprite/Common_Money_Icon_0001.Common_Money_Icon_0001',gold,0,None
49,49,,,ECurrencyType::Fake,ECurrencyBindType::None,35000000113,0,0,,PaperSprite'/Game/BluePrints/UI/UMG/System/Store_Commercial/AN252G/Atlas/BakedSprite/RichImage_Arknights_01.RichImage_Arknights_01',ArknightsCurrenc1,0,None
50,50,,,ECurrencyType::Fake,ECurrencyBindType::None,35000000117,0,0,,PaperSprite'/Game/UI/UIAtlas/Common/BakedSprite/Common_Money_Icon_0001.Common_Money_Icon_0001',gold,0,None
51,51,,,ECurrencyType::Fake,ECurrencyBindType::None,35000000138,0,0,,PaperSprite'/Game/UI/UIAtlas/System/Activity/BakedSprite/Activity_Icon_0102.Activity_Icon_0102',ActivityMoney_04,0,None
52,52,,,ECurrencyType::Fake,ECurrencyBindType::None,35000000139,0,0,,PaperSprite'/Game/UI/UIAtlas/Common/BakedSprite/Common_Money_Icon_0001.Common_Money_Icon_0001',gold,0,None
53,53,,,ECurrencyType::Fake,ECurrencyBindType::None,35000000140,0,0,,PaperSprite'/Game/UI/UIAtlas/Common/BakedSprite/Common_Money_Icon_0001.Common_Money_Icon_0001',gold,0,None
35000506101,58,,,ECurrencyType::None,ECurrencyBindType::None,35000506101,0,0,,PaperSprite'/Game/BluePrints/UI/UMG/System/Event/PlayVehicle/Texture/PlayVehicle_SOL.PlayVehicle_SOL',SOLGun,0,None
35000506102,55,,,ECurrencyType::None,ECurrencyBindType::None,35000506102,0,0,,PaperSprite‘/Game/BluePrints/UI/UMG/System/Event/PlayVehicle/Texture/PlayVehicle_MP.PlayVehicle_MP',MPGun,0,None
35000506103,56,,,ECurrencyType::None,ECurrencyBindType::None,35000506103,0,0,,PaperSprite'/Game/BluePrints/UI/UMG/System/Event/PlayVehicle/Texture/PlayVehicle_SOL.PlayVehicle_SOL',SOLGun,0,None
35000506104,57,,,ECurrencyType::None,ECurrencyBindType::None,35000506104,0,0,,PaperSprite‘/Game/BluePrints/UI/UMG/System/Event/PlayVehicle/Texture/PlayVehicle_MP.PlayVehicle_MP',MPGun,0,None
54,54,,,ECurrencyType::None,ECurrencyBindType::None,16110000020,0,0,,PaperSprite'/Game/UI/UIAtlas/CommonHall/BakedSprite/CommonHall_Store_Icon_0103.CommonHall_Store_Icon_0103',Mandel5,0,None
59,59,,,ECurrencyType::Fake,ECurrencyBindType::None,35000000141,0,0,,PaperSprite'/Game/UI/UIAtlas/Common/BakedSprite/Common_Money_Icon_0001.Common_Money_Icon_0001',gold,0,None
60,60,,,ECurrencyType::Fake,ECurrencyBindType::None,35000000142,0,0,,PaperSprite'/Game/UI/UIAtlas/Common/BakedSprite/Common_Money_Icon_0001.Common_Money_Icon_0001',gold,0,None
61,61,,,ECurrencyType::Fake,ECurrencyBindType::None,35000000143,0,0,,PaperSprite'/Game/UI/UIAtlas/System/Activity/BakedSprite/Activity_Icon_0102.Activity_Icon_0102',ActivityMoney_04,0,None
62,62,,,ECurrencyType::Fake,ECurrencyBindType::None,32370000002,0,0,,Texture2D'/Game/UI/UIIcon/ItemIcon/0_0/MilitarySuppliesTicket_2.MilitarySuppliesTicket_2',ResearchVoucher2,0,None
63,63,,,ECurrencyType::Fake,ECurrencyBindType::None,35000006001,0,0,,Texture2D'/Game/UI/UIIcon/ItemIcon/0_0/1stAnniversaryCoin_Q1ZNK.1stAnniversaryCoin_Q1ZNK',AnniversaryCoin,0,None
64,64,,,ECurrencyType::None,ECurrencyBindType::None,16110000021,0,0,,PaperSprite'/Game/UI/UIAtlas/CommonHall/BakedSprite/CommonHall_Store_Icon_0103.CommonHall_Store_Icon_0103',Mandel6,0,None
65,65,,,ECurrencyType::None,ECurrencyBindType::None,16110001004,0,0,,PaperSprite'/Game/UI/UIAtlas/CommonHall/BakedSprite/CommonHall_Store_Icon_0104.CommonHall_Store_Icon_0104',ActivityMandel4,0,None
66,66,,,ECurrencyType::Fake,ECurrencyBindType::None,35000006017,0,0,,PaperSprite'/Game/UI/UIAtlas/System/Activity/BakedSprite/Activity_Icon_0102.Activity_Icon_0102',ActivityMoney_04,0,None
67,67,,,ECurrencyType::Fake,ECurrencyBindType::None,32320000004,0,0,,Texture2D'/Game/UI/UIIcon/ItemIcon/0_0/ConsumerCoupon.ConsumerCoupon',ConsumerCoupon,0,None
68,68,,,ECurrencyType::Fake,ECurrencyBindType::None,35000006018,0,0,,PaperSprite'/Game/UI/UIAtlas/Common/BakedSprite/Common_Money_Icon_0001.Common_Money_Icon_0001',gold,0,None
69,69,,,ECurrencyType::Fake,ECurrencyBindType::None,35000006019,0,0,,PaperSprite'/Game/UI/UIAtlas/Common/BakedSprite/Common_Money_Icon_0001.Common_Money_Icon_0001',gold,0,None
70,70,,,ECurrencyType::Fake,ECurrencyBindType::None,35000006020,0,0,,PaperSprite'/Game/UI/UIAtlas/System/Activity/BakedSprite/Activity_Icon_0102.Activity_Icon_0102',ActivityMoney_04,0,None
71,71,,,ECurrencyType::Fake,ECurrencyBindType::None,35000006021,0,0,,PaperSprite'/Game/UI/UIAtlas/Common/BakedSprite/Common_Money_Icon_0001.Common_Money_Icon_0001',gold,0,None
72,72,,,ECurrencyType::Fake,ECurrencyBindType::None,35000006022,0,0,,PaperSprite'/Game/UI/UIAtlas/System/Activity/BakedSprite/Activity_Icon_0102.Activity_Icon_0102',ActivityMoney_04,0,None
73,73,,,ECurrencyType::Fake,ECurrencyBindType::None,35000006023,0,0,,PaperSprite'/Game/UI/UIAtlas/Common/BakedSprite/Common_Money_Icon_0001.Common_Money_Icon_0001',gold,0,None
74,74,,,ECurrencyType::Fake,ECurrencyBindType::None,35000006024,0,0,,PaperSprite'/Game/UI/UIAtlas/System/Activity/BakedSprite/Activity_Icon_0102.Activity_Icon_0102',ActivityMoney_04,0,None
75,75,,,ECurrencyType::Fake,ECurrencyBindType::None,35000006025,0,0,,PaperSprite'/Game/UI/UIAtlas/Common/BakedSprite/Common_Money_Icon_0001.Common_Money_Icon_0001',gold,0,None
35000006026,76,,,ECurrencyType::None,ECurrencyBindType::None,35000006026,0,0,,PaperSprite'/Game/BluePrints/UI/UMG/System/Event/PlayVehicle/Texture/PlayVehicle_SOL.PlayVehicle_SOL',SOLGun,0,None
35000006027,77,,,ECurrencyType::None,ECurrencyBindType::None,35000006027,0,0,,PaperSprite‘/Game/BluePrints/UI/UMG/System/Event/PlayVehicle/Texture/PlayVehicle_MP.PlayVehicle_MP',MPGun,0,None
78,78,,,ECurrencyType::None,ECurrencyBindType::None,16110000022,0,0,,PaperSprite'/Game/UI/UIAtlas/CommonHall/BakedSprite/CommonHall_Store_Icon_0103.CommonHall_Store_Icon_0103',Mandel7,0,None
79,79,,,ECurrencyType::None,ECurrencyBindType::None,16110001005,0,0,,PaperSprite'/Game/UI/UIAtlas/CommonHall/BakedSprite/CommonHall_Store_Icon_0104.CommonHall_Store_Icon_0104',ActivityMandel5,0,None
80,80,,,ECurrencyType::Fake,ECurrencyBindType::None,35000006030,0,0,,PaperSprite'/Game/UI/UIAtlas/System/Activity/BakedSprite/Activity_Icon_0102.Activity_Icon_0102',ActivityMoney_04,0,None
81,81,,,ECurrencyType::Fake,ECurrencyBindType::None,35000006031,0,0,,PaperSprite'/Game/UI/UIAtlas/Common/BakedSprite/Common_Money_Icon_0001.Common_Money_Icon_0001',gold,0,None
82,82,,,ECurrencyType::Fake,ECurrencyBindType::None,35000006032,0,0,,PaperSprite'/Game/UI/UIAtlas/System/Activity/BakedSprite/Activity_Icon_0102.Activity_Icon_0102',ActivityMoney_04,0,None
83,83,,,ECurrencyType::Fake,ECurrencyBindType::None,35000006033,0,0,,PaperSprite'/Game/UI/UIAtlas/Common/BakedSprite/Common_Money_Icon_0001.Common_Money_Icon_0001',gold,0,None
35000006028,84,,,ECurrencyType::None,ECurrencyBindType::None,35000006028,0,0,,PaperSprite'/Game/BluePrints/UI/UMG/System/Event/PlayVehicle/Texture/PlayVehicle_SOL.PlayVehicle_SOL',SOLGun,0,None
35000006029,85,,,ECurrencyType::None,ECurrencyBindType::None,35000006029,0,0,,PaperSprite‘/Game/BluePrints/UI/UMG/System/Event/PlayVehicle/Texture/PlayVehicle_MP.PlayVehicle_MP',MPGun,0,None
86,86,,,ECurrencyType::Fake,ECurrencyBindType::None,35000006034,0,0,,PaperSprite'/Game/UI/UIAtlas/Common/BakedSprite/Common_Money_Icon_0001.Common_Money_Icon_0001',gold,0,None
35000007001,87,,,ECurrencyType::None,ECurrencyBindType::None,35000007001,0,0,,PaperSprite'/Game/BluePrints/UI/UMG/System/Event/PlayVehicle/Texture/PlayVehicle_SOL.PlayVehicle_SOL',SOLGun,0,None
35000007002,88,,,ECurrencyType::None,ECurrencyBindType::None,35000007002,0,0,,PaperSprite‘/Game/BluePrints/UI/UMG/System/Event/PlayVehicle/Texture/PlayVehicle_MP.PlayVehicle_MP',MPGun,0,None
35000006035,89,,,ECurrencyType::Fake,ECurrencyBindType::None,35000006035,0,0,,PaperSprite'/Game/Commerical/Event/OperatorSkin/ZoyaGraffiti/Atlas/BakedSprite/OperatorSkin_Icon_001_ZoyaGraffiti_hp.OperatorSkin_Icon_001_ZoyaGraffiti_hp',ZoyaGraffiti_hp,0,None
90,90,,,ECurrencyType::None,ECurrencyBindType::None,35000008011,0,0,,PaperSprite'/Game/UI/UIAtlas/System/Activity/BakedSprite/Activity_Icon_0102.Activity_Icon_0102',ActivityMoney_04,0,None
91,91,,,ECurrencyType::Fake,ECurrencyBindType::None,35000008012,0,0,,PaperSprite'/Game/UI/UIAtlas/Common/BakedSprite/Common_Money_Icon_0001.Common_Money_Icon_0001',gold,0,None
92,92,,,ECurrencyType::Fake,ECurrencyBindType::None,35000008013,0,0,,PaperSprite'/Game/UI/UIAtlas/Common/BakedSprite/Common_Money_Icon_0001.Common_Money_Icon_0001',gold,0,None
93,93,,,ECurrencyType::Fake,ECurrencyBindType::None,35000008014,0,0,,PaperSprite'/Game/UI/UIIcon/ItemIcon/0_0/Activity_Icon_11.Activity_Icon_11',ActivityMoney_02,0,None
94,94,,,ECurrencyType::None,ECurrencyBindType::None,35000008015,0,0,,PaperSprite'/Game/UI/UIAtlas/System/Activity/BakedSprite/Activity_Icon_0102.Activity_Icon_0102',ActivityMoney_04,0,None
95,95,,,ECurrencyType::None,ECurrencyBindType::None,35000008016,0,0,,PaperSprite'/Game/UI/UIAtlas/System/Activity/BakedSprite/Activity_Icon_0102.Activity_Icon_0102',ActivityMoney_04,0,None
96,96,,,ECurrencyType::Fake,ECurrencyBindType::None,35000008017,0,0,,PaperSprite'/Game/UI/UIAtlas/Common/BakedSprite/Common_Money_Icon_0001.Common_Money_Icon_0001',gold,0,None
97,97,,,ECurrencyType::Fake,ECurrencyBindType::None,35000008018,0,0,,PaperSprite'/Game/UI/UIAtlas/System/Activity/BakedSprite/Activity_Icon_0102.Activity_Icon_0102',ActivityMoney_04,0,None
98,98,,,ECurrencyType::Fake,ECurrencyBindType::None,35000008019,0,0,,PaperSprite'/Game/Commerical/Event/RIchImage/BakedSprite/RichImage_MaEveDining_8w.RichImage_MaEveDining_8w',NewYearIcon,0,None
99,99,,,ECurrencyType::None,ECurrencyBindType::None,35000008020,0,0,,PaperSprite'/Game/UI/UIAtlas/System/Activity/BakedSprite/Activity_Icon_0102.Activity_Icon_0102',ActivityMoney_04,0,None
100,100,,,ECurrencyType::None,ECurrencyBindType::None,35000008021,0,0,,PaperSprite'/Game/UI/UIAtlas/System/Activity/BakedSprite/Activity_Icon_0102.Activity_Icon_0102',ActivityMoney_04,0,None
101,101,,,ECurrencyType::None,ECurrencyBindType::None,35000008022,0,0,,PaperSprite'/Game/UI/UIAtlas/System/Activity/BakedSprite/Activity_Icon_0102.Activity_Icon_0102',ActivityMoney_04,0,None
102,102,,,ECurrencyType::None,ECurrencyBindType::None,35000008023,0,0,,PaperSprite'/Game/UI/UIAtlas/System/Activity/BakedSprite/Activity_Icon_0102.Activity_Icon_0102',ActivityMoney_04,0,None
103,103,,,ECurrencyType::None,ECurrencyBindType::None,35000008024,0,0,,PaperSprite'/Game/UI/UIAtlas/System/Activity/BakedSprite/Activity_Icon_0102.Activity_Icon_0102',ActivityMoney_04,0,None
104,104,,,ECurrencyType::None,ECurrencyBindType::None,35000008025,0,0,,PaperSprite'/Game/UI/UIAtlas/System/Activity/BakedSprite/Activity_Icon_0102.Activity_Icon_0102',ActivityMoney_04,0,None
105,105,,,ECurrencyType::None,ECurrencyBindType::None,16110001006,0,0,,PaperSprite'/Game/UI/UIAtlas/CommonHall/BakedSprite/CommonHall_Store_Icon_0104.CommonHall_Store_Icon_0104',ActivityMandel6,0,None
106,106,,,ECurrencyType::None,ECurrencyBindType::None,16110000023,0,0,,PaperSprite'/Game/UI/UIAtlas/CommonHall/BakedSprite/CommonHall_Store_Icon_0103.CommonHall_Store_Icon_0103',Mandel8,0,None
107,107,,,ECurrencyType::None,ECurrencyBindType::None,17660000010,0,0,,Texture2D'/Game/UI/UIIcon/ItemIcon/0_0/Icon_SOLChallengeCurrency_S0.Icon_SOLChallengeCurrency_S0',RichImage_SOLChallengeIcon,0,None
108,108,,,ECurrencyType::Fake,ECurrencyBindType::None,32390000001,0,0,,Texture2D'/Game/UI/UIIcon/ItemIcon/0_0/Icon_SOLChallengeTicket_S0.Icon_SOLChallengeTicket_S0',RichImage_SOLChallengeIcon_02,0,None
109,109,,,ECurrencyType::Fake,ECurrencyBindType::None,32390000002,0,0,,Texture2D'/Game/UI/UIIcon/ItemIcon/0_0/Icon_SOLChallengeTicket_S0.Icon_SOLChallengeTicket_S0',RichImage_SOLChallengeIcon_02,0,None
110,110,,,ECurrencyType::Fake,ECurrencyBindType::None,32390000003,0,0,,Texture2D'/Game/UI/UIIcon/ItemIcon/0_0/Icon_SOLChallengeTicket_S0.Icon_SOLChallengeTicket_S0',RichImage_SOLChallengeIcon_02,0,None
35000007003,111,,,ECurrencyType::None,ECurrencyBindType::None,35000007003,0,0,,PaperSprite'/Game/BluePrints/UI/UMG/System/Event/PlayVehicle/Texture/PlayVehicle_SOL.PlayVehicle_SOL',SOLGun,0,None
35000007005,113,,,ECurrencyType::None,ECurrencyBindType::None,35000007005,0,0,,PaperSprite'/Game/BluePrints/UI/UMG/System/Event/PlayVehicle/Texture/PlayVehicle_SOL.PlayVehicle_SOL',SOLGun,0,None
35000007004,112,,,ECurrencyType::None,ECurrencyBindType::None,35000007004,0,0,,PaperSprite‘/Game/BluePrints/UI/UMG/System/Event/PlayVehicle/Texture/PlayVehicle_MP.PlayVehicle_MP',MPGun,0,None
35000007006,114,,,ECurrencyType::None,ECurrencyBindType::None,35000007006,0,0,,PaperSprite‘/Game/BluePrints/UI/UMG/System/Event/PlayVehicle/Texture/PlayVehicle_MP.PlayVehicle_MP',MPGun,0,None
115,115,,,ECurrencyType::None,ECurrencyBindType::None,35000009018,0,0,,PaperSprite'/Game/UI/UIAtlas/Common/BakedSprite/Common_Money_Icon_0001.Common_Money_Icon_0001',gold,0,None
116,116,,,ECurrencyType::None,ECurrencyBindType::None,35000009019,0,0,,PaperSprite'/Game/UI/UIAtlas/Common/BakedSprite/Common_Money_Icon_0001.Common_Money_Icon_0001',gold,0,None
117,117,,,ECurrencyType::None,ECurrencyBindType::None,35000009020,0,0,,PaperSprite'/Game/UI/UIAtlas/System/Activity/BakedSprite/Activity_Icon_0102.Activity_Icon_0102',ActivityMoney_04,0,None
118,118,,,ECurrencyType::None,ECurrencyBindType::None,35000009021,0,0,,PaperSprite'/Game/UI/UIAtlas/Common/BakedSprite/Common_Money_Icon_0001.Common_Money_Icon_0001',gold,0,None
119,119,,,ECurrencyType::None,ECurrencyBindType::None,35000009022,0,0,,PaperSprite'/Game/UI/UIAtlas/Common/BakedSprite/Common_Money_Icon_0001.Common_Money_Icon_0001',gold,0,None
120,120,,,ECurrencyType::None,ECurrencyBindType::None,35000009023,0,0,,PaperSprite'/Game/UI/UIAtlas/Common/BakedSprite/Common_Money_Icon_0001.Common_Money_Icon_0001',gold,0,None
121,121,,,ECurrencyType::None,ECurrencyBindType::None,35000009024,0,0,,PaperSprite'/Game/UI/UIAtlas/Common/BakedSprite/Common_Money_Icon_0001.Common_Money_Icon_0001',gold,0,None
122,122,,,ECurrencyType::None,ECurrencyBindType::None,35000009025,0,0,,PaperSprite'/Game/UI/UIAtlas/Common/BakedSprite/Common_Money_Icon_0001.Common_Money_Icon_0001',gold,0,None
123,123,,,ECurrencyType::None,ECurrencyBindType::None,35000009026,0,0,,PaperSprite'/Game/UI/UIAtlas/System/Activity/BakedSprite/Activity_Icon_0102.Activity_Icon_0102',ActivityMoney_04,0,None
124,124,,,ECurrencyType::None,ECurrencyBindType::None,35000009027,0,0,,PaperSprite'/Game/UI/UIAtlas/Common/BakedSprite/Common_Money_Icon_0001.Common_Money_Icon_0001',gold,0,None
125,125,,,ECurrencyType::None,ECurrencyBindType::None,35000009028,0,0,,PaperSprite'/Game/UI/UIAtlas/System/Activity/BakedSprite/Activity_Icon_0102.Activity_Icon_0102',ActivityMoney_04,0,None
126,126,,,ECurrencyType::None,ECurrencyBindType::None,35000009029,0,0,,PaperSprite'/Game/Commerical/Event/RIchImage/BakedSprite/RichImage_dogtag_bb_s9fightcoin.RichImage_dogtag_bb_s9fightcoin,s9fightcoin,0,None
127,127,,,ECurrencyType::None,ECurrencyBindType::None,35000009030,0,0,,PaperSprite'/Game/Commerical/Event/RIchImage/BakedSprite/RichImage_dogtag_bb_s9fightcoin.RichImage_dogtag_bb_s9fightcoin,s9fightcoin,0,None
128,128,,,ECurrencyType::None,ECurrencyBindType::None,35000009031,0,0,,PaperSprite'/Game/UI/UIAtlas/Common/BakedSprite/Common_Money_Icon_0001.Common_Money_Icon_0001',gold,0,None
