RowName,MatchModeID,MapName,ModuleName,Desc,GameMode,GameRule,MapID,MatchSubMode,TeamMode,RaidID,RowDescription
148103123,148103123,,,,1,4,8103,12,3,0,None
148201103,148201103,,,,1,4,8201,10,3,0,None
148809103,148809103,,,,1,4,8809,10,3,0,None
151801213,151801213,,,,1,5,1801,21,3,0,None
151802223,151802223,,,,1,5,1802,22,3,0,None
151803233,151803233,,,,1,5,1803,23,3,0,None
15182213,15182213,,,,1,5,182,21,3,0,None
15183223,15183223,,,,1,5,183,22,3,0,None
15184233,15184233,,,,1,5,184,23,3,0,None
26053414,26053414,,,,2,6,53,41,4,0,None
151809213,151809213,,,,1,5,1809,21,3,0,None
59110001914,59110001914,,,,5,91,10001,91,4,0,None
59210002914,59210002914,,,,5,92,10002,91,4,0,None
59310003914,59310003914,,,,5,93,10003,91,4,0,None
59410004914,59410004914,,,,5,94,10004,91,4,0,None
59510005914,59510005914,,,,5,95,10005,91,4,0,None
59610006914,59610006914,,,,5,96,10006,91,4,0,None
59710007914,59710007914,,,,5,97,10007,91,4,0,None
26062414,26062414,,,,2,6,62,41,4,0,None
26071514,26071514,,,,2,6,71,51,4,0,None
27048514,27048514,,,,2,7,48,51,4,0,None
27051414,27051414,,,,2,7,51,41,4,0,None
27068514,27068514,,,,2,7,68,51,4,0,None
27130514,27130514,,,,2,7,130,51,4,0,None
27132514,27132514,,,,2,7,132,51,4,0,None
27133514,27133514,,,,2,7,133,51,4,0,None
28131514,28131514,,,,2,8,131,51,4,0,None
28134514,28134514,,,,2,8,134,51,4,0,None
27033514,27033514,,,,2,7,33,51,4,0,None
27311514,27311514,,,,2,7,311,51,4,0,None
213602704,213602704,,,,2,13,602,70,4,0,None
28034514,28034514,,,,2,8,34,51,4,0,None
28312514,28312514,,,,2,8,312,51,4,0,None
213622714,213622714,,,,2,13,622,71,4,0,None
29109514,29109514,,,,2,9,109,51,4,0,None
211311514,211311514,,,,2,11,311,51,4,0,None
29314514,29314514,,,,2,9,314,51,4,0,None
211233514,211233514,,,,2,11,233,51,4,0,None
2112403514,2112403514,,,,2,11,2403,51,4,0,None
210118614,210118614,,,,2,10,118,61,4,0,None
210313614,210313614,,,,2,10,313,61,4,0,None
210119634,210119634,,,,2,10,119,63,4,0,None
210402644,210402644,,,,2,10,402,64,4,0,None
210504654,210504654,,,,2,10,504,65,4,0,None
210508654,210508654,,,,2,10,508,65,4,0,None
210524684,210524684,,,,2,10,524,68,4,0,None
210519694,210519694,,,,2,10,519,69,4,0,None
27054514,27054514,,,,2,7,54,51,4,0,None
213601704,213601704,,,,2,13,601,70,4,0,None
28103514,28103514,,,,2,8,103,51,4,0,None
213621714,213621714,,,,2,13,621,71,4,0,None
29105514,29105514,,,,2,9,105,51,4,0,None
211232514,211232514,,,,2,11,232,51,4,0,None
2112402514,2112402514,,,,2,11,2402,51,4,0,None
210116614,210116614,,,,2,10,116,61,4,0,None
210117634,210117634,,,,2,10,117,63,4,0,None
210401644,210401644,,,,2,10,401,64,4,0,None
210502654,210502654,,,,2,10,502,65,4,0,None
210507654,210507654,,,,2,10,507,65,4,0,None
210511664,210511664,,,,2,10,511,66,4,0,None
210517674,210517674,,,,2,10,517,67,4,0,None
210521684,210521684,,,,2,10,521,68,4,0,None
210518694,210518694,,,,2,10,518,69,4,0,None
27075514,27075514,,,,2,7,75,51,4,0,None
213603704,213603704,,,,2,13,603,70,4,0,None
28210514,28210514,,,,2,8,210,51,4,0,None
213623714,213623714,,,,2,13,623,71,4,0,None
29213514,29213514,,,,2,9,213,51,4,0,None
211234514,211234514,,,,2,11,234,51,4,0,None
2112405514,2112405514,,,,2,11,2405,51,4,0,None
210126614,210126614,,,,2,10,126,61,4,0,None
210506654,210506654,,,,2,10,506,65,4,0,None
210512664,210512664,,,,2,10,512,66,4,0,None
210522684,210522684,,,,2,10,522,68,4,0,None
27113514,27113514,,,,2,7,113,51,4,0,None
213604704,213604704,,,,2,13,604,70,4,0,None
28114514,28114514,,,,2,8,114,51,4,0,None
213624714,213624714,,,,2,13,624,71,4,0,None
29124514,29124514,,,,2,9,124,51,4,0,None
211235514,211235514,,,,2,11,235,51,4,0,None
2112407514,2112407514,,,,2,11,2407,51,4,0,None
210125614,210125614,,,,2,10,125,61,4,0,None
210501654,210501654,,,,2,10,501,65,4,0,None
210513674,210513674,,,,2,10,513,67,4,0,None
27107514,27107514,,,,2,7,107,51,4,0,None
213605704,213605704,,,,2,13,605,70,4,0,None
27801514,27801514,,,,2,7,801,51,4,0,None
28108514,28108514,,,,2,8,108,51,4,0,None
213625714,213625714,,,,2,13,625,71,4,0,None
28802514,28802514,,,,2,8,802,51,4,0,None
29127514,29127514,,,,2,9,127,51,4,0,None
210804714,210804714,,,,2,10,804,71,4,0,None
211236514,211236514,,,,2,11,236,51,4,0,None
2112401514,2112401514,,,,2,11,2401,51,4,0,None
210128614,210128614,,,,2,10,128,61,4,0,None
210805714,210805714,,,,2,10,805,71,4,0,None
210227634,210227634,,,,2,10,227,63,4,0,None
210806714,210806714,,,,2,10,806,71,4,0,None
210403644,210403644,,,,2,10,403,64,4,0,None
210803714,210803714,,,,2,10,803,71,4,0,None
210505654,210505654,,,,2,10,505,65,4,0,None
210516674,210516674,,,,2,10,516,67,4,0,None
210515674,210515674,,,,2,10,515,67,4,0,None
210525684,210525684,,,,2,10,525,68,4,0,None
210520694,210520694,,,,2,10,520,69,4,0,None
27302514,27302514,,,,2,7,302,51,4,0,None
213608704,213608704,,,,2,13,608,70,4,0,None
28303514,28303514,,,,2,8,303,51,4,0,None
213628714,213628714,,,,2,13,628,71,4,0,None
29304514,29304514,,,,2,9,304,51,4,0,None
211239514,211239514,,,,2,11,239,51,4,0,None
210305614,210305614,,,,2,10,305,61,4,0,None
27111514,27111514,,,,2,7,111,51,4,0,None
213606704,213606704,,,,2,13,606,70,4,0,None
28112514,28112514,,,,2,8,112,51,4,0,None
213626714,213626714,,,,2,13,626,71,4,0,None
29136514,29136514,,,,2,9,136,51,4,0,None
211237514,211237514,,,,2,11,237,51,4,0,None
2112404514,2112404514,,,,2,11,2404,51,4,0,None
210137614,210137614,,,,2,10,137,61,4,0,None
210526634,210526634,,,,2,10,526,63,4,0,None
210509654,210509654,,,,2,10,509,65,4,0,None
210510664,210510664,,,,2,10,510,66,4,0,None
210523684,210523684,,,,2,10,523,68,4,0,None
27121514,27121514,,,,2,7,121,51,4,0,None
213607704,213607704,,,,2,13,607,70,4,0,None
28122514,28122514,,,,2,8,122,51,4,0,None
213627714,213627714,,,,2,13,627,71,4,0,None
29123514,29123514,,,,2,9,123,51,4,0,None
211238514,211238514,,,,2,11,238,51,4,0,None
2112406514,2112406514,,,,2,11,2406,51,4,0,None
27138514,27138514,,,,2,7,138,51,4,0,None
213609704,213609704,,,,2,13,609,70,4,0,None
28139514,28139514,,,,2,8,139,51,4,0,None
213629714,213629714,,,,2,13,629,71,4,0,None
29140514,29140514,,,,2,9,140,51,4,0,None
211141514,211141514,,,,2,11,141,51,4,0,None
210142614,210142614,,,,2,10,142,61,4,0,None
2102857634,2102857634,,,,2,10,2857,63,4,0,None
210144644,210144644,,,,2,10,144,64,4,0,None
27145514,27145514,,,,2,7,145,51,4,0,None
213610704,213610704,,,,2,13,610,70,4,0,None
28146514,28146514,,,,2,8,146,51,4,0,None
213630714,213630714,,,,2,13,630,71,4,0,None
29147514,29147514,,,,2,9,147,51,4,0,None
210148614,210148614,,,,2,10,148,61,4,0,None
27151514,27151514,,,,2,7,151,51,4,0,None
213611704,213611704,,,,2,13,611,70,4,0,None
28152514,28152514,,,,2,8,152,51,4,0,None
213631714,213631714,,,,2,13,631,71,4,0,None
29154514,29154514,,,,2,9,154,51,4,0,None
210153614,210153614,,,,2,10,153,61,4,0,None
141921103,141921103,,,,1,4,1921,10,3,0,None
1120103,1120103,,,,1,12,0,10,3,0,None
1121921103,1121921103,,,,1,12,1921,10,3,0,None
1121922103,1121922103,,,,1,12,1922,10,3,0,None
1121923103,1121923103,,,,1,12,1923,10,3,0,None
1123921103,1123921103,,,,1,12,3921,10,3,0,None
1123922103,1123922103,,,,1,12,3922,10,3,0,None
1123923103,1123923103,,,,1,12,3923,10,3,0,None
1122221103,1122221103,,,,1,12,2221,10,3,0,None
1122222103,1122222103,,,,1,12,2222,10,3,0,None
1122223103,1122223103,,,,1,12,2223,10,3,0,None
1128121103,1128121103,,,,1,12,8121,10,3,0,None
1128122103,1128122103,,,,1,12,8122,10,3,0,None
1128123103,1128123103,,,,1,12,8123,10,3,0,None
1128124103,1128124103,,,,1,12,8124,10,3,0,None
1128821103,1128821103,,,,1,12,8821,10,3,0,None
1128822103,1128822103,,,,1,12,8822,10,3,0,None
1484123,1484123,,,,1,4,84,12,3,0,None
14241103,14241103,,,,1,4,241,10,3,0,None
142231133,142231133,,,,1,4,2231,13,3,0,None
142232143,142232143,,,,1,4,2232,14,3,0,None
142233153,142233153,,,,1,4,2233,15,3,0,None
142232163,142232163,,,,1,4,2232,16,3,0,None
148801103,148801103,,,,1,4,8801,10,3,0,None
148802113,148802113,,,,1,4,8802,11,3,0,None
148803123,148803123,,,,1,4,8803,12,3,0,None
27156514,27156514,,,,2,7,156,51,4,0,None
27161514,27161514,,,,2,7,161,51,4,0,None
28162514,28162514,,,,2,8,162,51,4,0,None
29163514,29163514,,,,2,9,163,51,4,0,None
210164614,210164614,,,,2,10,164,61,4,0,None
27777514,27777514,,,,2,7,777,51,4,0,None
28778514,28778514,,,,2,8,778,51,4,0,None
27171514,27171514,,,,2,7,171,51,4,0,None
28172514,28172514,,,,2,8,172,51,4,0,None
29173514,29173514,,,,2,9,173,51,4,0,None
210174614,210174614,,,,2,10,174,61,4,0,None
29901514,29901514,,,,2,9,901,51,4,0,None
29902514,29902514,,,,2,9,902,51,4,0,None
29903514,29903514,,,,2,9,903,51,4,0,None
29904514,29904514,,,,2,9,904,51,4,0,None
29905514,29905514,,,,2,9,905,51,4,0,None
29906514,29906514,,,,2,9,906,51,4,0,None
29907514,29907514,,,,2,9,907,51,4,0,None
210550794,210550794,,,,2,10,550,79,4,0,None
210551794,210551794,,,,2,10,551,79,4,0,None
210552794,210552794,,,,2,10,552,79,4,0,None
210553724,210553724,,,,2,10,553,72,4,0,None
210554724,210554724,,,,2,10,554,72,4,0,None
210555724,210555724,,,,2,10,555,72,4,0,None
210556724,210556724,,,,2,10,556,72,4,0,None
210557724,210557724,,,,2,10,557,72,4,0,None
210558724,210558724,,,,2,10,558,72,4,0,None
210948724,210948724,,,,2,10,948,72,4,0,None
210950724,210950724,,,,2,10,950,72,4,0,None
210559734,210559734,,,,2,10,559,73,4,0,None
210560734,210560734,,,,2,10,560,73,4,0,None
210561734,210561734,,,,2,10,561,73,4,0,None
210562734,210562734,,,,2,10,562,73,4,0,None
210563734,210563734,,,,2,10,563,73,4,0,None
210564734,210564734,,,,2,10,564,73,4,0,None
210565744,210565744,,,,2,10,565,74,4,0,None
210566744,210566744,,,,2,10,566,74,4,0,None
210567744,210567744,,,,2,10,567,74,4,0,None
210568744,210568744,,,,2,10,568,74,4,0,None
210569744,210569744,,,,2,10,569,74,4,0,None
210570744,210570744,,,,2,10,570,74,4,0,None
210949744,210949744,,,,2,10,949,74,4,0,None
210951744,210951744,,,,2,10,951,74,4,0,None
210571754,210571754,,,,2,10,571,75,4,0,None
210572754,210572754,,,,2,10,572,75,4,0,None
210573754,210573754,,,,2,10,573,75,4,0,None
210574754,210574754,,,,2,10,574,75,4,0,None
210575754,210575754,,,,2,10,575,75,4,0,None
210576754,210576754,,,,2,10,576,75,4,0,None
210577764,210577764,,,,2,10,577,76,4,0,None
210578764,210578764,,,,2,10,578,76,4,0,None
210579764,210579764,,,,2,10,579,76,4,0,None
210580764,210580764,,,,2,10,580,76,4,0,None
210581764,210581764,,,,2,10,581,76,4,0,None
210582764,210582764,,,,2,10,582,76,4,0,None
210583774,210583774,,,,2,10,583,77,4,0,None
210584774,210584774,,,,2,10,584,77,4,0,None
210585774,210585774,,,,2,10,585,77,4,0,None
210586774,210586774,,,,2,10,586,77,4,0,None
210587774,210587774,,,,2,10,587,77,4,0,None
210588774,210588774,,,,2,10,588,77,4,0,None
210514784,210514784,,,,2,10,514,78,4,0,None
210901784,210901784,,,,2,10,901,78,4,0,None
210902784,210902784,,,,2,10,902,78,4,0,None
210903784,210903784,,,,2,10,903,78,4,0,None
210904784,210904784,,,,2,10,904,78,4,0,None
210906784,210906784,,,,2,10,906,78,4,0,None
210946784,210946784,,,,2,10,946,78,4,0,None
210947784,210947784,,,,2,10,947,78,4,0,None
210964784,210964784,,,,2,10,964,78,4,0,None
210885784,210885784,,,,2,10,885,78,4,0,None
142242173,142242173,,,,1,4,2242,17,3,0,None
210959814,210959814,,,,2,10,959,81,4,0,None
210960814,210960814,,,,2,10,960,81,4,0,None
210961814,210961814,,,,2,10,961,81,4,0,None
210962814,210962814,,,,2,10,962,81,4,0,None
210963814,210963814,,,,2,10,963,81,4,0,None
210999814,210999814,,,,2,10,999,81,4,0,None
210956824,210956824,,,,2,10,956,82,4,0,None
210957824,210957824,,,,2,10,957,82,4,0,None
210958824,210958824,,,,2,10,958,82,4,0,None
210997824,210997824,,,,2,10,997,82,4,0,None
210996824,210996824,,,,2,10,996,82,4,0,None
1142251243,1142251243,,,,1,14,2251,24,3,0,None
1148151243,1148151243,,,,1,14,8151,24,3,0,None
1143951243,1143951243,,,,1,14,3951,24,3,0,None
1148851243,1148851243,,,,1,14,8851,24,3,0,None
2101059854,2101059854,,,,2,10,1059,85,4,0,None
2101060854,2101060854,,,,2,10,1060,85,4,0,None
2101061854,2101061854,,,,2,10,1061,85,4,0,None
2101062854,2101062854,,,,2,10,1062,85,4,0,None
2101063854,2101063854,,,,2,10,1063,85,4,0,None
148901103,148901103,,,,1,4,8901,10,3,0,None
148902113,148902113,,,,1,4,8902,11,3,0,None
210965834,210965834,,,,2,10,965,83,4,0,None
210966834,210966834,,,,2,10,966,83,4,0,None
210967834,210967834,,,,2,10,967,83,4,0,None
210968834,210968834,,,,2,10,968,83,4,0,None
210969844,210969844,,,,2,10,969,84,4,0,None
210970844,210970844,,,,2,10,970,84,4,0,None
210971844,210971844,,,,2,10,971,84,4,0,None
210972844,210972844,,,,2,10,972,84,4,0,None
210973844,210973844,,,,2,10,973,84,4,0,None
210974844,210974844,,,,2,10,974,84,4,0,None
210975844,210975844,,,,2,10,975,84,4,0,None
210976844,210976844,,,,2,10,976,84,4,0,None
210977844,210977844,,,,2,10,977,84,4,0,None
210981844,210981844,,,,2,10,981,84,4,0,None
213612704,213612704,,,,2,13,612,70,4,0,None
210978864,210978864,,,,2,10,978,86,4,0,None
210979864,210979864,,,,2,10,979,86,4,0,None
210980864,210980864,,,,2,10,980,86,4,0,None
210886644,210886644,,,,2,10,886,64,4,0,None
210887644,210887644,,,,2,10,887,64,4,0,None
210888644,210888644,,,,2,10,888,64,4,0,None
210889644,210889644,,,,2,10,889,64,4,0,None
210900644,210900644,,,,2,10,900,64,4,0,None
1129301105,1129301105,,,,1,12,9301,10,5,0,None
1129302105,1129302105,,,,1,12,9302,10,5,0,None
1129303105,1129303105,,,,1,12,9303,10,5,0,None
1129304105,1129304105,,,,1,12,9304,10,5,0,None
146666103,146666103,,,,1,4,6666,10,3,0,None
262001514,262001514,,,,2,6,2001,51,4,0,None
262002514,262002514,,,,2,6,2002,51,4,0,None
262003514,262003514,,,,2,6,2003,51,4,0,None
271107514,271107514,,,,2,7,1107,51,4,0,None
271302514,271302514,,,,2,7,1302,51,4,0,None
