RowName,Key,TypeID,PresetID,Position,ItemID,ItemNum,RowDescription
194,194,6,1,199997,37200300001,60,None
195,195,6,2,111,10050001988,1,None
196,196,6,2,101,11010004003,1,None
197,197,6,2,105,11050004001,1,None
198,198,6,2,107,11070004004,1,None
199,199,6,2,108,11080003004,1,None
200,200,6,2,107001,14020000006,1,None
201,201,6,2,107001,14030000003,1,None
202,202,6,2,107001,14050000003,1,None
203,203,6,2,107001,14040000001,1,None
204,204,6,2,199997,37110500001,100,None
205,205,6,2,108001,14060000004,1,None
206,206,6,2,108001,14060000003,1,None
207,207,6,2,114,10070001977,1,None
208,208,6,2,199997,37200300001,60,None
209,209,7,1,111,10020001994,1,None
210,210,7,1,101,11010004004,1,None
211,211,7,1,105,11050004004,1,None
212,212,7,1,107,11070004004,1,None
213,213,7,1,108,11080003004,1,None
214,214,7,1,107001,14020000006,1,None
215,215,7,1,107001,14030000003,1,None
216,216,7,1,107001,14050000003,1,None
217,217,7,1,107001,14040000001,1,None
218,218,7,1,199997,37210400001,240,None
219,219,7,1,108001,14060000004,1,None
220,220,7,1,108001,14060000003,1,None
221,221,7,2,111,10020001995,1,None
222,222,7,2,101,11010004004,1,None
223,223,7,2,105,11050004004,1,None
224,224,7,2,107,11070004004,1,None
225,225,7,2,108,11080003004,1,None
226,226,7,2,107001,14020000006,1,None
227,227,7,2,107001,14030000003,1,None
228,228,7,2,107001,14050000003,1,None
229,229,7,2,107001,14040000001,1,None
230,230,7,2,199997,37140400001,240,None
231,231,7,2,108001,14060000004,1,None
232,232,7,2,108001,14060000003,1,None
233,233,8,1,111,10010003004,1,None
234,234,8,1,101,11010004002,1,None
235,235,8,1,105,11050004007,1,None
236,236,8,1,107,11070004004,1,None
237,237,8,1,108,11080003004,1,None
238,238,8,1,107001,14020000006,1,None
239,239,8,1,107001,14030000003,1,None
240,240,8,1,107001,14050000003,1,None
241,241,8,1,107001,14040000001,1,None
242,242,8,1,199997,37100400001,240,None
243,243,8,1,108001,14060000004,1,None
244,244,8,1,108001,14060000003,1,None
245,245,8,2,111,10010003005,1,None
246,246,8,2,101,11010004002,1,None
247,247,8,2,105,11050004007,1,None
248,248,8,2,107,11070004004,1,None
249,249,8,2,108,11080003004,1,None
250,250,8,2,107001,14020000006,1,None
251,251,8,2,107001,14030000003,1,None
252,252,8,2,107001,14050000003,1,None
253,253,8,2,107001,14040000001,1,None
254,254,8,2,199997,37110400001,240,None
255,255,8,2,108001,14060000004,1,None
256,256,8,2,108001,14060000003,1,None
257,257,8,3,111,10010003006,1,None
258,258,8,3,101,11010004002,1,None
259,259,8,3,105,11050004007,1,None
260,260,8,3,107,11070004004,1,None
261,261,8,3,108,11080003004,1,None
262,262,8,3,107001,14020000006,1,None
263,263,8,3,107001,14030000003,1,None
264,264,8,3,107001,14050000003,1,None
265,265,8,3,107001,14040000001,1,None
266,266,8,3,199997,37100400001,240,None
267,267,8,3,108001,14060000004,1,None
268,268,8,3,108001,14060000003,1,None
269,269,8,4,111,10040001992,1,None
270,270,8,4,101,11010004002,1,None
271,271,8,4,105,11050004007,1,None
272,272,8,4,107,11070004004,1,None
273,273,8,4,108,11080003004,1,None
274,274,8,4,107001,14020000006,1,None
275,275,8,4,107001,14030000003,1,None
276,276,8,4,107001,14050000003,1,None
277,277,8,4,107001,14040000001,1,None
278,278,8,4,199997,37130400001,240,None
279,279,8,4,108001,14060000004,1,None
280,280,8,4,108001,14060000003,1,None
281,281,8,5,111,10010003007,1,None
282,282,8,5,101,11010004002,1,None
283,283,8,5,105,11050004007,1,None
284,284,8,5,107,11070004004,1,None
285,285,8,5,108,11080003004,1,None
286,286,8,5,107001,14020000006,1,None
287,287,8,5,107001,14030000003,1,None
288,288,8,5,107001,14050000003,1,None
289,289,8,5,107001,14040000001,1,None
290,290,8,5,199997,37170400001,240,None
291,291,8,5,108001,14060000004,1,None
292,292,8,5,108001,14060000003,1,None
293,293,9,1,111,10050001989,1,None
294,294,9,1,101,11010004003,1,None
295,295,9,1,105,11050004001,1,None
296,296,9,1,107,11070004004,1,None
297,297,9,1,108,11080003004,1,None
298,298,9,1,107001,14020000006,1,None
299,299,9,1,107001,14030000003,1,None
300,300,9,1,107001,14050000003,1,None
301,301,9,1,107001,14040000001,1,None
302,302,9,1,199997,37290500001,60,None
303,303,9,1,108001,14060000004,1,None
304,304,9,1,108001,14060000003,1,None
305,305,9,1,114,10070001977,1,None
306,306,9,1,199997,37200300001,60,None
307,307,9,2,111,10060001704,1,None
308,308,9,2,101,11010004003,1,None
309,309,9,2,105,11050004001,1,None
310,310,9,2,107,11070004004,1,None
311,311,9,2,108,11080003004,1,None
312,312,9,2,107001,14020000006,1,None
313,313,9,2,107001,14030000003,1,None
314,314,9,2,107001,14050000003,1,None
315,315,9,2,107001,14040000001,1,None
316,316,9,2,199997,37170500001,100,None
317,317,9,2,108001,14060000004,1,None
318,318,9,2,108001,14060000003,1,None
319,319,9,2,114,10070001977,1,None
320,320,9,2,199997,37200300001,60,None
321,321,10,1,111,10020001996,1,None
322,322,10,1,101,11010004004,1,None
323,323,10,1,105,11050004004,1,None
324,324,10,1,107,11070004004,1,None
325,325,10,1,108,11080003004,1,None
326,326,10,1,107001,14020000006,1,None
327,327,10,1,107001,14030000003,1,None
328,328,10,1,107001,14050000003,1,None
329,329,10,1,107001,14040000001,1,None
330,330,10,1,199997,37260400001,240,None
331,331,10,1,108001,14060000004,1,None
332,332,10,1,108001,14060000003,1,None
333,333,10,2,111,10020001997,1,None
334,334,10,2,101,11010004004,1,None
335,335,10,2,105,11050004004,1,None
336,336,10,2,107,11070004004,1,None
337,337,10,2,108,11080003004,1,None
338,338,10,2,107001,14020000006,1,None
339,339,10,2,107001,14030000003,1,None
340,340,10,2,107001,14050000003,1,None
341,341,10,2,107001,14040000001,1,None
342,342,10,2,199997,37190400001,240,None
343,343,10,2,108001,14060000004,1,None
344,344,10,2,108001,14060000003,1,None
345,345,11,1,111,10010003008,1,None
346,346,11,1,101,11010004002,1,None
347,347,11,1,105,11050004007,1,None
348,348,11,1,107,11070004004,1,None
349,349,11,1,108,11080003004,1,None
350,350,11,1,107001,14020000006,1,None
351,351,11,1,107001,14030000003,1,None
352,352,11,1,107001,14050000003,1,None
353,353,11,1,107001,14040000001,1,None
354,354,11,1,199997,37130400001,240,None
355,355,11,1,108001,14060000004,1,None
356,356,11,1,108001,14060000003,1,None
357,357,11,2,111,10010003009,1,None
358,358,11,2,101,11010004002,1,None
359,359,11,2,105,11050004007,1,None
360,360,11,2,107,11070004004,1,None
361,361,11,2,108,11080003004,1,None
362,362,11,2,107001,14020000006,1,None
363,363,11,2,107001,14030000003,1,None
364,364,11,2,107001,14050000003,1,None
365,365,11,2,107001,14040000001,1,None
366,366,11,2,199997,37280400001,240,None
367,367,11,2,108001,14060000004,1,None
368,368,11,2,108001,14060000003,1,None
369,369,11,3,111,10010003010,1,None
370,370,11,3,101,11010004002,1,None
371,371,11,3,105,11050004007,1,None
372,372,11,3,107,11070004004,1,None
373,373,11,3,108,11080003004,1,None
374,374,11,3,107001,14020000006,1,None
375,375,11,3,107001,14030000003,1,None
376,376,11,3,107001,14050000003,1,None
377,377,11,3,107001,14040000001,1,None
378,378,11,3,199997,37120400001,240,None
379,379,11,3,108001,14060000004,1,None
380,380,11,3,108001,14060000003,1,None
381,381,11,4,111,10010003011,1,None
382,382,11,4,101,11010004002,1,None
383,383,11,4,105,11050004007,1,None
384,384,11,4,107,11070004004,1,None
385,385,11,4,108,11080003004,1,None
386,386,11,4,107001,14020000006,1,None
387,387,11,4,107001,14030000003,1,None
388,388,11,4,107001,14050000003,1,None
389,389,11,4,107001,14040000001,1,None
390,390,11,4,199997,37140400001,240,None
391,391,11,4,108001,14060000004,1,None
392,392,11,4,108001,14060000003,1,None
393,393,12,1,111,10040001993,1,None
394,394,12,1,101,11010004003,1,None
395,395,12,1,105,11050004001,1,None
396,396,12,1,107,11070004004,1,None
397,397,12,1,108,11080003004,1,None
398,398,12,1,107001,14020000006,1,None
399,399,12,1,107001,14030000003,1,None
400,400,12,1,107001,14050000003,1,None
401,401,12,1,107001,14040000001,1,None
402,402,12,1,199997,37180400001,240,None
403,403,12,1,108001,14060000004,1,None
404,404,12,1,108001,14060000003,1,None
405,405,13,1,111,10050003012,1,None
406,406,13,1,101,11010004004,1,None
407,407,13,1,105,11050004004,1,None
408,408,13,1,107,11070004004,1,None
409,409,13,1,108,11080003004,1,None
410,410,13,1,107001,14020000006,1,None
411,411,13,1,107001,14030000003,1,None
412,412,13,1,107001,14050000003,1,None
413,413,13,1,107001,14040000001,1,None
414,414,13,1,199997,37170400001,240,None
415,415,13,1,108001,14060000004,1,None
416,416,13,1,108001,14060000003,1,None
417,417,13,2,111,10010003014,1,None
418,418,13,2,101,11010004004,1,None
419,419,13,2,105,11050004004,1,None
420,420,13,2,107,11070004004,1,None
421,421,13,2,108,11080003004,1,None
422,422,13,2,107001,14020000006,1,None
423,423,13,2,107001,14030000003,1,None
424,424,13,2,107001,14050000003,1,None
425,425,13,2,107001,14040000001,1,None
426,426,13,2,199997,37110400001,240,None
427,427,13,2,108001,14060000004,1,None
428,428,13,2,108001,14060000003,1,None
429,429,14,1,111,10010003013,1,None
430,430,14,1,101,11010004002,1,None
431,431,14,1,105,11050004007,1,None
432,432,14,1,107,11070004004,1,None
433,433,14,1,108,11080003004,1,None
434,434,14,1,107001,14020000006,1,None
435,435,14,1,107001,14030000003,1,None
436,436,14,1,107001,14050000003,1,None
437,437,14,1,107001,14040000001,1,None
438,438,14,1,199997,37150400001,240,None
439,439,14,1,108001,14060000004,1,None
440,440,14,1,108001,14060000003,1,None
441,441,14,2,111,10040001994,1,None
442,442,14,2,101,11010004002,1,None
443,443,14,2,105,11050004007,1,None
444,444,14,2,107,11070004004,1,None
445,445,14,2,108,11080003004,1,None
446,446,14,2,107001,14020000006,1,None
447,447,14,2,107001,14030000003,1,None
448,448,14,2,107001,14050000003,1,None
449,449,14,2,107001,14040000001,1,None
450,450,14,2,199997,37150400001,240,None
451,451,14,2,108001,14060000004,1,None
452,452,14,2,108001,14060000003,1,None
453,453,15,1,111,10050001990,1,None
454,454,15,1,101,11010004003,1,None
455,455,15,1,105,11050004001,1,None
456,456,15,1,107,11070004004,1,None
457,457,15,1,108,11080003004,1,None
458,458,15,1,107001,14020000006,1,None
459,459,15,1,107001,14030000003,1,None
460,460,15,1,107001,14050000003,1,None
461,461,15,1,107001,14040000001,1,None
462,462,15,1,199997,37170500001,100,None
463,463,15,1,108001,14060000004,1,None
464,464,15,1,108001,14060000003,1,None
465,465,15,1,114,10070001977,1,None
466,466,15,1,199997,37200300001,60,None
467,467,15,2,111,10050001990,1,None
468,468,15,2,101,11010004003,1,None
469,469,15,2,105,11050004001,1,None
470,470,15,2,107,11070004004,1,None
471,471,15,2,108,11080003004,1,None
472,472,15,2,107001,14020000006,1,None
473,473,15,2,107001,14030000003,1,None
474,474,15,2,107001,14050000003,1,None
475,475,15,2,107001,14040000001,1,None
476,476,15,2,199997,37170500001,100,None
477,477,15,2,108001,14060000004,1,None
478,478,15,2,108001,14060000003,1,None
479,479,15,2,114,10070001977,1,None
480,480,15,2,199997,37200300001,60,None
481,481,15,3,111,10060001705,1,None
482,482,15,3,101,11010004003,1,None
483,483,15,3,105,11050004001,1,None
484,484,15,3,107,11070004004,1,None
485,485,15,3,108,11080003004,1,None
486,486,15,3,107001,14020000006,1,None
487,487,15,3,107001,14030000003,1,None
488,488,15,3,107001,14050000003,1,None
489,489,15,3,107001,14040000001,1,None
490,490,15,3,199997,37240700001,20,None
491,491,15,3,108001,14060000004,1,None
492,492,15,3,108001,14060000003,1,None
493,493,15,3,114,10070001977,1,None
494,494,15,3,199997,37200300001,60,None
495,495,12,2,111,10040001995,1,None
496,496,12,2,101,11010004003,1,None
497,497,12,2,105,11050004001,1,None
498,498,12,2,107,11070004004,1,None
499,499,12,2,108,11080003004,1,None
500,500,12,2,107001,14020000006,1,None
501,501,12,2,107001,14030000003,1,None
502,502,12,2,107001,14050000003,1,None
503,503,12,2,107001,14040000001,1,None
504,504,12,2,199997,37180400001,240,None
505,505,12,2,108001,14060000004,1,None
506,506,12,2,108001,14060000003,1,None
