RowName,MapID,Camp0BattleEieldBalanceData,Camp1BattleEieldBalanceData,ConquestCurve1,ConquestCurve2,ConquestCurve3,RowDescription
NewRow_10,152,"(TeamRebornCurve=(AssetPath=None, SubPath=), RebornCDCurve=(AssetPath=None, SubPath=), OcuupySpeedCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp0OccupySpeed.Camp0OccupySpeed, SubPath=), OcuupyNumCurve=(AssetPath=None, SubPath=), OcuupyStatusSpeedCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp0OccupySpeedBySector.Camp0OccupySpeedBySector, SubPath=), FightBackOcuupyStatusSpeedCurve=(AssetPath=None, SubPath=), EncouragementScoreEventScoreFactorCurve=(AssetPath=None, SubPath=))","(TeamRebornCurve=(AssetPath=None, SubPath=), RebornCDCurve=(AssetPath=None, SubPath=), OcuupySpeedCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp1OccupySpeed.Camp1OccupySpeed, SubPath=), OcuupyNumCurve=(AssetPath=None, SubPath=), OcuupyStatusSpeedCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp1OccupySpeedBySector.Camp1OccupySpeedBySector, SubPath=), FightBackOcuupyStatusSpeedCurve=(AssetPath=None, SubPath=), EncouragementScoreEventScoreFactorCurve=(AssetPath=None, SubPath=))","(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/ResourceDiffPercent.ResourceDiffPercent, SubPath=)","(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/SectorScoreSpeed.SectorScoreSpeed, SubPath=)","(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/LeadingCampResources.LeadingCampResources, SubPath=)",None
NewRow_8,139,"(TeamRebornCurve=(AssetPath=None, SubPath=), RebornCDCurve=(AssetPath=None, SubPath=), OcuupySpeedCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp0OccupySpeed.Camp0OccupySpeed, SubPath=), OcuupyNumCurve=(AssetPath=None, SubPath=), OcuupyStatusSpeedCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp0OccupySpeedBySector.Camp0OccupySpeedBySector, SubPath=), FightBackOcuupyStatusSpeedCurve=(AssetPath=None, SubPath=), EncouragementScoreEventScoreFactorCurve=(AssetPath=None, SubPath=))","(TeamRebornCurve=(AssetPath=None, SubPath=), RebornCDCurve=(AssetPath=None, SubPath=), OcuupySpeedCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp1OccupySpeed.Camp1OccupySpeed, SubPath=), OcuupyNumCurve=(AssetPath=None, SubPath=), OcuupyStatusSpeedCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp1OccupySpeedBySector.Camp1OccupySpeedBySector, SubPath=), FightBackOcuupyStatusSpeedCurve=(AssetPath=None, SubPath=), EncouragementScoreEventScoreFactorCurve=(AssetPath=None, SubPath=))","(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/ResourceDiffPercent.ResourceDiffPercent, SubPath=)","(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/SectorScoreSpeed.SectorScoreSpeed, SubPath=)","(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/LeadingCampResources.LeadingCampResources, SubPath=)",None
IceLand_TacticalConquest,105,"(TeamRebornCurve=(AssetPath=None, SubPath=), RebornCDCurve=(AssetPath=None, SubPath=), OcuupySpeedCurve=(AssetPath=None, SubPath=), OcuupyNumCurve=(AssetPath=None, SubPath=), OcuupyStatusSpeedCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp0OccupySpeedBySector_Tactical.Camp0OccupySpeedBySector_Tactical, SubPath=), FightBackOcuupyStatusSpeedCurve=(AssetPath=None, SubPath=), EncouragementScoreEventScoreFactorCurve=(AssetPath=None, SubPath=))","(TeamRebornCurve=(AssetPath=None, SubPath=), RebornCDCurve=(AssetPath=None, SubPath=), OcuupySpeedCurve=(AssetPath=None, SubPath=), OcuupyNumCurve=(AssetPath=None, SubPath=), OcuupyStatusSpeedCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp1OccupySpeedBySector_Tactical.Camp1OccupySpeedBySector_Tactical, SubPath=), FightBackOcuupyStatusSpeedCurve=(AssetPath=None, SubPath=), EncouragementScoreEventScoreFactorCurve=(AssetPath=None, SubPath=))","(AssetPath=None, SubPath=)","(AssetPath=None, SubPath=)","(AssetPath=None, SubPath=)",None
Cracked_TacticalConquest,109,"(TeamRebornCurve=(AssetPath=None, SubPath=), RebornCDCurve=(AssetPath=None, SubPath=), OcuupySpeedCurve=(AssetPath=None, SubPath=), OcuupyNumCurve=(AssetPath=None, SubPath=), OcuupyStatusSpeedCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp0OccupySpeedBySector_Tactical.Camp0OccupySpeedBySector_Tactical, SubPath=), FightBackOcuupyStatusSpeedCurve=(AssetPath=None, SubPath=), EncouragementScoreEventScoreFactorCurve=(AssetPath=None, SubPath=))","(TeamRebornCurve=(AssetPath=None, SubPath=), RebornCDCurve=(AssetPath=None, SubPath=), OcuupySpeedCurve=(AssetPath=None, SubPath=), OcuupyNumCurve=(AssetPath=None, SubPath=), OcuupyStatusSpeedCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp1OccupySpeedBySector_Tactical.Camp1OccupySpeedBySector_Tactical, SubPath=), FightBackOcuupyStatusSpeedCurve=(AssetPath=None, SubPath=), EncouragementScoreEventScoreFactorCurve=(AssetPath=None, SubPath=))","(AssetPath=None, SubPath=)","(AssetPath=None, SubPath=)","(AssetPath=None, SubPath=)",None
Gibraltar_TacticalConquest,213,"(TeamRebornCurve=(AssetPath=None, SubPath=), RebornCDCurve=(AssetPath=None, SubPath=), OcuupySpeedCurve=(AssetPath=None, SubPath=), OcuupyNumCurve=(AssetPath=None, SubPath=), OcuupyStatusSpeedCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp0OccupySpeedBySector_Tactical.Camp0OccupySpeedBySector_Tactical, SubPath=), FightBackOcuupyStatusSpeedCurve=(AssetPath=None, SubPath=), EncouragementScoreEventScoreFactorCurve=(AssetPath=None, SubPath=))","(TeamRebornCurve=(AssetPath=None, SubPath=), RebornCDCurve=(AssetPath=None, SubPath=), OcuupySpeedCurve=(AssetPath=None, SubPath=), OcuupyNumCurve=(AssetPath=None, SubPath=), OcuupyStatusSpeedCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp1OccupySpeedBySector_Tactical.Camp1OccupySpeedBySector_Tactical, SubPath=), FightBackOcuupyStatusSpeedCurve=(AssetPath=None, SubPath=), EncouragementScoreEventScoreFactorCurve=(AssetPath=None, SubPath=))","(AssetPath=None, SubPath=)","(AssetPath=None, SubPath=)","(AssetPath=None, SubPath=)",None
Shafted_TacticalConquest,124,"(TeamRebornCurve=(AssetPath=None, SubPath=), RebornCDCurve=(AssetPath=None, SubPath=), OcuupySpeedCurve=(AssetPath=None, SubPath=), OcuupyNumCurve=(AssetPath=None, SubPath=), OcuupyStatusSpeedCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp0OccupySpeedBySector_Tactical.Camp0OccupySpeedBySector_Tactical, SubPath=), FightBackOcuupyStatusSpeedCurve=(AssetPath=None, SubPath=), EncouragementScoreEventScoreFactorCurve=(AssetPath=None, SubPath=))","(TeamRebornCurve=(AssetPath=None, SubPath=), RebornCDCurve=(AssetPath=None, SubPath=), OcuupySpeedCurve=(AssetPath=None, SubPath=), OcuupyNumCurve=(AssetPath=None, SubPath=), OcuupyStatusSpeedCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp1OccupySpeedBySector_Tactical.Camp1OccupySpeedBySector_Tactical, SubPath=), FightBackOcuupyStatusSpeedCurve=(AssetPath=None, SubPath=), EncouragementScoreEventScoreFactorCurve=(AssetPath=None, SubPath=))","(AssetPath=None, SubPath=)","(AssetPath=None, SubPath=)","(AssetPath=None, SubPath=)",None
Retrowar_TacticalConquest,127,"(TeamRebornCurve=(AssetPath=None, SubPath=), RebornCDCurve=(AssetPath=None, SubPath=), OcuupySpeedCurve=(AssetPath=None, SubPath=), OcuupyNumCurve=(AssetPath=None, SubPath=), OcuupyStatusSpeedCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp0OccupySpeedBySector_Tactical.Camp0OccupySpeedBySector_Tactical, SubPath=), FightBackOcuupyStatusSpeedCurve=(AssetPath=None, SubPath=), EncouragementScoreEventScoreFactorCurve=(AssetPath=None, SubPath=))","(TeamRebornCurve=(AssetPath=None, SubPath=), RebornCDCurve=(AssetPath=None, SubPath=), OcuupySpeedCurve=(AssetPath=None, SubPath=), OcuupyNumCurve=(AssetPath=None, SubPath=), OcuupyStatusSpeedCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp1OccupySpeedBySector_Tactical.Camp1OccupySpeedBySector_Tactical, SubPath=), FightBackOcuupyStatusSpeedCurve=(AssetPath=None, SubPath=), EncouragementScoreEventScoreFactorCurve=(AssetPath=None, SubPath=))","(AssetPath=None, SubPath=)","(AssetPath=None, SubPath=)","(AssetPath=None, SubPath=)",None
Iceland_ArmoredWar,117,"(TeamRebornCurve=(AssetPath=None, SubPath=), RebornCDCurve=(AssetPath=None, SubPath=), OcuupySpeedCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp0OccupySpeed.Camp0OccupySpeed, SubPath=), OcuupyNumCurve=(AssetPath=None, SubPath=), OcuupyStatusSpeedCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp0OccupySpeedBySector.Camp0OccupySpeedBySector, SubPath=), FightBackOcuupyStatusSpeedCurve=(AssetPath=None, SubPath=), EncouragementScoreEventScoreFactorCurve=(AssetPath=None, SubPath=))","(TeamRebornCurve=(AssetPath=None, SubPath=), RebornCDCurve=(AssetPath=None, SubPath=), OcuupySpeedCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp1OccupySpeed.Camp1OccupySpeed, SubPath=), OcuupyNumCurve=(AssetPath=None, SubPath=), OcuupyStatusSpeedCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp1OccupySpeedBySector.Camp1OccupySpeedBySector, SubPath=), FightBackOcuupyStatusSpeedCurve=(AssetPath=None, SubPath=), EncouragementScoreEventScoreFactorCurve=(AssetPath=None, SubPath=))","(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/ResourceDiffPercent.ResourceDiffPercent, SubPath=)","(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/SectorScoreSpeed.SectorScoreSpeed, SubPath=)","(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/LeadingCampResources.LeadingCampResources, SubPath=)",None
Cracked_ArmoredWar,119,"(TeamRebornCurve=(AssetPath=None, SubPath=), RebornCDCurve=(AssetPath=None, SubPath=), OcuupySpeedCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp0OccupySpeed.Camp0OccupySpeed, SubPath=), OcuupyNumCurve=(AssetPath=None, SubPath=), OcuupyStatusSpeedCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp0OccupySpeedBySector.Camp0OccupySpeedBySector, SubPath=), FightBackOcuupyStatusSpeedCurve=(AssetPath=None, SubPath=), EncouragementScoreEventScoreFactorCurve=(AssetPath=None, SubPath=))","(TeamRebornCurve=(AssetPath=None, SubPath=), RebornCDCurve=(AssetPath=None, SubPath=), OcuupySpeedCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp1OccupySpeed.Camp1OccupySpeed, SubPath=), OcuupyNumCurve=(AssetPath=None, SubPath=), OcuupyStatusSpeedCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp1OccupySpeedBySector.Camp1OccupySpeedBySector, SubPath=), FightBackOcuupyStatusSpeedCurve=(AssetPath=None, SubPath=), EncouragementScoreEventScoreFactorCurve=(AssetPath=None, SubPath=))","(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/ResourceDiffPercent.ResourceDiffPercent, SubPath=)","(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/SectorScoreSpeed.SectorScoreSpeed, SubPath=)","(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/LeadingCampResources.LeadingCampResources, SubPath=)",None
Retrowar_ArmoredWar,227,"(TeamRebornCurve=(AssetPath=None, SubPath=), RebornCDCurve=(AssetPath=None, SubPath=), OcuupySpeedCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp0OccupySpeed.Camp0OccupySpeed, SubPath=), OcuupyNumCurve=(AssetPath=None, SubPath=), OcuupyStatusSpeedCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp0OccupySpeedBySector.Camp0OccupySpeedBySector, SubPath=), FightBackOcuupyStatusSpeedCurve=(AssetPath=None, SubPath=), EncouragementScoreEventScoreFactorCurve=(AssetPath=None, SubPath=))","(TeamRebornCurve=(AssetPath=None, SubPath=), RebornCDCurve=(AssetPath=None, SubPath=), OcuupySpeedCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp1OccupySpeed.Camp1OccupySpeed, SubPath=), OcuupyNumCurve=(AssetPath=None, SubPath=), OcuupyStatusSpeedCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp1OccupySpeedBySector.Camp1OccupySpeedBySector, SubPath=), FightBackOcuupyStatusSpeedCurve=(AssetPath=None, SubPath=), EncouragementScoreEventScoreFactorCurve=(AssetPath=None, SubPath=))","(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/ResourceDiffPercent.ResourceDiffPercent, SubPath=)","(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/SectorScoreSpeed.SectorScoreSpeed, SubPath=)","(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/LeadingCampResources.LeadingCampResources, SubPath=)",None
Derail_Armorwar,526,"(TeamRebornCurve=(AssetPath=None, SubPath=), RebornCDCurve=(AssetPath=None, SubPath=), OcuupySpeedCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp0OccupySpeed.Camp0OccupySpeed, SubPath=), OcuupyNumCurve=(AssetPath=None, SubPath=), OcuupyStatusSpeedCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp0OccupySpeedBySector.Camp0OccupySpeedBySector, SubPath=), FightBackOcuupyStatusSpeedCurve=(AssetPath=None, SubPath=), EncouragementScoreEventScoreFactorCurve=(AssetPath=None, SubPath=))","(TeamRebornCurve=(AssetPath=None, SubPath=), RebornCDCurve=(AssetPath=None, SubPath=), OcuupySpeedCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp1OccupySpeed.Camp1OccupySpeed, SubPath=), OcuupyNumCurve=(AssetPath=None, SubPath=), OcuupyStatusSpeedCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp1OccupySpeedBySector.Camp1OccupySpeedBySector, SubPath=), FightBackOcuupyStatusSpeedCurve=(AssetPath=None, SubPath=), EncouragementScoreEventScoreFactorCurve=(AssetPath=None, SubPath=))","(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/ResourceDiffPercent.ResourceDiffPercent, SubPath=)","(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/SectorScoreSpeed.SectorScoreSpeed, SubPath=)","(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/LeadingCampResources.LeadingCampResources, SubPath=)",None
Iceland_CaptureTheFlag,401,"(TeamRebornCurve=(AssetPath=None, SubPath=), RebornCDCurve=(AssetPath=None, SubPath=), OcuupySpeedCurve=(AssetPath=None, SubPath=), OcuupyNumCurve=(AssetPath=None, SubPath=), OcuupyStatusSpeedCurve=(AssetPath=None, SubPath=), FightBackOcuupyStatusSpeedCurve=(AssetPath=None, SubPath=), EncouragementScoreEventScoreFactorCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp0BalanceScore_CTF.Camp0BalanceScore_CTF, SubPath=))","(TeamRebornCurve=(AssetPath=None, SubPath=), RebornCDCurve=(AssetPath=None, SubPath=), OcuupySpeedCurve=(AssetPath=None, SubPath=), OcuupyNumCurve=(AssetPath=None, SubPath=), OcuupyStatusSpeedCurve=(AssetPath=None, SubPath=), FightBackOcuupyStatusSpeedCurve=(AssetPath=None, SubPath=), EncouragementScoreEventScoreFactorCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp1BalanceScore_CTF.Camp1BalanceScore_CTF, SubPath=))","(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/ResourceDiffPercent_CTF.ResourceDiffPercent_CTF, SubPath=)","(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/LeadingCampResources_CTF.LeadingCampResources_CTF, SubPath=)","(AssetPath=None, SubPath=)",None
Cracked_CaptureTheFlag,402,"(TeamRebornCurve=(AssetPath=None, SubPath=), RebornCDCurve=(AssetPath=None, SubPath=), OcuupySpeedCurve=(AssetPath=None, SubPath=), OcuupyNumCurve=(AssetPath=None, SubPath=), OcuupyStatusSpeedCurve=(AssetPath=None, SubPath=), FightBackOcuupyStatusSpeedCurve=(AssetPath=None, SubPath=), EncouragementScoreEventScoreFactorCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp0BalanceScore_CTF.Camp0BalanceScore_CTF, SubPath=))","(TeamRebornCurve=(AssetPath=None, SubPath=), RebornCDCurve=(AssetPath=None, SubPath=), OcuupySpeedCurve=(AssetPath=None, SubPath=), OcuupyNumCurve=(AssetPath=None, SubPath=), OcuupyStatusSpeedCurve=(AssetPath=None, SubPath=), FightBackOcuupyStatusSpeedCurve=(AssetPath=None, SubPath=), EncouragementScoreEventScoreFactorCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp1BalanceScore_CTF.Camp1BalanceScore_CTF, SubPath=))","(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/ResourceDiffPercent_CTF.ResourceDiffPercent_CTF, SubPath=)","(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/LeadingCampResources_CTF.LeadingCampResources_CTF, SubPath=)","(AssetPath=None, SubPath=)",None
Retrowar_CaptureTheFlag,403,"(TeamRebornCurve=(AssetPath=None, SubPath=), RebornCDCurve=(AssetPath=None, SubPath=), OcuupySpeedCurve=(AssetPath=None, SubPath=), OcuupyNumCurve=(AssetPath=None, SubPath=), OcuupyStatusSpeedCurve=(AssetPath=None, SubPath=), FightBackOcuupyStatusSpeedCurve=(AssetPath=None, SubPath=), EncouragementScoreEventScoreFactorCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp0BalanceScore_CTF.Camp0BalanceScore_CTF, SubPath=))","(TeamRebornCurve=(AssetPath=None, SubPath=), RebornCDCurve=(AssetPath=None, SubPath=), OcuupySpeedCurve=(AssetPath=None, SubPath=), OcuupyNumCurve=(AssetPath=None, SubPath=), OcuupyStatusSpeedCurve=(AssetPath=None, SubPath=), FightBackOcuupyStatusSpeedCurve=(AssetPath=None, SubPath=), EncouragementScoreEventScoreFactorCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp1BalanceScore_CTF.Camp1BalanceScore_CTF, SubPath=))","(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/ResourceDiffPercent_CTF.ResourceDiffPercent_CTF, SubPath=)","(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/LeadingCampResources_CTF.LeadingCampResources_CTF, SubPath=)","(AssetPath=None, SubPath=)",None
NewRow_11,551,"(TeamRebornCurve=(AssetPath=None, SubPath=), RebornCDCurve=(AssetPath=None, SubPath=), OcuupySpeedCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp0OccupySpeed.Camp0OccupySpeed, SubPath=), OcuupyNumCurve=(AssetPath=None, SubPath=), OcuupyStatusSpeedCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp0OccupySpeedBySector.Camp0OccupySpeedBySector, SubPath=), FightBackOcuupyStatusSpeedCurve=(AssetPath=None, SubPath=), EncouragementScoreEventScoreFactorCurve=(AssetPath=None, SubPath=))","(TeamRebornCurve=(AssetPath=None, SubPath=), RebornCDCurve=(AssetPath=None, SubPath=), OcuupySpeedCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp1OccupySpeed.Camp1OccupySpeed, SubPath=), OcuupyNumCurve=(AssetPath=None, SubPath=), OcuupyStatusSpeedCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp1OccupySpeedBySector.Camp1OccupySpeedBySector, SubPath=), FightBackOcuupyStatusSpeedCurve=(AssetPath=None, SubPath=), EncouragementScoreEventScoreFactorCurve=(AssetPath=None, SubPath=))","(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/ResourceDiffPercent.ResourceDiffPercent, SubPath=)","(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/SectorScoreSpeed.SectorScoreSpeed, SubPath=)","(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/LeadingCampResources.LeadingCampResources, SubPath=)",None
NewRow_12,550,"(TeamRebornCurve=(AssetPath=None, SubPath=), RebornCDCurve=(AssetPath=None, SubPath=), OcuupySpeedCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp0OccupySpeed.Camp0OccupySpeed, SubPath=), OcuupyNumCurve=(AssetPath=None, SubPath=), OcuupyStatusSpeedCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp0OccupySpeedBySector.Camp0OccupySpeedBySector, SubPath=), FightBackOcuupyStatusSpeedCurve=(AssetPath=None, SubPath=), EncouragementScoreEventScoreFactorCurve=(AssetPath=None, SubPath=))","(TeamRebornCurve=(AssetPath=None, SubPath=), RebornCDCurve=(AssetPath=None, SubPath=), OcuupySpeedCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp1OccupySpeed.Camp1OccupySpeed, SubPath=), OcuupyNumCurve=(AssetPath=None, SubPath=), OcuupyStatusSpeedCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp1OccupySpeedBySector.Camp1OccupySpeedBySector, SubPath=), FightBackOcuupyStatusSpeedCurve=(AssetPath=None, SubPath=), EncouragementScoreEventScoreFactorCurve=(AssetPath=None, SubPath=))","(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/ResourceDiffPercent.ResourceDiffPercent, SubPath=)","(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/SectorScoreSpeed.SectorScoreSpeed, SubPath=)","(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/LeadingCampResources.LeadingCampResources, SubPath=)",None
NewRow_13,552,"(TeamRebornCurve=(AssetPath=None, SubPath=), RebornCDCurve=(AssetPath=None, SubPath=), OcuupySpeedCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp0OccupySpeed.Camp0OccupySpeed, SubPath=), OcuupyNumCurve=(AssetPath=None, SubPath=), OcuupyStatusSpeedCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp0OccupySpeedBySector.Camp0OccupySpeedBySector, SubPath=), FightBackOcuupyStatusSpeedCurve=(AssetPath=None, SubPath=), EncouragementScoreEventScoreFactorCurve=(AssetPath=None, SubPath=))","(TeamRebornCurve=(AssetPath=None, SubPath=), RebornCDCurve=(AssetPath=None, SubPath=), OcuupySpeedCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp1OccupySpeed.Camp1OccupySpeed, SubPath=), OcuupyNumCurve=(AssetPath=None, SubPath=), OcuupyStatusSpeedCurve=(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/Camp1OccupySpeedBySector.Camp1OccupySpeedBySector, SubPath=), FightBackOcuupyStatusSpeedCurve=(AssetPath=None, SubPath=), EncouragementScoreEventScoreFactorCurve=(AssetPath=None, SubPath=))","(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/ResourceDiffPercent.ResourceDiffPercent, SubPath=)","(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/SectorScoreSpeed.SectorScoreSpeed, SubPath=)","(AssetPath=/Game/BluePrints/Breakthrough/Curve/IngameBalanceCurve/Conquest/LeadingCampResources.LeadingCampResources, SubPath=)",None
NewRow,-1,"(TeamRebornCurve=(AssetPath=None, SubPath=), RebornCDCurve=(AssetPath=None, SubPath=), OcuupySpeedCurve=(AssetPath=None, SubPath=), OcuupyNumCurve=(AssetPath=None, SubPath=), OcuupyStatusSpeedCurve=(AssetPath=None, SubPath=), FightBackOcuupyStatusSpeedCurve=(AssetPath=None, SubPath=), EncouragementScoreEventScoreFactorCurve=(AssetPath=None, SubPath=))","(TeamRebornCurve=(AssetPath=None, SubPath=), RebornCDCurve=(AssetPath=None, SubPath=), OcuupySpeedCurve=(AssetPath=None, SubPath=), OcuupyNumCurve=(AssetPath=None, SubPath=), OcuupyStatusSpeedCurve=(AssetPath=None, SubPath=), FightBackOcuupyStatusSpeedCurve=(AssetPath=None, SubPath=), EncouragementScoreEventScoreFactorCurve=(AssetPath=None, SubPath=))","(AssetPath=None, SubPath=)","(AssetPath=None, SubPath=)","(AssetPath=None, SubPath=)",None
