RowName,RuleKey,RuleId,ItemId,SocketId,bIsGroup,Priority,FixedMeshItemId,RowDescription
11201,11201,100021,13020000462,2,False,0,0,None
6482,6482,100021,13120000295,5,False,0,0,None
7821,7821,100022,13020000360,2,False,0,0,None
6165,6165,100022,13040000166,3,False,0,0,None
6001,6001,100022,13030000136,1,False,0,0,None
7824,7824,100022,13050000207,4,False,0,0,None
517,517,140025,13140000004,8,True,0,0,None
518,518,140025,13140000006,8,True,0,0,None
519,519,140025,13140000008,8,True,0,0,None
520,520,140025,13140000013,8,True,0,0,None
521,521,140025,13140000014,8,True,0,0,None
522,522,140025,13140000015,8,True,0,0,None
523,523,140025,13140000016,8,True,0,0,None
524,524,140025,13140000002,8,True,0,0,None
525,525,140025,13140000003,8,True,0,0,None
526,526,140025,13140000010,8,True,0,0,None
527,527,140025,13140000011,8,True,0,0,None
528,528,140025,13140000012,8,True,0,0,None
529,529,140025,13140000017,8,True,0,0,None
530,530,140025,13140000018,8,True,0,0,None
531,531,140025,13160000001,20,False,0,0,None
532,532,140025,13160000002,20,False,0,0,None
533,533,140025,13160000003,20,False,0,0,None
534,534,140025,13160000004,20,False,0,0,None
6392,6392,100023,13120000232,5,False,0,0,None
12207,12207,100023,13020000351,2,False,0,0,None
6117,6117,100023,13040000140,3,False,0,0,None
12206,12206,100023,13020000350,2,False,0,0,None
5985,5985,100023,13030000134,1,False,0,0,None
12205,12205,100023,13020000349,2,False,0,0,None
15180,15180,100025,13040000109,3,True,0,0,None
15179,15179,100025,13040000108,3,True,0,0,None
15178,15178,100025,13040000107,3,True,0,0,None
15177,15177,100025,13040000106,3,True,0,0,None
6469,6469,100027,13120000282,5,False,0,0,None
6464,6464,100005,13120000277,5,False,0,0,None
6463,6463,100005,13120000276,5,False,0,0,None
6419,6419,100009,13120000247,5,True,0,0,None
6418,6418,100009,13120000246,5,True,0,0,None
6417,6417,100009,13120000245,5,True,0,0,None
607,607,100012,13120000057,5,True,0,0,None
608,608,100012,13120000056,5,True,0,0,None
609,609,100012,13120000048,5,True,0,0,None
610,610,100012,13120000055,5,True,0,0,None
611,611,100012,13120000052,5,True,0,0,None
612,612,100012,13120000051,5,True,0,0,None
613,613,100012,13120000050,5,True,0,0,None
6404,6404,100022,13120000235,5,True,0,0,None
6403,6403,100022,13120000234,5,True,0,0,None
6402,6402,100022,13120000233,5,True,0,0,None
6478,6478,100013,13120000291,5,False,0,0,None
6476,6476,100013,13120000289,5,False,0,0,None
6481,6481,100029,13120000294,5,False,0,0,None
6480,6480,100029,13120000293,5,False,0,0,None
14869,14869,100023,13120000234,5,False,0,0,None
14868,14868,100023,13120000030,5,False,0,0,None
14867,14867,100023,13120000036,5,False,0,0,None
6459,6459,100020,13120000272,5,False,0,0,None
6458,6458,100020,13120000271,5,False,0,0,None
7520,7520,100002,13020000358,2,False,0,0,None
7519,7519,100002,13020000357,2,False,0,0,None
19755,19755,100002,13020000356,2,False,0,0,None
672,672,140020,13140000019,8,True,0,0,None
673,673,140020,13140000020,8,True,0,0,None
674,674,140025,13140000019,8,True,0,0,None
675,675,140025,13140000020,8,True,0,0,None
6108,6108,100001,13040000104,3,True,0,0,None
6316,6316,100005,13040000110,3,True,0,0,None
6315,6315,100005,13040000109,3,True,0,0,None
6314,6314,100005,13040000108,3,True,0,0,None
6313,6313,100005,13040000107,3,True,0,0,None
6312,6312,100005,13040000106,3,True,0,0,None
12622,12622,100024,13290000001,29,False,0,0,None
6166,6166,100022,13040000105,3,True,0,0,None
6167,6167,100022,13040000106,3,True,0,0,None
6168,6168,100022,13040000107,3,True,0,0,None
6169,6169,100022,13040000108,3,True,0,0,None
6170,6170,100022,13040000109,3,True,0,0,None
6171,6171,100022,13040000110,3,True,0,0,None
6172,6172,100022,13040000111,3,True,0,0,None
13787,13787,140180,13110000067,11,True,0,0,None
6124,6124,100023,13040000110,3,True,0,0,None
6123,6123,100023,13040000109,3,True,0,0,None
6122,6122,100023,13040000108,3,True,0,0,None
6121,6121,100023,13040000107,3,True,0,0,None
6120,6120,100023,13040000106,3,True,0,0,None
6119,6119,100023,13040000105,3,True,0,0,None
6118,6118,100023,13040000104,3,True,0,0,None
6287,6287,100015,13040000139,3,False,0,0,None
15675,15675,100037,13020000239,2,False,0,0,None
6293,6293,100020,13040000106,3,True,0,0,None
6292,6292,100020,13040000105,3,True,0,0,None
6291,6291,100020,13040000104,3,True,0,0,None
742,742,100012,13050000079,4,True,0,0,None
783,783,110115,13130000111,6,True,0,0,None
784,784,110115,13130000112,6,True,0,0,None
785,785,110115,13130000113,6,True,0,0,None
786,786,110115,13130000114,6,True,0,0,None
787,787,110115,13130000115,6,True,0,0,None
788,788,110115,13130000116,6,True,0,0,None
789,789,110115,13130000117,6,True,0,0,None
790,790,110115,13130000118,6,True,0,0,None
791,791,110115,13130000119,6,True,0,0,None
792,792,110115,13130000120,6,True,0,0,None
793,793,110115,13130000121,6,True,0,0,None
794,794,110116,13130000111,6,True,0,0,None
795,795,110116,13130000112,6,True,0,0,None
796,796,110116,13130000113,6,True,0,0,None
797,797,110116,13130000114,6,True,0,0,None
798,798,110116,13130000115,6,True,0,0,None
799,799,110116,13130000116,6,True,0,0,None
800,800,110116,13130000117,6,True,0,0,None
801,801,110116,13130000118,6,True,0,0,None
802,802,110116,13130000119,6,True,0,0,None
803,803,110116,13130000120,6,True,0,0,None
804,804,110116,13130000121,6,True,0,0,None
816,816,110118,13130000111,6,True,0,0,None
817,817,110118,13130000112,6,True,0,0,None
818,818,110118,13130000113,6,True,0,0,None
819,819,110118,13130000114,6,True,0,0,None
820,820,110118,13130000115,6,True,0,0,None
821,821,110118,13130000116,6,True,0,0,None
822,822,110118,13130000117,6,True,0,0,None
823,823,110118,13130000118,6,True,0,0,None
824,824,110118,13130000119,6,True,0,0,None
825,825,110118,13130000120,6,True,0,0,None
826,826,110118,13130000121,6,True,0,0,None
838,838,110120,13130000111,6,True,0,0,None
839,839,110120,13130000112,6,True,0,0,None
840,840,110120,13130000113,6,True,0,0,None
841,841,110120,13130000114,6,True,0,0,None
842,842,110120,13130000115,6,True,0,0,None
843,843,110120,13130000116,6,True,0,0,None
844,844,110120,13130000117,6,True,0,0,None
845,845,110120,13130000118,6,True,0,0,None
846,846,110120,13130000119,6,True,0,0,None
847,847,110120,13130000120,6,True,0,0,None
848,848,110120,13130000121,6,True,0,0,None
849,849,110121,13130000111,6,True,0,0,None
850,850,110121,13130000112,6,True,0,0,None
851,851,110121,13130000113,6,True,0,0,None
852,852,110121,13130000114,6,True,0,0,None
853,853,110121,13130000115,6,True,0,0,None
854,854,110121,13130000116,6,True,0,0,None
855,855,110121,13130000117,6,True,0,0,None
856,856,110121,13130000118,6,True,0,0,None
857,857,110121,13130000119,6,True,0,0,None
858,858,110121,13130000120,6,True,0,0,None
859,859,110121,13130000121,6,True,0,0,None
871,871,110123,13130000111,6,True,0,0,None
872,872,110123,13130000112,6,True,0,0,None
873,873,110123,13130000113,6,True,0,0,None
874,874,110123,13130000114,6,True,0,0,None
875,875,110123,13130000115,6,True,0,0,None
876,876,110123,13130000116,6,True,0,0,None
877,877,110123,13130000117,6,True,0,0,None
878,878,110123,13130000118,6,True,0,0,None
879,879,110123,13130000119,6,True,0,0,None
880,880,110123,13130000120,6,True,0,0,None
881,881,110123,13130000121,6,True,0,0,None
893,893,110131,13130000101,6,True,0,0,None
894,894,110131,13130000102,6,True,0,0,None
895,895,110131,13130000103,6,True,0,0,None
896,896,110131,13130000104,6,True,0,0,None
897,897,110131,13130000105,6,True,0,0,None
898,898,110131,13130000106,6,True,0,0,None
899,899,110131,13130000107,6,True,0,0,None
900,900,110131,13130000108,6,True,0,0,None
901,901,110131,13130000109,6,True,0,0,None
902,902,110131,13130000110,6,True,0,0,None
903,903,110132,13130000101,6,True,0,0,None
904,904,110132,13130000102,6,True,0,0,None
905,905,110132,13130000103,6,True,0,0,None
906,906,110132,13130000104,6,True,0,0,None
907,907,110132,13130000105,6,True,0,0,None
908,908,110132,13130000106,6,True,0,0,None
909,909,110132,13130000107,6,True,0,0,None
910,910,110132,13130000108,6,True,0,0,None
911,911,110132,13130000109,6,True,0,0,None
912,912,110132,13130000110,6,True,0,0,None
913,913,110133,13130000101,6,True,0,0,None
914,914,110133,13130000102,6,True,0,0,None
915,915,110133,13130000103,6,True,0,0,None
916,916,110133,13130000104,6,True,0,0,None
917,917,110133,13130000105,6,True,0,0,None
918,918,110133,13130000106,6,True,0,0,None
919,919,110133,13130000107,6,True,0,0,None
920,920,110133,13130000108,6,True,0,0,None
921,921,110133,13130000109,6,True,0,0,None
922,922,110133,13130000110,6,True,0,0,None
923,923,110134,13130000101,6,True,0,0,None
924,924,110134,13130000102,6,True,0,0,None
925,925,110134,13130000103,6,True,0,0,None
926,926,110134,13130000104,6,True,0,0,None
927,927,110134,13130000105,6,True,0,0,None
928,928,110134,13130000106,6,True,0,0,None
929,929,110134,13130000107,6,True,0,0,None
930,930,110134,13130000108,6,True,0,0,None
931,931,110134,13130000109,6,True,0,0,None
932,932,110134,13130000110,6,True,0,0,None
933,933,110135,13130000101,6,True,0,0,None
934,934,110135,13130000102,6,True,0,0,None
935,935,110135,13130000103,6,True,0,0,None
936,936,110135,13130000104,6,True,0,0,None
937,937,110135,13130000105,6,True,0,0,None
938,938,110135,13130000106,6,True,0,0,None
939,939,110135,13130000107,6,True,0,0,None
940,940,110135,13130000108,6,True,0,0,None
941,941,110135,13130000109,6,True,0,0,None
942,942,110135,13130000110,6,True,0,0,None
943,943,110136,13130000101,6,True,0,0,None
944,944,110136,13130000102,6,True,0,0,None
945,945,110136,13130000103,6,True,0,0,None
946,946,110136,13130000104,6,True,0,0,None
947,947,110136,13130000105,6,True,0,0,None
948,948,110136,13130000106,6,True,0,0,None
949,949,110136,13130000107,6,True,0,0,None
950,950,110136,13130000108,6,True,0,0,None
951,951,110136,13130000109,6,True,0,0,None
952,952,110136,13130000110,6,True,0,0,None
1003,1003,110142,13130000101,6,True,0,0,None
1004,1004,110142,13130000102,6,True,0,0,None
1005,1005,110142,13130000103,6,True,0,0,None
1006,1006,110142,13130000104,6,True,0,0,None
1007,1007,110142,13130000105,6,True,0,0,None
1008,1008,110142,13130000106,6,True,0,0,None
1009,1009,110142,13130000107,6,True,0,0,None
1010,1010,110142,13130000108,6,True,0,0,None
1011,1011,110142,13130000109,6,True,0,0,None
1012,1012,110142,13130000110,6,True,0,0,None
1024,1024,110144,13130000122,6,True,0,0,None
1025,1025,110144,13130000123,6,True,0,0,None
1026,1026,110144,13130000124,6,True,0,0,None
1027,1027,110144,13130000125,6,True,0,0,None
1028,1028,110144,13130000126,6,True,0,0,None
1029,1029,110144,13130000127,6,True,0,0,None
1030,1030,110144,13130000128,6,True,0,0,None
1031,1031,110144,13130000129,6,True,0,0,None
1032,1032,110144,13130000130,6,True,0,0,None
1033,1033,110144,13130000131,6,True,0,0,None
1034,1034,110144,13130000132,6,True,0,0,None
1046,1046,110146,13130000122,6,True,0,0,None
1047,1047,110146,13130000123,6,True,0,0,None
1048,1048,110146,13130000124,6,True,0,0,None
1049,1049,110146,13130000125,6,True,0,0,None
1050,1050,110146,13130000126,6,True,0,0,None
1051,1051,110146,13130000127,6,True,0,0,None
1052,1052,110146,13130000128,6,True,0,0,None
1053,1053,110146,13130000129,6,True,0,0,None
1054,1054,110146,13130000130,6,True,0,0,None
1055,1055,110146,13130000131,6,True,0,0,None
1056,1056,110146,13130000132,6,True,0,0,None
1068,1068,110148,13130000122,6,True,0,0,None
1069,1069,110148,13130000123,6,True,0,0,None
1070,1070,110148,13130000124,6,True,0,0,None
1071,1071,110148,13130000125,6,True,0,0,None
1072,1072,110148,13130000126,6,True,0,0,None
1073,1073,110148,13130000127,6,True,0,0,None
1074,1074,110148,13130000128,6,True,0,0,None
1075,1075,110148,13130000129,6,True,0,0,None
1076,1076,110148,13130000130,6,True,0,0,None
1077,1077,110148,13130000131,6,True,0,0,None
1078,1078,110148,13130000132,6,True,0,0,None
1090,1090,110150,13130000122,6,True,0,0,None
1091,1091,110150,13130000123,6,True,0,0,None
1092,1092,110150,13130000124,6,True,0,0,None
1093,1093,110150,13130000125,6,True,0,0,None
1094,1094,110150,13130000126,6,True,0,0,None
1095,1095,110150,13130000127,6,True,0,0,None
1096,1096,110150,13130000128,6,True,0,0,None
1097,1097,110150,13130000129,6,True,0,0,None
1098,1098,110150,13130000130,6,True,0,0,None
1099,1099,110150,13130000131,6,True,0,0,None
1100,1100,110150,13130000132,6,True,0,0,None
1101,1101,110151,13130000122,6,True,0,0,None
1102,1102,110151,13130000123,6,True,0,0,None
1103,1103,110151,13130000124,6,True,0,0,None
1104,1104,110151,13130000125,6,True,0,0,None
1105,1105,110151,13130000126,6,True,0,0,None
1106,1106,110151,13130000127,6,True,0,0,None
1107,1107,110151,13130000128,6,True,0,0,None
1108,1108,110151,13130000129,6,True,0,0,None
1109,1109,110151,13130000130,6,True,0,0,None
1110,1110,110151,13130000131,6,True,0,0,None
1111,1111,110151,13130000132,6,True,0,0,None
1112,1112,110152,13130000122,6,True,0,0,None
1113,1113,110152,13130000123,6,True,0,0,None
1114,1114,110152,13130000124,6,True,0,0,None
1115,1115,110152,13130000125,6,True,0,0,None
1116,1116,110152,13130000126,6,True,0,0,None
1117,1117,110152,13130000127,6,True,0,0,None
1118,1118,110152,13130000128,6,True,0,0,None
1119,1119,110152,13130000129,6,True,0,0,None
1120,1120,110152,13130000130,6,True,0,0,None
1121,1121,110152,13130000131,6,True,0,0,None
1122,1122,110152,13130000132,6,True,0,0,None
1145,1145,110155,13130000111,6,True,0,0,None
1146,1146,110155,13130000112,6,True,0,0,None
1147,1147,110155,13130000113,6,True,0,0,None
1148,1148,110155,13130000114,6,True,0,0,None
1149,1149,110155,13130000115,6,True,0,0,None
1150,1150,110155,13130000116,6,True,0,0,None
1151,1151,110155,13130000117,6,True,0,0,None
1152,1152,110155,13130000118,6,True,0,0,None
1153,1153,110155,13130000119,6,True,0,0,None
1154,1154,110155,13130000120,6,True,0,0,None
1155,1155,110155,13130000121,6,True,0,0,None
1156,1156,110156,13130000111,6,True,0,0,None
1157,1157,110156,13130000112,6,True,0,0,None
1158,1158,110156,13130000113,6,True,0,0,None
1159,1159,110156,13130000114,6,True,0,0,None
1160,1160,110156,13130000115,6,True,0,0,None
1161,1161,110156,13130000116,6,True,0,0,None
1162,1162,110156,13130000117,6,True,0,0,None
1163,1163,110156,13130000118,6,True,0,0,None
1164,1164,110156,13130000119,6,True,0,0,None
1165,1165,110156,13130000120,6,True,0,0,None
1166,1166,110156,13130000121,6,True,0,0,None
1189,1189,110159,13130000111,6,True,0,0,None
1190,1190,110159,13130000112,6,True,0,0,None
1191,1191,110159,13130000113,6,True,0,0,None
1192,1192,110159,13130000114,6,True,0,0,None
1193,1193,110159,13130000115,6,True,0,0,None
1194,1194,110159,13130000116,6,True,0,0,None
1195,1195,110159,13130000117,6,True,0,0,None
1196,1196,110159,13130000118,6,True,0,0,None
1197,1197,110159,13130000119,6,True,0,0,None
1198,1198,110159,13130000120,6,True,0,0,None
1199,1199,110159,13130000121,6,True,0,0,None
1200,1200,110160,13130000111,6,True,0,0,None
1201,1201,110160,13130000112,6,True,0,0,None
1202,1202,110160,13130000113,6,True,0,0,None
1203,1203,110160,13130000114,6,True,0,0,None
1204,1204,110160,13130000115,6,True,0,0,None
1205,1205,110160,13130000116,6,True,0,0,None
1206,1206,110160,13130000117,6,True,0,0,None
1207,1207,110160,13130000118,6,True,0,0,None
1208,1208,110160,13130000119,6,True,0,0,None
1209,1209,110160,13130000120,6,True,0,0,None
1210,1210,110160,13130000121,6,True,0,0,None
12220,12220,140258,13140000023,8,True,0,0,None
12219,12219,140258,13140000022,8,True,0,0,None
12218,12218,140258,13140000021,8,True,0,0,None
12217,12217,100024,13240000005,3,False,0,0,None
12204,12204,100023,13020000348,2,False,0,0,None
12203,12203,100023,13020000347,2,False,0,0,None
12202,12202,100023,13020000345,2,False,0,0,None
12201,12201,100001,13050000200,4,False,0,0,None
8039,8039,100024,13050000214,4,False,0,0,None
7823,7823,100022,13020000362,2,False,0,0,None
1224,1224,100012,13020000117,2,True,0,0,None
1225,1225,100012,13020000119,2,True,0,0,None
1226,1226,100012,13020000124,2,True,0,0,None
1227,1227,100012,13020000122,2,True,0,0,None
11234,11234,110384,13130000158,6,True,0,0,None
11233,11233,110384,13130000157,6,True,0,0,None
9770,9770,110400,13130000155,6,True,0,0,None
9769,9769,100033,13020000403,2,False,0,0,None
9768,9768,100033,13020000402,2,False,0,0,None
10207,10207,110418,13130000155,6,True,0,0,None
10202,10202,100020,13020000421,2,False,0,0,None
10201,10201,100020,13020000420,2,False,0,0,None
10200,10200,100020,13020000419,2,False,0,0,None
15176,15176,100025,13040000105,3,True,0,0,None
15175,15175,100025,13040000104,3,True,0,0,None
15174,15174,100025,13040000009,3,True,0,0,None
11055,11055,100013,13020000451,2,False,0,0,None
11054,11054,100013,13020000450,2,False,0,0,None
11993,11993,110452,13130000190,6,True,0,0,None
11992,11992,110452,13130000189,6,True,0,0,None
11991,11991,110452,13130000188,6,True,0,0,None
10193,10193,100015,13020000417,2,False,0,0,None
10192,10192,100015,13020000416,2,False,0,0,None
9978,9978,110412,13130000160,6,True,0,0,None
9977,9977,110412,13130000159,6,True,0,0,None
11198,11198,100016,13020000459,2,False,0,0,None
11197,11197,100016,13020000458,2,False,0,0,None
5983,5983,100001,13030000114,1,True,0,0,None
5982,5982,100001,13030000113,1,True,0,0,None
5981,5981,100001,13030000112,1,True,0,0,None
5980,5980,100001,13030000111,1,True,0,0,None
5977,5977,100001,13030000134,1,False,0,0,None
5995,5995,100002,13030000117,1,True,0,0,None
5999,5999,100002,13030000121,1,True,0,0,None
