---,ItemId,RecId,DescId,Name
10050000006,10050000006,18050000004,10050000006,SVD标准预设
10070000027,10070000027,18070000006,10070000027,93R标准预设
10010000095,10010000095,18010000006,10010000012,AK+KP
10010000096,10010000096,18010000006,10010000012,AK+CHWS3
10010000098,10010000098,18010000006,10010000012,AK+SLX5
10010000099,10010000099,18010000006,10010000012,AK+CompM4
10010000100,10010000100,18010000006,10010000012,AK+MH1
10010000101,10010000101,18010000006,10010000012,AK+PKAS
10010000102,10010000102,18010000006,10010000012,AK+CMORE
10010000103,10010000103,18010000006,10010000012,AK+ACOG
10010000104,10010000104,18010000006,10010000012,AK+ACSS
10080000002,10080000002,18080000001,10080000002,RPG-7带瞄具
10060000012,10060000012,18060000008,10060000012,R93+PSO
10060000013,10060000013,18060000001,10060000003,CS/LR5+PSO
10060000014,10060000014,18060000007,10060000014,SV98+PSO
10010000105,10010000105,18010000006,10010000012,AK+UH1
10010000106,10010000106,18010000006,10010000012,AK+Folding
10050000007,10050000007,18050000005,10050000007,M14标准预设
10010000107,10010000107,18010000016,10010000107,M7标准预设
10060000015,10060000015,18060000001,10060000003,PVE专用大威力SG50预设
10010000108,10010000108,18010000001,10010000122,M4A1+3x
10010000109,10010000109,18010000001,10010000122,M4A1+ACOG
10010000110,10010000110,18010000001,10010000122,M4A1+RD
10010000111,10010000111,18010000001,10010000122,M4A1+CompRD
10010000112,10010000112,18010000016,10010000107,RCX+ACOG
10010000113,10010000113,18010000016,10010000107,RCX+RD
10010000114,10010000114,18010000016,10010000107,RCX+4.5X
10010000115,10010000115,18010000016,10010000107,RCX+CMore
10010000116,10010000116,18010000016,10010000107,RCX+2.5x
10010000117,10010000117,18010000008,10010000014,QBZ95+3x
10010000118,10010000118,18010000008,10010000014,QBZ95+2x
10010000120,10010000120,18010000008,10010000014,QBZ95+6x
10020000024,10020000024,18020000005,10020000014,PP19+3x
10050000008,10050000008,18050000004,10050000006,SVD+4.5x
10020000025,10020000025,18020000003,10020000025,【大战场】K15大战场配置
10030000009,10030000009,18030000002,10030000009,【大战场】S12K大战场配置
10060000016,10060000016,18060000001,10060000016,【大战场】SG50大战场配置
10030000010,10030000010,18030000003,10030000010,"""Reis"" S12M"
10020000123,10020000123,18020000001,10020000001,民兵MP5预设1
10020000124,10020000124,18020000001,10020000001,民兵MP5预设2
10020000125,10020000125,18020000001,10020000001,民兵MP5预设3
10020000126,10020000126,18020000001,10020000001,民兵MP5预设4
10020000127,10020000127,18020000001,10020000001,民兵MP5预设5
10020000128,10020000128,18020000004,10020000128,UZI任务预设1
10020000129,10020000129,18020000004,10020000013,民兵UZI预设2
10020000130,10020000130,18020000004,10020000013,民兵UZI预设3
10020000131,10020000131,18020000004,10020000013,民兵UZI预设4
10020000132,10020000132,18020000004,10020000013,民兵UZI预设5
10020000133,10020000133,18020000005,10020000014,民兵PP19预设1
10020000134,10020000134,18020000005,10020000014,民兵PP19预设2
10020000135,10020000135,18020000005,10020000014,民兵PP19预设3
10020000136,10020000136,18020000005,10020000014,民兵PP19预设4
10020000137,10020000137,18020000005,10020000014,民兵PP19预设5
10010000123,10010000123,18010000006,10010000123,missionpreset41008
10010000124,10010000124,18010000006,10010000012,任务AKM预设2
10010001479,10010001479,18010000031,10010001479,任务用car15
10010000126,10010000126,18010000006,10010000012,突击兵AKM预设4
10010000127,10010000127,18010000006,10010000012,突击兵AKM预设5
10010000128,10010000128,18010000010,10010000019,突击兵AKS74U预设1
10010000129,10010000129,18010000010,10010000019,突击兵AKS74U预设2
10100000001,10100000001,18100000001,10100000001,喷枪-燃烧罐
10010000131,10010000131,18010000010,10010000019,突击兵AKS74U预设4
10010000132,10010000132,18010000010,10010000019,突击兵AKS74U预设5
10010000130,10010000130,18010000010,10010000019,突击兵AKS74U预设3
10010000134,10010000134,18010000008,10010000014,突击兵QBZ预设2
10010000135,10010000135,18010000008,10010000014,突击兵QBZ预设3
10010000133,10010000133,18010000008,10010000014,突击兵QBZ预设1
10010000137,10010000137,18010000008,10010000014,突击兵QBZ预设5
10030000012,10030000012,18030000001,10030000001,喷子兵伯奈利M4预设1
10030000013,10030000013,18030000001,10030000001,喷子兵伯奈利M4预设2
10030000014,10030000014,18030000001,10030000001,喷子兵伯奈利M4预设3
10030000015,10030000015,18030000001,10030000001,喷子兵伯奈利M4预设4
10030000016,10030000016,18030000001,10030000001,喷子兵伯奈利M4预设5
10050000017,10050000017,18050000001,10050000017,狙击手SKS预设1
10050000018,10050000018,18050000001,10050000018,狙击手SKS预设2
10050000019,10050000019,18050000005,10050000007,狙击手M14预设1
10050000020,10050000020,18050000005,10050000007,狙击手M14预设2
10050000021,10050000021,18050000005,10050000007,狙击手M14预设3
10050000022,10050000022,18050000005,10050000007,狙击手M14预设4
10050000023,10050000023,18050000005,10050000007,狙击手M14预设5
10060000041,10060000041,18050000004,10050000006,狙击手SVD预设1
10050000024,10050000024,18050000004,10050000006,狙击手SVD预设2
10050000025,10050000025,18050000004,10050000006,狙击手SVD预设3
10050000026,10050000026,18050000004,10050000006,狙击手SVD预设4
10050000027,10050000027,18050000004,10050000006,狙击手SVD预设5
10050000028,10050000028,18050000003,10050000005,狙击手VSS预设1
10050000029,10050000029,18050000003,10050000005,狙击手VSS预设2
10060000030,10060000030,18060000008,10060000030,狙击手R93预设1
10070000031,10070000031,18070000007,10070000031,盾兵CF98预设1
10070000032,10070000032,18070000007,10070000032,盾兵CF98预设2
10010000136,10010000136,18010000008,10010000014,突击兵QBZ预设4
10070000034,10070000034,18070000007,10070000034,盾兵CF98预设4
10070000035,10070000035,18070000007,10070000035,盾兵CF98预设5
10070000036,10070000036,18070000005,10070000026,盾兵G18C预设1
10070000037,10070000037,18070000005,10070000026,盾兵G18C预设2
10070000038,10070000038,18070000005,10070000026,盾兵G18C预设3
10070000039,10070000039,18070000003,10070000019,盾兵.357左轮预设1
10070000040,10070000040,18070000003,10070000019,盾兵.357左轮预设2
10070000041,10070000041,18070000003,10070000019,盾兵.357左轮预设3
10070000042,10070000042,18070000006,10070000027,盾兵92FS预设1
10070000043,10070000043,18070000006,10070000027,盾兵92FS预设2
10070000044,10070000044,18070000006,10070000027,盾兵92FS预设3
10070000045,10070000045,18070000004,10070000022,盾兵D50预设1
10070000046,10070000046,18070000004,10070000022,盾兵D50预设2
10070000047,10070000047,18070000004,10070000022,盾兵D50预设3
10020000168,10020000168,18070000002,10020000168,雷斯守卫CF98高级预设1
10070000048,10070000048,18070000007,10070000048,雷斯守卫CF98高级预设2
10010000049,10010000049,18010000006,10010000012,雷斯杀手AKM高级预设1
10010000139,10010000139,18010000006,10010000012,雷斯杀手AKM高级预设2
10010000138,10010000138,18010000010,10010000019,雷斯杀手AKS74U高级预设1
10010000140,10010000140,18010000010,10010000019,雷斯杀手AKS74U高级预设2
10010000141,10010000141,18010000008,10010000014,雷斯杀手QBZ高级预设1
10010000142,10010000142,18010000008,10010000014,雷斯杀手QBZ高级预设2
10020000138,10020000138,18020000003,10020000005,保安Vector预设1
10020000139,10020000139,18020000003,10020000005,保安Vector预设2
10020000140,10020000140,18020000003,10020000005,保安Vector预设3
10020000141,10020000141,18020000003,10020000005,保安Vector预设4
10020000142,10020000142,18020000003,10020000005,保安Vector预设5
10020000143,10020000143,18020000006,10020000015,保安MP-45预设1
10020000144,10020000144,18020000006,10020000015,保安MP-45预设2
10020000145,10020000145,18020000006,10020000015,保安MP-45预设3
10020000146,10020000146,18020000006,10020000015,保安MP-45预设4
10020000147,10020000147,18020000006,10020000015,保安MP-45预设5
10020000148,10020000148,18020000002,10020000004,保安P90预设1
10020000149,10020000149,18020000002,10020000004,保安P90预设2
10020000150,10020000150,18020000002,10020000004,保安P90预设3
10020000151,10020000151,18020000002,10020000004,保安P90预设4
10020000152,10020000152,18020000002,10020000004,保安P90预设5
10010000143,10010000143,18010000016,10010000107,突击兵RCX预设1
10010000144,10010000144,18010000016,10010000107,突击兵RCX预设2
10010000145,10010000145,18010000016,10010000107,突击兵RCX预设3
10010000146,10010000146,18010000016,10010000107,突击兵RCX预设4
10010000148,10010000148,18010000016,10010000107,突击兵RCX预设5
10010000149,10010000149,18010000001,10010000122,突击兵M4A1预设1
10010000150,10010000150,18010000001,10010000122,突击兵M4A1预设2
10010000151,10010000151,18010000001,10010000122,突击兵M4A1预设3
10010000152,10010000152,18010000001,10010000122,突击兵M4A1预设4
10010000153,10010000153,18010000001,10010000122,突击兵M4A1预设5
10010000154,10010000154,18010000014,10010000087,突击兵M16预设1
10010000155,10010000155,18010000014,10010000087,突击兵M16预设2
10010000156,10010000156,18010000014,10010000087,突击兵M16预设3
10010000157,10010000157,18010000014,10010000087,突击兵M16预设4
10010000158,10010000158,18010000014,10010000087,突击兵M16预设5
10010000159,10010000159,18010000015,10010000089,突击兵AUG预设1
10010000160,10010000160,18010000015,10010000089,突击兵AUG预设2
10010000161,10010000161,18010000015,10010000089,突击兵AUG预设3
10010000162,10010000162,18010000015,10010000089,突击兵AUG预设4
10010000163,10010000163,18010000015,10010000089,突击兵AUG预设5
10030000021,10030000021,18030000002,10030000002,喷子兵S12M预设1
10030000017,10030000017,18030000002,10030000002,喷子兵S12M预设2
10030000018,10030000018,18030000002,10030000002,喷子兵S12M预设3
10030000019,10030000019,18030000002,10030000002,喷子兵S12M预设4
10030000020,10030000020,18030000002,10030000002,喷子兵S12M预设5
10050000030,10050000030,18050000002,10050000004,狙击手Mini14预设1
10060000031,10060000031,18060000007,10060000031,狙击手SV98预设1
10060000032,10060000032,18060000007,10060000032,狙击手SV98预设2
10060000033,10060000033,18060000007,10060000033,狙击手SV98预设3
10060000034,10060000034,18060000007,10060000034,狙击手SV98预设4
10060000035,10060000035,18060000007,10060000035,狙击手SV98预设5
10060000036,10060000036,18060000001,10060000003,狙击手LR5预设1
10060000037,10060000037,18060000001,10060000003,狙击手LR5预设2
10060000038,10060000038,18060000001,10060000003,狙击手LR5预设3
10060000039,10060000039,18060000001,10060000003,狙击手LR5预设4
10060000040,10060000040,18060000001,10060000003,狙击手LR5预设5
10010000041,10010000041,18010000001,10010000122,伞兵M4A1预设1
10010000164,10010000164,18010000001,10010000122,伞兵M4A1预设2
10010000165,10010000165,18010000001,10010000122,伞兵M4A1预设3
10010000166,10010000166,18010000001,10010000122,伞兵M4A1预设4
10010000167,10010000167,18010000013,10010000086,伞兵HK416预设1
10010000168,10010000168,18010000013,10010000086,伞兵HK416预设2
10010000169,10010000169,18010000013,10010000086,伞兵HK416预设3
10010000170,10010000170,18010000013,10010000086,伞兵HK416预设4
10010000171,10010000171,18010000013,10010000086,伞兵HK416预设5
10010000172,10010000172,18010000011,10010000172,伞兵QBZ-17预设1
10010000173,10010000173,18010000011,10010000173,伞兵QBZ-17预设2
10010000174,10010000174,18010000011,10010000174,伞兵QBZ-17预设3
10010000175,10010000175,18010000011,10010000175,伞兵QBZ-17预设4
10010000176,10010000176,18010000011,10010000176,伞兵QBZ-17预设5
10010000177,10010000177,18010000012,10010000025,伞兵ASH12预设1
10010000178,10010000178,18010000012,10010000025,伞兵ASH12预设2
10010000179,10010000179,18010000012,10010000025,伞兵ASH12预设3
10010000180,10010000180,18010000012,10010000025,伞兵ASH12预设4
10010000181,10010000181,18010000012,10010000025,伞兵ASH12预设5
10020000153,10020000153,18020000001,10020000001,伞兵MP5预设1
10020000154,10020000154,18020000001,10020000001,伞兵MP5预设2
10020000155,10020000155,18020000001,10020000001,伞兵MP5预设3
10020000156,10020000156,18020000001,10020000001,伞兵MP5预设4
10020000157,10020000157,18020000001,10020000001,伞兵MP5预设5
10020000158,10020000158,18020000003,10020000005,伞兵K15预设1
10020000159,10020000159,18020000003,10020000005,伞兵K15预设2
10020000160,10020000160,18020000003,10020000005,伞兵K15预设3
10020000161,10020000161,18020000003,10020000005,伞兵K15预设4
10020000162,10020000162,18020000003,10020000005,伞兵K15预设5
10020000163,10020000163,18020000002,10020000004,伞兵P90预设1
10020000164,10020000164,18020000002,10020000004,伞兵P90预设2
10020000165,10020000165,18020000002,10020000004,伞兵P90预设3
10020000166,10020000166,18020000002,10020000004,伞兵P90预设4
10020000167,10020000167,18020000002,10020000004,伞兵P90预设5
10030000023,10030000023,18030000002,10030000002,"""Reis-P"" S12M"
10050000031,10050000031,18050000001,10050000031,狙击手SKS预设3
10050000032,10050000032,18050000001,10050000032,狙击手SKS预设4
10050000033,10050000033,18050000001,10050000033,狙击手SKS预设5
10040000006,10040000006,18040000002,10040000006,M249标准预设
10010000184,10010000184,18010000017,10010000184,SG553标准预设
10100000003,10100000003,18100000001,10100000003,兵种喷枪
10080000003,10080000003,18080000001,10080000003,RPG-7-兵种
10070000028,10070000028,18070000007,10070000028,"""AI"" CF98-A"
10080000006,10080000006,18080000004,10080000006,烟雾发射器本体预设
10080000007,10080000007,18080000002,10080000007,PVE-RPG
10010000185,10010000185,18010000006,10010000012,PTest_AKM_lv0
10010000186,10010000186,18010000006,10010000012,PTest_AKM_lv1
10010000187,10010000187,18010000006,10010000012,PTest_AKM_lv2
10010000188,10010000188,18010000006,10010000012,PTest_AKM_lv3_recoil
10010000193,10010000193,18010000006,10010000012,PTest_AKM_lv3_control
10010000194,10010000194,18010000008,10010000014,拟人AI掉落1
10010000195,10010000195,18010000008,10010000014,拟人AI掉落2
10010000196,10010000196,18010000008,10010000014,拟人AI掉落3
10020000169,10020000169,18020000005,10020000014,PP19拟人1
10020000170,10020000170,18020000005,10020000014,PP19拟人2
10020000171,10020000171,18020000005,10020000014,PP19拟人3
10020000174,10020000174,18020000004,10020000013,UZI拟人3
10020000173,10020000173,18020000004,10020000013,UZI拟人2
10020000172,10020000172,18020000004,10020000013,UZI拟人1
10030000024,10030000024,18030000002,10030000002,S12K拟人1
10030000025,10030000025,18030000002,10030000002,S12K拟人2
10030000026,10030000026,18030000002,10030000002,S12K拟人3
10060000042,10060000042,18060000009,10060000042,M700 百步穿杨
10010000197,10010000197,18010000015,10010000089,AUG武器库初级预设
10010000198,10010000198,18010000015,10010000089,AUG武器库中级预设
10010000199,10010000199,18010000015,10010000089,AUG武器库高级预设
10010000200,10010000200,18010000016,10010000107,RCX武器库初级预设
10010000201,10010000201,18010000016,10010000107,RCX武器库中级预设
10010000202,10010000202,18010000016,10010000107,RCX武器库高级预设
10010000203,10010000203,18010000012,10010000025,ASH12武器库初级预设
10010000204,10010000204,18010000012,10010000025,ASH12武器库高级预设
10010000205,10010000205,18010000001,10010000205,M4A1武器库初级预设
10010000206,10010000206,18010000001,10010000122,M4A1武器库中级预设
10010000207,10010000207,18010000001,10010000207,M4A1武器库高级预设
10010000208,10010000208,18010000013,10010000086,HK416武器库初级预设
10010000209,10010000209,18010000013,10010000086,HK416武器库高级预设
10020000175,10020000175,18020000004,10020000175,missionpreset41901
10020000176,10020000176,18020000004,10020000013,UZI武器库高级预设
10020000177,10020000177,18020000005,10020000177,missionpreset41007
10020000178,10020000178,18020000005,10020000014,PP19武器库高级预设
10020000179,10020000179,18020000006,10020000015,MP-45武器库初级预设
10020000180,10020000180,18020000006,10020000015,MP-45武器库高级预设
10050000034,10050000034,18050000004,10050000006,SVD武器库初级预设
10050000035,10050000035,18050000004,10050000006,SVD武器库高级预设
10050000036,10050000036,18050000005,10050000007,M14武器库初级预设
10050000037,10050000037,18050000005,10050000007,M14武器库高级预设
10050000038,10050000038,18050000002,10050000004,Mini14武器库初级预设
10050000039,10050000039,18050000002,10050000004,Mini14武器库高级预设
10050000040,10050000040,18050000003,10050000005,VSS武器库初级预设
10050000041,10050000041,18050000003,10050000005,VSS武器库高级预设
10060000043,10060000043,18060000008,10060000043,R93武器库初级预设
10060000044,10060000044,18060000008,10060000044,R93武器库高级预设
10060000045,10060000045,18060000001,10060000003,CSLR5武器库初级预设
10070000053,10070000053,18070000005,10070000026,G18C武器库初级预设
10060000047,10060000047,18060000001,10060000003,CSLR5武器库高级预设
10070000050,10070000050,18070000005,10070000026,G18C武器库高级预设
10070000051,10070000051,18070000004,10070000022,Deagle武器库初级预设
10070000052,10070000052,18070000004,10070000022,Deagle武器库高级预设
10070000049,10070000049,18070000003,10070000019,雷斯守卫.357左轮高级预设1
10010000210,10010000210,18010000010,10010000019,AKS74U武器库初级预设
10010000211,10010000211,18010000010,10010000019,AKS74U武器库中级预设
10010000212,10010000212,18010000010,10010000019,AKS74U武器库高级预设
10020000181,10020000181,18020000001,10020000001,MP5_AI掉落1
10020000182,10020000182,18020000001,10020000001,MP5_AI掉落2
10020000183,10020000183,18020000001,10020000001,MP5_AI掉落3
10020000184,10020000184,18020000001,10020000001,MP5_AI掉落4
10020000185,10020000185,18020000001,10020000001,MP5_AI掉落5
10020000186,10020000186,18020000004,10020000013,UZI_AI掉落1
10020000187,10020000187,18020000004,10020000013,UZI_AI掉落2
10020000188,10020000188,18020000004,10020000013,UZI_AI掉落3
10020000189,10020000189,18020000004,10020000013,UZI_AI掉落4
10020000190,10020000190,18020000004,10020000013,UZI_AI掉落5
10020000191,10020000191,18020000005,10020000014,PP19_AI掉落1
10020000192,10020000192,18020000005,10020000014,PP19_AI掉落2
10020000193,10020000193,18020000005,10020000014,PP19_AI掉落3
10020000194,10020000194,18020000005,10020000014,PP19_AI掉落4
10020000195,10020000195,18020000005,10020000014,PP19_AI掉落5
10010000213,10010000213,18010000010,10010000019,AKS74U_AI掉落1
10010000214,10010000214,18010000010,10010000019,AKS74U_AI掉落2
10010000215,10010000215,18010000010,10010000019,AKS74U_AI掉落3
10010000216,10010000216,18010000010,10010000019,AKS74U_AI掉落4
10010000217,10010000217,18010000010,10010000019,AKS74U_AI掉落5
10010000218,10010000218,18010000008,10010000014,QBZ95_AI掉落1
10010000219,10010000219,18010000008,10010000014,QBZ95_AI掉落2
10070000033,10070000033,18070000007,10070000033,盾兵CF98预设3
10010000221,10010000221,18010000008,10010000014,QBZ95_AI掉落4
10010000222,10010000222,18010000008,10010000014,QBZ95_AI掉落5
10010000223,10010000223,18010000018,10010000223,AK-12 标准预设
10010000224,10010000224,18010000020,10010000224,橙色AK预设
10010000225,10010000225,18010000013,10010000086,416 bluebrint
10060000048,10060000048,18060000001,10060000003,cslr5 blueprint
10060000049,10060000049,18060000007,10060000049,sv98 blueprint
10010000226,10010000226,18010000001,10010000122,m4a1 blueprint
10020000196,10020000196,18020000003,10020000005,vector blueprint
10050000042,10050000042,18050000006,10050000042,SKS blue
10010000227,10010000227,18010000008,10010000014,qbz blueprint
10050000043,10050000043,18050000006,10050000043,SKSM标准预设
10020000197,10020000197,18020000007,10020000197,Micro-Uzi标准预设
10010000228,10010000228,18010000021,10010000228,Scar-H标准预设
10010000229,10010000229,18010000022,10010000229,cz805标准预设
10080000004,10080000004,18080000003,10080000004,AT4
10100000230,10100000230,18100000003,10100000230,多功能维修工具
10100000008,10100000008,18100000004,10100000008,除颤仪
10010000230,10010000230,18010000030,10010000230,功能验证用AK
10030000027,10030000027,18030000004,10030000027,M870标准预设
10010000231,10010000231,18010000016,10010000107,RCX橙色蓝图预设
10010000232,10010000232,18010000006,10010000012,AKM橙色蓝图预设
10020000233,10020000233,18020000001,10020000001,MP5紫色蓝图预设
10020000234,10020000234,18020000002,10020000004,P90紫色蓝图预设
10060000235,10060000235,18060000009,10060000042,M40紫色蓝图预设
10030000236,10030000236,18030000001,10030000001,M1014紫色蓝图预设
10030000237,10030000237,18030000002,10030000002,S12M紫色蓝图预设
10010000233,10010000233,18010000031,10010000233,CAR15标准预设
10020000235,10020000235,18020000001,10020000001,MP5橙色蓝图预设
10010000237,10010000237,18010000011,10010000237,QBZ紫色蓝图预设
10020000236,10020000236,18020000002,10020000004,P90橙色蓝图预设
10010000238,10010000238,18010000014,10010000087,M16紫色蓝图预设
10010000239,10010000239,18010000015,10010000089,AUG紫色蓝图预设
10010000240,10010000240,18010000012,10010000025,Ash12紫色蓝图预设
10020000241,10020000241,18020000003,10020000005,K15紫色蓝图预设
10060000241,10060000241,18060000030,10060000241,重狙 兵种
10080000241,10080000241,18080000005,10080000241,毒刺替代版
10010000241,10010000241,18010000008,10010000014,97M紫色蓝图预设
10050000242,10050000242,18050000003,10050000005,VSS橙色蓝图预设
10010000242,10010000242,18010000008,10010000014,97M紫色蓝图预设(11月)
10040000007,10040000007,18040000007,10040000007,FNMinimi(boss毛鲁斯)
10060000242,10060000242,18060000008,10060000242,R93紫色蓝图预设
10020000242,10020000242,18020000005,10020000014,PP19紫色蓝图预设(量产动态贴图主题)
10010000243,10010000243,18010000001,10010000122,M4A1紫色蓝图预设
10020000243,10020000243,18020000005,10020000014,PP19紫色蓝图预设
10010000244,10010000244,18010000014,10010000087,M16橙色蓝图预设
10010000245,10010000245,18010000015,10010000089,AUG紫色蓝图预设(11月)
10010000220,10010000220,18010000008,10010000014,QBZ95_AI掉落3
10050000243,10050000243,18050000005,10050000007,M14蛇纹蓝图预设
10050000244,10050000244,18050000005,10050000007,M14伊利斯风情蓝图预设
10020000244,10020000244,18020000003,10020000005,vector伊利斯风情蓝图预设
10050000245,10050000245,18050000004,10050000006,SVD紫色蓝图预设
10060000244,10060000244,18060000031,10060000244,CSLR5(AI武器)
10070000246,10070000246,18070000030,10070000246,激素枪
10010000246,10010000246,18010000014,10010000087,M16A2丛林猎手预设
10050000246,10050000246,18050000004,10050000006,SVD丛林猎手预设
10020000245,10020000245,18020000004,10020000013,UZI丛林猎手预设
10020000246,10020000246,18020000003,10020000005,Vector丛林猎手预设
10010000247,10010000247,18010000008,10010000014,QBZ97A丛林猎手预设
10070000247,10070000247,18070000006,10070000027,92FS丛林猎手预设
10020000247,10020000247,18020000001,10020000001,MP5飞向星云预设
10010000248,10010000248,18010000001,10010000122,M4A1飞向星云预设
10010000249,10010000249,18010000013,10010000086,HK416飞向星云预设（待删除）
10060000245,10060000245,18060000008,10060000245,R93飞向星云预设
10050000247,10050000247,18050000002,10050000004,Mini14飞向星云预设
10020000248,10020000248,18020000004,10020000013,UZI潮间狂欢预设
10050000248,10050000248,18050000006,10050000043,SKSM+SLX5
10020000249,10020000249,18020000005,10020000014,新枪_10020000249
10020000250,10020000250,18020000005,10020000014,新枪_10020000250
10010000252,10010000252,18010000006,10010000012,AKM紫色蓝图预设
10010000253,10010000253,18010000006,10010000012,AKM暗影潮汐预设
10040000009,10040000009,18040000001,10040000003,PKM暗影潮汐预设
10020000251,10020000251,18020000005,10020000014,PP19暗影潮汐预设
10010000254,10010000254,18010000015,10010000089,AUGA3暗影潮汐预设
10050000249,10050000249,18050000003,10050000005,VSS暗影潮汐预设
10080000244,10080000244,18080000006,10080000244,针式导弹发射器Test244
10060000246,10060000246,18060000011,10060000246,AWM标准预设
10010000256,10010000256,18010000008,10010000014,QBZ97A医疗协议预设
10010000257,10010000257,18010000008,10010000014,QBZ95-新手基础枪
10080000258,10080000258,18080000007,10080000258,RPG-AI专用
10060001130,10060001130,18060000007,10060001130,SV98-轻机能
10020000252,10020000252,18020000001,10020000001,mp5潮间狂欢预设
10010000258,10010000258,18010000010,10010000019,AKS-74U潮间狂欢预设
10010000259,10010000259,18010000001,10010000122,M4A1潮间狂欢预设
10050000250,10050000250,18050000004,10050000006,SVD潮间狂欢预设
10010000260,10010000260,18010000014,10010000087,M16A2星云灿烂预设
10020000253,10020000253,18020000002,10020000004,P90星云灿烂预设
10020000254,10020000254,18020000005,10020000014,PP19星云灿烂预设
10010000261,10010000261,18010000008,10010000014,QBZ97A星云灿烂预设
10020000255,10020000255,18020000003,10020000005,Vector星云灿烂预设
10030000238,10030000238,18030000002,10030000002,S12K星云灿烂预设
10010000262,10010000262,18010000012,10010000025,ASH-12星云灿烂预设
10050000251,10050000251,18050000002,10050000004,Mini14星云灿烂预设
10060000248,10060000248,18060000001,10060000003,CS/LR5星云灿烂预设
10060000249,10060000249,18060000008,10060000249,R93星云灿烂预设
