RowName,MapID,SubGameMode,WinScore,OccupiedScore,KillBonus,OccupySpeedFactor,MatchDuration,BaseScoreSpeed,LandslidePreTime,LandslideScoreSpeed,EdgeKillTime,JetEdgeKillTime,EmptyVehicleDecreaseHPMinTime,EmptyVehicleDecreaseHPPercent,MinVehicleDecreaseHPDist,bVehicleAutoDestroy,VehicleAutoDestroyTime,bVehicleCanGetOff,bVehicleCanAccommodateOtherMembers,bVehicleCanSwap,bVehicleGetOffTip,bDisableDeploy,bDisableDeployHome,GuideAutoCloseDuration,SectorBackDelayTime,SectorBackSpeed,HalfJoinLimitedPercent,BattleFieldForcesTypeArr,SectorSpeedCurve,bOpenGuide,RedeployGuideInfoList,RedeployGuideInfoListHD,HalfJoinScoreCalculation,BattleFieldCharacterDeathConfigMap,OccupySpeedMultiplier,AmmoBoxCD,MatchAnchorScoreReportInterval,CaptureFlagPickupRefreshFlagCD,Camp0CaptureFlagDataRow,Camp1CaptureFlagDataRow,SuperiorityMinFlagOfAddTime,InferiorMinFlagOfAddTime,AddTimeBaseNumber,AddTimeFactor,bIsAddConvoyFlaScoreForHolder,RowDescription
Retrowar_AirCombat_HD,525,EDFMGamePlaySubMode::None,1000,40,1,4,1800,1,45,10,10,-1,5,5,15,False,-1,True,True,True,True,False,False,5,5,0.05,70,EBattleFieldForcesType::Forces_GTI; EBattleFieldForcesType::Forces_Haavk,(),2,,"(GuideType=EBattleFieldInGameGuideType::AnchorFirstStartCapture, GuideGroup=EBattleFieldInGameGuideGroup::Anchor, GuideGroupType=EBattleFieldInGameGuideGroupType::Independent, GuideID=0, GuidePopFunctionID=0, GuidePopWindowID=58, GuideStatus=EBreakthroughRedeployOneGuideStatus::NotStart, Camp=0, CloseGuideList=, ShowGuideCommonEventLogID=14100014, CloseGuideCommonEventLogID=14200014); (GuideType=EBattleFieldInGameGuideType::AnchorFirstStartCapture, GuideGroup=EBattleFieldInGameGuideGroup::Anchor, GuideGroupType=EBattleFieldInGameGuideGroupType::Independent, GuideID=0, GuidePopFunctionID=0, GuidePopWindowID=58, GuideStatus=EBreakthroughRedeployOneGuideStatus::NotStart, Camp=1, CloseGuideList=, ShowGuideCommonEventLogID=14100014, CloseGuideCommonEventLogID=14200014); (GuideType=EBattleFieldInGameGuideType::BroadcastConquest, GuideGroup=EBattleFieldInGameGuideGroup::Conquest, GuideGroupType=EBattleFieldInGameGuideGroupType::Independent, GuideID=247, GuidePopFunctionID=0, GuidePopWindowID=57, GuideStatus=EBreakthroughRedeployOneGuideStatus::NotStart, Camp=0, CloseGuideList=, ShowGuideCommonEventLogID=14100013, CloseGuideCommonEventLogID=14200013); (GuideType=EBattleFieldInGameGuideType::BroadcastConquest, GuideGroup=EBattleFieldInGameGuideGroup::Conquest, GuideGroupType=EBattleFieldInGameGuideGroupType::Independent, GuideID=247, GuidePopFunctionID=0, GuidePopWindowID=57, GuideStatus=EBreakthroughRedeployOneGuideStatus::NotStart, Camp=1, CloseGuideList=, ShowGuideCommonEventLogID=14100013, CloseGuideCommonEventLogID=14200013); (GuideType=EBattleFieldInGameGuideType::SkillReadyClickSkillButton, GuideGroup=EBattleFieldInGameGuideGroup::Skill, GuideGroupType=EBattleFieldInGameGuideGroupType::Independent, GuideID=167, GuidePopFunctionID=0, GuidePopWindowID=0, GuideStatus=EBreakthroughRedeployOneGuideStatus::NotStart, Camp=0, CloseGuideList=, ShowGuideCommonEventLogID=14100010, CloseGuideCommonEventLogID=14200010); (GuideType=EBattleFieldInGameGuideType::SkillReadyClickSkillButton, GuideGroup=EBattleFieldInGameGuideGroup::Skill, GuideGroupType=EBattleFieldInGameGuideGroupType::Independent, GuideID=167, GuidePopFunctionID=0, GuidePopWindowID=0, GuideStatus=EBreakthroughRedeployOneGuideStatus::NotStart, Camp=1, CloseGuideList=, ShowGuideCommonEventLogID=14100010, CloseGuideCommonEventLogID=14200010)","(bShowContainScoreReparation=False, ScorePerMinute=120, PlayerScoreCurveFloat=(AssetPath=/Game/BluePrints/GameModes/TestGame/Curve/ExtraScorePlayerCC.ExtraScorePlayerCC, SubPath=), AIScoreCurveFloat=(AssetPath=/Game/BluePrints/GameModes/TestGame/Curve/ExtraScoreAI.ExtraScoreAI, SubPath=))",,-1,-1,-1,-1,"(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)","(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)",-1,-1,-1,-1,False,None
Derail_AirCombat_HD,523,EDFMGamePlaySubMode::None,1000,40,1,4,1800,1,45,10,10,-1,5,5,15,False,-1,True,True,True,True,False,False,5,5,0.05,70,EBattleFieldForcesType::Forces_GTI; EBattleFieldForcesType::Forces_Haavk,(),2,,"(GuideType=EBattleFieldInGameGuideType::AnchorFirstStartCapture, GuideGroup=EBattleFieldInGameGuideGroup::Anchor, GuideGroupType=EBattleFieldInGameGuideGroupType::Independent, GuideID=0, GuidePopFunctionID=0, GuidePopWindowID=58, GuideStatus=EBreakthroughRedeployOneGuideStatus::NotStart, Camp=0, CloseGuideList=, ShowGuideCommonEventLogID=14100014, CloseGuideCommonEventLogID=14200014); (GuideType=EBattleFieldInGameGuideType::AnchorFirstStartCapture, GuideGroup=EBattleFieldInGameGuideGroup::Anchor, GuideGroupType=EBattleFieldInGameGuideGroupType::Independent, GuideID=0, GuidePopFunctionID=0, GuidePopWindowID=58, GuideStatus=EBreakthroughRedeployOneGuideStatus::NotStart, Camp=1, CloseGuideList=, ShowGuideCommonEventLogID=14100014, CloseGuideCommonEventLogID=14200014); (GuideType=EBattleFieldInGameGuideType::BroadcastConquest, GuideGroup=EBattleFieldInGameGuideGroup::Conquest, GuideGroupType=EBattleFieldInGameGuideGroupType::Independent, GuideID=247, GuidePopFunctionID=0, GuidePopWindowID=57, GuideStatus=EBreakthroughRedeployOneGuideStatus::NotStart, Camp=0, CloseGuideList=, ShowGuideCommonEventLogID=14100013, CloseGuideCommonEventLogID=14200013); (GuideType=EBattleFieldInGameGuideType::BroadcastConquest, GuideGroup=EBattleFieldInGameGuideGroup::Conquest, GuideGroupType=EBattleFieldInGameGuideGroupType::Independent, GuideID=247, GuidePopFunctionID=0, GuidePopWindowID=57, GuideStatus=EBreakthroughRedeployOneGuideStatus::NotStart, Camp=1, CloseGuideList=, ShowGuideCommonEventLogID=14100013, CloseGuideCommonEventLogID=14200013); (GuideType=EBattleFieldInGameGuideType::SkillReadyClickSkillButton, GuideGroup=EBattleFieldInGameGuideGroup::Skill, GuideGroupType=EBattleFieldInGameGuideGroupType::Independent, GuideID=167, GuidePopFunctionID=0, GuidePopWindowID=0, GuideStatus=EBreakthroughRedeployOneGuideStatus::NotStart, Camp=0, CloseGuideList=, ShowGuideCommonEventLogID=14100010, CloseGuideCommonEventLogID=14200010); (GuideType=EBattleFieldInGameGuideType::SkillReadyClickSkillButton, GuideGroup=EBattleFieldInGameGuideGroup::Skill, GuideGroupType=EBattleFieldInGameGuideGroupType::Independent, GuideID=167, GuidePopFunctionID=0, GuidePopWindowID=0, GuideStatus=EBreakthroughRedeployOneGuideStatus::NotStart, Camp=1, CloseGuideList=, ShowGuideCommonEventLogID=14100010, CloseGuideCommonEventLogID=14200010)","(bShowContainScoreReparation=False, ScorePerMinute=120, PlayerScoreCurveFloat=(AssetPath=/Game/BluePrints/GameModes/TestGame/Curve/ExtraScorePlayerCC.ExtraScorePlayerCC, SubPath=), AIScoreCurveFloat=(AssetPath=/Game/BluePrints/GameModes/TestGame/Curve/ExtraScoreAI.ExtraScoreAI, SubPath=))",,-1,-1,-1,-1,"(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)","(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)",-1,-1,-1,-1,False,None
狙击风暴————————————————————————————————,-1,EDFMGamePlaySubMode::None,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,True,True,True,True,False,False,-1,-1,-1,-1,,,2,,,"(bShowContainScoreReparation=False, ScorePerMinute=-1, PlayerScoreCurveFloat=(AssetPath=None, SubPath=), AIScoreCurveFloat=(AssetPath=None, SubPath=))",,-1,-1,-1,-1,"(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)","(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)",-1,-1,-1,-1,False,None
临界点占领限狙击,512,EDFMGamePlaySubMode::None,1000,20,1,4,1800,0,45,10,10,-1,5,5,15,False,-1,True,True,True,True,False,False,5,5,0.05,70,EBattleFieldForcesType::Forces_GTI; EBattleFieldForcesType::Forces_Haavk,(),2,,"(GuideType=EBattleFieldInGameGuideType::AnchorFirstStartCapture, GuideGroup=EBattleFieldInGameGuideGroup::Anchor, GuideGroupType=EBattleFieldInGameGuideGroupType::Independent, GuideID=0, GuidePopFunctionID=0, GuidePopWindowID=58, GuideStatus=EBreakthroughRedeployOneGuideStatus::NotStart, Camp=0, CloseGuideList=, ShowGuideCommonEventLogID=14100014, CloseGuideCommonEventLogID=14200014); (GuideType=EBattleFieldInGameGuideType::AnchorFirstStartCapture, GuideGroup=EBattleFieldInGameGuideGroup::Anchor, GuideGroupType=EBattleFieldInGameGuideGroupType::Independent, GuideID=0, GuidePopFunctionID=0, GuidePopWindowID=58, GuideStatus=EBreakthroughRedeployOneGuideStatus::NotStart, Camp=1, CloseGuideList=, ShowGuideCommonEventLogID=14100014, CloseGuideCommonEventLogID=14200014); (GuideType=EBattleFieldInGameGuideType::BroadcastConquest, GuideGroup=EBattleFieldInGameGuideGroup::Conquest, GuideGroupType=EBattleFieldInGameGuideGroupType::Independent, GuideID=247, GuidePopFunctionID=0, GuidePopWindowID=57, GuideStatus=EBreakthroughRedeployOneGuideStatus::NotStart, Camp=0, CloseGuideList=, ShowGuideCommonEventLogID=14100013, CloseGuideCommonEventLogID=14200013); (GuideType=EBattleFieldInGameGuideType::BroadcastConquest, GuideGroup=EBattleFieldInGameGuideGroup::Conquest, GuideGroupType=EBattleFieldInGameGuideGroupType::Independent, GuideID=247, GuidePopFunctionID=0, GuidePopWindowID=57, GuideStatus=EBreakthroughRedeployOneGuideStatus::NotStart, Camp=1, CloseGuideList=, ShowGuideCommonEventLogID=14100013, CloseGuideCommonEventLogID=14200013); (GuideType=EBattleFieldInGameGuideType::SkillReadyClickSkillButton, GuideGroup=EBattleFieldInGameGuideGroup::Skill, GuideGroupType=EBattleFieldInGameGuideGroupType::Independent, GuideID=167, GuidePopFunctionID=0, GuidePopWindowID=0, GuideStatus=EBreakthroughRedeployOneGuideStatus::NotStart, Camp=0, CloseGuideList=, ShowGuideCommonEventLogID=14100010, CloseGuideCommonEventLogID=14200010); (GuideType=EBattleFieldInGameGuideType::SkillReadyClickSkillButton, GuideGroup=EBattleFieldInGameGuideGroup::Skill, GuideGroupType=EBattleFieldInGameGuideGroupType::Independent, GuideID=167, GuidePopFunctionID=0, GuidePopWindowID=0, GuideStatus=EBreakthroughRedeployOneGuideStatus::NotStart, Camp=1, CloseGuideList=, ShowGuideCommonEventLogID=14100010, CloseGuideCommonEventLogID=14200010)","(bShowContainScoreReparation=False, ScorePerMinute=120, PlayerScoreCurveFloat=(AssetPath=/Game/BluePrints/GameModes/TestGame/Curve/ExtraScorePlayerCC.ExtraScorePlayerCC, SubPath=), AIScoreCurveFloat=(AssetPath=/Game/BluePrints/GameModes/TestGame/Curve/ExtraScoreAI.ExtraScoreAI, SubPath=))",,-1,-1,-1,-1,"(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)","(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)",-1,-1,-1,-1,False,None
断轨占领限狙击,510,EDFMGamePlaySubMode::None,1000,20,1,4,1800,0,45,10,10,-1,5,5,15,False,-1,True,True,True,True,False,False,5,5,0.05,70,EBattleFieldForcesType::Forces_GTI; EBattleFieldForcesType::Forces_Haavk,(),2,,"(GuideType=EBattleFieldInGameGuideType::AnchorFirstStartCapture, GuideGroup=EBattleFieldInGameGuideGroup::Anchor, GuideGroupType=EBattleFieldInGameGuideGroupType::Independent, GuideID=0, GuidePopFunctionID=0, GuidePopWindowID=58, GuideStatus=EBreakthroughRedeployOneGuideStatus::NotStart, Camp=0, CloseGuideList=, ShowGuideCommonEventLogID=14100014, CloseGuideCommonEventLogID=14200014); (GuideType=EBattleFieldInGameGuideType::AnchorFirstStartCapture, GuideGroup=EBattleFieldInGameGuideGroup::Anchor, GuideGroupType=EBattleFieldInGameGuideGroupType::Independent, GuideID=0, GuidePopFunctionID=0, GuidePopWindowID=58, GuideStatus=EBreakthroughRedeployOneGuideStatus::NotStart, Camp=1, CloseGuideList=, ShowGuideCommonEventLogID=14100014, CloseGuideCommonEventLogID=14200014); (GuideType=EBattleFieldInGameGuideType::BroadcastConquest, GuideGroup=EBattleFieldInGameGuideGroup::Conquest, GuideGroupType=EBattleFieldInGameGuideGroupType::Independent, GuideID=247, GuidePopFunctionID=0, GuidePopWindowID=57, GuideStatus=EBreakthroughRedeployOneGuideStatus::NotStart, Camp=0, CloseGuideList=, ShowGuideCommonEventLogID=14100013, CloseGuideCommonEventLogID=14200013); (GuideType=EBattleFieldInGameGuideType::BroadcastConquest, GuideGroup=EBattleFieldInGameGuideGroup::Conquest, GuideGroupType=EBattleFieldInGameGuideGroupType::Independent, GuideID=247, GuidePopFunctionID=0, GuidePopWindowID=57, GuideStatus=EBreakthroughRedeployOneGuideStatus::NotStart, Camp=1, CloseGuideList=, ShowGuideCommonEventLogID=14100013, CloseGuideCommonEventLogID=14200013); (GuideType=EBattleFieldInGameGuideType::SkillReadyClickSkillButton, GuideGroup=EBattleFieldInGameGuideGroup::Skill, GuideGroupType=EBattleFieldInGameGuideGroupType::Independent, GuideID=167, GuidePopFunctionID=0, GuidePopWindowID=0, GuideStatus=EBreakthroughRedeployOneGuideStatus::NotStart, Camp=0, CloseGuideList=, ShowGuideCommonEventLogID=14100010, CloseGuideCommonEventLogID=14200010); (GuideType=EBattleFieldInGameGuideType::SkillReadyClickSkillButton, GuideGroup=EBattleFieldInGameGuideGroup::Skill, GuideGroupType=EBattleFieldInGameGuideGroupType::Independent, GuideID=167, GuidePopFunctionID=0, GuidePopWindowID=0, GuideStatus=EBreakthroughRedeployOneGuideStatus::NotStart, Camp=1, CloseGuideList=, ShowGuideCommonEventLogID=14100010, CloseGuideCommonEventLogID=14200010)","(bShowContainScoreReparation=False, ScorePerMinute=120, PlayerScoreCurveFloat=(AssetPath=/Game/BluePrints/GameModes/TestGame/Curve/ExtraScorePlayerCC.ExtraScorePlayerCC, SubPath=), AIScoreCurveFloat=(AssetPath=/Game/BluePrints/GameModes/TestGame/Curve/ExtraScoreAI.ExtraScoreAI, SubPath=))",,-1,-1,-1,-1,"(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)","(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)",-1,-1,-1,-1,False,None
冰岛占领限狙击,511,EDFMGamePlaySubMode::None,1000,20,1,4,1800,0,45,10,10,-1,5,5,15,False,-1,True,True,True,True,False,False,5,5,0.05,70,EBattleFieldForcesType::Forces_GTI; EBattleFieldForcesType::Forces_Haavk,(),2,,"(GuideType=EBattleFieldInGameGuideType::AnchorFirstStartCapture, GuideGroup=EBattleFieldInGameGuideGroup::Anchor, GuideGroupType=EBattleFieldInGameGuideGroupType::Independent, GuideID=0, GuidePopFunctionID=0, GuidePopWindowID=58, GuideStatus=EBreakthroughRedeployOneGuideStatus::NotStart, Camp=0, CloseGuideList=, ShowGuideCommonEventLogID=14100014, CloseGuideCommonEventLogID=14200014); (GuideType=EBattleFieldInGameGuideType::AnchorFirstStartCapture, GuideGroup=EBattleFieldInGameGuideGroup::Anchor, GuideGroupType=EBattleFieldInGameGuideGroupType::Independent, GuideID=0, GuidePopFunctionID=0, GuidePopWindowID=58, GuideStatus=EBreakthroughRedeployOneGuideStatus::NotStart, Camp=1, CloseGuideList=, ShowGuideCommonEventLogID=14100014, CloseGuideCommonEventLogID=14200014); (GuideType=EBattleFieldInGameGuideType::BroadcastConquest, GuideGroup=EBattleFieldInGameGuideGroup::Conquest, GuideGroupType=EBattleFieldInGameGuideGroupType::Independent, GuideID=247, GuidePopFunctionID=0, GuidePopWindowID=57, GuideStatus=EBreakthroughRedeployOneGuideStatus::NotStart, Camp=0, CloseGuideList=, ShowGuideCommonEventLogID=14100013, CloseGuideCommonEventLogID=14200013); (GuideType=EBattleFieldInGameGuideType::BroadcastConquest, GuideGroup=EBattleFieldInGameGuideGroup::Conquest, GuideGroupType=EBattleFieldInGameGuideGroupType::Independent, GuideID=247, GuidePopFunctionID=0, GuidePopWindowID=57, GuideStatus=EBreakthroughRedeployOneGuideStatus::NotStart, Camp=1, CloseGuideList=, ShowGuideCommonEventLogID=14100013, CloseGuideCommonEventLogID=14200013); (GuideType=EBattleFieldInGameGuideType::SkillReadyClickSkillButton, GuideGroup=EBattleFieldInGameGuideGroup::Skill, GuideGroupType=EBattleFieldInGameGuideGroupType::Independent, GuideID=167, GuidePopFunctionID=0, GuidePopWindowID=0, GuideStatus=EBreakthroughRedeployOneGuideStatus::NotStart, Camp=0, CloseGuideList=, ShowGuideCommonEventLogID=14100010, CloseGuideCommonEventLogID=14200010); (GuideType=EBattleFieldInGameGuideType::SkillReadyClickSkillButton, GuideGroup=EBattleFieldInGameGuideGroup::Skill, GuideGroupType=EBattleFieldInGameGuideGroupType::Independent, GuideID=167, GuidePopFunctionID=0, GuidePopWindowID=0, GuideStatus=EBreakthroughRedeployOneGuideStatus::NotStart, Camp=1, CloseGuideList=, ShowGuideCommonEventLogID=14100010, CloseGuideCommonEventLogID=14200010)","(bShowContainScoreReparation=False, ScorePerMinute=120, PlayerScoreCurveFloat=(AssetPath=/Game/BluePrints/GameModes/TestGame/Curve/ExtraScorePlayerCC.ExtraScorePlayerCC, SubPath=), AIScoreCurveFloat=(AssetPath=/Game/BluePrints/GameModes/TestGame/Curve/ExtraScoreAI.ExtraScoreAI, SubPath=))",,-1,-1,-1,-1,"(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)","(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)",-1,-1,-1,-1,False,None
霰弹风暴———————————————————————————————————————————————————————————,-1,EDFMGamePlaySubMode::None,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,True,True,True,True,False,False,-1,-1,-1,-1,,,2,,,"(bShowContainScoreReparation=False, ScorePerMinute=-1, PlayerScoreCurveFloat=(AssetPath=None, SubPath=), AIScoreCurveFloat=(AssetPath=None, SubPath=))",,-1,-1,-1,-1,"(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)","(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)",-1,-1,-1,-1,False,None
NewRow_2,513,EDFMGamePlaySubMode::GamePlaySubMode_TacticalConquest,700,10,1,-1,1800,0,45,0,10,-1,5,5,15,False,-1,True,True,True,True,False,False,5,0,0.05,90,EBattleFieldForcesType::Forces_GTI; EBattleFieldForcesType::Forces_Haavk,(),0,,,"(bShowContainScoreReparation=False, ScorePerMinute=120, PlayerScoreCurveFloat=(AssetPath=/Game/BluePrints/GameModes/TestGame/Curve/ExtraScorePlayerCC.ExtraScorePlayerCC, SubPath=), AIScoreCurveFloat=(AssetPath=/Game/BluePrints/GameModes/TestGame/Curve/ExtraScoreAI.ExtraScoreAI, SubPath=))",,1,-1,-1,1,"(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)","(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)",8,6,30,10,False,None
NewRow_4,515,EDFMGamePlaySubMode::GamePlaySubMode_TacticalConquest,700,10,1,-1,1800,0,45,0,10,-1,5,5,15,False,-1,True,True,True,True,False,False,5,0,0.05,90,EBattleFieldForcesType::Forces_GTI; EBattleFieldForcesType::Forces_Haavk,(),0,,,"(bShowContainScoreReparation=False, ScorePerMinute=120, PlayerScoreCurveFloat=(AssetPath=/Game/BluePrints/GameModes/TestGame/Curve/ExtraScorePlayerCC.ExtraScorePlayerCC, SubPath=), AIScoreCurveFloat=(AssetPath=/Game/BluePrints/GameModes/TestGame/Curve/ExtraScoreAI.ExtraScoreAI, SubPath=))",,1,-1,-1,1,"(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)","(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)",8,6,30,10,False,None
红包大赛限威龙——————————————,-1,EDFMGamePlaySubMode::None,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,-1,True,True,True,True,False,False,-1,-1,-1,-1,,,2,,,"(bShowContainScoreReparation=False, ScorePerMinute=-1, PlayerScoreCurveFloat=(AssetPath=None, SubPath=), AIScoreCurveFloat=(AssetPath=None, SubPath=))",,-1,-1,-1,-1,"(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)","(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)",-1,-1,-1,-1,False,None
红包大赛1,507,EDFMGamePlaySubMode::None,1000,40,1,4,1800,0.25,45,10,10,-1,5,5,15,False,-1,True,True,True,True,False,False,5,5,0.05,70,EBattleFieldForcesType::Forces_GTI; EBattleFieldForcesType::Forces_Haavk,(),2,,"(GuideType=EBattleFieldInGameGuideType::AnchorFirstStartCapture, GuideGroup=EBattleFieldInGameGuideGroup::Anchor, GuideGroupType=EBattleFieldInGameGuideGroupType::Independent, GuideID=0, GuidePopFunctionID=0, GuidePopWindowID=58, GuideStatus=EBreakthroughRedeployOneGuideStatus::NotStart, Camp=0, CloseGuideList=, ShowGuideCommonEventLogID=14100014, CloseGuideCommonEventLogID=14200014); (GuideType=EBattleFieldInGameGuideType::AnchorFirstStartCapture, GuideGroup=EBattleFieldInGameGuideGroup::Anchor, GuideGroupType=EBattleFieldInGameGuideGroupType::Independent, GuideID=0, GuidePopFunctionID=0, GuidePopWindowID=58, GuideStatus=EBreakthroughRedeployOneGuideStatus::NotStart, Camp=1, CloseGuideList=, ShowGuideCommonEventLogID=14100014, CloseGuideCommonEventLogID=14200014); (GuideType=EBattleFieldInGameGuideType::BroadcastConquest, GuideGroup=EBattleFieldInGameGuideGroup::Conquest, GuideGroupType=EBattleFieldInGameGuideGroupType::Independent, GuideID=247, GuidePopFunctionID=0, GuidePopWindowID=57, GuideStatus=EBreakthroughRedeployOneGuideStatus::NotStart, Camp=0, CloseGuideList=, ShowGuideCommonEventLogID=14100013, CloseGuideCommonEventLogID=14200013); (GuideType=EBattleFieldInGameGuideType::BroadcastConquest, GuideGroup=EBattleFieldInGameGuideGroup::Conquest, GuideGroupType=EBattleFieldInGameGuideGroupType::Independent, GuideID=247, GuidePopFunctionID=0, GuidePopWindowID=57, GuideStatus=EBreakthroughRedeployOneGuideStatus::NotStart, Camp=1, CloseGuideList=, ShowGuideCommonEventLogID=14100013, CloseGuideCommonEventLogID=14200013); (GuideType=EBattleFieldInGameGuideType::SkillReadyClickSkillButton, GuideGroup=EBattleFieldInGameGuideGroup::Skill, GuideGroupType=EBattleFieldInGameGuideGroupType::Independent, GuideID=167, GuidePopFunctionID=0, GuidePopWindowID=0, GuideStatus=EBreakthroughRedeployOneGuideStatus::NotStart, Camp=0, CloseGuideList=, ShowGuideCommonEventLogID=14100010, CloseGuideCommonEventLogID=14200010); (GuideType=EBattleFieldInGameGuideType::SkillReadyClickSkillButton, GuideGroup=EBattleFieldInGameGuideGroup::Skill, GuideGroupType=EBattleFieldInGameGuideGroupType::Independent, GuideID=167, GuidePopFunctionID=0, GuidePopWindowID=0, GuideStatus=EBreakthroughRedeployOneGuideStatus::NotStart, Camp=1, CloseGuideList=, ShowGuideCommonEventLogID=14100010, CloseGuideCommonEventLogID=14200010)","(bShowContainScoreReparation=False, ScorePerMinute=120, PlayerScoreCurveFloat=(AssetPath=/Game/BluePrints/GameModes/TestGame/Curve/ExtraScorePlayerCC.ExtraScorePlayerCC, SubPath=), AIScoreCurveFloat=(AssetPath=/Game/BluePrints/GameModes/TestGame/Curve/ExtraScoreAI.ExtraScoreAI, SubPath=))",,-1,-1,-1,-1,"(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)","(RefreshFlagCD=-1, DroppedBackTime=-1, CaptureFlagLimitTime=-1, CaptureFlagOccupyAnchorBackFactor=-1)",-1,-1,-1,-1,False,None
