RowName,ItemId,FunctionId,FunctionId_SOL,FunctionId_Breakthrough,AnimFunctionId,AudioFunctionId,FxFuntionId,RuleId,MagazineTypeId,PartsTypeId,PartsTypePriority,ExtendStr,ExtraOccupySockets,SocketOffsets,ProsList,ProsList_SOL,ProsList_Breakthrough,ConsList,ConsList_SOL,ConsList_Breakthrough,IsHiddenInGunsmith,WeaponAssemblyPoint,TuneIds,PartFunctionTag,bRelease,SpecialDescription,TriggerBulletCrack,bSupportDualMag,IsBreakthroughMode,BannedSlotIds,RowDescription
13030000180,13030000180,120180,120180,1120180,0,0,0,120180,0,0,0,None,,,"(BuffText=%s%s, Params=+2; 10005); (BuffText=%s%s, Params=+5; 10006)","(BuffText=%s%s, Params=+2; 10005); (BuffText=%s%s, Params=+5; 10006)","(BuffText=%s%s, Params=+2; 10005); (BuffText=%s%s, Params=+4; 10006)","(BuffText=%s%s, Params=-2; 10007)","(BuffText=%s%s, Params=-2; 10007)","(BuffText=%s%s, Params=-2; 10007)",False,0,1018; 1019,EPartFunctionTag::NONE,True,,True,True,False,,None
13140000026,13140000026,240026,240026,1240026,15097,0,0,240026,0,0,0,None,,,"(BuffText=%s%s, Params=+4; 10006)","(BuffText=%s%s, Params=+4; 10006)","(BuffText=%s%s, Params=+4; 10006)","(BuffText=%s%s, Params=-1; 10005)","(BuffText=%s%s, Params=-1; 10005)","(BuffText=%s%s, Params=-1; 10005)",False,0,1011; 1009,EPartFunctionTag::NONE,True,,True,True,False,,None
13140000022,13140000022,240022,240022,1240022,10001,0,0,240022,0,0,0,None,,,"(BuffText=%s%s, Params=+2; 10005); (BuffText=%s%s, Params=+2; 10006); (BuffText=%s%s, Params=+1; 10007); (BuffText=%s%s, Params=+1; 10008)","(BuffText=%s%s, Params=+2; 10005); (BuffText=%s%s, Params=+2; 10006); (BuffText=%s%s, Params=+1; 10007); (BuffText=%s%s, Params=+1; 10008)","(BuffText=%s%s, Params=+2; 10005); (BuffText=%s%s, Params=+1; 10006); (BuffText=%s%s, Params=+1; 10007)","(BuffText=%s%s, Params=-2; 10016)","(BuffText=%s%s, Params=-2; 10016)",,False,0,1011; 1010,EPartFunctionTag::NONE,True,,True,True,False,,None
13130000189,13130000189,230189,230189,1230189,0,0,10008,230189,0,0,0,None,,,"(BuffText=%s%s, Params=+8; 10005); (BuffText=%s%s, Params=+1; 10008); (BuffText=%s%s, Params=+2; 10011)","(BuffText=%s%s, Params=+8; 10005); (BuffText=%s%s, Params=+1; 10008); (BuffText=%s%s, Params=+2; 10011)","(BuffText=%s%s, Params=+6; 10005); (BuffText=%s%s, Params=+1; 10008); (BuffText=%s%s, Params=+2; 10011)","(BuffText=%s%s, Params=-3; 10006)","(BuffText=%s%s, Params=-3; 10006)","(BuffText=%s%s, Params=-4; 10006)",False,0,,EPartFunctionTag::NONE,True,,True,True,False,,None
13130000187,13130000187,230187,230187,1230187,0,0,10007,230187,0,0,0,None,,,"(BuffText=%s%s, Params=+6; 10005)","(BuffText=%s%s, Params=+6; 10005)","(BuffText=%s%s, Params=+6; 10005)","(BuffText=%s%s, Params=-2; 10006)","(BuffText=%s%s, Params=-2; 10006)","(BuffText=%s%s, Params=-2; 10006)",False,0,,EPartFunctionTag::NONE,True,,True,True,False,,None
13130000188,13130000188,230188,230188,1230188,0,0,10007,230188,0,0,0,None,,,"(BuffText=%s%s, Params=+8; 10005)","(BuffText=%s%s, Params=+8; 10005)","(BuffText=%s%s, Params=+8; 10005)","(BuffText=%s%s, Params=-1; 10006); (BuffText=%s%s, Params=-1; 10007)","(BuffText=%s%s, Params=-1; 10006); (BuffText=%s%s, Params=-1; 10007)","(BuffText=%s%s, Params=-3; 10006); (BuffText=%s%s, Params=-1; 10007)",False,0,,EPartFunctionTag::NONE,True,,True,True,False,,None
13130000186,13130000186,230186,230186,1230186,0,1002,10006,230186,0,0,0,silencer,,,"(BuffText=%s%s, Params=+3; 10005); (BuffText=%s%s, Params=+2; 10014)","(BuffText=%s%s, Params=+3; 10005); (BuffText=%s%s, Params=+2; 10014)","(BuffText=%s%s, Params=+4; 10005); (BuffText=%s%s, Params=+2; 10014); (BuffText=%s%s, Params=+2; 10082)","(BuffText=%s%s, Params=-2; 10006); (BuffText=%s%s, Params=-1; 10007)","(BuffText=%s%s, Params=-2; 10006); (BuffText=%s%s, Params=-1; 10007)","(BuffText=%s%s, Params=-2; 10006); (BuffText=%s%s, Params=-1; 10007)",False,0,,EPartFunctionTag::NONE,True,,True,True,False,,None
13130000190,13130000190,230190,230190,1230190,0,1003,10006,230190,0,0,0,silencer,,,"(BuffText=%s%s, Params=+4; 10005); (BuffText=%s%s, Params=+2; 10014); (BuffText=%s%s, Params=+2; 10011)","(BuffText=%s%s, Params=+4; 10005); (BuffText=%s%s, Params=+2; 10014); (BuffText=%s%s, Params=+2; 10011)","(BuffText=%s%s, Params=+6; 10005); (BuffText=%s%s, Params=+2; 10014); (BuffText=%s%s, Params=+2; 10082); (BuffText=%s%s, Params=+2; 10011)","(BuffText=%s%s, Params=-2; 10006); (BuffText=%s%s, Params=-2; 10007)","(BuffText=%s%s, Params=-2; 10006); (BuffText=%s%s, Params=-2; 10007)","(BuffText=%s%s, Params=-4; 10006); (BuffText=%s%s, Params=-1; 10007)",False,0,,EPartFunctionTag::NONE,True,,True,True,False,,None
13040000167,13040000167,130167,130167,1130167,0,0,0,130167,0,0,0,None,,StoCaseACR_point,"(BuffText=%s%s, Params=+2; 10005); (BuffText=%s%s, Params=+2; 10006); (BuffText=%s%s, Params=+1; 10007); (BuffText=%s%s, Params=+1; 10008)","(BuffText=%s%s, Params=+2; 10005); (BuffText=%s%s, Params=+2; 10006); (BuffText=%s%s, Params=+1; 10007); (BuffText=%s%s, Params=+1; 10008)","(BuffText=%s%s, Params=+2; 10005); (BuffText=%s%s, Params=+1; 10006); (BuffText=%s%s, Params=+1; 10007)","(BuffText=%s%s, Params=-2; 10016)","(BuffText=%s%s, Params=-2; 10016)",,False,0,1021; 1015,EPartFunctionTag::NONE,True,,True,True,False,,None
13330000001,13330000001,570001,570001,1570001,0,0,0,570001,0,0,0,None,,,"(BuffText=%s%s, Params=+1; 10005); (BuffText=%s%s, Params=+4; 10007)","(BuffText=%s%s, Params=+1; 10005); (BuffText=%s%s, Params=+4; 10007)","(BuffText=%s%s, Params=+1; 10005); (BuffText=%s%s, Params=+4; 10007)","(BuffText=%s%s, Params=-3; 10006)","(BuffText=%s%s, Params=-3; 10006)","(BuffText=%s%s, Params=-3; 10006)",False,0,,EPartFunctionTag::NONE,True,,True,True,False,,None
13030000122,13030000122,120122,120122,1120122,15052,0,0,120122,0,0,0,None,,,"(BuffText=%s%s, Params=+2; 10005)","(BuffText=%s%s, Params=+2; 10005)","(BuffText=%s%s, Params=+2; 10005)",,,,False,0,1018; 1019,EPartFunctionTag::NONE,True,,True,True,False,,None
13210000012,13210000012,300012,300012,1300012,0,0,0,300012,0,0,0,None,,,"(BuffText=%s%s, Params=+1; 10006)","(BuffText=%s%s, Params=+1; 10006)","(BuffText=%s%s, Params=+1; 10006)","(BuffText=%s%s, Params=-1; 10083)","(BuffText=%s%s, Params=-1; 10083)","(BuffText=%s%s, Params=-1; 10083)",False,0,,EPartFunctionTag::NONE,True,,True,True,False,,None
13110000062,13110000062,200062,200062,1200062,0,0,0,200062,0,0,0,None,,ScoHigh2_point,"(BuffText=%s%s, Params=+2; 10022)","(BuffText=%s%s, Params=+2; 10022)","(BuffText=%s%s, Params=+2; 10022)","(BuffText=%s%s, Params=-1; 10006)","(BuffText=%s%s, Params=-1; 10006)",,False,0,1012; 1013,EPartFunctionTag::NONE,True,,True,True,False,,None
13290000001,13290000001,510001,510001,1510001,0,0,0,510001,0,0,0,None,,,"(BuffText=%s%s, Params=+1; 10005); (BuffText=%s%s, Params=+2; 10007)","(BuffText=%s%s, Params=+1; 10005); (BuffText=%s%s, Params=+2; 10007)","(BuffText=%s%s, Params=+1; 10005); (BuffText=%s%s, Params=+2; 10007)",,,,False,0,1016; 1017,EPartFunctionTag::NONE,True,,True,True,False,,None
13030000170,13030000170,120170,120170,1120170,15029,0,0,120170,0,0,0,None,,,"(BuffText=%s%s, Params=+4; 10005)","(BuffText=%s%s, Params=+4; 10005)","(BuffText=%s%s, Params=+4; 10005)",,,,False,0,1018; 1019,EPartFunctionTag::NONE,True,,True,True,False,,None
13130000160,13130000160,230160,230160,1230160,0,0,10010,230160,4,0,0,None,,,"(BuffText=%s%s, Params=+6; 10005)","(BuffText=%s%s, Params=+6; 10005)","(BuffText=%s%s, Params=+5; 10005)","(BuffText=%s%s, Params=-2; 10006); (BuffText=%s%s, Params=-1; 10043)","(BuffText=%s%s, Params=-2; 10006); (BuffText=%s%s, Params=-1; 10043)","(BuffText=%s%s, Params=-1; 10006); (BuffText=%s%s, Params=-1; 10043)",False,0,,EPartFunctionTag::NONE,True,,True,True,False,,None
13130000169,13130000169,230169,230169,1230169,0,1003,10016,230169,4,0,0,silencer,,,"(BuffText=%s%s, Params=+4; 10001); (BuffText=%s%s, Params=+4; 10013); (BuffText=%s%s, Params=+4; 10044)","(BuffText=%s%s, Params=+4; 10001); (BuffText=%s%s, Params=+4; 10013); (BuffText=%s%s, Params=+4; 10044)","(BuffText=%s%s, Params=+4; 10001); (BuffText=%s%s, Params=+4; 10013); (BuffText=%s%s, Params=+4; 10091); (BuffText=%s%s, Params=+4; 10044)","(BuffText=%s%s, Params=-7; 10006); (BuffText=%s%s, Params=-3; 10007); (BuffText=%s%s, Params=-3; 10081)","(BuffText=%s%s, Params=-7; 10006); (BuffText=%s%s, Params=-3; 10007); (BuffText=%s%s, Params=-3; 10081)","(BuffText=%s%s, Params=-4; 10006); (BuffText=%s%s, Params=-2; 10007); (BuffText=%s%s, Params=-3; 10081)",False,0,,EPartFunctionTag::NONE,True,,True,True,False,,None
13040000105,13040000105,130105,130105,1130105,0,0,0,130105,0,0,0,None,,StoCase_point,"(BuffText=%s%s, Params=+2; 10005)","(BuffText=%s%s, Params=+2; 10005)","(BuffText=%s%s, Params=+2; 10005)",,,,False,0,1014; 1017,EPartFunctionTag::NONE,True,,True,True,False,,None
13140000030,13140000030,240030,240030,1240030,10003,0,0,240030,0,0,0,None,,,"(BuffText=%s%s, Params=+3; 10035); (BuffText=%s%s, Params=+3; 10086); (BuffText=%s%s, Params=+2; 10087)","(BuffText=%s%s, Params=+3; 10035); (BuffText=%s%s, Params=+3; 10086); (BuffText=%s%s, Params=+2; 10087)","(BuffText=%s%s, Params=+3; 10035); (BuffText=%s%s, Params=+3; 10086); (BuffText=%s%s, Params=+2; 10087)","(BuffText=%s%s, Params=-1; 10006)","(BuffText=%s%s, Params=-1; 10006)","(BuffText=%s%s, Params=-1; 10006); (BuffText=%s%s, Params=-1; 10036)",False,0,1011; 1009,EPartFunctionTag::NONE,True,,True,True,False,,None
13130000155,13130000155,230155,230155,1230155,0,0,10017,230155,4,0,0,None,,,"(BuffText=%s%s, Params=+1; 10005)","(BuffText=%s%s, Params=+1; 10005)","(BuffText=%s%s, Params=+1; 10005); (BuffText=%s%s, Params=+1; 10007)",,,,False,0,,EPartFunctionTag::NONE,True,,True,True,False,,None
13130000184,13130000184,230184,230184,1230184,0,0,10008,230184,0,0,0,None,,,"(BuffText=%s%s, Params=+3; 10005); (BuffText=%s%s, Params=+1; 10008)","(BuffText=%s%s, Params=+3; 10005); (BuffText=%s%s, Params=+1; 10008)","(BuffText=%s%s, Params=+3; 10005); (BuffText=%s%s, Params=+1; 10008)","(BuffText=%s%s, Params=-2; 10006)","(BuffText=%s%s, Params=-2; 10006)","(BuffText=%s%s, Params=-2; 10006)",False,0,,EPartFunctionTag::NONE,True,,True,True,False,,None
13040000104,13040000104,130104,130104,1130104,0,0,0,130104,0,0,0,None,,StoCase_point,"(BuffText=%s%s, Params=+1; 10005)","(BuffText=%s%s, Params=+1; 10005)","(BuffText=%s%s, Params=+1; 10005); (BuffText=%s%s, Params=+1; 10007)",,,,False,0,1014; 1017,EPartFunctionTag::NONE,True,,True,True,False,,None
13130000192,13130000192,230192,230192,1230192,0,0,10017,230192,0,0,0,None,,,"(BuffText=%s%s, Params=+2; 10005); (BuffText=%s%s, Params=+1; 10015)","(BuffText=%s%s, Params=+2; 10005); (BuffText=%s%s, Params=+1; 10015)","(BuffText=%s%s, Params=+2; 10005); (BuffText=%s%s, Params=+1; 10015)",,,,False,0,,EPartFunctionTag::NONE,True,,True,True,False,,None
13140000027,13140000027,240027,240027,1240027,10003,0,0,240027,0,0,0,None,,,"(BuffText=%s%s, Params=+2; 10005); (BuffText=%s%s, Params=+1; 10006)","(BuffText=%s%s, Params=+2; 10005); (BuffText=%s%s, Params=+1; 10006)","(BuffText=%s%s, Params=+2; 10005); (BuffText=%s%s, Params=+1; 10006)",,,,False,0,1009; 1011,EPartFunctionTag::NONE,True,,True,True,False,,None
13040000106,13040000106,130106,130106,1130106,0,0,0,130106,0,0,0,None,,StoCase_point,"(BuffText=%s%s, Params=+2; 10016)","(BuffText=%s%s, Params=+2; 10016)","(BuffText=%s%s, Params=+1; 10006); (BuffText=%s%s, Params=+2; 10016)",,,,False,0,1014; 1017,EPartFunctionTag::NONE,True,,True,True,False,,None
13170000004,13170000004,290004,290004,1290004,11001,0,0,290004,0,104,2,None,18,,"(BuffText=%s, Params=10047); (BuffText=%s%s, Params=+4; 10005); (BuffText=%s%s, Params=+4; 10007)","(BuffText=%s, Params=10047); (BuffText=%s%s, Params=+4; 10005); (BuffText=%s%s, Params=+4; 10007)","(BuffText=%s, Params=10047); (BuffText=%s%s, Params=+4; 10005); (BuffText=%s%s, Params=+4; 10007)","(BuffText=%s, Params=10077); (BuffText=%s%s, Params=-2; 10006)","(BuffText=%s, Params=10077); (BuffText=%s%s, Params=-2; 10006)","(BuffText=%s, Params=10077); (BuffText=%s%s, Params=-2; 10006)",False,0,,EPartFunctionTag::NONE,True,,True,True,False,,None
13160000007,13160000007,270007,270007,1270007,0,0,0,270007,0,102,1,None,,,"(BuffText=%s%s, Params=+1; 10055); (BuffText=%s%s, Params=+4; 10046)","(BuffText=%s%s, Params=+1; 10055); (BuffText=%s%s, Params=+4; 10046)","(BuffText=%s%s, Params=+1; 10055); (BuffText=%s%s, Params=+4; 10046)","(BuffText=%s%s, Params=-1; 10006)","(BuffText=%s%s, Params=-1; 10006)","(BuffText=%s%s, Params=-1; 10006)",False,0,,EPartFunctionTag::NONE,True,局内长按【战术设备键】可打开战术设备轮盘,True,True,False,,None
13140000021,13140000021,240021,240021,1240021,10001,0,0,240021,0,0,0,None,,,"(BuffText=%s%s, Params=+1; 10005)","(BuffText=%s%s, Params=+1; 10005)","(BuffText=%s%s, Params=+2; 10005)",,,,False,0,1011; 1010,EPartFunctionTag::NONE,True,,True,True,False,,None
13030000117,13030000117,120117,120117,1120117,15052,0,0,120117,0,0,0,None,,,"(BuffText=%s%s, Params=+1; 10005); (BuffText=%s%s, Params=+1; 10006)","(BuffText=%s%s, Params=+1; 10005); (BuffText=%s%s, Params=+1; 10006)","(BuffText=%s%s, Params=+1; 10005); (BuffText=%s%s, Params=+1; 10006)",,,,False,0,1018; 1019,EPartFunctionTag::NONE,True,,True,True,False,,None
13030000114,13030000114,120114,120114,1120114,15052,0,0,120114,0,0,0,None,,,"(BuffText=%s%s, Params=+2; 10007)","(BuffText=%s%s, Params=+2; 10007)","(BuffText=%s%s, Params=+2; 10007)",,,,False,0,1018; 1019,EPartFunctionTag::NONE,True,,True,True,False,,None
13030000121,13030000121,120121,120121,1120121,15052,0,0,120121,0,0,0,None,,,"(BuffText=%s%s, Params=+2; 10007)","(BuffText=%s%s, Params=+2; 10007)","(BuffText=%s%s, Params=+2; 10007)",,,,False,0,1018; 1019,EPartFunctionTag::NONE,True,,True,True,False,,None
13040000006,13040000006,130006,130006,1130006,0,0,0,130006,0,0,0,None,,Rail_point,"(BuffText=%s%s, Params=+5; 10006); (BuffText=%s%s, Params=+3; 10016)","(BuffText=%s%s, Params=+5; 10006); (BuffText=%s%s, Params=+3; 10016)","(BuffText=%s%s, Params=+5; 10006); (BuffText=%s%s, Params=+3; 10016)","(BuffText=%s%s, Params=-3; 10007)","(BuffText=%s%s, Params=-3; 10007)","(BuffText=%s%s, Params=-3; 10007)",False,0,1016; 1017,EPartFunctionTag::NONE,True,,True,True,False,,None
13020000461,13020000461,110461,110461,1110461,0,0,0,110461,0,0,0,None,,,"(BuffText=%s%s, Params=+5; 10001); (BuffText=%s%s, Params=+5; 10005); (BuffText=%s%s, Params=+2; 10007)","(BuffText=%s%s, Params=+5; 10001); (BuffText=%s%s, Params=+5; 10005); (BuffText=%s%s, Params=+2; 10007)","(BuffText=%s%s, Params=+5; 10001); (BuffText=%s%s, Params=+4; 10005); (BuffText=%s%s, Params=+2; 10007)","(BuffText=%s%s, Params=-4; 10006); (BuffText=%s%s, Params=-2; 10008)","(BuffText=%s%s, Params=-4; 10006); (BuffText=%s%s, Params=-2; 10008)","(BuffText=%s%s, Params=-4; 10006); (BuffText=%s%s, Params=-2; 10008)",False,0,1005; 1006,EPartFunctionTag::NONE,True,,True,True,False,,None
13020000462,13020000462,110462,110462,1110462,0,0,0,110462,0,0,0,None,,,"(BuffText=%s%s, Params=+2; 10005); (BuffText=%s%s, Params=+5; 10006); (BuffText=%s%s, Params=+2; 10008)","(BuffText=%s%s, Params=+2; 10005); (BuffText=%s%s, Params=+5; 10006); (BuffText=%s%s, Params=+2; 10008)","(BuffText=%s%s, Params=+2; 10005); (BuffText=%s%s, Params=+4; 10006); (BuffText=%s%s, Params=+2; 10008)","(BuffText=%s%s, Params=-3; 10007)","(BuffText=%s%s, Params=-3; 10007)","(BuffText=%s%s, Params=-3; 10007)",False,0,1005; 1006,EPartFunctionTag::NONE,True,,True,True,False,,None
13030000130,13030000130,120130,120130,1120130,0,0,0,120130,0,0,0,None,,,"(BuffText=%s%s, Params=+3; 10006)","(BuffText=%s%s, Params=+3; 10006)","(BuffText=%s%s, Params=+3; 10005)",,,,False,0,1018; 1019,EPartFunctionTag::NONE,True,,True,True,False,,None
13120000296,13120000296,150296,150296,1150296,0,0,0,150296,1,0,0,None,,,"(BuffText=%s%s%s, Params=None; 13; 10034)","(BuffText=%s%s%s, Params=None; 13; 10034)","(BuffText=%s%s%s, Params=None; 13; 10034)","(BuffText=%s%s, Params=-4; 10006); (BuffText=%s%s, Params=-1; 10079)","(BuffText=%s%s, Params=-4; 10006); (BuffText=%s%s, Params=-1; 10079)","(BuffText=%s%s, Params=-4; 10006); (BuffText=%s%s, Params=-1; 10079)",False,0,,EPartFunctionTag::NONE,True,,True,True,False,,None
18070000004,18070000004,18070004,18070004,218070004,15013,0,0,100021,0,0,0,None,,,,,,,,,False,0,,EPartFunctionTag::NONE,True,,True,True,False,,None
