RowName,ID,Name,MapLevelStr,MapName,MapID,Area,LockLocation,LockCoord,Durability,Description,BehindTheDoor,Mechanic,Rank,KeySpawnLocation,ConnectionRelation
15050301004,15050301004,,Forrest,,19,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050301005,15050301005,,Forrest,,19,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050301006,15050301006,,Forrest,,19,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050301007,15050301007,,Forrest,,19,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050301008,15050301008,,Forrest,,19,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050301009,15050301009,,Forrest,,19,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050301010,15050301010,,Forrest,,19,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050301011,15050301011,,Forrest,,19,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050301012,15050301012,,Forrest,,19,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050301013,15050301013,,Forrest,,19,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050301014,15050301014,,Forrest,,19,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050301015,15050301015,,Forrest,,19,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050301016,15050301016,,Forrest,,19,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050301017,15050301017,,Forrest,,19,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050301018,15050301018,,Forrest,,19,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050301019,15050301019,,Forrest,,19,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050301020,15050301020,,Forrest,,19,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050301021,15050301021,,Forrest,,19,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050301022,15050301022,,Forrest,,19,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050301023,15050301023,,Forrest,,19,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050301024,15050301024,,Forrest,,19,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050301025,15050301025,,Forrest,,19,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050301026,15050301026,,Forrest,,19,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050301027,15050301027,,Forrest,,19,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050301028,15050301028,,Forrest,,19,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050301029,15050301029,,Forrest,,19,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050301030,15050301030,,Forrest,,19,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050301031,15050301031,,Forrest,,19,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050301032,15050301032,,Forrest,,19,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050301033,15050301033,,Forrest,,19,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050300034,15050300034,,Forrest,,19,,,"(X=0, Y=0, Z=0)",1,,,0,0,,
15050300035,15050300035,,Forrest,,19,,,"(X=0, Y=0, Z=0)",1,,,0,0,,
15050300036,15050300036,,Forrest,,19,,,"(X=0, Y=0, Z=0)",1,,,0,0,,
15050200001,15050200001,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",40,,,0,0,,
15050200002,15050200002,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",40,,,0,0,,
15050200003,15050200003,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",40,,,0,0,,
15050200004,15050200004,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",40,,,0,0,,
15050200005,15050200005,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",40,,,0,0,,
15050200006,15050200006,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",40,,,0,0,,
15050200007,15050200007,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",40,,,0,0,,
15050200008,15050200008,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",40,,,0,0,,
15050200009,15050200009,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",40,,,0,0,,
15050200010,15050200010,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",40,,,0,0,,
15050200011,15050200011,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",40,,,0,0,,
15050200012,15050200012,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",40,,,0,0,,
15050200013,15050200013,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",40,,,0,0,,
15050200014,15050200014,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",1,,,0,0,,
15050200015,15050200015,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",40,,,0,0,,
15050200016,15050200016,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",40,,,0,0,,
15050200017,15050200017,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",40,,,0,0,,
15050200018,15050200018,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",40,,,0,0,,
15050200019,15050200019,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",40,,,0,0,,
15050200020,15050200020,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",40,,,0,0,,
15050200021,15050200021,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",40,,,0,0,,
15050200022,15050200022,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",40,,,0,0,,
15050200023,15050200023,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",40,,,0,0,,
15050200024,15050200024,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",40,,,0,0,,
15050200025,15050200025,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",40,,,0,0,,
15050200026,15050200026,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",40,,,0,0,,
15050200027,15050200027,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",40,,,0,0,,
15050200028,15050200028,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",40,,,0,0,,
15050201001,15050201001,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050201002,15050201002,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050201003,15050201003,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050201004,15050201004,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050201005,15050201005,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050201006,15050201006,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050201007,15050201007,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050201008,15050201008,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050201009,15050201009,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050201010,15050201010,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050201011,15050201011,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050201012,15050201012,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050201013,15050201013,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050201014,15050201014,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050201015,15050201015,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050201016,15050201016,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050201017,15050201017,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050201018,15050201018,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050201019,15050201019,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050201020,15050201020,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050201021,15050201021,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050201022,15050201022,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050201023,15050201023,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050201024,15050201024,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050201025,15050201025,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050201026,15050201026,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050201027,15050201027,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050201028,15050201028,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050400001,15050400001,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",40,,,0,0,,
15050400002,15050400002,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",20,,,0,0,,
15050400003,15050400003,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",20,,,0,0,,
15050400004,15050400004,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",20,,,0,0,,
15050400005,15050400005,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",20,,,0,0,,
15050400006,15050400006,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",20,,,0,0,,
15050400007,15050400007,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",20,,,0,0,,
15050400008,15050400008,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",20,,,0,0,,
15050400009,15050400009,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",20,,,0,0,,
15050400010,15050400010,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",20,,,0,0,,
15050400011,15050400011,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",20,,,0,0,,
15050400012,15050400012,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",20,,,0,0,,
15050400013,15050400013,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",40,,,0,0,,
15050400014,15050400014,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",20,,,0,0,,
15050400015,15050400015,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",20,,,0,0,,
15050400016,15050400016,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",20,,,0,0,,
15050400017,15050400017,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",20,,,0,0,,
15050400018,15050400018,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",20,,,0,0,,
15050400019,15050400019,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",20,,,0,0,,
15050400020,15050400020,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",20,,,0,0,,
15050400021,15050400021,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",20,,,0,0,,
15050400022,15050400022,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",20,,,0,0,,
15050400023,15050400023,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",20,,,0,0,,
15050400024,15050400024,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",20,,,0,0,,
15050400025,15050400025,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",20,,,0,0,,
15050400026,15050400026,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",20,,,0,0,,
15050400027,15050400027,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",20,,,0,0,,
15050400028,15050400028,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",20,,,0,0,,
15050401001,15050401001,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050401002,15050401002,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050401003,15050401003,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050401004,15050401004,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050401005,15050401005,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050401006,15050401006,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050401007,15050401007,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050401008,15050401008,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050401009,15050401009,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050401010,15050401010,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050401011,15050401011,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050401012,15050401012,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050401013,15050401013,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050401014,15050401014,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050401015,15050401015,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050401016,15050401016,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050401017,15050401017,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050401018,15050401018,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050401019,15050401019,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050401020,15050401020,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050401021,15050401021,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050401022,15050401022,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050401023,15050401023,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050401024,15050401024,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050401025,15050401025,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050401026,15050401026,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050401027,15050401027,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050401028,15050401028,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",4,,,0,0,,
15050901001,15050901001,,Forrest,,19,,,"(X=0, Y=0, Z=0)",1,,,0,1,,
15050901002,15050901002,,Forrest,,19,,,"(X=0, Y=0, Z=0)",1,,,0,1,,
15050901003,15050901003,,Forrest,,19,,,"(X=0, Y=0, Z=0)",1,,,0,1,,
15050901004,15050901004,,Forrest,,19,,,"(X=0, Y=0, Z=0)",1,,,0,1,,
15050901005,15050901005,,Forrest,,19,,,"(X=0, Y=0, Z=0)",1,,,0,1,,
15050901006,15050901006,,Dam_Iris,,22,,,"(X=0, Y=0, Z=0)",1,,,0,1,,
15050901007,15050901007,,Dam_Iris,,22,,,"(X=0, Y=0, Z=0)",1,,,0,1,,
15050901008,15050901008,,Dam_Iris,,22,,,"(X=0, Y=0, Z=0)",1,,,0,1,,
15050901009,15050901009,,Dam_Iris,,22,,,"(X=0, Y=0, Z=0)",1,,,0,1,,
15050901010,15050901010,,Dam_Iris,,22,,,"(X=0, Y=0, Z=0)",1,,,0,1,,
15050901011,15050901011,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",1,,,0,1,,
15050901012,15050901012,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",1,,,0,1,,
15050901013,15050901013,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",1,,,0,1,,
15050901014,15050901014,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",1,,,0,1,,
15050901015,15050901015,,SpaceCenter,,39,,,"(X=0, Y=0, Z=0)",1,,,0,1,,
15050901016,15050901016,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",1,,,0,1,,
15050901017,15050901017,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",1,,,0,1,,
15050901018,15050901018,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",1,,,0,1,,
15050901019,15050901019,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",1,,,0,1,,
15050901020,15050901020,,Brakkesh,,81,,,"(X=0, Y=0, Z=0)",1,,,0,1,,
15050901021,15050901021,,,,19,,,"(X=0, Y=0, Z=0)",1,,,0,1,,
15050901022,15050901022,,,,19,,,"(X=0, Y=0, Z=0)",1,,,0,1,,
15050901023,15050901023,,,,19,,,"(X=0, Y=0, Z=0)",1,,,0,1,,
15050901024,15050901024,,,,19,,,"(X=0, Y=0, Z=0)",1,,,0,1,,
15050901025,15050901025,,,,19,,,"(X=0, Y=0, Z=0)",1,,,0,1,,
15050901026,15050901026,,,,19,,,"(X=0, Y=0, Z=0)",1,,,0,1,,
15050901027,15050901027,,,,19,,,"(X=0, Y=0, Z=0)",1,,,0,1,,
15050901028,15050901028,,,,19,,,"(X=0, Y=0, Z=0)",1,,,0,1,,
15050901029,15050901029,,,,19,,,"(X=0, Y=0, Z=0)",1,,,0,1,,
15050901030,15050901030,,,,19,,,"(X=0, Y=0, Z=0)",1,,,0,1,,
15050951001,15050951001,,Dam_Iris,,22,,,"(X=0, Y=0, Z=0)",20,,,0,1,,
15050500001,15050500001,,Tide,,88,,,"(X=0, Y=0, Z=0)",40,,,0,0,,
15050500002,15050500002,,Tide,,88,,,"(X=0, Y=0, Z=0)",40,,,0,0,,
15050500003,15050500003,,Tide,,88,,,"(X=0, Y=0, Z=0)",40,,,0,0,,
15050500004,15050500004,,Tide,,88,,,"(X=0, Y=0, Z=0)",40,,,0,0,,
15050500005,15050500005,,Tide,,88,,,"(X=0, Y=0, Z=0)",40,,,0,0,,
15050500006,15050500006,,Tide,,88,,,"(X=0, Y=0, Z=0)",40,,,0,0,,
15050500007,15050500007,,Tide,,88,,,"(X=0, Y=0, Z=0)",40,,,0,0,,
15050500008,15050500008,,Tide,,88,,,"(X=0, Y=0, Z=0)",40,,,0,0,,
15050500009,15050500009,,Tide,,88,,,"(X=0, Y=0, Z=0)",40,,,0,0,,
15050500010,15050500010,,Tide,,88,,,"(X=0, Y=0, Z=0)",40,,,0,0,,
15050500011,15050500011,,Tide,,88,,,"(X=0, Y=0, Z=0)",100,,,0,0,,
15050500012,15050500012,,Tide,,88,,,"(X=0, Y=0, Z=0)",100,,,0,0,,
15050500013,15050500013,,Tide,,88,,,"(X=0, Y=0, Z=0)",80,,,0,0,,
15050500014,15050500014,,Tide,,88,,,"(X=0, Y=0, Z=0)",1,,,0,0,,
15050500015,15050500015,,Tide,,88,,,"(X=0, Y=0, Z=0)",40,,,0,0,,
15050500016,15050500016,,Tide,,88,,,"(X=0, Y=0, Z=0)",40,,,0,0,,
