RowName,SenseConfig_Common,AISense_BuffOverride,AISelfBuffSenseScalerMap,ThreatLevelRule,MaxSightDistOffsetInSmoke,FoliageTraceOffset,FoliageFocusRadius,FoliageFocusTimelimit,RowDescription
SOL_Crocodile,"(WeaponSoundDistance=0, NearShootGunSoundDistance=0, SilencerSoundDistance=0, SprintSoundDistance=0, RunSoundDistance=0, WalkSoundDistance=0, OperateSoundDistance=0, ExplodeSoundDistance=0, VehicleSoundDistance=0, AlertToFightTime=2, AlertToFightAngleSampleCurve=, LeisureVisionConeScaler=(Radius=200, Angle=360); (Radius=500, Angle=90), AlertVisionConeScaler=(Radius=2000, Angle=360); (Radius=3000, Angle=180); (Radius=5000, Angle=90); (Radius=7000, Angle=45), FightVisionConeScaler=(Radius=1000, Angle=360); (Radius=2000, Angle=180); (Radius=3000, Angle=90); (Radius=4000, Angle=45), InFogVisionScalar=, GunSoundVisionScaler=, HurtedVisionScaler=)",,,AIThreatLevelRule,0,120,800,20,None
SOL_BossRCV,"(WeaponSoundDistance=4000, NearShootGunSoundDistance=4000, SilencerSoundDistance=4000, SprintSoundDistance=1500, RunSoundDistance=1000, WalkSoundDistance=500, OperateSoundDistance=1000, ExplodeSoundDistance=10000, VehicleSoundDistance=10000, AlertToFightTime=2, AlertToFightAngleSampleCurve=, LeisureVisionConeScaler=(Radius=6000, Angle=360), AlertVisionConeScaler=(Radius=6000, Angle=360), FightVisionConeScaler=(Radius=6000, Angle=360), InFogVisionScalar=, GunSoundVisionScaler=, HurtedVisionScaler=)",,,,0,120,800,20,None
SOL_Boss_Anais,"(WeaponSoundDistance=4000, NearShootGunSoundDistance=4000, SilencerSoundDistance=4000, SprintSoundDistance=1500, RunSoundDistance=1000, WalkSoundDistance=500, OperateSoundDistance=1000, ExplodeSoundDistance=10000, VehicleSoundDistance=10000, AlertToFightTime=2, AlertToFightAngleSampleCurve=, LeisureVisionConeScaler=(Radius=40000, Angle=360), AlertVisionConeScaler=(Radius=40000, Angle=360), FightVisionConeScaler=(Radius=40000, Angle=360), InFogVisionScalar=, GunSoundVisionScaler=, HurtedVisionScaler=)",,,AIThreatLevelRule,0,10,800,1,None
SOL_Boss_HelicopterPilot,"(WeaponSoundDistance=4500, NearShootGunSoundDistance=2400, SilencerSoundDistance=3000, SprintSoundDistance=2500, RunSoundDistance=700, WalkSoundDistance=1, OperateSoundDistance=1000, ExplodeSoundDistance=4000, VehicleSoundDistance=4000, AlertToFightTime=2, AlertToFightAngleSampleCurve=(), LeisureVisionConeScaler=(Radius=8000, Angle=60); (Radius=8000, Angle=60); (Radius=8000, Angle=60); (Radius=1000, Angle=180); (Radius=1000, Angle=180), AlertVisionConeScaler=(Radius=8000, Angle=60); (Radius=8000, Angle=60); (Radius=8000, Angle=60); (Radius=1000, Angle=180); (Radius=1000, Angle=1800), FightVisionConeScaler=(Radius=9000, Angle=60); (Radius=9000, Angle=60); (Radius=9000, Angle=60); (Radius=1000, Angle=180); (Radius=2000, Angle=180), InFogVisionScalar=, GunSoundVisionScaler=(Increment=0, MaxIncrement=0, AttenuationCurve=()); (Increment=1500, MaxIncrement=1500, AttenuationCurve=()), HurtedVisionScaler=(Increment=0, MaxIncrement=0, AttenuationCurve=); (Increment=3000, MaxIncrement=3000, AttenuationCurve=()))",,,AIThreatLevelRule,0,120,800,20,None
SOL_DT_RPG_Run,"(WeaponSoundDistance=1000, NearShootGunSoundDistance=1000, SilencerSoundDistance=1000, SprintSoundDistance=1000, RunSoundDistance=1000, WalkSoundDistance=75, OperateSoundDistance=1000, ExplodeSoundDistance=1000, VehicleSoundDistance=1000, AlertToFightTime=0.6, AlertToFightAngleSampleCurve=(), LeisureVisionConeScaler=(Radius=500, Angle=180); (Radius=500, Angle=120); (Radius=1, Angle=1); (Radius=1, Angle=1), AlertVisionConeScaler=(Radius=500, Angle=180); (Radius=500, Angle=120); (Radius=500, Angle=180); (Radius=1, Angle=1), FightVisionConeScaler=(Radius=5500, Angle=30); (Radius=5500, Angle=90); (Radius=3000, Angle=180); (Radius=1, Angle=1), InFogVisionScalar=, GunSoundVisionScaler=, HurtedVisionScaler=)",,,AIThreatLevelRule,-2200,120,800,20,None
SOL_Boss_Romytheus,"(WeaponSoundDistance=4000, NearShootGunSoundDistance=4000, SilencerSoundDistance=4000, SprintSoundDistance=1500, RunSoundDistance=1000, WalkSoundDistance=500, OperateSoundDistance=1000, ExplodeSoundDistance=10000, VehicleSoundDistance=10000, AlertToFightTime=2, AlertToFightAngleSampleCurve=, LeisureVisionConeScaler=(Radius=3500, Angle=20); (Radius=3000, Angle=30); (Radius=1, Angle=1); (Radius=1500, Angle=60); (Radius=1500, Angle=80), AlertVisionConeScaler=(Radius=3500, Angle=20); (Radius=3000, Angle=30); (Radius=1, Angle=1); (Radius=1500, Angle=60); (Radius=1500, Angle=80), FightVisionConeScaler=(Radius=5000, Angle=15); (Radius=3500, Angle=45); (Radius=1500, Angle=60); (Radius=500, Angle=80); (Radius=150, Angle=180), InFogVisionScalar=, GunSoundVisionScaler=, HurtedVisionScaler=)",,,AIThreatLevelRule,0,120,800,20,None
SOL_Boss_Romytheus_Assaulter,"(WeaponSoundDistance=4000, NearShootGunSoundDistance=4000, SilencerSoundDistance=4000, SprintSoundDistance=1500, RunSoundDistance=1000, WalkSoundDistance=500, OperateSoundDistance=1000, ExplodeSoundDistance=10000, VehicleSoundDistance=10000, AlertToFightTime=2, AlertToFightAngleSampleCurve=, LeisureVisionConeScaler=(Radius=3500, Angle=20); (Radius=3000, Angle=30); (Radius=1, Angle=1); (Radius=1500, Angle=60); (Radius=1500, Angle=80), AlertVisionConeScaler=(Radius=3500, Angle=20); (Radius=3000, Angle=30); (Radius=1, Angle=1); (Radius=1500, Angle=60); (Radius=1500, Angle=80), FightVisionConeScaler=(Radius=7000, Angle=15); (Radius=5000, Angle=45); (Radius=2500, Angle=60); (Radius=1000, Angle=80); (Radius=1500, Angle=180), InFogVisionScalar=, GunSoundVisionScaler=, HurtedVisionScaler=)",,,AIThreatLevelRule,0,120,800,20,None
Raid_DT_HelicopterPilot,"(WeaponSoundDistance=4000, NearShootGunSoundDistance=4000, SilencerSoundDistance=4000, SprintSoundDistance=1500, RunSoundDistance=1000, WalkSoundDistance=500, OperateSoundDistance=1000, ExplodeSoundDistance=10000, VehicleSoundDistance=10000, AlertToFightTime=2, AlertToFightAngleSampleCurve=, LeisureVisionConeScaler=, AlertVisionConeScaler=, FightVisionConeScaler=, InFogVisionScalar=, GunSoundVisionScaler=, HurtedVisionScaler=)",,,,0,120,800,20,None
Raid_Crocodile,"(WeaponSoundDistance=4000, NearShootGunSoundDistance=4000, SilencerSoundDistance=4000, SprintSoundDistance=1500, RunSoundDistance=1000, WalkSoundDistance=500, OperateSoundDistance=1000, ExplodeSoundDistance=10000, VehicleSoundDistance=10000, AlertToFightTime=2, AlertToFightAngleSampleCurve=, LeisureVisionConeScaler=, AlertVisionConeScaler=, FightVisionConeScaler=, InFogVisionScalar=, GunSoundVisionScaler=, HurtedVisionScaler=)",,,,0,120,800,20,None
SOL_Crocodile_SuddenAttack,"(WeaponSoundDistance=0, NearShootGunSoundDistance=0, SilencerSoundDistance=0, SprintSoundDistance=0, RunSoundDistance=0, WalkSoundDistance=0, OperateSoundDistance=0, ExplodeSoundDistance=0, VehicleSoundDistance=0, AlertToFightTime=2, AlertToFightAngleSampleCurve=, LeisureVisionConeScaler=(Radius=500, Angle=360); (Radius=1000, Angle=90), AlertVisionConeScaler=(Radius=2000, Angle=360); (Radius=3000, Angle=180); (Radius=5000, Angle=90); (Radius=7000, Angle=45), FightVisionConeScaler=(Radius=1000, Angle=360); (Radius=2000, Angle=180); (Radius=3000, Angle=90); (Radius=4000, Angle=45), InFogVisionScalar=, GunSoundVisionScaler=, HurtedVisionScaler=)",,,AIThreatLevelRule,0,120,800,20,None
SOL_Boss_Warder,"(WeaponSoundDistance=6000, NearShootGunSoundDistance=3000, SilencerSoundDistance=3000, SprintSoundDistance=3000, RunSoundDistance=3000, WalkSoundDistance=1000, OperateSoundDistance=4000, ExplodeSoundDistance=6000, VehicleSoundDistance=6000, AlertToFightTime=0, AlertToFightAngleSampleCurve=, LeisureVisionConeScaler=(Radius=3000, Angle=360); (Radius=3000, Angle=180); (Radius=5000, Angle=90); (Radius=7000, Angle=45), AlertVisionConeScaler=(Radius=3000, Angle=360); (Radius=3000, Angle=180); (Radius=5000, Angle=90); (Radius=7000, Angle=45), FightVisionConeScaler=(Radius=3000, Angle=360); (Radius=3000, Angle=180); (Radius=5000, Angle=90); (Radius=7000, Angle=45), InFogVisionScalar=, GunSoundVisionScaler=(Increment=300, MaxIncrement=1000, AttenuationCurve=()); (Increment=300, MaxIncrement=1000, AttenuationCurve=()); (Increment=500, MaxIncrement=4000, AttenuationCurve=()), HurtedVisionScaler=(Increment=0, MaxIncrement=5.59e-43, AttenuationCurve=); (Increment=0, MaxIncrement=0, AttenuationCurve=); (Increment=2000, MaxIncrement=4000, AttenuationCurve=()))",,,AIThreatLevelRule,0,120,800,20,None
SOL_Boss_Warder_Attandent,"(WeaponSoundDistance=5000, NearShootGunSoundDistance=3000, SilencerSoundDistance=2000, SprintSoundDistance=2500, RunSoundDistance=1500, WalkSoundDistance=1, OperateSoundDistance=4000, ExplodeSoundDistance=6000, VehicleSoundDistance=6000, AlertToFightTime=0, AlertToFightAngleSampleCurve=, LeisureVisionConeScaler=(Radius=3000, Angle=360); (Radius=3000, Angle=180); (Radius=5000, Angle=90); (Radius=7000, Angle=45), AlertVisionConeScaler=(Radius=3000, Angle=360); (Radius=3000, Angle=180); (Radius=5000, Angle=90); (Radius=7000, Angle=45), FightVisionConeScaler=(Radius=3000, Angle=360); (Radius=3000, Angle=180); (Radius=5000, Angle=90); (Radius=7000, Angle=45), InFogVisionScalar=, GunSoundVisionScaler=(Increment=300, MaxIncrement=1000, AttenuationCurve=()); (Increment=300, MaxIncrement=1000, AttenuationCurve=()); (Increment=500, MaxIncrement=4000, AttenuationCurve=()), HurtedVisionScaler=(Increment=0, MaxIncrement=5.59e-43, AttenuationCurve=); (Increment=0, MaxIncrement=0, AttenuationCurve=); (Increment=2000, MaxIncrement=4000, AttenuationCurve=()))",,,AIThreatLevelRule,0,120,800,20,None
SOL_Tide_Rebel,"(WeaponSoundDistance=4500, NearShootGunSoundDistance=2400, SilencerSoundDistance=3000, SprintSoundDistance=2500, RunSoundDistance=700, WalkSoundDistance=1, OperateSoundDistance=1000, ExplodeSoundDistance=4000, VehicleSoundDistance=4000, AlertToFightTime=0.5, AlertToFightAngleSampleCurve=(), LeisureVisionConeScaler=(Radius=2500, Angle=30); (Radius=1500, Angle=80); (Radius=3000, Angle=20), AlertVisionConeScaler=(Radius=3000, Angle=30); (Radius=1500, Angle=80); (Radius=150, Angle=180); (Radius=4000, Angle=20), FightVisionConeScaler=(Radius=4000, Angle=45); (Radius=3500, Angle=60); (Radius=1500, Angle=80); (Radius=150, Angle=180), InFogVisionScalar=, GunSoundVisionScaler=(Increment=-1.9421988e-37, MaxIncrement=5.58e-43, AttenuationCurve=()); (Increment=1500, MaxIncrement=1500, AttenuationCurve=()), HurtedVisionScaler=(Increment=-1.9421773e-37, MaxIncrement=5.58e-43, AttenuationCurve=); (Increment=3000, MaxIncrement=3000, AttenuationCurve=()))","(Key=303055, Value=(WeaponSoundDistance=4500, NearShootGunSoundDistance=2400, SilencerSoundDistance=3000, SprintSoundDistance=500, RunSoundDistance=1, WalkSoundDistance=1, OperateSoundDistance=1000, ExplodeSoundDistance=4000, VehicleSoundDistance=4000, AlertToFightTime=0.5, AlertToFightAngleSampleCurve=(), LeisureVisionConeScaler=(Radius=500, Angle=30); (Radius=300, Angle=80); (Radius=600, Angle=20), AlertVisionConeScaler=(Radius=600, Angle=30); (Radius=300, Angle=80); (Radius=30, Angle=180); (Radius=800, Angle=20), FightVisionConeScaler=(Radius=1100, Angle=45); (Radius=700, Angle=60); (Radius=300, Angle=80); (Radius=30, Angle=180); (Radius=1400, Angle=15), InFogVisionScalar=, GunSoundVisionScaler=, HurtedVisionScaler=)); (Key=100020, Value=(WeaponSoundDistance=4500, NearShootGunSoundDistance=2400, SilencerSoundDistance=2000, SprintSoundDistance=2500, RunSoundDistance=700, WalkSoundDistance=1, OperateSoundDistance=300, ExplodeSoundDistance=4000, VehicleSoundDistance=4000, AlertToFightTime=0.5, AlertToFightAngleSampleCurve=(), LeisureVisionConeScaler=(Radius=2000, Angle=20); (Radius=1500, Angle=30); (Radius=750, Angle=80), AlertVisionConeScaler=(Radius=2000, Angle=20); (Radius=1500, Angle=30); (Radius=750, Angle=80), FightVisionConeScaler=(Radius=4000, Angle=15); (Radius=4000, Angle=45); (Radius=3500, Angle=60); (Radius=1500, Angle=80); (Radius=300, Angle=180), InFogVisionScalar=, GunSoundVisionScaler=(Increment=0, MaxIncrement=0, AttenuationCurve=()); (Increment=1500, MaxIncrement=1500, AttenuationCurve=()), HurtedVisionScaler=(Increment=0, MaxIncrement=0, AttenuationCurve=); (Increment=3000, MaxIncrement=3000, AttenuationCurve=())))","(Key=204006, Value=(VisionRadiusScaler=0.04, WeaponSoundDistanceScaler=0.04, NearShootGunSoundDistanceScaler=0.04, SilencerSoundDistanceScaler=0.04, SprintSoundDistanceScaler=0.04, RunSoundDistanceScaler=0.04, WalkSoundDistanceScaler=0.04, OperateSoundDistanceScaler=0.04))",AIThreatLevelRule,0,200,800,3,None
SOL_Tide_MiniGame,"(WeaponSoundDistance=2400, NearShootGunSoundDistance=2400, SilencerSoundDistance=1500, SprintSoundDistance=700, RunSoundDistance=700, WalkSoundDistance=1, OperateSoundDistance=1, ExplodeSoundDistance=2400, VehicleSoundDistance=1, AlertToFightTime=0.5, AlertToFightAngleSampleCurve=(), LeisureVisionConeScaler=(Radius=2500, Angle=30); (Radius=1500, Angle=60); (Radius=3000, Angle=20); (Radius=85, Angle=180); (Radius=400, Angle=87.5), AlertVisionConeScaler=(Radius=3000, Angle=30); (Radius=1500, Angle=60); (Radius=4000, Angle=20), FightVisionConeScaler=(Radius=5500, Angle=45); (Radius=3500, Angle=60); (Radius=1500, Angle=80); (Radius=150, Angle=180); (Radius=7000, Angle=15), InFogVisionScalar=, GunSoundVisionScaler=(Increment=-1.9421988e-37, MaxIncrement=5.58e-43, AttenuationCurve=()); (Increment=1500, MaxIncrement=1500, AttenuationCurve=()), HurtedVisionScaler=(Increment=-1.9421773e-37, MaxIncrement=5.58e-43, AttenuationCurve=); (Increment=3000, MaxIncrement=3000, AttenuationCurve=()))","(Key=303055, Value=(WeaponSoundDistance=2400, NearShootGunSoundDistance=2400, SilencerSoundDistance=1500, SprintSoundDistance=500, RunSoundDistance=1, WalkSoundDistance=1, OperateSoundDistance=1, ExplodeSoundDistance=2400, VehicleSoundDistance=2400, AlertToFightTime=0.5, AlertToFightAngleSampleCurve=(), LeisureVisionConeScaler=(Radius=2500, Angle=30); (Radius=1500, Angle=60); (Radius=3000, Angle=20); (Radius=85, Angle=180); (Radius=400, Angle=87.5), AlertVisionConeScaler=(Radius=600, Angle=30); (Radius=300, Angle=80); (Radius=30, Angle=180); (Radius=800, Angle=20), FightVisionConeScaler=(Radius=1100, Angle=45); (Radius=700, Angle=60); (Radius=300, Angle=80); (Radius=30, Angle=180); (Radius=1400, Angle=15), InFogVisionScalar=, GunSoundVisionScaler=, HurtedVisionScaler=)); (Key=100020, Value=(WeaponSoundDistance=2400, NearShootGunSoundDistance=2400, SilencerSoundDistance=1500, SprintSoundDistance=300, RunSoundDistance=1, WalkSoundDistance=1, OperateSoundDistance=1, ExplodeSoundDistance=2400, VehicleSoundDistance=2400, AlertToFightTime=0.5, AlertToFightAngleSampleCurve=(), LeisureVisionConeScaler=(Radius=2500, Angle=30); (Radius=1500, Angle=60); (Radius=3000, Angle=20); (Radius=85, Angle=180); (Radius=400, Angle=87.5), AlertVisionConeScaler=(Radius=2000, Angle=20); (Radius=1500, Angle=30); (Radius=750, Angle=40), FightVisionConeScaler=(Radius=7000, Angle=15); (Radius=5500, Angle=45); (Radius=3500, Angle=60); (Radius=1500, Angle=80); (Radius=300, Angle=180), InFogVisionScalar=, GunSoundVisionScaler=(Increment=0, MaxIncrement=0, AttenuationCurve=()); (Increment=1500, MaxIncrement=1500, AttenuationCurve=()), HurtedVisionScaler=(Increment=0, MaxIncrement=0, AttenuationCurve=); (Increment=3000, MaxIncrement=3000, AttenuationCurve=())))",,AIThreatLevelRule,0,200,800,3,None
SOL_Boss_Warder_Escort,"(WeaponSoundDistance=3000, NearShootGunSoundDistance=1000, SilencerSoundDistance=2000, SprintSoundDistance=3000, RunSoundDistance=1500, WalkSoundDistance=1000, OperateSoundDistance=1000, ExplodeSoundDistance=3000, VehicleSoundDistance=3000, AlertToFightTime=0, AlertToFightAngleSampleCurve=, LeisureVisionConeScaler=(Radius=3000, Angle=360); (Radius=3000, Angle=180); (Radius=3000, Angle=90); (Radius=3000, Angle=45), AlertVisionConeScaler=(Radius=3000, Angle=360); (Radius=3000, Angle=180); (Radius=5000, Angle=90); (Radius=7000, Angle=45), FightVisionConeScaler=(Radius=3000, Angle=360); (Radius=3000, Angle=180); (Radius=5000, Angle=90); (Radius=7000, Angle=45), InFogVisionScalar=, GunSoundVisionScaler=(Increment=300, MaxIncrement=1000, AttenuationCurve=()); (Increment=300, MaxIncrement=1000, AttenuationCurve=()); (Increment=500, MaxIncrement=4000, AttenuationCurve=()), HurtedVisionScaler=(Increment=0, MaxIncrement=5.59e-43, AttenuationCurve=); (Increment=0, MaxIncrement=0, AttenuationCurve=); (Increment=2000, MaxIncrement=4000, AttenuationCurve=()))",,,AIThreatLevelRule,0,120,800,20,None
SOL_Boss_Raven_Escort,"(WeaponSoundDistance=3000, NearShootGunSoundDistance=1000, SilencerSoundDistance=2000, SprintSoundDistance=1000, RunSoundDistance=1000, WalkSoundDistance=1000, OperateSoundDistance=1000, ExplodeSoundDistance=3000, VehicleSoundDistance=3000, AlertToFightTime=0, AlertToFightAngleSampleCurve=, LeisureVisionConeScaler=(Radius=3000, Angle=360); (Radius=3000, Angle=180); (Radius=3000, Angle=90); (Radius=3000, Angle=45), AlertVisionConeScaler=(Radius=3000, Angle=360); (Radius=3000, Angle=180); (Radius=5000, Angle=90); (Radius=7000, Angle=45), FightVisionConeScaler=(Radius=3000, Angle=360); (Radius=3000, Angle=180); (Radius=5000, Angle=90); (Radius=7000, Angle=45), InFogVisionScalar=, GunSoundVisionScaler=(Increment=300, MaxIncrement=1000, AttenuationCurve=()); (Increment=300, MaxIncrement=1000, AttenuationCurve=()); (Increment=500, MaxIncrement=4000, AttenuationCurve=()), HurtedVisionScaler=(Increment=0, MaxIncrement=5.59e-43, AttenuationCurve=); (Increment=0, MaxIncrement=0, AttenuationCurve=); (Increment=2000, MaxIncrement=4000, AttenuationCurve=()))",,,AIThreatLevelRule,0,120,800,20,None
SOL_Boss_HelicopterPilot_BossPartyV2,"(WeaponSoundDistance=4500, NearShootGunSoundDistance=2400, SilencerSoundDistance=3000, SprintSoundDistance=2500, RunSoundDistance=700, WalkSoundDistance=1, OperateSoundDistance=1000, ExplodeSoundDistance=4000, VehicleSoundDistance=4000, AlertToFightTime=2, AlertToFightAngleSampleCurve=(), LeisureVisionConeScaler=(Radius=20000, Angle=120); (Radius=1000, Angle=180), AlertVisionConeScaler=(Radius=20000, Angle=120); (Radius=1000, Angle=180), FightVisionConeScaler=(Radius=22000, Angle=120); (Radius=1000, Angle=180), InFogVisionScalar=, GunSoundVisionScaler=(Increment=0, MaxIncrement=0, AttenuationCurve=()); (Increment=1500, MaxIncrement=1500, AttenuationCurve=()), HurtedVisionScaler=(Increment=0, MaxIncrement=0, AttenuationCurve=); (Increment=3000, MaxIncrement=3000, AttenuationCurve=()))",,,AIThreatLevelRule,0,120,800,20,None
SOL_HS_Spy,"(WeaponSoundDistance=300, NearShootGunSoundDistance=300, SilencerSoundDistance=300, SprintSoundDistance=300, RunSoundDistance=300, WalkSoundDistance=1, OperateSoundDistance=300, ExplodeSoundDistance=300, VehicleSoundDistance=300, AlertToFightTime=0.5, AlertToFightAngleSampleCurve=(), LeisureVisionConeScaler=(Radius=1500, Angle=30); (Radius=1500, Angle=80); (Radius=1500, Angle=20), AlertVisionConeScaler=(Radius=1500, Angle=30); (Radius=1500, Angle=80); (Radius=1500, Angle=180); (Radius=1500, Angle=20), FightVisionConeScaler=(Radius=1500, Angle=45); (Radius=1500, Angle=60); (Radius=1500, Angle=80); (Radius=1500, Angle=180); (Radius=1500, Angle=15), InFogVisionScalar=, GunSoundVisionScaler=, HurtedVisionScaler=)",,,AIThreatLevelRule,-2200,111,800,3,None
SOL_Shark,"(WeaponSoundDistance=4000, NearShootGunSoundDistance=4000, SilencerSoundDistance=4000, SprintSoundDistance=0, RunSoundDistance=0, WalkSoundDistance=0, OperateSoundDistance=1000, ExplodeSoundDistance=4000, VehicleSoundDistance=4000, AlertToFightTime=2, AlertToFightAngleSampleCurve=, LeisureVisionConeScaler=(Radius=2000, Angle=60); (Radius=1200, Angle=90), AlertVisionConeScaler=(Radius=2000, Angle=360); (Radius=3000, Angle=180); (Radius=5000, Angle=90); (Radius=7000, Angle=45), FightVisionConeScaler=(Radius=1000, Angle=360); (Radius=2000, Angle=180); (Radius=3000, Angle=90); (Radius=4000, Angle=45), InFogVisionScalar=, GunSoundVisionScaler=, HurtedVisionScaler=)",,,AIThreatLevelRule,0,120,800,20,None
SOL_Boss07_Guard,"(WeaponSoundDistance=4000, NearShootGunSoundDistance=4000, SilencerSoundDistance=4000, SprintSoundDistance=1500, RunSoundDistance=1000, WalkSoundDistance=500, OperateSoundDistance=1000, ExplodeSoundDistance=10000, VehicleSoundDistance=10000, AlertToFightTime=2, AlertToFightAngleSampleCurve=, LeisureVisionConeScaler=(Radius=3500, Angle=20); (Radius=3000, Angle=30); (Radius=5500, Angle=360); (Radius=1500, Angle=60); (Radius=1500, Angle=80), AlertVisionConeScaler=(Radius=3500, Angle=20); (Radius=3000, Angle=30); (Radius=5500, Angle=360); (Radius=1500, Angle=60); (Radius=1500, Angle=80), FightVisionConeScaler=(Radius=20000, Angle=40); (Radius=10000, Angle=45); (Radius=7000, Angle=60); (Radius=5000, Angle=90); (Radius=1500, Angle=180), InFogVisionScalar=, GunSoundVisionScaler=, HurtedVisionScaler=)",,,AIThreatLevelRule,0,120,800,20,None
SOL_Boss07_RCV,"(WeaponSoundDistance=4000, NearShootGunSoundDistance=4000, SilencerSoundDistance=4000, SprintSoundDistance=1500, RunSoundDistance=1000, WalkSoundDistance=500, OperateSoundDistance=1000, ExplodeSoundDistance=10000, VehicleSoundDistance=10000, AlertToFightTime=2, AlertToFightAngleSampleCurve=, LeisureVisionConeScaler=(Radius=5500, Angle=360), AlertVisionConeScaler=(Radius=5500, Angle=360), FightVisionConeScaler=(Radius=20000, Angle=360), InFogVisionScalar=, GunSoundVisionScaler=, HurtedVisionScaler=)",,,,0,120,800,20,None
