RowName,DamagesReduction,ItemId,ProtectionPart,ArmorLevel,bUseNewArmorLevelConfig,ArmorLevelConfig,ProtectionPartText,BaseProtectionPartText,BitmaskProtectionPart,DisableParts,MaxDurability,DamagedDurabilityRate,MaxArmorValue,DamageMaxArmorValue,DamageArmorLevel,AttributeOperateIDs,BuffOps,DurabilityFormula,DurabilityReductionRepair,RepairPricePerDurability,BaseRepairPrice,RepairDurabilityRatio,RepairArmorRate,DurabilityReductionRepairInGame,RepairRatioInGame,BitmaskExceptionProtectionPart,DurabilityReductionRepairInGameStr,bUseMaxDurabilityCurve,MaxDurabilityCurve,bInRange,RowDescription
11050003003,0,11050003003,mid,3,False,"(BaseArmorType=EBaseArmorType::None, GlobalArmorLevel=0, PartNames=)",,,6,EEquipmentPart::Thorax,75,1,75,75,3,,"(BuffId=901001, AttributeOperateIDs=); (BuffId=9010103, AttributeOperateIDs=)",1001,5,138,138,0.8,1,0.09,,6,,True,"(DurabilityKeys=(TotalRepairedDurability=0, MaxDurabilityPercent=1); (TotalRepairedDurability=68.25, MaxDurabilityPercent=0.91); (TotalRepairedDurability=127.56207, MaxDurabilityPercent=0.7908277); (TotalRepairedDurability=175.49109, MaxDurabilityPercent=0.63905346); (TotalRepairedDurability=209.78607, MaxDurabilityPercent=0.45726654); (TotalRepairedDurability=229.34003, MaxDurabilityPercent=0.26071942); (TotalRepairedDurability=235.71802, MaxDurabilityPercent=0.08503973); (TotalRepairedDurability=237, MaxDurabilityPercent=0))",True,None
11050003004,0,11050003004,mid,3,False,"(BaseArmorType=EBaseArmorType::None, GlobalArmorLevel=0, PartNames=)",,,6,EEquipmentPart::Thorax,85,1,85,85,3,,"(BuffId=901002, AttributeOperateIDs=); (BuffId=9010104, AttributeOperateIDs=)",1001,7,132,132,0.85,1,0.07,,6,,True,"(DurabilityKeys=(TotalRepairedDurability=0, MaxDurabilityPercent=1); (TotalRepairedDurability=79.05, MaxDurabilityPercent=0.93); (TotalRepairedDurability=150.07507, MaxDurabilityPercent=0.8355892); (TotalRepairedDurability=210.58794, MaxDurabilityPercent=0.7119159); (TotalRepairedDurability=257.93494, MaxDurabilityPercent=0.55702347); (TotalRepairedDurability=289.93552, MaxDurabilityPercent=0.3764774); (TotalRepairedDurability=306.11945, MaxDurabilityPercent=0.19039926); (TotalRepairedDurability=309.51263, MaxDurabilityPercent=0.039920107); (TotalRepairedDurability=311, MaxDurabilityPercent=0))",True,None
11050004001,0,11050004001,light,4,False,"(BaseArmorType=EBaseArmorType::None, GlobalArmorLevel=0, PartNames=)",,,2,EEquipmentPart::Thorax,80,1,80,80,4,,"(BuffId=901005, AttributeOperateIDs=); (BuffId=9010105, AttributeOperateIDs=)",1001,2,238,238,0.5,1,0.06,,2,,True,"(DurabilityKeys=(TotalRepairedDurability=0, MaxDurabilityPercent=1); (TotalRepairedDurability=75.2, MaxDurabilityPercent=0.94); (TotalRepairedDurability=143.86722, MaxDurabilityPercent=0.8583402); (TotalRepairedDurability=203.85898, MaxDurabilityPercent=0.749897); (TotalRepairedDurability=252.75235, MaxDurabilityPercent=0.61116725); (TotalRepairedDurability=288.25677, MaxDurabilityPercent=0.44380528); (TotalRepairedDurability=309.1047, MaxDurabilityPercent=0.2605991); (TotalRepairedDurability=316.526, MaxDurabilityPercent=0.09276624); (TotalRepairedDurability=318, MaxDurabilityPercent=0))",True,None
11050004002,0,11050004002,mid,4,False,"(BaseArmorType=EBaseArmorType::None, GlobalArmorLevel=0, PartNames=)",,,6,EEquipmentPart::Thorax,90,1,90,90,4,,"(BuffId=901001, AttributeOperateIDs=); (BuffId=9010102, AttributeOperateIDs=)",1001,5,260,260,0.65,1,0.18,,6,,True,"(DurabilityKeys=(TotalRepairedDurability=0, MaxDurabilityPercent=1); (TotalRepairedDurability=73.8, MaxDurabilityPercent=0.82); (TotalRepairedDurability=127.95546, MaxDurabilityPercent=0.60172737); (TotalRepairedDurability=160.41623, MaxDurabilityPercent=0.36067525); (TotalRepairedDurability=172.65771, MaxDurabilityPercent=0.13601652); (TotalRepairedDurability=174, MaxDurabilityPercent=0))",True,None
11050004007,0,11050004007,light,4,False,"(BaseArmorType=EBaseArmorType::None, GlobalArmorLevel=0, PartNames=)",,,2,EEquipmentPart::Thorax,80,1,80,80,4,,,1001,5,239,239,0.65,1,0.1,,2,,True,"(DurabilityKeys=(TotalRepairedDurability=0, MaxDurabilityPercent=1); (TotalRepairedDurability=72, MaxDurabilityPercent=0.9); (TotalRepairedDurability=133.50546, MaxDurabilityPercent=0.76881826); (TotalRepairedDurability=181.8379, MaxDurabilityPercent=0.6041556); (TotalRepairedDurability=214.75949, MaxDurabilityPercent=0.41151986); (TotalRepairedDurability=231.69406, MaxDurabilityPercent=0.21168204); (TotalRepairedDurability=235.51591, MaxDurabilityPercent=0.04777325); (TotalRepairedDurability=237, MaxDurabilityPercent=0))",True,None
11050004003,0,11050004003,mid,4,False,"(BaseArmorType=EBaseArmorType::None, GlobalArmorLevel=0, PartNames=)",,,6,EEquipmentPart::Thorax,100,1,100,100,4,,"(BuffId=901003, AttributeOperateIDs=); (BuffId=9010104, AttributeOperateIDs=)",1001,7,249,249,0.73,1,0.1,,6,,True,"(DurabilityKeys=(TotalRepairedDurability=0, MaxDurabilityPercent=1); (TotalRepairedDurability=90, MaxDurabilityPercent=0.9); (TotalRepairedDurability=166.88182, MaxDurabilityPercent=0.76881826); (TotalRepairedDurability=227.29738, MaxDurabilityPercent=0.6041556); (TotalRepairedDurability=268.44937, MaxDurabilityPercent=0.41151986); (TotalRepairedDurability=289.61758, MaxDurabilityPercent=0.21168204); (TotalRepairedDurability=294.3949, MaxDurabilityPercent=0.04777325); (TotalRepairedDurability=296, MaxDurabilityPercent=0))",True,None
11050004004,0,11050004004,mid,4,False,"(BaseArmorType=EBaseArmorType::None, GlobalArmorLevel=0, PartNames=)",,,6,EEquipmentPart::Thorax,110,1,110,110,4,,"(BuffId=901005, AttributeOperateIDs=); (BuffId=9010105, AttributeOperateIDs=)",1001,10,239,239,0.6,1,0.09,,6,,True,"(DurabilityKeys=(TotalRepairedDurability=0, MaxDurabilityPercent=1); (TotalRepairedDurability=100.1, MaxDurabilityPercent=0.91); (TotalRepairedDurability=187.09105, MaxDurabilityPercent=0.7908277); (TotalRepairedDurability=257.38693, MaxDurabilityPercent=0.63905346); (TotalRepairedDurability=307.68625, MaxDurabilityPercent=0.45726654); (TotalRepairedDurability=336.3654, MaxDurabilityPercent=0.26071942); (TotalRepairedDurability=345.71976, MaxDurabilityPercent=0.08503973); (TotalRepairedDurability=347, MaxDurabilityPercent=0))",True,None
11050005001,0,11050005001,mid,5,False,"(BaseArmorType=EBaseArmorType::None, GlobalArmorLevel=0, PartNames=)",,,6,EEquipmentPart::Thorax,95,1,95,95,5,,"(BuffId=901001, AttributeOperateIDs=)",1001,5,515,515,0.28,1,0.12,,6,,True,"(DurabilityKeys=(TotalRepairedDurability=0, MaxDurabilityPercent=1); (TotalRepairedDurability=83.6, MaxDurabilityPercent=0.88); (TotalRepairedDurability=152.52675, MaxDurabilityPercent=0.72554475); (TotalRepairedDurability=203.57832, MaxDurabilityPercent=0.53738505); (TotalRepairedDurability=234.73438, MaxDurabilityPercent=0.32795832); (TotalRepairedDurability=247.06651, MaxDurabilityPercent=0.12981202); (TotalRepairedDurability=249, MaxDurabilityPercent=0))",True,None
11050005002,0,11050005002,heavy,5,False,"(BaseArmorType=EBaseArmorType::None, GlobalArmorLevel=0, PartNames=)",,,14,EEquipmentPart::Thorax,115,1,115,115,5,,"(BuffId=901007, AttributeOperateIDs=); (BuffId=9010108, AttributeOperateIDs=)",1001,7,553,553,0.35,1,0.14,,14,,True,"(DurabilityKeys=(TotalRepairedDurability=0, MaxDurabilityPercent=1); (TotalRepairedDurability=98.9, MaxDurabilityPercent=0.86); (TotalRepairedDurability=177.47589, MaxDurabilityPercent=0.68326867); (TotalRepairedDurability=232.05405, MaxDurabilityPercent=0.47459263); (TotalRepairedDurability=261.32544, MaxDurabilityPercent=0.25453398); (TotalRepairedDurability=269.10422, MaxDurabilityPercent=0.067641); (TotalRepairedDurability=271, MaxDurabilityPercent=0))",True,None
11050005003,0,11050005003,mid,5,False,"(BaseArmorType=EBaseArmorType::None, GlobalArmorLevel=0, PartNames=)",,,6,EEquipmentPart::Thorax,105,1,105,105,5,,"(BuffId=901003, AttributeOperateIDs=); (BuffId=9010105, AttributeOperateIDs=)",1001,10,586,586,0.38,1,0.09,,6,,True,"(DurabilityKeys=(TotalRepairedDurability=0, MaxDurabilityPercent=1); (TotalRepairedDurability=95.55, MaxDurabilityPercent=0.91); (TotalRepairedDurability=178.5869, MaxDurabilityPercent=0.7908277); (TotalRepairedDurability=245.68752, MaxDurabilityPercent=0.63905346); (TotalRepairedDurability=293.7005, MaxDurabilityPercent=0.45726654); (TotalRepairedDurability=321.07605, MaxDurabilityPercent=0.26071942); (TotalRepairedDurability=330.00522, MaxDurabilityPercent=0.08503973); (TotalRepairedDurability=332, MaxDurabilityPercent=0))",True,None
11050005004,0,11050005004,heavy,5,False,"(BaseArmorType=EBaseArmorType::None, GlobalArmorLevel=0, PartNames=)",,,14,EEquipmentPart::Thorax,125,1,125,125,5,,"(BuffId=901005, AttributeOperateIDs=); (BuffId=9010110, AttributeOperateIDs=)",1001,12,535,535,0.44,1,0.1,,14,,True,"(DurabilityKeys=(TotalRepairedDurability=0, MaxDurabilityPercent=1); (TotalRepairedDurability=112.5, MaxDurabilityPercent=0.9); (TotalRepairedDurability=208.60228, MaxDurabilityPercent=0.76881826); (TotalRepairedDurability=284.12173, MaxDurabilityPercent=0.6041556); (TotalRepairedDurability=335.5617, MaxDurabilityPercent=0.41151986); (TotalRepairedDurability=362.02197, MaxDurabilityPercent=0.21168204); (TotalRepairedDurability=367.99362, MaxDurabilityPercent=0.04777325); (TotalRepairedDurability=369, MaxDurabilityPercent=0))",True,None
11050006001,0,11050006001,heavy,6,False,"(BaseArmorType=EBaseArmorType::None, GlobalArmorLevel=0, PartNames=)",,,14,EEquipmentPart::Thorax,140,1,140,140,6,,"(BuffId=901007, AttributeOperateIDs=); (BuffId=9010108, AttributeOperateIDs=)",1001,7,933,933,0.2,1,0.15,,14,,True,"(DurabilityKeys=(TotalRepairedDurability=0, MaxDurabilityPercent=1); (TotalRepairedDurability=119, MaxDurabilityPercent=0.85); (TotalRepairedDurability=211.75085, MaxDurabilityPercent=0.6625061); (TotalRepairedDurability=274.00427, MaxDurabilityPercent=0.44466737); (TotalRepairedDurability=305.0087, MaxDurabilityPercent=0.22146003); (TotalRepairedDurability=311.06372, MaxDurabilityPercent=0.043250117); (TotalRepairedDurability=312, MaxDurabilityPercent=0))",True,None
11050006002,0,11050006002,heavy,6,False,"(BaseArmorType=EBaseArmorType::None, GlobalArmorLevel=0, PartNames=)",,,14,EEquipmentPart::Thorax,115,1,115,115,6,,"(BuffId=901003, AttributeOperateIDs=); (BuffId=9010101, AttributeOperateIDs=)",1001,7,973,973,0.25,1,0.11,,14,,True,"(DurabilityKeys=(TotalRepairedDurability=0, MaxDurabilityPercent=1); (TotalRepairedDurability=102.35, MaxDurabilityPercent=0.89); (TotalRepairedDurability=188.26157, MaxDurabilityPercent=0.7470571); (TotalRepairedDurability=253.84248, MaxDurabilityPercent=0.57026887); (TotalRepairedDurability=296.21298, MaxDurabilityPercent=0.36843914); (TotalRepairedDurability=315.54944, MaxDurabilityPercent=0.168143); (TotalRepairedDurability=317.78625, MaxDurabilityPercent=0.01945058); (TotalRepairedDurability=319, MaxDurabilityPercent=0))",True,None
11050006003,0,11050006003,heavy,6,False,"(BaseArmorType=EBaseArmorType::None, GlobalArmorLevel=0, PartNames=)",,,14,EEquipmentPart::Thorax,125,1,125,125,6,,"(BuffId=901005, AttributeOperateIDs=); (BuffId=9010106, AttributeOperateIDs=)",1001,12,959,959,0.28,1,0.06,,14,,True,"(DurabilityKeys=(TotalRepairedDurability=0, MaxDurabilityPercent=1); (TotalRepairedDurability=117.5, MaxDurabilityPercent=0.94); (TotalRepairedDurability=224.79253, MaxDurabilityPercent=0.85834); (TotalRepairedDurability=318.52966, MaxDurabilityPercent=0.749897); (TotalRepairedDurability=394.92557, MaxDurabilityPercent=0.61116725); (TotalRepairedDurability=450.4012, MaxDurabilityPercent=0.44380528); (TotalRepairedDurability=482.9761, MaxDurabilityPercent=0.2605991); (TotalRepairedDurability=494.5719, MaxDurabilityPercent=0.09276624); (TotalRepairedDurability=496, MaxDurabilityPercent=0))",True,None
11050006004,0,11050006004,heavy,6,False,"(BaseArmorType=EBaseArmorType::None, GlobalArmorLevel=0, PartNames=)",,,14,EEquipmentPart::Thorax,150,1,150,150,6,,"(BuffId=901008, AttributeOperateIDs=); (BuffId=9010112, AttributeOperateIDs=)",1001,15,919,919,0.3,1,0.09,,14,,True,"(DurabilityKeys=(TotalRepairedDurability=0, MaxDurabilityPercent=1); (TotalRepairedDurability=136.5, MaxDurabilityPercent=0.91); (TotalRepairedDurability=255.12415, MaxDurabilityPercent=0.7908277); (TotalRepairedDurability=350.98218, MaxDurabilityPercent=0.63905346); (TotalRepairedDurability=419.57214, MaxDurabilityPercent=0.45726654); (TotalRepairedDurability=458.68005, MaxDurabilityPercent=0.26071942); (TotalRepairedDurability=471.43604, MaxDurabilityPercent=0.08503973); (TotalRepairedDurability=473, MaxDurabilityPercent=0))",True,None
11050004008,0,11050004008,mid,4,False,"(BaseArmorType=EBaseArmorType::None, GlobalArmorLevel=0, PartNames=)",,,6,EEquipmentPart::Thorax,110,1,110,110,4,,"(BuffId=901005, AttributeOperateIDs=); (BuffId=9010105, AttributeOperateIDs=)",1001,10,233,233,0.6,1,0.09,,6,,True,"(DurabilityKeys=(TotalRepairedDurability=0, MaxDurabilityPercent=1); (TotalRepairedDurability=100.1, MaxDurabilityPercent=0.91); (TotalRepairedDurability=187.09105, MaxDurabilityPercent=0.7908277); (TotalRepairedDurability=257.38693, MaxDurabilityPercent=0.63905346); (TotalRepairedDurability=307.68625, MaxDurabilityPercent=0.45726654); (TotalRepairedDurability=336.3654, MaxDurabilityPercent=0.26071942); (TotalRepairedDurability=345.71976, MaxDurabilityPercent=0.08503973); (TotalRepairedDurability=347, MaxDurabilityPercent=0))",False,None
11050005007,0,11050005007,mid,5,False,"(BaseArmorType=EBaseArmorType::None, GlobalArmorLevel=0, PartNames=)",,,6,EEquipmentPart::Thorax,105,1,105,105,5,,"(BuffId=901017, AttributeOperateIDs=); (BuffId=9010110, AttributeOperateIDs=)",1001,10,854,854,0.38,1,0.08,,6,,True,"(DurabilityKeys=(TotalRepairedDurability=0, MaxDurabilityPercent=1); (TotalRepairedDurability=99.75, MaxDurabilityPercent=0.95); (TotalRepairedDurability=192.29044, MaxDurabilityPercent=0.8813374); (TotalRepairedDurability=275.1273, MaxDurabilityPercent=0.7889223); (TotalRepairedDurability=345.2929, MaxDurabilityPercent=0.668244); (TotalRepairedDurability=399.66675, MaxDurabilityPercent=0.517846); (TotalRepairedDurability=435.7819, MaxDurabilityPercent=0.34395364); (TotalRepairedDurability=453.3519, MaxDurabilityPercent=0.17614043); (TotalRepairedDurability=456.40173, MaxDurabilityPercent=0.056090377); (TotalRepairedDurability=457, MaxDurabilityPercent=0))",True,None
