RowName,HeadDamagesReduction,DamageHeadDamagesReduction,MaxHP,HPDamageSet,BorderTexturePath,SurfaceTexturePath,HelmetMeshPtr,HelmetMaterialPtr,DamageTexturePaths,DamageImageSizeScale,HelmetBreakAudioPath,HelmetPostMaterialPtr,BorderSizeScale,HelmetPostMaterialPtr_HighQuality,FaceMaskDistance,DistanceCurve,HeadsetId,PerformanceScore,bHasNightVisionGoggles,NightVisionBorderTexturePath,NightVisionMaskBPPaths,FadeInAnim_UI,FadeOutAnim_UI,FadeInFloatParams,FadeinTime,FadeOutFloatParams,FadeoutTime,bHideMaskOn,ItemId,ProtectionPart,ArmorLevel,bUseNewArmorLevelConfig,ArmorLevelConfig,ProtectionPartText,BaseProtectionPartText,BitmaskProtectionPart,DisableParts,MaxDurability,DamagedDurabilityRate,MaxArmorValue,DamageMaxArmorValue,DamageArmorLevel,AttributeOperateIDs,BuffOps,DurabilityFormula,DurabilityReductionRepair,RepairPricePerDurability,BaseRepairPrice,RepairDurabilityRatio,RepairArmorRate,DurabilityReductionRepairInGame,RepairRatioInGame,BitmaskExceptionProtectionPart,DurabilityReductionRepairInGameStr,bUseMaxDurabilityCurve,MaxDurabilityCurve,bInRange,RowDescription
11010003003,0,0,50,,(),(),"(AssetPath=None, SubPath=)","(AssetPath=None, SubPath=)",,1,(),"(AssetPath=None, SubPath=)",1,"(AssetPath=None, SubPath=)",1000,"(AssetPath=None, SubPath=)",10002,0,False,(),,None,None,,0,,0,False,11010003003,Helmet2,3,False,"(BaseArmorType=EBaseArmorType::None, GlobalArmorLevel=0, PartNames=)",,,0,EEquipmentPart::TopOfHead,40,1,40,40,3,,,1002,2,206,206,0.55,1,0.09,,2,,True,"(DurabilityKeys=(TotalRepairedDurability=0, MaxDurabilityPercent=1); (TotalRepairedDurability=36.4, MaxDurabilityPercent=0.91); (TotalRepairedDurability=68.033104, MaxDurabilityPercent=0.7908277); (TotalRepairedDurability=93.595245, MaxDurabilityPercent=0.63905346); (TotalRepairedDurability=111.88591, MaxDurabilityPercent=0.45726654); (TotalRepairedDurability=122.31468, MaxDurabilityPercent=0.26071942); (TotalRepairedDurability=125.71627, MaxDurabilityPercent=0.08503973); (TotalRepairedDurability=126, MaxDurabilityPercent=0))",True,None
11010003004,0,0,50,,(),(),"(AssetPath=None, SubPath=)","(AssetPath=None, SubPath=)",,1,(),"(AssetPath=None, SubPath=)",1,"(AssetPath=None, SubPath=)",1000,"(AssetPath=None, SubPath=)",10003,0,False,(),,None,None,,0,,0,False,11010003004,Helmet2,3,False,"(BaseArmorType=EBaseArmorType::None, GlobalArmorLevel=0, PartNames=)",,,0,EEquipmentPart::TopOfHead,34,1,34,34,3,,"(BuffId=901001, AttributeOperateIDs=); (BuffId=9010101, AttributeOperateIDs=); (BuffId=905001, AttributeOperateIDs=); (BuffId=902002, AttributeOperateIDs=); (BuffId=902010, AttributeOperateIDs=)",1002,3,235,235,0.6,1,0.13,,10,,True,"(DurabilityKeys=(TotalRepairedDurability=0, MaxDurabilityPercent=1); (TotalRepairedDurability=29.58, MaxDurabilityPercent=0.87); (TotalRepairedDurability=53.52558, MaxDurabilityPercent=0.70428175); (TotalRepairedDurability=70.71243, MaxDurabilityPercent=0.5054957); (TotalRepairedDurability=80.57283, MaxDurabilityPercent=0.29001173); (TotalRepairedDurability=83.850586, MaxDurabilityPercent=0.09640441); (TotalRepairedDurability=84, MaxDurabilityPercent=0))",True,None
11010004001,0,0,50,40; 30; 20,(),(),"(AssetPath=None, SubPath=)","(AssetPath=None, SubPath=)",(); (); (),1.5,(),"(AssetPath=/Game/MaterialLib/Materials_HD/PostMaterial/M_FaceMask_HD.M_FaceMask_HD, SubPath=)",1,"(AssetPath=None, SubPath=)",3000,"(AssetPath=/Game/DataTables/CharacterTemplate/Difficulty_101/HelmetMaskFovCurve.HelmetMaskFovCurve, SubPath=)",10015,0,False,(),,None,None,,0,,0,False,11010004001,Helmet6,4,False,"(BaseArmorType=EBaseArmorType::None, GlobalArmorLevel=0, PartNames=)",,,0,EEquipmentPart::TopOfHead,55,1,42,42,4,,"(BuffId=901004, AttributeOperateIDs=); (BuffId=9010106, AttributeOperateIDs=); (BuffId=905002, AttributeOperateIDs=); (BuffId=902007, AttributeOperateIDs=); (BuffId=903003, AttributeOperateIDs=); (BuffId=902011, AttributeOperateIDs=)",1002,1,376,376,0.38,1,0.08,,14,,True,"(DurabilityKeys=(TotalRepairedDurability=0, MaxDurabilityPercent=1); (TotalRepairedDurability=50.6, MaxDurabilityPercent=0.92); (TotalRepairedDurability=95.319664, MaxDurabilityPercent=0.8130848); (TotalRepairedDurability=132.44305, MaxDurabilityPercent=0.67497087); (TotalRepairedDurability=160.25906, MaxDurabilityPercent=0.50574553); (TotalRepairedDurability=177.61436, MaxDurabilityPercent=0.31555083); (TotalRepairedDurability=184.88744, MaxDurabilityPercent=0.13223769); (TotalRepairedDurability=185.18822, MaxDurabilityPercent=0.005468722); (TotalRepairedDurability=186, MaxDurabilityPercent=0))",True,None
11010004002,0,0,50,,(),(),"(AssetPath=None, SubPath=)","(AssetPath=None, SubPath=)",,1.5,(),"(AssetPath=None, SubPath=)",1,"(AssetPath=None, SubPath=)",1000,"(AssetPath=None, SubPath=)",10004,0,False,(),,None,None,,0,,0,False,11010004002,Helmet2,4,False,"(BaseArmorType=EBaseArmorType::None, GlobalArmorLevel=0, PartNames=)",,,0,EEquipmentPart::TopOfHead,30,1,30,30,4,,"(BuffId=901001, AttributeOperateIDs=); (BuffId=9010103, AttributeOperateIDs=); (BuffId=902003, AttributeOperateIDs=); (BuffId=905001, AttributeOperateIDs=); (BuffId=902010, AttributeOperateIDs=)",1002,2,555,555,0.46,1,0.12,,10,,True,"(DurabilityKeys=(TotalRepairedDurability=0, MaxDurabilityPercent=1); (TotalRepairedDurability=26.4, MaxDurabilityPercent=0.88); (TotalRepairedDurability=48.166344, MaxDurabilityPercent=0.72554475); (TotalRepairedDurability=64.287895, MaxDurabilityPercent=0.53738505); (TotalRepairedDurability=74.12664, MaxDurabilityPercent=0.32795832); (TotalRepairedDurability=78.021, MaxDurabilityPercent=0.12981202); (TotalRepairedDurability=79, MaxDurabilityPercent=0))",True,None
11010004003,0,0,999,,(),(),"(AssetPath=None, SubPath=)","(AssetPath=None, SubPath=)",,1.5,(),"(AssetPath=None, SubPath=)",1,"(AssetPath=None, SubPath=)",1000,"(AssetPath=None, SubPath=)",10005,0,False,(),,None,None,,0,,0,False,11010004003,Helmet2,4,False,"(BaseArmorType=EBaseArmorType::None, GlobalArmorLevel=0, PartNames=)",,,0,EEquipmentPart::TopOfHead,35,1,35,35,4,,"(BuffId=901002, AttributeOperateIDs=); (BuffId=902005, AttributeOperateIDs=); (BuffId=905001, AttributeOperateIDs=); (BuffId=902011, AttributeOperateIDs=)",1002,3,513,513,0.56,1,0.15,,10,,True,"(DurabilityKeys=(TotalRepairedDurability=0, MaxDurabilityPercent=1); (TotalRepairedDurability=29.75, MaxDurabilityPercent=0.85); (TotalRepairedDurability=52.937714, MaxDurabilityPercent=0.6625061); (TotalRepairedDurability=68.50107, MaxDurabilityPercent=0.44466737); (TotalRepairedDurability=76.252174, MaxDurabilityPercent=0.22146003); (TotalRepairedDurability=77.76593, MaxDurabilityPercent=0.043250117); (TotalRepairedDurability=78, MaxDurabilityPercent=0))",True,None
11010004004,0,0,9999,,(),(),"(AssetPath=None, SubPath=)","(AssetPath=None, SubPath=)",,1.5,(),"(AssetPath=None, SubPath=)",1,"(AssetPath=None, SubPath=)",3000,"(AssetPath=None, SubPath=)",10006,0,False,(),,None,None,,0,,0,False,11010004004,Helmet3,4,False,"(BaseArmorType=EBaseArmorType::None, GlobalArmorLevel=0, PartNames=)",,,0,EEquipmentPart::TopOfHead,48,1,48,48,4,,"(BuffId=901004, AttributeOperateIDs=); (BuffId=9010104, AttributeOperateIDs=); (BuffId=902002, AttributeOperateIDs=); (BuffId=905001, AttributeOperateIDs=); (BuffId=902010, AttributeOperateIDs=)",1002,4,410,410,0.5,1,0.1,,26,,True,"(DurabilityKeys=(TotalRepairedDurability=0, MaxDurabilityPercent=1); (TotalRepairedDurability=43.2, MaxDurabilityPercent=0.9); (TotalRepairedDurability=80.10328, MaxDurabilityPercent=0.76881826); (TotalRepairedDurability=109.102745, MaxDurabilityPercent=0.6041556); (TotalRepairedDurability=128.8557, MaxDurabilityPercent=0.41151986); (TotalRepairedDurability=139.01643, MaxDurabilityPercent=0.21168204); (TotalRepairedDurability=141.30956, MaxDurabilityPercent=0.04777325); (TotalRepairedDurability=142, MaxDurabilityPercent=0))",True,None
11010005001,0,0,50,40; 30; 20,(),(),"(AssetPath=None, SubPath=)","(AssetPath=None, SubPath=)",(); (); (),1.5,(),"(AssetPath=/Game/MaterialLib/Materials_HD/PostMaterial/M_FaceMask_HD.M_FaceMask_HD, SubPath=)",1,"(AssetPath=None, SubPath=)",3000,"(AssetPath=/Game/DataTables/CharacterTemplate/Difficulty_101/HelmetMaskFovCurve.HelmetMaskFovCurve, SubPath=)",10016,0,False,(),,None,None,,0,,0,False,11010005001,Helmet6,5,False,"(BaseArmorType=EBaseArmorType::None, GlobalArmorLevel=0, PartNames=)",,,0,EEquipmentPart::TopOfHead,75,1,60,60,5,,"(BuffId=901005, AttributeOperateIDs=); (BuffId=9010106, AttributeOperateIDs=); (BuffId=902008, AttributeOperateIDs=); (BuffId=903003, AttributeOperateIDs=); (BuffId=905002, AttributeOperateIDs=); (BuffId=902011, AttributeOperateIDs=)",1002,2,634,634,0.25,1,0.07,,14,,True,"(DurabilityKeys=(TotalRepairedDurability=0, MaxDurabilityPercent=1); (TotalRepairedDurability=69.75, MaxDurabilityPercent=0.93); (TotalRepairedDurability=132.41919, MaxDurabilityPercent=0.8355892); (TotalRepairedDurability=185.81288, MaxDurabilityPercent=0.7119159); (TotalRepairedDurability=227.58965, MaxDurabilityPercent=0.55702347); (TotalRepairedDurability=255.82544, MaxDurabilityPercent=0.3764774); (TotalRepairedDurability=270.10538, MaxDurabilityPercent=0.19039926); (TotalRepairedDurability=273.0994, MaxDurabilityPercent=0.039920107); (TotalRepairedDurability=274, MaxDurabilityPercent=0))",True,None
11010005002,0,0,50,30; 20; 10,(),(),"(AssetPath=None, SubPath=)","(AssetPath=None, SubPath=)",(); (); (); (),1,(),"(AssetPath=/Game/MaterialLib/Materials_HD/PostMaterial/M_FaceMask_HD.M_FaceMask_HD, SubPath=)",1,"(AssetPath=/Game/MaterialLib/Materials/PostMaterial/M_FaceMask.M_FaceMask, SubPath=)",1000,"(AssetPath=/Game/DataTables/CharacterTemplate/Difficulty_101/HelmetMaskFovCurve.HelmetMaskFovCurve, SubPath=)",10007,0,False,(),,None,None,,0,,0,False,11010005002,Helmet6,5,False,"(BaseArmorType=EBaseArmorType::None, GlobalArmorLevel=0, PartNames=)",,,0,EEquipmentPart::TopOfHead,45,1,45,45,5,,"(BuffId=901003, AttributeOperateIDs=); (BuffId=9010104, AttributeOperateIDs=); (BuffId=902002, AttributeOperateIDs=); (BuffId=903001, AttributeOperateIDs=); (BuffId=905001, AttributeOperateIDs=); (BuffId=902010, AttributeOperateIDs=)",1002,3,860,860,0.25,1,0.16,,14,,True,"(DurabilityKeys=(TotalRepairedDurability=0, MaxDurabilityPercent=1); (TotalRepairedDurability=37.8, MaxDurabilityPercent=0.84); (TotalRepairedDurability=66.68976, MaxDurabilityPercent=0.6419946); (TotalRepairedDurability=85.39678, MaxDurabilityPercent=0.41571164); (TotalRepairedDurability=93.979416, MaxDurabilityPercent=0.19072525); (TotalRepairedDurability=95.01284, MaxDurabilityPercent=0.022964887); (TotalRepairedDurability=96, MaxDurabilityPercent=0))",True,None
11010005003,0,0,50,40; 30; 20,(),(),"(AssetPath=None, SubPath=)","(AssetPath=None, SubPath=)",(); (); (); (),1.5,(),"(AssetPath=/Game/MaterialLib/Materials_HD/PostMaterial/M_FaceMask_HD.M_FaceMask_HD, SubPath=)",1,"(AssetPath=None, SubPath=)",3000,"(AssetPath=/Game/DataTables/CharacterTemplate/Difficulty_101/HelmetMaskFovCurve.HelmetMaskFovCurve, SubPath=)",10008,0,False,(),,None,None,,0,,0,False,11010005003,Helmet4,5,False,"(BaseArmorType=EBaseArmorType::None, GlobalArmorLevel=0, PartNames=)",,,0,EEquipmentPart::TopOfHead,40,1,40,40,5,,"(BuffId=901001, AttributeOperateIDs=); (BuffId=9010101, AttributeOperateIDs=); (BuffId=902004, AttributeOperateIDs=); (BuffId=903002, AttributeOperateIDs=); (BuffId=905001, AttributeOperateIDs=); (BuffId=902011, AttributeOperateIDs=)",1002,4,943,943,0.25,1,0.16,,26,,True,"(DurabilityKeys=(TotalRepairedDurability=0, MaxDurabilityPercent=1); (TotalRepairedDurability=33.6, MaxDurabilityPercent=0.84); (TotalRepairedDurability=59.279785, MaxDurabilityPercent=0.6419946); (TotalRepairedDurability=75.90825, MaxDurabilityPercent=0.41571164); (TotalRepairedDurability=83.53726, MaxDurabilityPercent=0.19072525); (TotalRepairedDurability=84.45586, MaxDurabilityPercent=0.022964887); (TotalRepairedDurability=85, MaxDurabilityPercent=0))",True,None
11010005004,0,0,50,40; 30; 20; 0,(),(),"(AssetPath=None, SubPath=)","(AssetPath=None, SubPath=)",(); (); (),1.5,(),"(AssetPath=/Game/MaterialLib/Materials_HD/PostMaterial/M_FaceMask_HD.M_FaceMask_HD, SubPath=)",1,"(AssetPath=None, SubPath=)",3000,"(AssetPath=/Game/DataTables/CharacterTemplate/Difficulty_101/HelmetMaskFovCurve.HelmetMaskFovCurve, SubPath=)",10009,0,False,(),,None,None,,0,,0,False,11010005004,Helmet6,5,False,"(BaseArmorType=EBaseArmorType::None, GlobalArmorLevel=0, PartNames=)",,,0,EEquipmentPart::TopOfHead,50,1,50,50,5,,"(BuffId=901003, AttributeOperateIDs=); (BuffId=9010104, AttributeOperateIDs=); (BuffId=902001, AttributeOperateIDs=); (BuffId=903002, AttributeOperateIDs=); (BuffId=905001, AttributeOperateIDs=); (BuffId=902010, AttributeOperateIDs=)",1002,6,824,824,0.25,1,0.07,,14,,True,"(DurabilityKeys=(TotalRepairedDurability=0, MaxDurabilityPercent=1); (TotalRepairedDurability=46.5, MaxDurabilityPercent=0.93); (TotalRepairedDurability=88.27946, MaxDurabilityPercent=0.8355892); (TotalRepairedDurability=123.87525, MaxDurabilityPercent=0.7119159); (TotalRepairedDurability=151.72643, MaxDurabilityPercent=0.55702347); (TotalRepairedDurability=170.5503, MaxDurabilityPercent=0.3764774); (TotalRepairedDurability=180.07025, MaxDurabilityPercent=0.19039926); (TotalRepairedDurability=182.06627, MaxDurabilityPercent=0.039920107); (TotalRepairedDurability=183, MaxDurabilityPercent=0))",True,None
