RowName,ID,MatchModeID,ConsumableID,WeaponBulletGroupID,EquipItemGroupID
88,88,142202113,32332000001,208,2004
89,89,142202113,32332000001,208,2005
90,90,142202113,32332000001,208,2006
91,91,142202113,32332000001,208,2007
92,92,142202113,32332000001,208,2008
93,93,142202113,32332000001,208,2009
94,94,142202113,32332000001,208,2010
95,95,142202113,32332000001,208,2011
96,96,142202113,32332000001,208,2012
97,97,142202113,32332000001,209,2001
98,98,142202113,32332000001,209,2002
99,99,142202113,32332000001,209,2003
100,100,142202113,32332000001,209,2004
101,101,142202113,32332000001,209,2005
102,102,142202113,32332000001,209,2006
103,103,142202113,32332000001,209,2007
104,104,142202113,32332000001,209,2008
105,105,142202113,32332000001,209,2009
106,106,142202113,32332000001,209,2010
107,107,142202113,32332000001,209,2011
108,108,142202113,32332000001,209,2012
109,109,142202113,32332000001,210,2001
110,110,142202113,32332000001,210,2002
111,111,142202113,32332000001,210,2003
112,112,142202113,32332000001,210,2004
113,113,142202113,32332000001,210,2005
114,114,142202113,32332000001,210,2006
115,115,142202113,32332000001,210,2007
116,116,142202113,32332000001,210,2008
117,117,142202113,32332000001,210,2009
118,118,142202113,32332000001,210,2010
119,119,142202113,32332000001,210,2011
120,120,142202113,32332000001,210,2012
121,121,142202113,32332000001,211,2001
122,122,142202113,32332000001,211,2002
123,123,142202113,32332000001,211,2003
124,124,142202113,32332000001,211,2004
125,125,142202113,32332000001,211,2005
126,126,142202113,32332000001,211,2006
127,127,142202113,32332000001,211,2007
128,128,142202113,32332000001,211,2008
129,129,142202113,32332000001,211,2009
130,130,142202113,32332000001,211,2010
131,131,142202113,32332000001,211,2011
132,132,142202113,32332000001,211,2012
133,133,142202113,32332000001,212,2001
134,134,142202113,32332000001,212,2002
135,135,142202113,32332000001,212,2003
136,136,142202113,32332000001,212,2004
137,137,142202113,32332000001,212,2005
138,138,142202113,32332000001,212,2006
139,139,142202113,32332000001,212,2007
140,140,142202113,32332000001,212,2008
141,141,142202113,32332000001,212,2009
142,142,142202113,32332000001,212,2010
143,143,142202113,32332000001,212,2011
144,144,142202113,32332000001,212,2012
145,145,142202113,32332000001,213,2001
146,146,142202113,32332000001,213,2002
147,147,142202113,32332000001,213,2003
148,148,142202113,32332000001,213,2004
149,149,142202113,32332000001,213,2005
150,150,142202113,32332000001,213,2006
151,151,142202113,32332000001,213,2007
152,152,142202113,32332000001,213,2008
153,153,142202113,32332000001,213,2009
154,154,142202113,32332000001,213,2010
155,155,142202113,32332000001,213,2011
156,156,142202113,32332000001,213,2012
157,157,142202113,32332000001,214,2001
158,158,142202113,32332000001,214,2002
159,159,142202113,32332000001,214,2003
160,160,142202113,32332000001,214,2004
161,161,142202113,32332000001,214,2005
162,162,142202113,32332000001,214,2006
163,163,142202113,32332000001,214,2007
164,164,142202113,32332000001,214,2008
165,165,142202113,32332000001,214,2009
166,166,142202113,32332000001,214,2010
167,167,142202113,32332000001,214,2011
168,168,142202113,32332000001,214,2012
169,169,142202113,32332000001,215,2001
170,170,142202113,32332000001,215,2002
171,171,142202113,32332000001,215,2003
172,172,142202113,32332000001,215,2004
173,173,142202113,32332000001,215,2005
174,174,142202113,32332000001,215,2006
175,175,142202113,32332000001,215,2007
176,176,142202113,32332000001,215,2008
177,177,142202113,32332000001,215,2009
178,178,142202113,32332000001,215,2010
179,179,142202113,32332000001,215,2011
180,180,142202113,32332000001,215,2012
181,181,142202113,32332000001,216,2001
182,182,142202113,32332000001,216,2002
183,183,142202113,32332000001,216,2003
184,184,142202113,32332000001,216,2004
185,185,142202113,32332000001,216,2005
186,186,142202113,32332000001,216,2006
187,187,142202113,32332000001,216,2007
188,188,142202113,32332000001,216,2008
189,189,142202113,32332000001,216,2009
190,190,142202113,32332000001,216,2010
191,191,142202113,32332000001,216,2011
192,192,142202113,32332000001,216,2012
193,193,142202113,32332000001,217,2001
194,194,142202113,32332000001,217,2002
195,195,142202113,32332000001,217,2003
196,196,142202113,32332000001,217,2004
197,197,142202113,32332000001,217,2005
198,198,142202113,32332000001,217,2006
199,199,142202113,32332000001,217,2007
200,200,142202113,32332000001,217,2008
201,201,142202113,32332000001,217,2009
202,202,142202113,32332000001,217,2010
203,203,142202113,32332000001,217,2011
204,204,142202113,32332000001,217,2012
205,205,142202113,32332000001,218,2001
206,206,142202113,32332000001,218,2002
207,207,142202113,32332000001,218,2003
208,208,142202113,32332000001,218,2004
209,209,142202113,32332000001,218,2005
210,210,142202113,32332000001,218,2006
211,211,142202113,32332000001,218,2007
212,212,142202113,32332000001,218,2008
213,213,142202113,32332000001,218,2009
214,214,142202113,32332000001,218,2010
215,215,142202113,32332000001,218,2011
216,216,142202113,32332000001,218,2012
217,217,142202113,32332000001,219,2001
218,218,142202113,32332000001,219,2002
219,219,142202113,32332000001,219,2003
220,220,142202113,32332000001,219,2004
221,221,142202113,32332000001,219,2005
222,222,142202113,32332000001,219,2006
223,223,142202113,32332000001,219,2007
224,224,142202113,32332000001,219,2008
225,225,142202113,32332000001,219,2009
226,226,142202113,32332000001,219,2010
227,227,142202113,32332000001,219,2011
228,228,142202113,32332000001,219,2012
229,229,142202113,32332000001,220,2001
230,230,142202113,32332000001,220,2002
231,231,142202113,32332000001,220,2003
232,232,142202113,32332000001,220,2004
233,233,142202113,32332000001,220,2005
234,234,142202113,32332000001,220,2006
235,235,142202113,32332000001,220,2007
236,236,142202113,32332000001,220,2008
237,237,142202113,32332000001,220,2009
238,238,142202113,32332000001,220,2010
239,239,142202113,32332000001,220,2011
240,240,142202113,32332000001,220,2012
241,241,142202113,32332000001,221,2001
242,242,142202113,32332000001,221,2002
243,243,142202113,32332000001,221,2003
244,244,142202113,32332000001,221,2004
245,245,142202113,32332000001,221,2005
246,246,142202113,32332000001,221,2006
247,247,142202113,32332000001,221,2007
248,248,142202113,32332000001,221,2008
249,249,142202113,32332000001,221,2009
250,250,142202113,32332000001,221,2010
251,251,142202113,32332000001,221,2011
252,252,142202113,32332000001,221,2012
253,253,142202113,32332000001,201,3001
254,254,142202113,32332000001,201,3002
255,255,142202113,32332000001,201,3003
256,256,142202113,32332000001,201,3004
257,257,142202113,32332000001,201,3005
258,258,142202113,32332000001,201,3006
259,259,142202113,32332000001,201,3007
260,260,142202113,32332000001,201,3008
261,261,142202113,32332000001,201,3009
262,262,142202113,32332000001,201,3010
263,263,142202113,32332000001,201,3011
264,264,142202113,32332000001,201,3012
265,265,142202113,32332000001,201,3013
266,266,142202113,32332000001,201,3014
267,267,142202113,32332000001,201,3015
268,268,142202113,32332000001,201,3016
269,269,142202113,32332000001,201,3017
270,270,142202113,32332000001,201,3018
271,271,142202113,32332000001,201,3019
272,272,142202113,32332000001,201,3020
273,273,142202113,32332000001,201,3021
274,274,142202113,32332000001,201,3022
275,275,142202113,32332000001,201,3023
276,276,142202113,32332000001,202,3001
277,277,142202113,32332000001,202,3002
278,278,142202113,32332000001,202,3003
279,279,142202113,32332000001,202,3004
280,280,142202113,32332000001,202,3005
281,281,142202113,32332000001,202,3006
282,282,142202113,32332000001,202,3007
283,283,142202113,32332000001,202,3008
284,284,142202113,32332000001,202,3009
285,285,142202113,32332000001,202,3010
286,286,142202113,32332000001,202,3011
287,287,142202113,32332000001,202,3012
288,288,142202113,32332000001,202,3013
289,289,142202113,32332000001,202,3014
290,290,142202113,32332000001,202,3015
291,291,142202113,32332000001,202,3016
292,292,142202113,32332000001,202,3017
293,293,142202113,32332000001,202,3018
294,294,142202113,32332000001,202,3019
295,295,142202113,32332000001,202,3020
296,296,142202113,32332000001,202,3021
297,297,142202113,32332000001,202,3022
298,298,142202113,32332000001,202,3023
299,299,142202113,32332000001,203,3001
300,300,142202113,32332000001,203,3002
301,301,142202113,32332000001,203,3003
302,302,142202113,32332000001,203,3004
303,303,142202113,32332000001,203,3005
304,304,142202113,32332000001,203,3006
305,305,142202113,32332000001,203,3007
306,306,142202113,32332000001,203,3008
307,307,142202113,32332000001,203,3009
308,308,142202113,32332000001,203,3010
309,309,142202113,32332000001,203,3011
310,310,142202113,32332000001,203,3012
311,311,142202113,32332000001,203,3013
312,312,142202113,32332000001,203,3014
313,313,142202113,32332000001,203,3015
314,314,142202113,32332000001,203,3016
315,315,142202113,32332000001,203,3017
316,316,142202113,32332000001,203,3018
317,317,142202113,32332000001,203,3019
318,318,142202113,32332000001,203,3020
319,319,142202113,32332000001,203,3021
320,320,142202113,32332000001,203,3022
321,321,142202113,32332000001,203,3023
322,322,142202113,32332000001,204,3001
323,323,142202113,32332000001,204,3002
324,324,142202113,32332000001,204,3003
325,325,142202113,32332000001,204,3004
326,326,142202113,32332000001,204,3005
327,327,142202113,32332000001,204,3006
328,328,142202113,32332000001,204,3007
329,329,142202113,32332000001,204,3008
330,330,142202113,32332000001,204,3009
331,331,142202113,32332000001,204,3010
332,332,142202113,32332000001,204,3011
333,333,142202113,32332000001,204,3012
334,334,142202113,32332000001,204,3013
335,335,142202113,32332000001,204,3014
336,336,142202113,32332000001,204,3015
337,337,142202113,32332000001,204,3016
338,338,142202113,32332000001,204,3017
339,339,142202113,32332000001,204,3018
340,340,142202113,32332000001,204,3019
341,341,142202113,32332000001,204,3020
342,342,142202113,32332000001,204,3021
343,343,142202113,32332000001,204,3022
344,344,142202113,32332000001,204,3023
345,345,142202113,32332000001,205,3001
346,346,142202113,32332000001,205,3002
347,347,142202113,32332000001,205,3003
348,348,142202113,32332000001,205,3004
349,349,142202113,32332000001,205,3005
350,350,142202113,32332000001,205,3006
351,351,142202113,32332000001,205,3007
352,352,142202113,32332000001,205,3008
353,353,142202113,32332000001,205,3009
354,354,142202113,32332000001,205,3010
355,355,142202113,32332000001,205,3011
356,356,142202113,32332000001,205,3012
357,357,142202113,32332000001,205,3013
358,358,142202113,32332000001,205,3014
359,359,142202113,32332000001,205,3015
360,360,142202113,32332000001,205,3016
361,361,142202113,32332000001,205,3017
362,362,142202113,32332000001,205,3018
363,363,142202113,32332000001,205,3019
364,364,142202113,32332000001,205,3020
365,365,142202113,32332000001,205,3021
366,366,142202113,32332000001,205,3022
367,367,142202113,32332000001,205,3023
368,368,142202113,32332000001,206,3001
369,369,142202113,32332000001,206,3002
370,370,142202113,32332000001,206,3003
371,371,142202113,32332000001,206,3004
372,372,142202113,32332000001,206,3005
373,373,142202113,32332000001,206,3006
374,374,142202113,32332000001,206,3007
375,375,142202113,32332000001,206,3008
376,376,142202113,32332000001,206,3009
377,377,142202113,32332000001,206,3010
378,378,142202113,32332000001,206,3011
379,379,142202113,32332000001,206,3012
380,380,142202113,32332000001,206,3013
381,381,142202113,32332000001,206,3014
382,382,142202113,32332000001,206,3015
383,383,142202113,32332000001,206,3016
384,384,142202113,32332000001,206,3017
385,385,142202113,32332000001,206,3018
386,386,142202113,32332000001,206,3019
387,387,142202113,32332000001,206,3020
388,388,142202113,32332000001,206,3021
389,389,142202113,32332000001,206,3022
390,390,142202113,32332000001,206,3023
391,391,142202113,32332000001,207,3001
392,392,142202113,32332000001,207,3002
393,393,142202113,32332000001,207,3003
394,394,142202113,32332000001,207,3004
395,395,142202113,32332000001,207,3005
396,396,142202113,32332000001,207,3006
397,397,142202113,32332000001,207,3007
398,398,142202113,32332000001,207,3008
399,399,142202113,32332000001,207,3009
400,400,142202113,32332000001,207,3010
401,401,142202113,32332000001,207,3011
402,402,142202113,32332000001,207,3012
403,403,142202113,32332000001,207,3013
404,404,142202113,32332000001,207,3014
405,405,142202113,32332000001,207,3015
406,406,142202113,32332000001,207,3016
407,407,142202113,32332000001,207,3017
408,408,142202113,32332000001,207,3018
409,409,142202113,32332000001,207,3019
410,410,142202113,32332000001,207,3020
411,411,142202113,32332000001,207,3021
412,412,142202113,32332000001,207,3022
413,413,142202113,32332000001,207,3023
414,414,142202113,32332000001,208,3001
415,415,142202113,32332000001,208,3002
416,416,142202113,32332000001,208,3003
417,417,142202113,32332000001,208,3004
418,418,142202113,32332000001,208,3005
419,419,142202113,32332000001,208,3006
420,420,142202113,32332000001,208,3007
421,421,142202113,32332000001,208,3008
422,422,142202113,32332000001,208,3009
423,423,142202113,32332000001,208,3010
424,424,142202113,32332000001,208,3011
425,425,142202113,32332000001,208,3012
426,426,142202113,32332000001,208,3013
427,427,142202113,32332000001,208,3014
428,428,142202113,32332000001,208,3015
429,429,142202113,32332000001,208,3016
430,430,142202113,32332000001,208,3017
431,431,142202113,32332000001,208,3018
432,432,142202113,32332000001,208,3019
433,433,142202113,32332000001,208,3020
434,434,142202113,32332000001,208,3021
435,435,142202113,32332000001,208,3022
436,436,142202113,32332000001,208,3023
437,437,142202113,32332000001,209,3001
438,438,142202113,32332000001,209,3002
439,439,142202113,32332000001,209,3003
440,440,142202113,32332000001,209,3004
441,441,142202113,32332000001,209,3005
442,442,142202113,32332000001,209,3006
443,443,142202113,32332000001,209,3007
444,444,142202113,32332000001,209,3008
445,445,142202113,32332000001,209,3009
446,446,142202113,32332000001,209,3010
447,447,142202113,32332000001,209,3011
448,448,142202113,32332000001,209,3012
449,449,142202113,32332000001,209,3013
450,450,142202113,32332000001,209,3014
451,451,142202113,32332000001,209,3015
452,452,142202113,32332000001,209,3016
453,453,142202113,32332000001,209,3017
454,454,142202113,32332000001,209,3018
455,455,142202113,32332000001,209,3019
456,456,142202113,32332000001,209,3020
457,457,142202113,32332000001,209,3021
458,458,142202113,32332000001,209,3022
459,459,142202113,32332000001,209,3023
460,460,142202113,32332000001,210,3001
461,461,142202113,32332000001,210,3002
462,462,142202113,32332000001,210,3003
463,463,142202113,32332000001,210,3004
464,464,142202113,32332000001,210,3005
465,465,142202113,32332000001,210,3006
466,466,142202113,32332000001,210,3007
467,467,142202113,32332000001,210,3008
468,468,142202113,32332000001,210,3009
469,469,142202113,32332000001,210,3010
470,470,142202113,32332000001,210,3011
471,471,142202113,32332000001,210,3012
472,472,142202113,32332000001,210,3013
473,473,142202113,32332000001,210,3014
474,474,142202113,32332000001,210,3015
475,475,142202113,32332000001,210,3016
476,476,142202113,32332000001,210,3017
477,477,142202113,32332000001,210,3018
478,478,142202113,32332000001,210,3019
479,479,142202113,32332000001,210,3020
480,480,142202113,32332000001,210,3021
481,481,142202113,32332000001,210,3022
482,482,142202113,32332000001,210,3023
483,483,142202113,32332000001,211,3001
484,484,142202113,32332000001,211,3002
485,485,142202113,32332000001,211,3003
486,486,142202113,32332000001,211,3004
487,487,142202113,32332000001,211,3005
488,488,142202113,32332000001,211,3006
489,489,142202113,32332000001,211,3007
490,490,142202113,32332000001,211,3008
491,491,142202113,32332000001,211,3009
492,492,142202113,32332000001,211,3010
493,493,142202113,32332000001,211,3011
494,494,142202113,32332000001,211,3012
495,495,142202113,32332000001,211,3013
496,496,142202113,32332000001,211,3014
497,497,142202113,32332000001,211,3015
498,498,142202113,32332000001,211,3016
499,499,142202113,32332000001,211,3017
500,500,142202113,32332000001,211,3018
501,501,142202113,32332000001,211,3019
502,502,142202113,32332000001,211,3020
503,503,142202113,32332000001,211,3021
504,504,142202113,32332000001,211,3022
505,505,142202113,32332000001,211,3023
506,506,142202113,32332000001,212,3001
507,507,142202113,32332000001,212,3002
508,508,142202113,32332000001,212,3003
509,509,142202113,32332000001,212,3004
510,510,142202113,32332000001,212,3005
511,511,142202113,32332000001,212,3006
512,512,142202113,32332000001,212,3007
513,513,142202113,32332000001,212,3008
514,514,142202113,32332000001,212,3009
515,515,142202113,32332000001,212,3010
516,516,142202113,32332000001,212,3011
517,517,142202113,32332000001,212,3012
518,518,142202113,32332000001,212,3013
519,519,142202113,32332000001,212,3014
520,520,142202113,32332000001,212,3015
521,521,142202113,32332000001,212,3016
522,522,142202113,32332000001,212,3017
523,523,142202113,32332000001,212,3018
524,524,142202113,32332000001,212,3019
525,525,142202113,32332000001,212,3020
526,526,142202113,32332000001,212,3021
527,527,142202113,32332000001,212,3022
528,528,142202113,32332000001,212,3023
529,529,142202113,32332000001,213,3001
530,530,142202113,32332000001,213,3002
531,531,142202113,32332000001,213,3003
532,532,142202113,32332000001,213,3004
533,533,142202113,32332000001,213,3005
534,534,142202113,32332000001,213,3006
535,535,142202113,32332000001,213,3007
536,536,142202113,32332000001,213,3008
537,537,142202113,32332000001,213,3009
538,538,142202113,32332000001,213,3010
539,539,142202113,32332000001,213,3011
540,540,142202113,32332000001,213,3012
541,541,142202113,32332000001,213,3013
542,542,142202113,32332000001,213,3014
543,543,142202113,32332000001,213,3015
544,544,142202113,32332000001,213,3016
545,545,142202113,32332000001,213,3017
546,546,142202113,32332000001,213,3018
547,547,142202113,32332000001,213,3019
548,548,142202113,32332000001,213,3020
549,549,142202113,32332000001,213,3021
550,550,142202113,32332000001,213,3022
551,551,142202113,32332000001,213,3023
552,552,142202113,32332000001,214,3001
553,553,142202113,32332000001,214,3002
554,554,142202113,32332000001,214,3003
555,555,142202113,32332000001,214,3004
556,556,142202113,32332000001,214,3005
557,557,142202113,32332000001,214,3006
558,558,142202113,32332000001,214,3007
559,559,142202113,32332000001,214,3008
560,560,142202113,32332000001,214,3009
561,561,142202113,32332000001,214,3010
562,562,142202113,32332000001,214,3011
563,563,142202113,32332000001,214,3012
564,564,142202113,32332000001,214,3013
565,565,142202113,32332000001,214,3014
566,566,142202113,32332000001,214,3015
567,567,142202113,32332000001,214,3016
568,568,142202113,32332000001,214,3017
569,569,142202113,32332000001,214,3018
570,570,142202113,32332000001,214,3019
571,571,142202113,32332000001,214,3020
572,572,142202113,32332000001,214,3021
573,573,142202113,32332000001,214,3022
574,574,142202113,32332000001,214,3023
575,575,142202113,32332000001,215,3001
576,576,142202113,32332000001,215,3002
577,577,142202113,32332000001,215,3003
578,578,142202113,32332000001,215,3004
579,579,142202113,32332000001,215,3005
580,580,142202113,32332000001,215,3006
581,581,142202113,32332000001,215,3007
582,582,142202113,32332000001,215,3008
583,583,142202113,32332000001,215,3009
584,584,142202113,32332000001,215,3010
585,585,142202113,32332000001,215,3011
586,586,142202113,32332000001,215,3012
587,587,142202113,32332000001,215,3013
588,588,142202113,32332000001,215,3014
589,589,142202113,32332000001,215,3015
590,590,142202113,32332000001,215,3016
591,591,142202113,32332000001,215,3017
592,592,142202113,32332000001,215,3018
593,593,142202113,32332000001,215,3019
594,594,142202113,32332000001,215,3020
595,595,142202113,32332000001,215,3021
596,596,142202113,32332000001,215,3022
597,597,142202113,32332000001,215,3023
598,598,142202113,32332000001,216,3001
599,599,142202113,32332000001,216,3002
600,600,142202113,32332000001,216,3003
601,601,142202113,32332000001,216,3004
602,602,142202113,32332000001,216,3005
603,603,142202113,32332000001,216,3006
604,604,142202113,32332000001,216,3007
605,605,142202113,32332000001,216,3008
606,606,142202113,32332000001,216,3009
607,607,142202113,32332000001,216,3010
608,608,142202113,32332000001,216,3011
609,609,142202113,32332000001,216,3012
610,610,142202113,32332000001,216,3013
611,611,142202113,32332000001,216,3014
612,612,142202113,32332000001,216,3015
613,613,142202113,32332000001,216,3016
614,614,142202113,32332000001,216,3017
615,615,142202113,32332000001,216,3018
616,616,142202113,32332000001,216,3019
617,617,142202113,32332000001,216,3020
618,618,142202113,32332000001,216,3021
619,619,142202113,32332000001,216,3022
620,620,142202113,32332000001,216,3023
621,621,142202113,32332000001,217,3001
622,622,142202113,32332000001,217,3002
623,623,142202113,32332000001,217,3003
624,624,142202113,32332000001,217,3004
625,625,142202113,32332000001,217,3005
626,626,142202113,32332000001,217,3006
627,627,142202113,32332000001,217,3007
628,628,142202113,32332000001,217,3008
629,629,142202113,32332000001,217,3009
630,630,142202113,32332000001,217,3010
631,631,142202113,32332000001,217,3011
632,632,142202113,32332000001,217,3012
633,633,142202113,32332000001,217,3013
634,634,142202113,32332000001,217,3014
635,635,142202113,32332000001,217,3015
636,636,142202113,32332000001,217,3016
637,637,142202113,32332000001,217,3017
638,638,142202113,32332000001,217,3018
639,639,142202113,32332000001,217,3019
640,640,142202113,32332000001,217,3020
641,641,142202113,32332000001,217,3021
642,642,142202113,32332000001,217,3022
643,643,142202113,32332000001,217,3023
644,644,142202113,32332000001,218,3001
645,645,142202113,32332000001,218,3002
646,646,142202113,32332000001,218,3003
647,647,142202113,32332000001,218,3004
648,648,142202113,32332000001,218,3005
649,649,142202113,32332000001,218,3006
650,650,142202113,32332000001,218,3007
651,651,142202113,32332000001,218,3008
652,652,142202113,32332000001,218,3009
653,653,142202113,32332000001,218,3010
654,654,142202113,32332000001,218,3011
655,655,142202113,32332000001,218,3012
656,656,142202113,32332000001,218,3013
657,657,142202113,32332000001,218,3014
658,658,142202113,32332000001,218,3015
659,659,142202113,32332000001,218,3016
660,660,142202113,32332000001,218,3017
661,661,142202113,32332000001,218,3018
662,662,142202113,32332000001,218,3019
663,663,142202113,32332000001,218,3020
664,664,142202113,32332000001,218,3021
665,665,142202113,32332000001,218,3022
666,666,142202113,32332000001,218,3023
667,667,142202113,32332000001,219,3001
668,668,142202113,32332000001,219,3002
669,669,142202113,32332000001,219,3003
670,670,142202113,32332000001,219,3004
671,671,142202113,32332000001,219,3005
672,672,142202113,32332000001,219,3006
673,673,142202113,32332000001,219,3007
674,674,142202113,32332000001,219,3008
675,675,142202113,32332000001,219,3009
676,676,142202113,32332000001,219,3010
677,677,142202113,32332000001,219,3011
678,678,142202113,32332000001,219,3012
679,679,142202113,32332000001,219,3013
680,680,142202113,32332000001,219,3014
681,681,142202113,32332000001,219,3015
682,682,142202113,32332000001,219,3016
683,683,142202113,32332000001,219,3017
684,684,142202113,32332000001,219,3018
685,685,142202113,32332000001,219,3019
686,686,142202113,32332000001,219,3020
687,687,142202113,32332000001,219,3021
688,688,142202113,32332000001,219,3022
689,689,142202113,32332000001,219,3023
690,690,142202113,32332000001,220,3001
691,691,142202113,32332000001,220,3002
692,692,142202113,32332000001,220,3003
693,693,142202113,32332000001,220,3004
694,694,142202113,32332000001,220,3005
695,695,142202113,32332000001,220,3006
696,696,142202113,32332000001,220,3007
697,697,142202113,32332000001,220,3008
698,698,142202113,32332000001,220,3009
699,699,142202113,32332000001,220,3010
700,700,142202113,32332000001,220,3011
701,701,142202113,32332000001,220,3012
702,702,142202113,32332000001,220,3013
703,703,142202113,32332000001,220,3014
704,704,142202113,32332000001,220,3015
705,705,142202113,32332000001,220,3016
706,706,142202113,32332000001,220,3017
707,707,142202113,32332000001,220,3018
708,708,142202113,32332000001,220,3019
709,709,142202113,32332000001,220,3020
710,710,142202113,32332000001,220,3021
711,711,142202113,32332000001,220,3022
712,712,142202113,32332000001,220,3023
713,713,142202113,32332000001,221,3001
714,714,142202113,32332000001,221,3002
715,715,142202113,32332000001,221,3003
716,716,142202113,32332000001,221,3004
717,717,142202113,32332000001,221,3005
718,718,142202113,32332000001,221,3006
719,719,142202113,32332000001,221,3007
720,720,142202113,32332000001,221,3008
721,721,142202113,32332000001,221,3009
722,722,142202113,32332000001,221,3010
723,723,142202113,32332000001,221,3011
724,724,142202113,32332000001,221,3012
725,725,142202113,32332000001,221,3013
726,726,142202113,32332000001,221,3014
727,727,142202113,32332000001,221,3015
728,728,142202113,32332000001,221,3016
729,729,142202113,32332000001,221,3017
730,730,142202113,32332000001,221,3018
731,731,142202113,32332000001,221,3019
732,732,142202113,32332000001,221,3020
733,733,142202113,32332000001,221,3021
734,734,142202113,32332000001,221,3022
735,735,142202113,32332000001,221,3023
736,736,142202113,32332000001,301,2001
737,737,142202113,32332000001,301,2002
738,738,142202113,32332000001,301,2003
739,739,142202113,32332000001,301,2004
740,740,142202113,32332000001,301,2005
741,741,142202113,32332000001,301,2006
742,742,142202113,32332000001,301,2007
743,743,142202113,32332000001,301,2008
744,744,142202113,32332000001,301,2009
745,745,142202113,32332000001,301,2010
746,746,142202113,32332000001,301,2011
747,747,142202113,32332000001,301,2012
748,748,142202113,32332000001,302,2001
749,749,142202113,32332000001,302,2002
750,750,142202113,32332000001,302,2003
751,751,142202113,32332000001,302,2004
752,752,142202113,32332000001,302,2005
753,753,142202113,32332000001,302,2006
754,754,142202113,32332000001,302,2007
755,755,142202113,32332000001,302,2008
756,756,142202113,32332000001,302,2009
757,757,142202113,32332000001,302,2010
758,758,142202113,32332000001,302,2011
759,759,142202113,32332000001,302,2012
760,760,142202113,32332000001,303,2001
761,761,142202113,32332000001,303,2002
762,762,142202113,32332000001,303,2003
763,763,142202113,32332000001,303,2004
764,764,142202113,32332000001,303,2005
765,765,142202113,32332000001,303,2006
766,766,142202113,32332000001,303,2007
767,767,142202113,32332000001,303,2008
768,768,142202113,32332000001,303,2009
769,769,142202113,32332000001,303,2010
770,770,142202113,32332000001,303,2011
771,771,142202113,32332000001,303,2012
772,772,142202113,32332000001,304,2001
773,773,142202113,32332000001,304,2002
