RowName,MapID,ReplaceExpertData,RowDescription
NewRow_9,563,"(Key=10010, Value=(ExpertID=10010, MainWeaponID=0, SecondaryWeaponID=18070000004, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0))",None
NewRow_10,564,"(Key=10010, Value=(ExpertID=10010, MainWeaponID=0, SecondaryWeaponID=18070000004, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0))",None
NewRow_11,565,"(Key=40005, Value=(ExpertID=40005, MainWeaponID=18150000001, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=40010, Value=(ExpertID=40010, MainWeaponID=18150000001, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10007, Value=(ExpertID=10007, MainWeaponID=18150000001, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10010, Value=(ExpertID=10010, MainWeaponID=18150000001, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10012, Value=(ExpertID=10012, MainWeaponID=18150000001, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0))",None
NewRow_12,566,"(Key=40005, Value=(ExpertID=40005, MainWeaponID=18150000001, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=40010, Value=(ExpertID=40010, MainWeaponID=18150000001, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10007, Value=(ExpertID=10007, MainWeaponID=18150000001, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10010, Value=(ExpertID=10010, MainWeaponID=18150000001, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10012, Value=(ExpertID=10012, MainWeaponID=18150000001, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0))",None
NewRow_13,567,"(Key=40005, Value=(ExpertID=40005, MainWeaponID=18150000001, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=40010, Value=(ExpertID=40010, MainWeaponID=18150000001, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10007, Value=(ExpertID=10007, MainWeaponID=18150000001, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10010, Value=(ExpertID=10010, MainWeaponID=18150000001, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10012, Value=(ExpertID=10012, MainWeaponID=18150000001, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0))",None
NewRow_14,568,"(Key=40005, Value=(ExpertID=40005, MainWeaponID=18150000001, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=40010, Value=(ExpertID=40010, MainWeaponID=18150000001, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10007, Value=(ExpertID=10007, MainWeaponID=18150000001, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10010, Value=(ExpertID=10010, MainWeaponID=18150000001, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10012, Value=(ExpertID=10012, MainWeaponID=18150000001, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0))",None
NewRow_15,569,"(Key=40005, Value=(ExpertID=40005, MainWeaponID=18150000001, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=40010, Value=(ExpertID=40010, MainWeaponID=18150000001, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10007, Value=(ExpertID=10007, MainWeaponID=18150000001, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10010, Value=(ExpertID=10010, MainWeaponID=18150000001, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10012, Value=(ExpertID=10012, MainWeaponID=18150000001, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0))",None
NewRow_16,570,"(Key=40005, Value=(ExpertID=40005, MainWeaponID=18150000001, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=40010, Value=(ExpertID=40010, MainWeaponID=18150000001, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10007, Value=(ExpertID=10007, MainWeaponID=18150000001, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10010, Value=(ExpertID=10010, MainWeaponID=18150000001, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10012, Value=(ExpertID=10012, MainWeaponID=18150000001, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0))",None
NewRow_17,571,"(Key=30010, Value=(ExpertID=30010, MainWeaponID=18080000018, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=18080000018))",None
NewRow_18,572,"(Key=30010, Value=(ExpertID=30010, MainWeaponID=18080000018, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=18080000018))",None
NewRow_19,573,"(Key=30010, Value=(ExpertID=30010, MainWeaponID=18080000018, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=18080000018))",None
NewRow_20,574,"(Key=30010, Value=(ExpertID=30010, MainWeaponID=18080000018, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=18080000018))",None
NewRow_21,575,"(Key=30010, Value=(ExpertID=30010, MainWeaponID=18080000018, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=18080000018))",None
NewRow_22,576,"(Key=30010, Value=(ExpertID=30010, MainWeaponID=18080000018, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=18080000018))",None
NewRow_23,577,"(Key=40005, Value=(ExpertID=40005, MainWeaponID=18060000007, SecondaryWeaponID=0, MeleeWeaponID=0, ArmedForceTDMPropID=0)); (Key=40011, Value=(ExpertID=40011, MainWeaponID=18060000007, SecondaryWeaponID=0, MeleeWeaponID=0, ArmedForceTDMPropID=0)); (Key=40010, Value=(ExpertID=40010, MainWeaponID=18060000007, SecondaryWeaponID=0, MeleeWeaponID=0, ArmedForceTDMPropID=0))",None
NewRow_24,578,"(Key=40005, Value=(ExpertID=40005, MainWeaponID=18060000007, SecondaryWeaponID=0, MeleeWeaponID=0, ArmedForceTDMPropID=0)); (Key=40011, Value=(ExpertID=40011, MainWeaponID=18060000007, SecondaryWeaponID=0, MeleeWeaponID=0, ArmedForceTDMPropID=0)); (Key=40010, Value=(ExpertID=40010, MainWeaponID=18060000007, SecondaryWeaponID=0, MeleeWeaponID=0, ArmedForceTDMPropID=0))",None
NewRow_25,579,"(Key=40005, Value=(ExpertID=40005, MainWeaponID=18060000007, SecondaryWeaponID=0, MeleeWeaponID=0, ArmedForceTDMPropID=0)); (Key=40011, Value=(ExpertID=40011, MainWeaponID=18060000007, SecondaryWeaponID=0, MeleeWeaponID=0, ArmedForceTDMPropID=0)); (Key=40010, Value=(ExpertID=40010, MainWeaponID=18060000007, SecondaryWeaponID=0, MeleeWeaponID=0, ArmedForceTDMPropID=0))",None
NewRow_26,580,"(Key=40005, Value=(ExpertID=40005, MainWeaponID=18060000007, SecondaryWeaponID=0, MeleeWeaponID=0, ArmedForceTDMPropID=0)); (Key=40011, Value=(ExpertID=40011, MainWeaponID=18060000007, SecondaryWeaponID=0, MeleeWeaponID=0, ArmedForceTDMPropID=0)); (Key=40010, Value=(ExpertID=40010, MainWeaponID=18060000007, SecondaryWeaponID=0, MeleeWeaponID=0, ArmedForceTDMPropID=0))",None
NewRow_27,581,"(Key=40005, Value=(ExpertID=40005, MainWeaponID=18060000007, SecondaryWeaponID=0, MeleeWeaponID=0, ArmedForceTDMPropID=0)); (Key=40011, Value=(ExpertID=40011, MainWeaponID=18060000007, SecondaryWeaponID=0, MeleeWeaponID=0, ArmedForceTDMPropID=0)); (Key=40010, Value=(ExpertID=40010, MainWeaponID=18060000007, SecondaryWeaponID=0, MeleeWeaponID=0, ArmedForceTDMPropID=0))",None
NewRow_28,582,"(Key=40005, Value=(ExpertID=40005, MainWeaponID=18060000007, SecondaryWeaponID=0, MeleeWeaponID=0, ArmedForceTDMPropID=0)); (Key=40011, Value=(ExpertID=40011, MainWeaponID=18060000007, SecondaryWeaponID=0, MeleeWeaponID=0, ArmedForceTDMPropID=0)); (Key=40010, Value=(ExpertID=40010, MainWeaponID=18060000007, SecondaryWeaponID=0, MeleeWeaponID=0, ArmedForceTDMPropID=0))",None
NewRow_29,583,"(Key=10012, Value=(ExpertID=10012, MainWeaponID=18030000004, SecondaryWeaponID=0, MeleeWeaponID=0, ArmedForceTDMPropID=0)); (Key=10010, Value=(ExpertID=10010, MainWeaponID=18030000004, SecondaryWeaponID=0, MeleeWeaponID=0, ArmedForceTDMPropID=0)); (Key=10007, Value=(ExpertID=10007, MainWeaponID=18030000004, SecondaryWeaponID=0, MeleeWeaponID=0, ArmedForceTDMPropID=0))",None
NewRow_30,584,"(Key=10012, Value=(ExpertID=10012, MainWeaponID=18030000004, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10010, Value=(ExpertID=10010, MainWeaponID=18030000004, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10007, Value=(ExpertID=10007, MainWeaponID=18030000004, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0))",None
NewRow_31,585,"(Key=10012, Value=(ExpertID=10012, MainWeaponID=18030000004, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10010, Value=(ExpertID=10010, MainWeaponID=18030000004, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10007, Value=(ExpertID=10007, MainWeaponID=18030000004, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0))",None
NewRow_32,586,"(Key=10012, Value=(ExpertID=10012, MainWeaponID=18030000004, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10010, Value=(ExpertID=10010, MainWeaponID=18030000004, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10007, Value=(ExpertID=10007, MainWeaponID=18030000004, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0))",None
NewRow_33,587,"(Key=10012, Value=(ExpertID=10012, MainWeaponID=18030000004, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10010, Value=(ExpertID=10010, MainWeaponID=18030000004, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10007, Value=(ExpertID=10007, MainWeaponID=18030000004, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0))",None
NewRow_34,588,"(Key=10012, Value=(ExpertID=10012, MainWeaponID=18030000004, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10010, Value=(ExpertID=10010, MainWeaponID=18030000004, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10007, Value=(ExpertID=10007, MainWeaponID=18030000004, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0))",None
NewRow_35,949,"(Key=40005, Value=(ExpertID=40005, MainWeaponID=18150000001, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=40010, Value=(ExpertID=40010, MainWeaponID=18150000001, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10007, Value=(ExpertID=10007, MainWeaponID=18150000001, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10010, Value=(ExpertID=10010, MainWeaponID=18150000001, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10012, Value=(ExpertID=10012, MainWeaponID=18150000001, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0))",None
NewRow_36,951,"(Key=40005, Value=(ExpertID=40005, MainWeaponID=18150000001, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=40010, Value=(ExpertID=40010, MainWeaponID=18150000001, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10007, Value=(ExpertID=10007, MainWeaponID=18150000001, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10010, Value=(ExpertID=10010, MainWeaponID=18150000001, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10012, Value=(ExpertID=10012, MainWeaponID=18150000001, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0))",None
NewRow_37,948,"(Key=10012, Value=(ExpertID=10012, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10010, Value=(ExpertID=10010, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10007, Value=(ExpertID=10007, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=30010, Value=(ExpertID=30010, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0))",None
NewRow_38,950,"(Key=10012, Value=(ExpertID=10012, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10010, Value=(ExpertID=10010, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10007, Value=(ExpertID=10007, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=30010, Value=(ExpertID=30010, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0))",None
NewRow_39,965,"(Key=10012, Value=(ExpertID=10012, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10010, Value=(ExpertID=10010, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10007, Value=(ExpertID=10007, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=30010, Value=(ExpertID=30010, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=40005, Value=(ExpertID=40005, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=30008, Value=(ExpertID=30008, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=20003, Value=(ExpertID=20003, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=40010, Value=(ExpertID=40010, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=30009, Value=(ExpertID=30009, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=20004, Value=(ExpertID=20004, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10011, Value=(ExpertID=10011, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=40011, Value=(ExpertID=40011, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=30011, Value=(ExpertID=30011, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=20005, Value=(ExpertID=20005, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0))",None
NewRow_43,966,"(Key=10012, Value=(ExpertID=10012, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10010, Value=(ExpertID=10010, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10007, Value=(ExpertID=10007, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=30010, Value=(ExpertID=30010, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=40005, Value=(ExpertID=40005, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=30008, Value=(ExpertID=30008, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=20003, Value=(ExpertID=20003, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=40010, Value=(ExpertID=40010, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=30009, Value=(ExpertID=30009, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=20004, Value=(ExpertID=20004, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10011, Value=(ExpertID=10011, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=40011, Value=(ExpertID=40011, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=30011, Value=(ExpertID=30011, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=20005, Value=(ExpertID=20005, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0))",None
NewRow_44,967,"(Key=10012, Value=(ExpertID=10012, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10010, Value=(ExpertID=10010, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10007, Value=(ExpertID=10007, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=30010, Value=(ExpertID=30010, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=40005, Value=(ExpertID=40005, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=30008, Value=(ExpertID=30008, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=20003, Value=(ExpertID=20003, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=40010, Value=(ExpertID=40010, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=30009, Value=(ExpertID=30009, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=20004, Value=(ExpertID=20004, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10011, Value=(ExpertID=10011, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=40011, Value=(ExpertID=40011, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=30011, Value=(ExpertID=30011, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=20005, Value=(ExpertID=20005, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0))",None
NewRow_45,968,"(Key=10012, Value=(ExpertID=10012, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10010, Value=(ExpertID=10010, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10007, Value=(ExpertID=10007, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=30010, Value=(ExpertID=30010, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=40005, Value=(ExpertID=40005, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=30008, Value=(ExpertID=30008, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=20003, Value=(ExpertID=20003, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=40010, Value=(ExpertID=40010, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=30009, Value=(ExpertID=30009, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=20004, Value=(ExpertID=20004, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=10011, Value=(ExpertID=10011, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=40011, Value=(ExpertID=40011, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=30011, Value=(ExpertID=30011, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0)); (Key=20005, Value=(ExpertID=20005, MainWeaponID=0, SecondaryWeaponID=0, MeleeWeaponID=18100000002, ArmedForceTDMPropID=0))",None
