RowName,BadgeId,BelongedHeroIDs,BadgeLevel,IsDefUnlock,IsDefEquip,BadgeName,BadgeImage,BadgeDescription,GoodsId,DisplayType,RowDescription
38080542098,38080542098,0,5,False,False,,(),,0,3,None
38080542099,38080542099,0,5,False,False,,(),,0,3,None
38080542100,38080542100,0,5,False,False,,(),,0,3,None
38080542101,38080542101,0,5,False,False,,(),,0,3,None
38080542102,38080542102,0,5,False,False,,(),,0,3,None
38080542103,38080542103,0,5,False,False,,(),,0,3,None
38080542104,38080542104,0,5,False,False,,(),,0,3,None
38080542105,38080542105,0,5,False,False,,(),,0,3,None
38080542106,38080542106,0,3,False,False,,(),,0,3,None
38080542107,38080542107,0,5,False,False,,(),,0,3,None
38080542108,38080542108,0,5,False,False,,(),,0,3,None
38080542109,38080542109,0,5,False,False,,(),,0,3,None
38080542110,38080542110,0,5,False,False,,(),,0,3,None
38080542111,38080542111,0,5,False,False,,(),,0,3,None
38080542112,38080542112,0,5,False,False,,(),,0,3,None
38080542113,38080542113,0,5,False,False,,(),,0,3,None
38080542114,38080542114,0,5,False,False,,(),,0,3,None
38080542115,38080542115,0,5,False,False,,(),,0,3,None
38080542116,38080542116,0,5,False,False,,(),,0,3,None
38080542117,38080542117,0,5,False,False,,(),,0,3,None
38080542118,38080542118,0,5,False,False,,(),,0,3,None
38080542119,38080542119,0,5,False,False,,(),,0,3,None
