RowName,GoalID,Desc,RowDescription
10203304012,10203304012,,None
10203304013,10203304013,,None
10201804021,10201804021,,None
10200504022,10200504022,,None
10204804023,10204804023,,None
10203304031,10203304031,,None
10201804032,10201804032,,None
10203804033,10203804033,,None
10200504041,10200504041,,None
10200404042,10200404042,,None
10203404043,10203404043,,None
10204304044,10204304044,,None
10204404045,10204404045,,None
10200504051,10200504051,,None
10202204052,10202204052,,None
10200504053,10200504053,,None
10200504054,10200504054,,None
10204804055,10204804055,,None
10200504061,10200504061,,None
10200404062,10200404062,,None
10201204063,10201204063,,None
10204504064,10204504064,,None
10200504065,10200504065,,None
10203304071,10203304071,,None
10200404072,10200404072,,None
10211604073,10211604073,,None
10203904074,10203904074,,None
10203504075,10203504075,,None
10203304081,10203304081,,None
10200504082,10200504082,,None
10200404083,10200404083,,None
10204504084,10204504084,,None
10200504085,10200504085,,None
10200504091,10200504091,,None
10200504092,10200504092,,None
10200404093,10200404093,,None
10203904094,10203904094,,None
10203304095,10203304095,,None
10203308011,10203308011,,None
10203308012,10203308012,,None
10203308013,10203308013,,None
10201808021,10201808021,,None
10200508022,10200508022,,None
10204808023,10204808023,,None
10203308031,10203308031,,None
10201808032,10201808032,,None
10203808033,10203808033,,None
10200508041,10200508041,,None
10200808042,10200808042,,None
10203408043,10203408043,,None
10204308044,10204308044,,None
10204408045,10204408045,,None
10200508051,10200508051,,None
10202208052,10202208052,,None
10200508053,10200508053,,None
10200508054,10200508054,,None
10204808055,10204808055,,None
10200508061,10200508061,,None
10200808062,10200808062,,None
10201208063,10201208063,,None
10204508064,10204508064,,None
10200508065,10200508065,,None
10203308071,10203308071,,None
10200808072,10200808072,,None
10211608073,10211608073,,None
10203908074,10203908074,,None
10203508075,10203508075,,None
10203308081,10203308081,,None
10200508082,10200508082,,None
10200808083,10200808083,,None
10204508084,10204508084,,None
10200508085,10200508085,,None
10200508091,10200508091,,None
10200508092,10200508092,,None
10200408093,10200408093,,None
10203908094,10203908094,,None
10204508095,10204508095,,None
10203314011,10203314011,,None
10203314012,10203314012,,None
10203314013,10203314013,,None
10203314021,10203314021,,None
10200514022,10200514022,,None
10204814023,10204814023,,None
10203314031,10203314031,,None
10203314032,10203314032,,None
10203814033,10203814033,,None
10200514041,10200514041,,None
10200414042,10200414042,,None
10203414043,10203414043,,None
10204314044,10204314044,,None
10204414045,10204414045,,None
10200514051,10200514051,,None
10202214052,10202214052,,None
10200514053,10200514053,,None
10200514054,10200514054,,None
10204814055,10204814055,,None
10200514061,10200514061,,None
10200414062,10200414062,,None
10201214063,10201214063,,None
10204514064,10204514064,,None
10200514065,10200514065,,None
10203314071,10203314071,,None
10200414072,10200414072,,None
10211614073,10211614073,,None
10203914074,10203914074,,None
10203514075,10203514075,,None
10203314081,10203314081,,None
10200514082,10200514082,,None
10200414083,10200414083,,None
10204514084,10204514084,,None
10204514085,10204514085,,None
10200514091,10200514091,,None
10203314092,10203314092,,None
10200414093,10200414093,,None
10203914094,10203914094,,None
10203514095,10203514095,,None
10203304034,10203304034,,None
10203303011,10203303011,,None
10203303012,10203303012,,None
10203303013,10203303013,,None
10203703021,10203703021,,None
10200503022,10200503022,,None
10200503023,10200503023,,None
10203303031,10203303031,,None
10203303032,10203303032,,None
10203803033,10203803033,,None
10200503041,10200503041,,None
10200403042,10200403042,,None
10203403043,10203403043,,None
10204303044,10204303044,,None
10200503045,10200503045,,None
10200503051,10200503051,,None
10202203052,10202203052,,None
10200503053,10200503053,,None
10200503054,10200503054,,None
10203703055,10203703055,,None
10200503061,10200503061,,None
10200403062,10200403062,,None
10201203063,10201203063,,None
10204503064,10204503064,,None
10200503065,10200503065,,None
10203303071,10203303071,,None
10200403072,10200403072,,None
10211603073,10211603073,,None
10203903074,10203903074,,None
10203503075,10203503075,,None
10200503081,10200503081,,None
10200503082,10200503082,,None
10200403083,10200403083,,None
10204503084,10204503084,,None
10200503085,10200503085,,None
10200503091,10200503091,,None
10200503092,10200503092,,None
10203703093,10203703093,,None
10200503094,10200503094,,None
10203303095,10203303095,,None
10200507001,10200507001,,None
10200507002,10200507002,,None
10200507003,10200507003,,None
10200507004,10200507004,,None
10200507005,10200507005,,None
10200507006,10200507006,,None
10200507007,10200507007,,None
10200507008,10200507008,,None
10203707009,10203707009,,None
10200507010,10200507010,,None
10200407011,10200407011,,None
10203407012,10203407012,,None
10204307013,10204307013,,None
10500507014,10500507014,,None
10200507015,10200507015,,None
10202207016,10202207016,,None
10200507017,10200507017,,None
10203707018,10203707018,,None
10200507019,10200507019,,None
10200507020,10200507020,,None
10200407021,10200407021,,None
10200507022,10200507022,,None
10204507023,10204507023,,None
10200507024,10200507024,,None
10200507025,10200507025,,None
10200407026,10200407026,,None
10200507027,10200507027,,None
10203907028,10203907028,,None
10200507029,10200507029,,None
10200507030,10200507030,,None
10200507031,10200507031,,None
10200407032,10200407032,,None
10200507033,10200507033,,None
10200507034,10200507034,,None
10200507091,10200507091,,None
10204507092,10204507092,,None
10203307093,10203307093,,None
10200507094,10200507094,,None
10203307095,10203307095,,None
10203309011,10203309011,,None
10203309012,10203309012,,None
10203309013,10203309013,,None
10200509021,10200509021,,None
10200509022,10200509022,,None
10203709023,10203709023,,None
10200509031,10200509031,,None
10203809032,10203809032,,None
10200509033,10200509033,,None
10203309041,10203309041,,None
10200409042,10200409042,,None
10203409043,10203409043,,None
10204309044,10204309044,,None
10200509045,10200509045,,None
10200509051,10200509051,,None
10200509052,10200509052,,None
10200509053,10200509053,,None
10200509054,10200509054,,None
10200509055,10200509055,,None
10200509061,10200509061,,None
10202209062,10202209062,,None
10201209063,10201209063,,None
10204509064,10204509064,,None
10203309065,10203309065,,None
10200509071,10200509071,,None
10200409072,10200409072,,None
10211609073,10211609073,,None
10203909074,10203909074,,None
10200509075,10200509075,,None
10200509081,10200509081,,None
10200409082,10200409082,,None
10200409083,10200409083,,None
10200509084,10200509084,,None
10200509085,10200509085,,None
10200509091,10200509091,,None
10200509092,10200509092,,None
10200509093,10200509093,,None
10200509094,10200509094,,None
10200509095,10200509095,,None
10203313011,10203313011,,None
10203313012,10203313012,,None
10203313013,10203313013,,None
10203313021,10203313021,,None
10200513022,10200513022,,None
10203713023,10203713023,,None
10203313031,10203313031,,None
10203813032,10203813032,,None
10203313033,10203313033,,None
10200513041,10200513041,,None
10200413042,10200413042,,None
10203413043,10203413043,,None
10204313044,10204313044,,None
10200513045,10200513045,,None
10203313051,10203313051,,None
10200513052,10200513052,,None
10200513053,10200513053,,None
10203813054,10203813054,,None
10200513055,10200513055,,None
10200513061,10200513061,,None
10203313062,10203313062,,None
10201213063,10201213063,,None
10204513064,10204513064,,None
10200513065,10200513065,,None
10200513071,10200513071,,None
10200413072,10200413072,,None
10211613073,10211613073,,None
10203913074,10203913074,,None
10203513075,10203513075,,None
10200513081,10200513081,,None
10200413082,10200413082,,None
10200413083,10200413083,,None
10200513084,10200513084,,None
10203513085,10203513085,,None
10200513091,10200513091,,None
10200513092,10200513092,,None
10200513093,10200513093,,None
10200513094,10200513094,,None
10203713095,10203713095,,None
10203302001,10203302001,,None
10203302002,10203302002,,None
10203302003,10203302003,,None
10203302004,10203302004,,None
10203702005,10203702005,,None
10200502006,10200502006,,None
10203302007,10203302007,,None
10200502008,10200502008,,None
10203702009,10203702009,,None
10200502010,10200502010,,None
10200402011,10200402011,,None
10203402012,10203402012,,None
10204302013,10204302013,,None
10204402014,10204402014,,None
10200502015,10200502015,,None
10202202016,10202202016,,None
10200502017,10200502017,,None
10200502018,10200502018,,None
10203702019,10203702019,,None
10200502020,10200502020,,None
10200402021,10200402021,,None
10201202022,10201202022,,None
10204502023,10204502023,,None
10200502024,10200502024,,None
10200502025,10200502025,,None
10200402026,10200402026,,None
10211602027,10211602027,,None
10203902028,10203902028,,None
10200502029,10200502029,,None
10203302030,10203302030,,None
10200502031,10200502031,,None
10200402032,10200402032,,None
10200502033,10200502033,,None
10200502034,10200502034,,None
10203302091,10203302091,,None
10203702092,10203702092,,None
10204502093,10204502093,,None
10204502094,10204502094,,None
10200502095,10200502095,,None
10203306011,10203306011,,None
10203306012,10203306012,,None
10203306013,10203306013,,None
10203706021,10203706021,,None
10200506022,10200506022,,None
10200506023,10200506023,,None
10200506031,10200506031,,None
10204006032,10204006032,,None
10203806033,10203806033,,None
10200506041,10200506041,,None
10200406042,10200406042,,None
10203406043,10203406043,,None
10204306044,10204306044,,None
10204406045,10204406045,,None
10200506051,10200506051,,None
10202206052,10202206052,,None
10200506053,10200506053,,None
10200506054,10200506054,,None
10203806055,10203806055,,None
10200506061,10200506061,,None
10200406062,10200406062,,None
10201206063,10201206063,,None
10204506064,10204506064,,None
10200506065,10200506065,,None
10203306071,10203306071,,None
10200406072,10200406072,,None
10211606073,10211606073,,None
10203906074,10203906074,,None
10203506075,10203506075,,None
10204506081,10204506081,,None
10200506082,10200506082,,None
10200406083,10200406083,,None
10204506084,10204506084,,None
10200506085,10200506085,,None
10203306091,10203306091,,None
10203706092,10203706092,,None
10204506093,10204506093,,None
10203306094,10203306094,,None
10200506095,10200506095,,None
10203312011,10203312011,,None
10203312012,10203312012,,None
10203312013,10203312013,,None
10203312021,10203312021,,None
10203712022,10203712022,,None
10200512023,10200512023,,None
10203312031,10203312031,,None
10203312032,10203312032,,None
10203812033,10203812033,,None
10200512041,10200512041,,None
10200412042,10200412042,,None
10203412043,10203412043,,None
10204312044,10204312044,,None
10204612045,10204612045,,None
10200512051,10200512051,,None
10202212052,10202212052,,None
10200512053,10200512053,,None
10200512054,10200512054,,None
10203812055,10203812055,,None
10200512061,10200512061,,None
10200412062,10200412062,,None
10201212063,10201212063,,None
10204512064,10204512064,,None
10200512065,10200512065,,None
10203312071,10203312071,,None
10200412072,10200412072,,None
10211612073,10211612073,,None
10203912074,10203912074,,None
10203512075,10203512075,,None
10203312081,10203312081,,None
10200512082,10200512082,,None
10200412083,10200412083,,None
10204512084,10204512084,,None
10200512085,10200512085,,None
10203312091,10203312091,,None
10203712092,10203712092,,None
10204512093,10204512093,,None
10204512094,10204512094,,None
10200512095,10200512095,,None
10203315011,10203315011,,None
10203315012,10203315012,,None
10203315013,10203315013,,None
10203315021,10203315021,,None
10203715022,10203715022,,None
10200515023,10200515023,,None
10203315031,10203315031,,None
10203315032,10203315032,,None
10203815033,10203815033,,None
10200515041,10200515041,,None
10200415042,10200415042,,None
10203415043,10203415043,,None
10204315044,10204315044,,None
10204615045,10204615045,,None
10200515051,10200515051,,None
10202215052,10202215052,,None
10200515053,10200515053,,None
10200515054,10200515054,,None
10203515055,10203515055,,None
10200515061,10200515061,,None
10200415062,10200415062,,None
10201215063,10201215063,,None
10204515064,10204515064,,None
10200515065,10200515065,,None
10203315071,10203315071,,None
10200415072,10200415072,,None
10211615073,10211615073,,None
10203915074,10203915074,,None
10203515075,10203515075,,None
10203315081,10203315081,,None
10200515082,10200515082,,None
10200415083,10200415083,,None
10204515084,10204515084,,None
10204515085,10204515085,,None
10203315091,10203315091,,None
10203715092,10203715092,,None
10204515093,10204515093,,None
10204515094,10204515094,,None
10200515095,10200515095,,None
