RowName,ID,WeaponBulletGroupID,ItemID,Position,ItemNum,WeaponBulletGroupPrice,WeaponCouponPrice
125,125,401,37110500001,199997,40,0,0
126,126,401,37110400001,199997,180,900000,550000
127,127,402,10010003557,111,1,0,0
128,128,402,37130500001,199997,40,0,0
129,129,402,37130400001,199997,180,1050000,600000
130,130,403,10010003558,111,1,0,0
131,131,403,37130500001,199997,45,0,0
132,132,403,37130400001,199997,180,950000,450000
133,133,404,10010003559,111,1,0,0
134,134,404,37140500001,199997,30,0,0
135,135,404,37140400001,199997,150,850000,500000
136,136,405,10010003564,111,1,0,0
137,137,405,37100500001,199997,45,0,0
138,138,405,37100400001,199997,180,1150000,700000
139,139,406,10010003575,111,1,0,0
140,140,406,37150500001,199997,45,0,0
141,141,406,37150400001,199997,150,850000,550000
142,142,407,10010003576,111,1,0,0
143,143,407,37100500001,199997,60,0,0
144,144,407,37100400001,199997,180,950000,400000
145,145,408,10010003577,111,1,0,0
146,146,408,37100500001,199997,60,0,0
147,147,408,37100400001,199997,180,1050000,550000
148,148,409,10010003581,111,1,0,0
149,149,409,37160500001,199997,30,0,0
150,150,409,37160400001,199997,120,950000,500000
151,151,410,10010003585,111,1,0,0
152,152,410,37130500001,199997,45,0,0
153,153,410,37130400001,199997,180,850000,350000
154,154,411,10010003588,111,1,0,0
155,155,411,37110500001,199997,45,0,0
156,156,411,37110400001,199997,180,800000,450000
157,157,412,10010003590,111,1,0,0
158,158,412,37100500001,199997,40,0,0
159,159,412,37100400001,199997,200,900000,500000
160,160,413,10020003597,111,1,0,0
161,161,413,37260500001,199997,30,0,0
162,162,413,37260400001,199997,210,900000,450000
163,163,414,10020003600,111,1,0,0
164,164,414,37140500001,199997,45,0,0
165,165,414,37140400001,199997,120,1150000,700000
166,166,415,10020003605,111,1,0,0
167,167,415,37190400001,199997,255,1150000,600000
168,168,416,10040003610,111,1,0,0
169,169,416,37130500001,199997,60,0,0
170,170,416,37130400001,199997,180,950000,400000
171,171,417,10040003611,111,1,0,0
172,172,417,37130500001,199997,45,0,0
173,173,417,37130400001,199997,180,1000000,500000
174,174,418,10040003614,111,1,0,0
175,175,418,37150500001,199997,50,0,0
176,176,418,37150400001,199997,150,800000,500000
177,177,419,10040003618,111,1,0,0
178,178,419,37180500001,199997,50,0,0
179,179,419,37180400001,199997,205,950000,500000
180,180,420,10050003622,111,1,0,0
181,181,420,37170500001,199997,30,0,0
182,182,420,37170400001,199997,150,1050000,650000
183,183,421,10050003624,111,1,0,0
184,184,421,37180500001,199997,15,0,0
185,185,421,37180400001,199997,90,800000,550000
186,186,422,10050003625,111,1,0,0
187,187,422,37170500001,199997,15,0,0
188,188,422,37170400001,199997,90,850000,650000
189,189,423,10060003631,111,1,0,0
190,190,423,10070003639,114,1,0,0
191,191,423,37170500001,199997,20,0,0
192,192,423,37230500001,199997,35,800000,500000
193,193,424,10050003636,111,1,0,0
194,194,424,10070003638,114,1,0,0
195,195,424,37180500001,199997,20,0,0
196,196,424,37180400001,199997,40,0,0
197,197,424,37200400001,199997,60,800000,450000
198,198,501,10010003553,111,1,0,0
199,199,501,37110500001,199997,40,0,0
200,200,501,37110400001,199997,180,1150000,800000
201,201,502,10010003560,111,1,0,0
202,202,502,37140500001,199997,60,0,0
203,203,502,37140400001,199997,120,1350000,800000
204,204,503,10010003573,111,1,0,0
205,205,503,37150500001,199997,45,0,0
206,206,503,37150400001,199997,150,1150000,800000
207,207,504,10010003574,111,1,0,0
208,208,504,37150500001,199997,45,0,0
209,209,504,37150400001,199997,150,1200000,900000
210,210,505,10010003582,111,1,0,0
211,211,505,37160500001,199997,30,0,0
212,212,505,37160400001,199997,120,1100000,550000
213,213,506,10020003595,111,1,0,0
214,214,506,37260500001,199997,60,0,0
215,215,506,37260400001,199997,210,1200000,700000
216,216,507,10040003612,111,1,0,0
217,217,507,37150500001,199997,50,0,0
218,218,507,37150400001,199997,210,1100000,600000
219,219,508,10040003613,111,1,0,0
220,220,508,37150500001,199997,50,0,0
221,221,508,37150400001,199997,205,1150000,650000
222,222,509,10050003620,111,1,0,0
223,223,509,37170500001,199997,60,0,0
224,224,509,37170400001,199997,180,1650000,1100000
225,225,510,10050003621,111,1,0,0
226,226,510,37170500001,199997,60,0,0
227,227,510,37170400001,199997,150,1400000,850000
228,228,511,10050003623,111,1,0,0
229,229,511,37170500001,199997,30,0,0
230,230,511,37170400001,199997,120,1200000,850000
231,231,512,10060003629,111,1,0,0
232,232,512,10070003638,114,1,0,0
233,233,512,37240700001,199997,9,0,0
234,234,512,37200400001,199997,120,2000000,1100000
235,235,513,10060003630,111,1,0,0
236,236,513,10020003599,112,1,0,0
237,237,513,37170600001,199997,5,0,0
238,238,513,37170500001,199997,15,0,0
239,239,513,37140400001,199997,120,1500000,1100000
240,240,514,10050003635,111,1,0,0
241,241,514,10020003596,112,1,0,0
242,242,514,37170500001,199997,30,0,0
243,243,514,37170400001,199997,30,0,0
244,244,514,37260400001,199997,180,1550000,1100000
245,245,515,10050003637,111,1,0,0
246,246,515,10030003641,112,1,0,0
247,247,515,37170500001,199997,30,0,0
248,248,515,37170400001,199997,30,0,0
249,249,515,37250400003,199997,40,1200000,850000
250,250,516,10020003642,111,1,0,0
251,251,516,37260500001,199997,60,0,0
252,252,516,37260400001,199997,210,1150000,500000
253,253,601,10020003599,111,1,0,0
255,255,601,37140400001,199997,120,0,0
254,254,601,10060003545,112,1,0,0
257,257,601,37170500001,199997,20,600000,450000
258,258,602,10050003546,111,1,0,0
259,259,602,37170500001,199997,60,0,0
260,260,602,37170400001,199997,120,1500000,950000
261,261,603,10020003595,111,1,0,0
262,262,603,37260500001,199997,60,0,0
263,263,603,37260400001,199997,180,1100000,650000
264,264,604,10010003550,111,1,0,0
265,265,604,37100400001,199997,180,700000,400000
266,266,605,10010003547,111,1,0,0
267,267,605,37110500001,199997,20,0,0
268,268,605,37110400001,199997,40,0,0
269,269,605,37110300001,199997,90,350000,200000
270,270,606,10010003551,111,1,0,0
271,271,606,37120400002,199997,120,500000,300000
272,272,607,10050003552,111,1,0,0
273,273,607,10070000019,114,1,0,0
274,274,607,37290500001,199997,20,0,0
275,275,607,37290400001,199997,40,0,0
276,276,607,37220400001,199997,20,550000,300000
277,277,608,10070003548,114,1,0,0
278,278,608,37200000001,199997,120,200000,150000
