RowName,State,Priority,ColliisonProfile,ObjectType,CollisionEnabled,ResponseToChannels,NeedActivate,RowDescription
Prone_Default,ECollisionState::Prone_Default,0,NoCollision,ECC_Pawn,ECollisionEnabled::NoCollision,"(WorldStatic=ECR_Block, WorldDynamic=ECR_Block, Pawn=ECR_Block, Visibility=ECR_Block, Camera=ECR_Block, PhysicsBody=ECR_Block, Vehicle=ECR_Block, Destructible=ECR_Block, EngineTraceChannel1=ECR_Ignore, EngineTraceChannel2=ECR_Block, EngineTraceChannel3=ECR_Block, EngineTraceChannel4=ECR_Block, EngineTraceChannel5=ECR_Block, EngineTraceChannel6=ECR_Block, GameTraceChannel1=ECR_Overlap, GameTraceChannel2=ECR_Ignore, GameTraceChannel3=ECR_Block, GameTraceChannel4=ECR_Overlap, GameTraceChannel5=ECR_Block, GameTraceChannel6=ECR_Block, GameTraceChannel7=ECR_Block, GameTraceChannel8=ECR_Block, GameTraceChannel9=ECR_Block, GameTraceChannel10=ECR_Overlap, GameTraceChannel11=ECR_Block, GameTraceChannel12=ECR_Block, GameTraceChannel13=ECR_Block, GameTraceChannel14=ECR_Block, GameTraceChannel15=ECR_Ignore, GameTraceChannel16=ECR_Block, GameTraceChannel17=ECR_Block, GameTraceChannel18=ECR_Overlap)",False,None
Prone_Prone,ECollisionState::Prone_Prone,200,NoCollision,ECC_Pawn,ECollisionEnabled::NoCollision,"(WorldStatic=ECR_Block, WorldDynamic=ECR_Block, Pawn=ECR_Block, Visibility=ECR_Block, Camera=ECR_Ignore, PhysicsBody=ECR_Block, Vehicle=ECR_Block, Destructible=ECR_Block, EngineTraceChannel1=ECR_Ignore, EngineTraceChannel2=ECR_Block, EngineTraceChannel3=ECR_Block, EngineTraceChannel4=ECR_Block, EngineTraceChannel5=ECR_Block, EngineTraceChannel6=ECR_Block, GameTraceChannel1=ECR_Overlap, GameTraceChannel2=ECR_Ignore, GameTraceChannel3=ECR_Block, GameTraceChannel4=ECR_Overlap, GameTraceChannel5=ECR_Block, GameTraceChannel6=ECR_Block, GameTraceChannel7=ECR_Block, GameTraceChannel8=ECR_Block, GameTraceChannel9=ECR_Block, GameTraceChannel10=ECR_Overlap, GameTraceChannel11=ECR_Block, GameTraceChannel12=ECR_Block, GameTraceChannel13=ECR_Block, GameTraceChannel14=ECR_Block, GameTraceChannel15=ECR_Ignore, GameTraceChannel16=ECR_Block, GameTraceChannel17=ECR_Block, GameTraceChannel18=ECR_Overlap)",True,None
Prone_ImpendingDeath_Sol,ECollisionState::Prone_ImpendingDeath_Sol,400,NoCollision,ECC_Pawn,ECollisionEnabled::NoCollision,"(WorldStatic=ECR_Block, WorldDynamic=ECR_Block, Pawn=ECR_Block, Visibility=ECR_Block, Camera=ECR_Ignore, PhysicsBody=ECR_Block, Vehicle=ECR_Block, Destructible=ECR_Block, EngineTraceChannel1=ECR_Ignore, EngineTraceChannel2=ECR_Block, EngineTraceChannel3=ECR_Block, EngineTraceChannel4=ECR_Block, EngineTraceChannel5=ECR_Block, EngineTraceChannel6=ECR_Block, GameTraceChannel1=ECR_Overlap, GameTraceChannel2=ECR_Ignore, GameTraceChannel3=ECR_Block, GameTraceChannel4=ECR_Overlap, GameTraceChannel5=ECR_Block, GameTraceChannel6=ECR_Block, GameTraceChannel7=ECR_Block, GameTraceChannel8=ECR_Block, GameTraceChannel9=ECR_Block, GameTraceChannel10=ECR_Overlap, GameTraceChannel11=ECR_Block, GameTraceChannel12=ECR_Block, GameTraceChannel13=ECR_Block, GameTraceChannel14=ECR_Block, GameTraceChannel15=ECR_Ignore, GameTraceChannel16=ECR_Block, GameTraceChannel17=ECR_Block, GameTraceChannel18=ECR_Overlap)",False,None
Prone_ImpendingDeath_Breakthrough,ECollisionState::Prone_ImpendingDeath_Breakthrough,400,NoCollision,ECC_Pawn,ECollisionEnabled::NoCollision,"(WorldStatic=ECR_Block, WorldDynamic=ECR_Block, Pawn=ECR_Ignore, Visibility=ECR_Block, Camera=ECR_Ignore, PhysicsBody=ECR_Block, Vehicle=ECR_Ignore, Destructible=ECR_Block, EngineTraceChannel1=ECR_Ignore, EngineTraceChannel2=ECR_Block, EngineTraceChannel3=ECR_Block, EngineTraceChannel4=ECR_Block, EngineTraceChannel5=ECR_Block, EngineTraceChannel6=ECR_Block, GameTraceChannel1=ECR_Overlap, GameTraceChannel2=ECR_Ignore, GameTraceChannel3=ECR_Block, GameTraceChannel4=ECR_Overlap, GameTraceChannel5=ECR_Block, GameTraceChannel6=ECR_Block, GameTraceChannel7=ECR_Block, GameTraceChannel8=ECR_Block, GameTraceChannel9=ECR_Block, GameTraceChannel10=ECR_Overlap, GameTraceChannel11=ECR_Block, GameTraceChannel12=ECR_Block, GameTraceChannel13=ECR_Block, GameTraceChannel14=ECR_Block, GameTraceChannel15=ECR_Ignore, GameTraceChannel16=ECR_Block, GameTraceChannel17=ECR_Block, GameTraceChannel18=ECR_Overlap)",False,None
Prone_BeCarry,ECollisionState::Prone_BeCarry,600,NoCollision,ECC_Pawn,ECollisionEnabled::NoCollision,"(WorldStatic=ECR_Block, WorldDynamic=ECR_Block, Pawn=ECR_Block, Visibility=ECR_Block, Camera=ECR_Block, PhysicsBody=ECR_Block, Vehicle=ECR_Block, Destructible=ECR_Block, EngineTraceChannel1=ECR_Ignore, EngineTraceChannel2=ECR_Block, EngineTraceChannel3=ECR_Block, EngineTraceChannel4=ECR_Block, EngineTraceChannel5=ECR_Block, EngineTraceChannel6=ECR_Block, GameTraceChannel1=ECR_Overlap, GameTraceChannel2=ECR_Ignore, GameTraceChannel3=ECR_Block, GameTraceChannel4=ECR_Overlap, GameTraceChannel5=ECR_Block, GameTraceChannel6=ECR_Block, GameTraceChannel7=ECR_Block, GameTraceChannel8=ECR_Block, GameTraceChannel9=ECR_Block, GameTraceChannel10=ECR_Overlap, GameTraceChannel11=ECR_Block, GameTraceChannel12=ECR_Block, GameTraceChannel13=ECR_Block, GameTraceChannel14=ECR_Block, GameTraceChannel15=ECR_Ignore, GameTraceChannel16=ECR_Block, GameTraceChannel17=ECR_Block, GameTraceChannel18=ECR_Overlap)",False,None
Prone_Assassinate,ECollisionState::Prone_BeAssassinate,800,NoCollision,ECC_Pawn,ECollisionEnabled::NoCollision,"(WorldStatic=ECR_Block, WorldDynamic=ECR_Block, Pawn=ECR_Block, Visibility=ECR_Block, Camera=ECR_Block, PhysicsBody=ECR_Block, Vehicle=ECR_Block, Destructible=ECR_Block, EngineTraceChannel1=ECR_Ignore, EngineTraceChannel2=ECR_Block, EngineTraceChannel3=ECR_Block, EngineTraceChannel4=ECR_Block, EngineTraceChannel5=ECR_Block, EngineTraceChannel6=ECR_Block, GameTraceChannel1=ECR_Overlap, GameTraceChannel2=ECR_Ignore, GameTraceChannel3=ECR_Block, GameTraceChannel4=ECR_Overlap, GameTraceChannel5=ECR_Block, GameTraceChannel6=ECR_Block, GameTraceChannel7=ECR_Block, GameTraceChannel8=ECR_Block, GameTraceChannel9=ECR_Block, GameTraceChannel10=ECR_Overlap, GameTraceChannel11=ECR_Block, GameTraceChannel12=ECR_Block, GameTraceChannel13=ECR_Block, GameTraceChannel14=ECR_Block, GameTraceChannel15=ECR_Ignore, GameTraceChannel16=ECR_Block, GameTraceChannel17=ECR_Block, GameTraceChannel18=ECR_Overlap)",False,None
Prone_Dying,ECollisionState::Prone_Dying,1000,NoCollision,ECC_Pawn,ECollisionEnabled::NoCollision,"(WorldStatic=ECR_Block, WorldDynamic=ECR_Block, Pawn=ECR_Block, Visibility=ECR_Block, Camera=ECR_Block, PhysicsBody=ECR_Block, Vehicle=ECR_Block, Destructible=ECR_Block, EngineTraceChannel1=ECR_Ignore, EngineTraceChannel2=ECR_Block, EngineTraceChannel3=ECR_Block, EngineTraceChannel4=ECR_Block, EngineTraceChannel5=ECR_Block, EngineTraceChannel6=ECR_Block, GameTraceChannel1=ECR_Overlap, GameTraceChannel2=ECR_Ignore, GameTraceChannel3=ECR_Block, GameTraceChannel4=ECR_Overlap, GameTraceChannel5=ECR_Block, GameTraceChannel6=ECR_Block, GameTraceChannel7=ECR_Block, GameTraceChannel8=ECR_Block, GameTraceChannel9=ECR_Block, GameTraceChannel10=ECR_Overlap, GameTraceChannel11=ECR_Block, GameTraceChannel12=ECR_Block, GameTraceChannel13=ECR_Block, GameTraceChannel14=ECR_Block, GameTraceChannel15=ECR_Ignore, GameTraceChannel16=ECR_Block, GameTraceChannel17=ECR_Block, GameTraceChannel18=ECR_Overlap)",False,None
Sol_BeAssassinate,ECollisionState::Sol_BeAssassinate,750,None,ECC_Pawn,ECollisionEnabled::QueryOnly,"(WorldStatic=ECR_Block, WorldDynamic=ECR_Block, Pawn=ECR_Ignore, Visibility=ECR_Ignore, Camera=ECR_Block, PhysicsBody=ECR_Ignore, Vehicle=ECR_Ignore, Destructible=ECR_Ignore, EngineTraceChannel1=ECR_Ignore, EngineTraceChannel2=ECR_Ignore, EngineTraceChannel3=ECR_Ignore, EngineTraceChannel4=ECR_Ignore, EngineTraceChannel5=ECR_Ignore, EngineTraceChannel6=ECR_Ignore, GameTraceChannel1=ECR_Block, GameTraceChannel2=ECR_Ignore, GameTraceChannel3=ECR_Block, GameTraceChannel4=ECR_Overlap, GameTraceChannel5=ECR_Ignore, GameTraceChannel6=ECR_Ignore, GameTraceChannel7=ECR_Ignore, GameTraceChannel8=ECR_Ignore, GameTraceChannel9=ECR_Ignore, GameTraceChannel10=ECR_Ignore, GameTraceChannel11=ECR_Ignore, GameTraceChannel12=ECR_Overlap, GameTraceChannel13=ECR_Ignore, GameTraceChannel14=ECR_Ignore, GameTraceChannel15=ECR_Ignore, GameTraceChannel16=ECR_Ignore, GameTraceChannel17=ECR_Ignore, GameTraceChannel18=ECR_Overlap)",False,None
Breakthrough_BeAssassinate,ECollisionState::Breakthrough_BeAssassinate,750,None,ECC_Pawn,ECollisionEnabled::QueryOnly,"(WorldStatic=ECR_Block, WorldDynamic=ECR_Block, Pawn=ECR_Ignore, Visibility=ECR_Ignore, Camera=ECR_Block, PhysicsBody=ECR_Ignore, Vehicle=ECR_Ignore, Destructible=ECR_Ignore, EngineTraceChannel1=ECR_Ignore, EngineTraceChannel2=ECR_Ignore, EngineTraceChannel3=ECR_Ignore, EngineTraceChannel4=ECR_Ignore, EngineTraceChannel5=ECR_Ignore, EngineTraceChannel6=ECR_Ignore, GameTraceChannel1=ECR_Block, GameTraceChannel2=ECR_Ignore, GameTraceChannel3=ECR_Block, GameTraceChannel4=ECR_Overlap, GameTraceChannel5=ECR_Ignore, GameTraceChannel6=ECR_Ignore, GameTraceChannel7=ECR_Ignore, GameTraceChannel8=ECR_Ignore, GameTraceChannel9=ECR_Ignore, GameTraceChannel10=ECR_Ignore, GameTraceChannel11=ECR_Ignore, GameTraceChannel12=ECR_Overlap, GameTraceChannel13=ECR_Ignore, GameTraceChannel14=ECR_Ignore, GameTraceChannel15=ECR_Ignore, GameTraceChannel16=ECR_Ignore, GameTraceChannel17=ECR_Ignore, GameTraceChannel18=ECR_Overlap)",False,None
Prone_MatchOver,ECollisionState::Prone_MatchOver,1200,NoCollision,ECC_Pawn,ECollisionEnabled::NoCollision,"(WorldStatic=ECR_Block, WorldDynamic=ECR_Block, Pawn=ECR_Block, Visibility=ECR_Block, Camera=ECR_Block, PhysicsBody=ECR_Block, Vehicle=ECR_Block, Destructible=ECR_Block, EngineTraceChannel1=ECR_Ignore, EngineTraceChannel2=ECR_Block, EngineTraceChannel3=ECR_Block, EngineTraceChannel4=ECR_Block, EngineTraceChannel5=ECR_Block, EngineTraceChannel6=ECR_Block, GameTraceChannel1=ECR_Overlap, GameTraceChannel2=ECR_Ignore, GameTraceChannel3=ECR_Block, GameTraceChannel4=ECR_Overlap, GameTraceChannel5=ECR_Block, GameTraceChannel6=ECR_Block, GameTraceChannel7=ECR_Block, GameTraceChannel8=ECR_Block, GameTraceChannel9=ECR_Block, GameTraceChannel10=ECR_Overlap, GameTraceChannel11=ECR_Block, GameTraceChannel12=ECR_Block, GameTraceChannel13=ECR_Block, GameTraceChannel14=ECR_Block, GameTraceChannel15=ECR_Ignore, GameTraceChannel16=ECR_Block, GameTraceChannel17=ECR_Block, GameTraceChannel18=ECR_Overlap)",False,None
Sol_BeDragRescue,ECollisionState::Sol_BeDragRescue,725,None,ECC_Pawn,ECollisionEnabled::QueryOnly,"(WorldStatic=ECR_Block, WorldDynamic=ECR_Overlap, Pawn=ECR_Ignore, Visibility=ECR_Block, Camera=ECR_Ignore, PhysicsBody=ECR_Ignore, Vehicle=ECR_Block, Destructible=ECR_Block, EngineTraceChannel1=ECR_Ignore, EngineTraceChannel2=ECR_Block, EngineTraceChannel3=ECR_Block, EngineTraceChannel4=ECR_Block, EngineTraceChannel5=ECR_Block, EngineTraceChannel6=ECR_Block, GameTraceChannel1=ECR_Ignore, GameTraceChannel2=ECR_Ignore, GameTraceChannel3=ECR_Block, GameTraceChannel4=ECR_Overlap, GameTraceChannel5=ECR_Block, GameTraceChannel6=ECR_Block, GameTraceChannel7=ECR_Block, GameTraceChannel8=ECR_Block, GameTraceChannel9=ECR_Block, GameTraceChannel10=ECR_Ignore, GameTraceChannel11=ECR_Block, GameTraceChannel12=ECR_Block, GameTraceChannel13=ECR_Ignore, GameTraceChannel14=ECR_Block, GameTraceChannel15=ECR_Ignore, GameTraceChannel16=ECR_Block, GameTraceChannel17=ECR_Block, GameTraceChannel18=ECR_Overlap)",False,None
Breakthrough_BeDragRescue,ECollisionState::Sol_BeDragRescue,725,None,ECC_Pawn,ECollisionEnabled::QueryOnly,"(WorldStatic=ECR_Block, WorldDynamic=ECR_Overlap, Pawn=ECR_Ignore, Visibility=ECR_Block, Camera=ECR_Ignore, PhysicsBody=ECR_Ignore, Vehicle=ECR_Block, Destructible=ECR_Block, EngineTraceChannel1=ECR_Ignore, EngineTraceChannel2=ECR_Block, EngineTraceChannel3=ECR_Block, EngineTraceChannel4=ECR_Block, EngineTraceChannel5=ECR_Block, EngineTraceChannel6=ECR_Block, GameTraceChannel1=ECR_Ignore, GameTraceChannel2=ECR_Ignore, GameTraceChannel3=ECR_Block, GameTraceChannel4=ECR_Overlap, GameTraceChannel5=ECR_Block, GameTraceChannel6=ECR_Block, GameTraceChannel7=ECR_Block, GameTraceChannel8=ECR_Block, GameTraceChannel9=ECR_Block, GameTraceChannel10=ECR_Ignore, GameTraceChannel11=ECR_Block, GameTraceChannel12=ECR_Block, GameTraceChannel13=ECR_Ignore, GameTraceChannel14=ECR_Block, GameTraceChannel15=ECR_Ignore, GameTraceChannel16=ECR_Block, GameTraceChannel17=ECR_Block, GameTraceChannel18=ECR_Overlap)",False,None
