RowName,ClassName,ClassPath,Health,DamagePreset,DamagePreset_HDOverride,PhxPreset,bDynamicUpdateNavMesh,bBrokenNeedUpdateNavMesh,BlockVehicleLevel,Id,Tag,Category,SubCategory,DefaultPath,DefaultUFSPath,DefaultNonUFSPath,bPure,FallbackId,PublishType,PublishVersion,RowDescription
1008,BP_D_Fence_residential_exterior_fence_256x200_02,"(AssetPath=/Game/BluePrints/Destructible/BattleField/BP_D_Fence_residential_exterior_fence_256x200_02/BP_D_Fence_residential_exterior_fence_256x200_02.BP_D_Fence_residential_exterior_fence_256x200_02, SubPath=)",200,"(AssetPath=/Game/BluePrints/Destructible/DamagePreset/D_2.D_2, SubPath=)","(AssetPath=None, SubPath=)","(AssetPath=/Game/BluePrints/Destructible/PhxPreset/DefaultPhxPreset.DefaultPhxPreset, SubPath=)",True,True,1,1008,Cracked,MP,None,(),,,False,None,EPackagingConfigurations::Shipping,None,None
1009,BP_D_Agricultural_Tools_Boatbucket_01,"(AssetPath=/Game/BluePrints/Destructible/BattleField/BP_D_Agricultural_Tools_Boatbucket_01/BP_D_Agricultural_Tools_Boatbucket_01.BP_D_Agricultural_Tools_Boatbucket_01, SubPath=)",200,"(AssetPath=/Game/BluePrints/Destructible/DamagePreset/D_2.D_2, SubPath=)","(AssetPath=None, SubPath=)","(AssetPath=/Game/BluePrints/Destructible/PhxPreset/DefaultPhxPreset.DefaultPhxPreset, SubPath=)",True,True,1,1009,Cracked,MP,None,(),,,False,None,EPackagingConfigurations::Shipping,None,None
1010,BP_D_Industrial_Construction_ConcreteBrick_01a,"(AssetPath=/Game/BluePrints/Destructible/BattleField/BP_D_Industrial_Construction_ConcreteBrick_01a/BP_D_Industrial_Construction_ConcreteBrick_01a.BP_D_Industrial_Construction_ConcreteBrick_01a, SubPath=)",200,"(AssetPath=/Game/BluePrints/Destructible/DamagePreset/D_2.D_2, SubPath=)","(AssetPath=None, SubPath=)","(AssetPath=/Game/BluePrints/Destructible/PhxPreset/DefaultPhxPreset.DefaultPhxPreset, SubPath=)",True,True,1,1010,Cracked,MP,None,(),,,False,None,EPackagingConfigurations::Shipping,None,None
1011,BP_D_Industrial_Construction_ConcreteBrick_01b,"(AssetPath=/Game/BluePrints/Destructible/BattleField/BP_D_Industrial_Construction_ConcreteBrick_01b/BP_D_Industrial_Construction_ConcreteBrick_01b.BP_D_Industrial_Construction_ConcreteBrick_01b, SubPath=)",200,"(AssetPath=/Game/BluePrints/Destructible/DamagePreset/D_2.D_2, SubPath=)","(AssetPath=None, SubPath=)","(AssetPath=/Game/BluePrints/Destructible/PhxPreset/DefaultPhxPreset.DefaultPhxPreset, SubPath=)",True,True,1,1011,Cracked,MP,None,(),,,False,None,EPackagingConfigurations::Shipping,None,None
1012,BP_D_Industrial_Construction_WoodenLog_01,"(AssetPath=/Game/BluePrints/Destructible/BattleField/BP_D_Industrial_Construction_WoodenLog_01/BP_D_Industrial_Construction_WoodenLog_01.BP_D_Industrial_Construction_WoodenLog_01, SubPath=)",200,"(AssetPath=/Game/BluePrints/Destructible/DamagePreset/D_2.D_2, SubPath=)","(AssetPath=None, SubPath=)","(AssetPath=/Game/BluePrints/Destructible/PhxPreset/DefaultPhxPreset.DefaultPhxPreset, SubPath=)",True,True,1,1012,Cracked,MP,None,(),,,False,None,EPackagingConfigurations::Shipping,None,None
1013,BP_D_Transport_Utility_TelephonePole_01,"(AssetPath=/Game/BluePrints/Destructible/BattleField/BP_D_Transport_Utility_TelephonePole_02/BP_D_Transport_Utility_TelephonePole_01.BP_D_Transport_Utility_TelephonePole_01, SubPath=)",200,"(AssetPath=/Game/BluePrints/Destructible/DamagePreset/D_2.D_2, SubPath=)","(AssetPath=None, SubPath=)","(AssetPath=/Game/BluePrints/Destructible/PhxPreset/DefaultPhxPreset.DefaultPhxPreset, SubPath=)",True,True,1,1013,Cracked,MP,None,(),,,False,None,EPackagingConfigurations::Shipping,None,None
1014,BP_D_Breakable_Vehicle1,"(AssetPath=/Game/BluePrints/Destructible/BattleField/BP_D_Breakable_Vehicle1/BP_D_Breakable_Vehicle1.BP_D_Breakable_Vehicle1, SubPath=)",1000,"(AssetPath=/Game/BluePrints/Destructible/DamagePreset/D_101.D_101, SubPath=)","(AssetPath=None, SubPath=)","(AssetPath=/Game/BluePrints/Destructible/PhxPreset/DefaultPhxPreset.DefaultPhxPreset, SubPath=)",True,True,3,1014,Cracked,MP,None,(),,,False,None,EPackagingConfigurations::Shipping,None,None
1015,BP_D_Building_Residential_Wall_02_Broken_01,"(AssetPath=/Game/BluePrints/Destructible/BattleField/BP_D_Building_Residential_Wall_02_Broken_01/BP_D_Building_Residential_Wall_02_Broken_01.BP_D_Building_Residential_Wall_02_Broken_01, SubPath=)",200,"(AssetPath=/Game/BluePrints/Destructible/DamagePreset/D_3.D_3, SubPath=)","(AssetPath=None, SubPath=)","(AssetPath=/Game/BluePrints/Destructible/PhxPreset/DefaultPhxPreset.DefaultPhxPreset, SubPath=)",True,True,3,1015,Cracked,MP,None,(),,,False,None,EPackagingConfigurations::Shipping,None,None
1016,BP_D_Building_Residential_Wall_02_Broken_01b,"(AssetPath=/Game/BluePrints/Destructible/BattleField/BP_D_Building_Residential_Wall_02_Broken_01b/BP_D_Building_Residential_Wall_02_Broken_01b.BP_D_Building_Residential_Wall_02_Broken_01b, SubPath=)",200,"(AssetPath=/Game/BluePrints/Destructible/DamagePreset/D_3.D_3, SubPath=)","(AssetPath=None, SubPath=)","(AssetPath=/Game/BluePrints/Destructible/PhxPreset/DefaultPhxPreset.DefaultPhxPreset, SubPath=)",True,True,3,1016,Cracked,MP,None,(),,,False,None,EPackagingConfigurations::Shipping,None,None
1017,BP_D_Building_Residential_Wall_02_Broken_01c,"(AssetPath=/Game/BluePrints/Destructible/BattleField/BP_D_Building_Residential_Wall_02_Broken_01c/BP_D_Building_Residential_Wall_02_Broken_01c.BP_D_Building_Residential_Wall_02_Broken_01c, SubPath=)",200,"(AssetPath=/Game/BluePrints/Destructible/DamagePreset/D_3.D_3, SubPath=)","(AssetPath=None, SubPath=)","(AssetPath=/Game/BluePrints/Destructible/PhxPreset/DefaultPhxPreset.DefaultPhxPreset, SubPath=)",True,True,3,1017,Cracked,MP,None,(),,,False,None,EPackagingConfigurations::Shipping,None,None
1018,BP_D_Industrial_Tools_Gas_01,"(AssetPath=/Game/BluePrints/Destructible/BattleField/BP_D_Industrial_Tools_Gas_01/BP_D_Industrial_Tools_Gas_01.BP_D_Industrial_Tools_Gas_01, SubPath=)",400,"(AssetPath=/Game/BluePrints/Destructible/DamagePreset/D_101.D_101, SubPath=)","(AssetPath=None, SubPath=)","(AssetPath=/Game/BluePrints/Destructible/PhxPreset/DefaultPhxPreset.DefaultPhxPreset, SubPath=)",True,True,1,1018,Cracked,MP,None,(),,,False,None,EPackagingConfigurations::Shipping,None,None
1019,BP_D_Industrial_Tools_Gas_02,"(AssetPath=/Game/BluePrints/Destructible/BattleField/BP_D_Industrial_Tools_Gas_02/BP_D_Industrial_Tools_Gas_02.BP_D_Industrial_Tools_Gas_02, SubPath=)",400,"(AssetPath=/Game/BluePrints/Destructible/DamagePreset/D_101.D_101, SubPath=)","(AssetPath=None, SubPath=)","(AssetPath=/Game/BluePrints/Destructible/PhxPreset/DefaultPhxPreset.DefaultPhxPreset, SubPath=)",True,True,1,1019,Cracked,MP,None,(),,,False,None,EPackagingConfigurations::Shipping,None,None
1020,BP_D_Military_BulletBox_01,"(AssetPath=/Game/BluePrints/Destructible/BattleField/BP_D_Military_BulletBox_01/BP_D_Military_BulletBox_01.BP_D_Military_BulletBox_01, SubPath=)",200,"(AssetPath=/Game/BluePrints/Destructible/DamagePreset/D_2.D_2, SubPath=)","(AssetPath=None, SubPath=)","(AssetPath=/Game/BluePrints/Destructible/PhxPreset/DefaultPhxPreset.DefaultPhxPreset, SubPath=)",False,False,1,1020,Cracked,MP,None,(),,,False,None,EPackagingConfigurations::Shipping,None,None
1021,BP_D_Industrial_Tools_WoodenBoard_02,"(AssetPath=/Game/BluePrints/Destructible/BattleField/BP_D_Industrial_Tools_WoodenBoard_02/BP_D_Industrial_Tools_WoodenBoard_02.BP_D_Industrial_Tools_WoodenBoard_02, SubPath=)",200,"(AssetPath=/Game/BluePrints/Destructible/DamagePreset/D_2.D_2, SubPath=)","(AssetPath=None, SubPath=)","(AssetPath=/Game/BluePrints/Destructible/PhxPreset/DefaultPhxPreset.DefaultPhxPreset, SubPath=)",False,False,1,1021,Cracked,MP,None,(),,,False,None,EPackagingConfigurations::Shipping,None,None
1022,BP_D_Transport_Barrier_Box_01,"(AssetPath=/Game/BluePrints/Destructible/BattleField/BP_D_Transport_Barrier_Box_01/BP_D_Transport_Barrier_Box_01.BP_D_Transport_Barrier_Box_01, SubPath=)",200,"(AssetPath=/Game/BluePrints/Destructible/DamagePreset/D_1.D_1, SubPath=)","(AssetPath=None, SubPath=)","(AssetPath=/Game/BluePrints/Destructible/PhxPreset/DefaultPhxPreset.DefaultPhxPreset, SubPath=)",True,True,1,1022,Cracked,MP,None,(),,,False,None,EPackagingConfigurations::Shipping,None,None
1023,BP_D_Door_01,"(AssetPath=/Game/BluePrints/Destructible/BattleField/BP_D_Door_01/BP_D_Door_01.BP_D_Door_01, SubPath=)",200,"(AssetPath=/Game/BluePrints/Destructible/DamagePreset/D_2.D_2, SubPath=)","(AssetPath=None, SubPath=)","(AssetPath=/Game/BluePrints/Destructible/PhxPreset/DefaultPhxPreset.DefaultPhxPreset, SubPath=)",True,True,1,1023,Cracked,MP,None,(),,,False,None,EPackagingConfigurations::Shipping,None,None
1024,BP_D_Transport_Branding_TrafficSign_09,"(AssetPath=/Game/BluePrints/Destructible/BattleField/BP_D_Transport_Branding_TrafficSign_09/BP_D_Transport_Branding_TrafficSign_09.BP_D_Transport_Branding_TrafficSign_09, SubPath=)",200,"(AssetPath=/Game/BluePrints/Destructible/DamagePreset/D_2.D_2, SubPath=)","(AssetPath=None, SubPath=)","(AssetPath=/Game/BluePrints/Destructible/PhxPreset/DefaultPhxPreset.DefaultPhxPreset, SubPath=)",True,True,1,1024,Cracked,MP,None,(),,,False,None,EPackagingConfigurations::Shipping,None,None
1025,BP_D_Branding_Billboard_signpost_01,"(AssetPath=/Game/BluePrints/Destructible/BattleField/BP_D_Branding_Billboard_signpost_01/BP_D_Branding_Billboard_signpost_01.BP_D_Branding_Billboard_signpost_01, SubPath=)",200,"(AssetPath=/Game/BluePrints/Destructible/DamagePreset/D_2.D_2, SubPath=)","(AssetPath=None, SubPath=)","(AssetPath=/Game/BluePrints/Destructible/PhxPreset/DefaultPhxPreset.DefaultPhxPreset, SubPath=)",True,True,1,1025,Cracked,MP,None,(),,,False,None,EPackagingConfigurations::Shipping,None,None
1026,BP_D_Industrial_Container_TrashBag_01,"(AssetPath=/Game/BluePrints/Destructible/BattleField/BP_D_Industrial_Container_TrashBag_01/BP_D_Industrial_Container_TrashBag_01.BP_D_Industrial_Container_TrashBag_01, SubPath=)",200,"(AssetPath=/Game/BluePrints/Destructible/DamagePreset/D_1.D_1, SubPath=)","(AssetPath=None, SubPath=)","(AssetPath=/Game/BluePrints/Destructible/PhxPreset/DefaultPhxPreset.DefaultPhxPreset, SubPath=)",False,False,1,1026,Cracked,MP,None,(),,,False,None,EPackagingConfigurations::Shipping,None,None
1027,BP_D_Industrial_Container_TrashBag_02,"(AssetPath=/Game/BluePrints/Destructible/BattleField/BP_D_Industrial_Container_TrashBag_02/BP_D_Industrial_Container_TrashBag_02.BP_D_Industrial_Container_TrashBag_02, SubPath=)",200,"(AssetPath=/Game/BluePrints/Destructible/DamagePreset/D_1.D_1, SubPath=)","(AssetPath=None, SubPath=)","(AssetPath=/Game/BluePrints/Destructible/PhxPreset/DefaultPhxPreset.DefaultPhxPreset, SubPath=)",False,False,1,1027,Cracked,MP,None,(),,,False,None,EPackagingConfigurations::Shipping,None,None
1028,BP_D_Industrial_Container_TrashBag_03,"(AssetPath=/Game/BluePrints/Destructible/BattleField/BP_D_Industrial_Container_TrashBag_03/BP_D_Industrial_Container_TrashBag_03.BP_D_Industrial_Container_TrashBag_03, SubPath=)",200,"(AssetPath=/Game/BluePrints/Destructible/DamagePreset/D_1.D_1, SubPath=)","(AssetPath=None, SubPath=)","(AssetPath=/Game/BluePrints/Destructible/PhxPreset/DefaultPhxPreset.DefaultPhxPreset, SubPath=)",False,False,1,1028,Cracked,MP,None,(),,,False,None,EPackagingConfigurations::Shipping,None,None
1029,BP_D_SandBags_01d,"(AssetPath=/Game/BluePrints/Destructible/BattleField/BP_D_SandBags_01d/BP_D_SandBags_01d.BP_D_SandBags_01d, SubPath=)",200,"(AssetPath=/Game/BluePrints/Destructible/DamagePreset/D_1.D_1, SubPath=)","(AssetPath=None, SubPath=)","(AssetPath=/Game/BluePrints/Destructible/PhxPreset/DefaultPhxPreset.DefaultPhxPreset, SubPath=)",False,False,1,1029,Cracked,MP,None,(),,,False,None,EPackagingConfigurations::Shipping,None,None
1030,BP_D_IceLand_Props_TrafficCone_01,"(AssetPath=/Game/BluePrints/Destructible/BattleField/BP_D_IceLand_Props_TrafficCone_01/BP_D_IceLand_Props_TrafficCone_01.BP_D_IceLand_Props_TrafficCone_01, SubPath=)",200,"(AssetPath=/Game/BluePrints/Destructible/DamagePreset/D_1.D_1, SubPath=)","(AssetPath=None, SubPath=)","(AssetPath=/Game/BluePrints/Destructible/PhxPreset/DefaultPhxPreset.DefaultPhxPreset, SubPath=)",False,False,1,1030,Cracked,MP,None,(),,,False,None,EPackagingConfigurations::Shipping,None,None
1031,BP_D_Residential_Tools_Box_01_E,"(AssetPath=/Game/BluePrints/Destructible/BattleField/BP_D_Residential_Tools_Box_01_E/BP_D_Residential_Tools_Box_01_E.BP_D_Residential_Tools_Box_01_E, SubPath=)",200,"(AssetPath=/Game/BluePrints/Destructible/DamagePreset/D_1.D_1, SubPath=)","(AssetPath=None, SubPath=)","(AssetPath=/Game/BluePrints/Destructible/PhxPreset/DefaultPhxPreset.DefaultPhxPreset, SubPath=)",False,False,1,1031,Cracked,MP,None,(),,,False,None,EPackagingConfigurations::Shipping,None,None
1032,BP_D_Residential_Tools_Box_01_B,"(AssetPath=/Game/BluePrints/Destructible/BattleField/BP_D_Residential_Tools_Box_01_B/BP_D_Residential_Tools_Box_01_B.BP_D_Residential_Tools_Box_01_B, SubPath=)",200,"(AssetPath=/Game/BluePrints/Destructible/DamagePreset/D_1.D_1, SubPath=)","(AssetPath=None, SubPath=)","(AssetPath=/Game/BluePrints/Destructible/PhxPreset/DefaultPhxPreset.DefaultPhxPreset, SubPath=)",False,False,1,1032,Cracked,MP,None,(),,,False,None,EPackagingConfigurations::Shipping,None,None
1033,BP_D_Residential_Tools_Box_01_C,"(AssetPath=/Game/BluePrints/Destructible/BattleField/BP_D_Residential_Tools_Box_01_C/BP_D_Residential_Tools_Box_01_C.BP_D_Residential_Tools_Box_01_C, SubPath=)",200,"(AssetPath=/Game/BluePrints/Destructible/DamagePreset/D_1.D_1, SubPath=)","(AssetPath=None, SubPath=)","(AssetPath=/Game/BluePrints/Destructible/PhxPreset/DefaultPhxPreset.DefaultPhxPreset, SubPath=)",False,False,1,1033,Cracked,MP,None,(),,,False,None,EPackagingConfigurations::Shipping,None,None
1034,BP_D_Residential_Exterior_SignalReceiver_01,"(AssetPath=/Game/BluePrints/Destructible/BattleField/BP_D_Residential_Exterior_SignalReceiver_01/BP_D_Residential_Exterior_SignalReceiver_01.BP_D_Residential_Exterior_SignalReceiver_01, SubPath=)",200,"(AssetPath=/Game/BluePrints/Destructible/DamagePreset/D_2.D_2, SubPath=)","(AssetPath=None, SubPath=)","(AssetPath=/Game/BluePrints/Destructible/PhxPreset/DefaultPhxPreset.DefaultPhxPreset, SubPath=)",False,False,1,1034,Cracked,MP,None,(),,,False,None,EPackagingConfigurations::Shipping,None,None
1035,BP_D_Residential_Livingroom_Chair_01,"(AssetPath=/Game/BluePrints/Destructible/BattleField/BP_D_Residential_Livingroom_Chair_01/BP_D_Residential_Livingroom_Chair_01.BP_D_Residential_Livingroom_Chair_01, SubPath=)",200,"(AssetPath=/Game/BluePrints/Destructible/DamagePreset/D_2.D_2, SubPath=)","(AssetPath=None, SubPath=)","(AssetPath=/Game/BluePrints/Destructible/PhxPreset/DefaultPhxPreset.DefaultPhxPreset, SubPath=)",False,False,1,1035,Cracked,MP,None,(),,,False,None,EPackagingConfigurations::Shipping,None,None
1036,BP_D_Agricultural_Tools_PlasticCrate_01,"(AssetPath=/Game/BluePrints/Destructible/BattleField/BP_D_Agricultural_Tools_PlasticCrate_01/BP_D_Agricultural_Tools_PlasticCrate_01.BP_D_Agricultural_Tools_PlasticCrate_01, SubPath=)",200,"(AssetPath=/Game/BluePrints/Destructible/DamagePreset/D_2.D_2, SubPath=)","(AssetPath=None, SubPath=)","(AssetPath=/Game/BluePrints/Destructible/PhxPreset/DefaultPhxPreset.DefaultPhxPreset, SubPath=)",False,False,1,1036,Cracked,MP,None,(),,,False,None,EPackagingConfigurations::Shipping,None,None
1037,BP_D_Transport_Barrier_RoadBlock_08,"(AssetPath=/Game/BluePrints/Destructible/BattleField/BP_D_Transport_Barrier_RoadBlock_08/BP_D_Transport_Barrier_RoadBlock_08.BP_D_Transport_Barrier_RoadBlock_08, SubPath=)",200,"(AssetPath=/Game/BluePrints/Destructible/DamagePreset/D_2.D_2, SubPath=)","(AssetPath=None, SubPath=)","(AssetPath=/Game/BluePrints/Destructible/PhxPreset/DefaultPhxPreset.DefaultPhxPreset, SubPath=)",True,True,1,1037,Cracked,MP,None,(),,,False,None,EPackagingConfigurations::Shipping,None,None
1038,BP_D_Commercial_Resort_WoodenFrame_01,"(AssetPath=/Game/BluePrints/Destructible/BattleField/BP_D_Commercial_Resort_WoodenFrame_01/BP_D_Commercial_Resort_WoodenFrame_01.BP_D_Commercial_Resort_WoodenFrame_01, SubPath=)",200,"(AssetPath=/Game/BluePrints/Destructible/DamagePreset/D_2.D_2, SubPath=)","(AssetPath=None, SubPath=)","(AssetPath=/Game/BluePrints/Destructible/PhxPreset/DefaultPhxPreset.DefaultPhxPreset, SubPath=)",False,False,1,1038,Cracked,MP,None,(),,,False,None,EPackagingConfigurations::Shipping,None,None
1039,BP_D_Industrial_Container_Barrel_01,"(AssetPath=/Game/BluePrints/Destructible/BattleField/BP_D_Industrial_Container_Barrel_01/BP_D_Industrial_Container_Barrel_01.BP_D_Industrial_Container_Barrel_01, SubPath=)",200,"(AssetPath=/Game/BluePrints/Destructible/DamagePreset/D_1.D_1, SubPath=)","(AssetPath=None, SubPath=)","(AssetPath=/Game/BluePrints/Destructible/PhxPreset/DefaultPhxPreset.DefaultPhxPreset, SubPath=)",False,False,1,1039,Cracked,MP,None,(),,,False,None,EPackagingConfigurations::Shipping,None,None
1040,BP_D_Industrial_Container_Barrel_02,"(AssetPath=/Game/BluePrints/Destructible/BattleField/BP_D_Industrial_Container_Barrel_02/BP_D_Industrial_Container_Barrel_02.BP_D_Industrial_Container_Barrel_02, SubPath=)",200,"(AssetPath=/Game/BluePrints/Destructible/DamagePreset/D_1.D_1, SubPath=)","(AssetPath=None, SubPath=)","(AssetPath=/Game/BluePrints/Destructible/PhxPreset/DefaultPhxPreset.DefaultPhxPreset, SubPath=)",False,False,1,1040,Cracked,MP,None,(),,,False,None,EPackagingConfigurations::Shipping,None,None
1041,BP_D_Industrial_Container_Barrel_03,"(AssetPath=/Game/BluePrints/Destructible/BattleField/BP_D_Industrial_Container_Barrel_03/BP_D_Industrial_Container_Barrel_03.BP_D_Industrial_Container_Barrel_03, SubPath=)",200,"(AssetPath=/Game/BluePrints/Destructible/DamagePreset/D_1.D_1, SubPath=)","(AssetPath=None, SubPath=)","(AssetPath=/Game/BluePrints/Destructible/PhxPreset/DefaultPhxPreset.DefaultPhxPreset, SubPath=)",False,False,1,1041,Cracked,MP,None,(),,,False,None,EPackagingConfigurations::Shipping,None,None
1042,BP_D_Industrial_Container_Barrel_04,"(AssetPath=/Game/BluePrints/Destructible/BattleField/BP_D_Industrial_Container_Barrel_04/BP_D_Industrial_Container_Barrel_04.BP_D_Industrial_Container_Barrel_04, SubPath=)",200,"(AssetPath=/Game/BluePrints/Destructible/DamagePreset/D_1.D_1, SubPath=)","(AssetPath=None, SubPath=)","(AssetPath=/Game/BluePrints/Destructible/PhxPreset/DefaultPhxPreset.DefaultPhxPreset, SubPath=)",False,False,1,1042,Cracked,MP,None,(),,,False,None,EPackagingConfigurations::Shipping,None,None
1043,BP_D_Military_Storage_MilitaryBox_Box_Lid_01,"(AssetPath=/Game/BluePrints/Destructible/BattleField/BP_D_Military_Storage_MilitaryBox_Box_Lid_01/BP_D_Military_Storage_MilitaryBox_Box_Lid_01.BP_D_Military_Storage_MilitaryBox_Box_Lid_01, SubPath=)",200,"(AssetPath=/Game/BluePrints/Destructible/DamagePreset/D_2.D_2, SubPath=)","(AssetPath=None, SubPath=)","(AssetPath=/Game/BluePrints/Destructible/PhxPreset/DefaultPhxPreset.DefaultPhxPreset, SubPath=)",False,False,1,1043,Cracked,MP,None,(),,,False,None,EPackagingConfigurations::Shipping,None,None
1044,BP_D_Industrial_Concretepanel_02a,"(AssetPath=/Game/BluePrints/Destructible/BattleField/BP_D_Industrial_Concretepanel_02a/BP_D_Industrial_Concretepanel_02a.BP_D_Industrial_Concretepanel_02a, SubPath=)",200,"(AssetPath=/Game/BluePrints/Destructible/DamagePreset/D_2.D_2, SubPath=)","(AssetPath=None, SubPath=)","(AssetPath=/Game/BluePrints/Destructible/PhxPreset/DefaultPhxPreset.DefaultPhxPreset, SubPath=)",True,True,1,1044,Cracked,MP,None,(),,,False,None,EPackagingConfigurations::Shipping,None,None
