RowName,Key,TypeID,PresetID,PresetTitle,Position,ItemId,ItemNum,ConsumableID,RefreshPrice,RowDescription
62,62,1,1,,108,11080003002,1,32330000002,5000,None
63,63,1,1,,107001,14020000004,1,32330000002,5000,None
64,64,1,1,,107001,14050000002,2,32330000002,5000,None
65,65,1,1,,107001,14030000002,1,32330000002,5000,None
66,66,1,1,,107001,14040000001,1,32330000002,5000,None
67,67,1,1,,199997,37110200001,210,32330000002,5000,None
68,68,1,2,,111,10010001822,1,32330000002,5000,None
69,69,1,2,,101,11010003004,1,32330000002,5000,None
70,70,1,2,,105,11050003003,1,32330000002,5000,None
71,71,1,2,,107,11070003003,1,32330000002,5000,None
72,72,1,2,,108,11080003003,1,32330000002,5000,None
73,73,1,2,,107001,14020000004,1,32330000002,5000,None
74,74,1,2,,107001,14050000002,2,32330000002,5000,None
75,75,1,2,,107001,14030000002,1,32330000002,5000,None
76,76,1,2,,107001,14040000001,1,32330000002,5000,None
77,77,1,2,,199997,37100200001,210,32330000002,5000,None
78,78,1,3,,111,10020001828,1,32330000002,5000,None
79,79,1,3,,101,11010003003,1,32330000002,5000,None
80,80,1,3,,105,11050003004,1,32330000002,5000,None
81,81,1,3,,107,11070003004,1,32330000002,5000,None
82,82,1,3,,108,11080003004,1,32330000002,5000,None
83,83,1,3,,107001,14020000004,1,32330000002,5000,None
84,84,1,3,,107001,14050000002,2,32330000002,5000,None
85,85,1,3,,107001,14030000002,1,32330000002,5000,None
86,86,1,3,,107001,14040000001,1,32330000002,5000,None
87,87,1,3,,199997,37200200001,210,32330000002,5000,None
88,88,1,4,,111,10030003502,1,32330000002,5000,None
89,89,1,4,,101,11010003003,1,32330000002,5000,None
90,90,1,4,,105,11050003004,1,32330000002,5000,None
91,91,1,4,,107,11070003004,1,32330000002,5000,None
92,92,1,4,,108,11080003004,1,32330000002,5000,None
93,93,1,4,,107001,14020000004,1,32330000002,5000,None
94,94,1,4,,107001,14050000002,2,32330000002,5000,None
95,95,1,4,,107001,14030000002,1,32330000002,5000,None
96,96,1,4,,107001,14040000001,1,32330000002,5000,None
97,97,1,4,,199997,37250200002,110,32330000002,5000,None
98,98,2,1,,111,10020001829,1,32330000002,5000,None
99,99,2,1,,101,11010003003,1,32330000002,5000,None
100,100,2,1,,105,11050004007,1,32330000002,5000,None
101,101,2,1,,107,11070003003,1,32330000002,5000,None
102,102,2,1,,108,11080003001,1,32330000002,5000,None
103,103,2,1,,107001,14020000004,1,32330000002,5000,None
104,104,2,1,,107001,14030000002,1,32330000002,5000,None
105,105,2,1,,107001,14050000002,2,32330000002,5000,None
106,106,2,1,,108001,14060000006,1,32330000002,5000,None
107,107,2,1,,107001,14040000001,1,32330000002,5000,None
108,108,2,1,,199997,37200200001,210,32330000002,5000,None
109,109,2,2,,111,10010001823,1,32330000002,5000,None
110,110,2,2,,101,11010003004,1,32330000002,5000,None
111,111,2,2,,105,11050004007,1,32330000002,5000,None
112,112,2,2,,107,11070003001,1,32330000002,5000,None
113,113,2,2,,108,11080003001,1,32330000002,5000,None
114,114,2,2,,107001,14020000004,1,32330000002,5000,None
115,115,2,2,,107001,14030000002,1,32330000002,5000,None
116,116,2,2,,107001,14050000002,2,32330000002,5000,None
117,117,2,2,,108001,14060000006,1,32330000002,5000,None
118,118,2,2,,107001,14040000001,1,32330000002,5000,None
119,119,2,2,,199997,37130200001,180,32330000002,5000,None
120,120,2,3,,111,10010001824,1,32330000002,5000,None
121,121,2,3,,101,11010003004,1,32330000002,5000,None
122,122,2,3,,105,11050004007,1,32330000002,5000,None
123,123,2,3,,107,11070003001,1,32330000002,5000,None
124,124,2,3,,108,11080003001,1,32330000002,5000,None
125,125,2,3,,107001,14020000004,1,32330000002,5000,None
126,126,2,3,,107001,14030000002,1,32330000002,5000,None
127,127,2,3,,107001,14050000002,2,32330000002,5000,None
128,128,2,3,,108001,14060000006,1,32330000002,5000,None
129,129,2,3,,107001,14040000001,1,32330000002,5000,None
130,130,2,3,,199997,37170200001,180,32330000002,5000,None
131,131,3,1,,111,10010001825,1,32330000002,5000,None
132,132,3,1,,101,11010001004,1,32330000002,5000,None
133,133,3,1,,105,11050002002,1,32330000002,5000,None
134,134,3,1,,107,11070002004,1,32330000002,5000,None
135,135,3,1,,108,11080003001,1,32330000002,5000,None
136,136,3,1,,107001,14020000004,1,32330000002,5000,None
137,137,3,1,,107001,14030000002,1,32330000002,5000,None
138,138,3,1,,107001,14050000002,2,32330000002,5000,None
139,139,3,1,,107001,14040000001,1,32330000002,5000,None
140,140,3,1,,199997,37110300001,180,32330000002,5000,None
141,141,3,2,,111,10020003504,1,32330000002,5000,None
142,142,3,2,,101,11010001004,1,32330000002,5000,None
143,143,3,2,,105,11050002002,1,32330000002,5000,None
144,144,3,2,,107,11070002004,1,32330000002,5000,None
145,145,3,2,,108,11080003001,1,32330000002,5000,None
146,146,3,2,,107001,14020000004,1,32330000002,5000,None
147,147,3,2,,107001,14030000002,1,32330000002,5000,None
148,148,3,2,,107001,14050000002,2,32330000002,5000,None
149,149,3,2,,107001,14040000001,1,32330000002,5000,None
150,150,3,2,,199997,37190300001,210,32330000002,5000,None
151,151,3,3,,111,10020001830,1,32330000002,5000,None
152,152,3,3,,101,11010001004,1,32330000002,5000,None
153,153,3,3,,105,11050002002,1,32330000002,5000,None
154,154,3,3,,107,11070002004,1,32330000002,5000,None
155,155,3,3,,108,11080003001,1,32330000002,5000,None
156,156,3,3,,107001,14020000004,1,32330000002,5000,None
157,157,3,3,,107001,14030000002,1,32330000002,5000,None
158,158,3,3,,107001,14050000002,2,32330000002,5000,None
159,159,3,3,,107001,14040000001,1,32330000002,5000,None
160,160,3,3,,199997,37200000001,210,32330000002,5000,None
161,161,3,4,,111,10010003505,1,32330000002,5000,None
162,162,3,4,,101,11010001004,1,32330000002,5000,None
163,163,3,4,,105,11050002002,1,32330000002,5000,None
164,164,3,4,,107,11070002004,1,32330000002,5000,None
165,165,3,4,,108,11080003001,1,32330000002,5000,None
166,166,3,4,,107001,14020000003,4,32330000002,5000,None
167,167,3,4,,107001,14030000002,1,32330000002,5000,None
168,168,3,4,,107001,14050000002,2,32330000002,5000,None
169,169,3,4,,107001,14040000001,1,32330000002,5000,None
170,170,3,4,,199997,37120300001,180,32330000002,5000,None
171,171,1,1,,111,10040001844,1,32330000003,10000,None
172,172,1,1,,101,11010004002,1,32330000003,10000,None
173,173,1,1,,105,11050004007,1,32330000003,10000,None
174,174,1,1,,107,11070004001,1,32330000003,10000,None
175,175,1,1,,108,11080004001,1,32330000003,10000,None
176,176,1,1,,107001,14020000004,2,32330000003,10000,None
177,177,1,1,,107001,14030000002,1,32330000003,10000,None
178,178,1,1,,107001,14050000003,1,32330000003,10000,None
179,179,1,1,,107001,14040000001,1,32330000003,10000,None
180,180,1,1,,107001,37130400001,50,32330000003,10000,None
181,181,1,1,,199997,37130300001,150,32330000003,10000,None
182,182,1,2,,111,10020003646,1,32330000003,10000,None
183,183,1,2,,101,11010004002,1,32330000003,10000,None
184,184,1,2,,105,11050004002,1,32330000003,10000,None
185,185,1,2,,107,11070004001,1,32330000003,10000,None
186,186,1,2,,108,11080004001,1,32330000003,10000,None
187,187,1,2,,107001,14020000004,2,32330000003,10000,None
188,188,1,2,,107001,14030000002,1,32330000003,10000,None
189,189,1,2,,107001,14050000003,1,32330000003,10000,None
190,190,1,2,,107001,14040000001,1,32330000003,10000,None
191,191,1,2,,107001,37210400001,60,32330000003,10000,None
192,192,1,2,,199997,37210300001,180,32330000003,10000,None
193,193,1,3,,111,10010001898,1,32330000003,10000,None
194,194,1,3,,101,11010004003,1,32330000003,10000,None
195,195,1,3,,105,11050004004,1,32330000003,10000,None
196,196,1,3,,107,11070004001,1,32330000003,10000,None
197,197,1,3,,108,11080004001,1,32330000003,10000,None
198,198,1,3,,107001,14020000004,2,32330000003,10000,None
199,199,1,3,,107001,14030000002,1,32330000003,10000,None
200,200,1,3,,107001,14050000003,1,32330000003,10000,None
201,201,1,3,,107001,14040000001,1,32330000003,10000,None
202,202,1,3,,107001,37110400001,40,32330000003,10000,None
203,203,1,3,,199997,37110300001,180,32330000003,10000,None
204,204,1,4,,111,10010003506,1,32330000003,10000,None
205,205,1,4,,101,11010004003,1,32330000003,10000,None
206,206,1,4,,105,11050004004,1,32330000003,10000,None
207,207,1,4,,107,11070004001,1,32330000003,10000,None
208,208,1,4,,108,11080004001,1,32330000003,10000,None
209,209,1,4,,107001,14020000004,2,32330000003,10000,None
210,210,1,4,,107001,14030000002,1,32330000003,10000,None
211,211,1,4,,107001,14050000003,1,32330000003,10000,None
212,212,1,4,,107001,14040000001,1,32330000003,10000,None
213,213,1,4,,107001,37280400001,40,32330000003,10000,None
214,214,1,4,,199997,37280300001,180,32330000003,10000,None
215,215,2,1,,111,10020001831,1,32330000003,10000,None
216,216,2,1,,101,11010004004,1,32330000003,10000,None
217,217,2,1,,105,11050004002,1,32330000003,10000,None
218,218,2,1,,107,11070004001,1,32330000003,10000,None
219,219,2,1,,108,11080004002,1,32330000003,10000,None
220,220,2,1,,107001,14060000006,1,32330000003,10000,None
221,221,2,1,,107001,14060000005,1,32330000003,10000,None
222,222,2,1,,107001,14020000005,1,32330000003,10000,None
223,223,2,1,,107001,14030000002,1,32330000003,10000,None
224,224,2,1,,107001,14050000003,1,32330000003,10000,None
225,225,2,1,,107001,14040000001,1,32330000003,10000,None
226,226,2,1,,107001,37140400001,40,32330000003,10000,None
227,227,2,1,,199997,37140300001,150,32330000003,10000,None
228,228,2,2,,111,10010001830,1,32330000003,10000,None
229,229,2,2,,101,11010004003,1,32330000003,10000,None
230,230,2,2,,105,11050004002,1,32330000003,10000,None
231,231,2,2,,107,11070004001,1,32330000003,10000,None
232,232,2,2,,108,11080004002,1,32330000003,10000,None
233,233,2,2,,107001,14060000006,1,32330000003,10000,None
234,234,2,2,,107001,14060000005,1,32330000003,10000,None
235,235,2,2,,107001,14020000005,1,32330000003,10000,None
236,236,2,2,,107001,14030000002,1,32330000003,10000,None
237,237,2,2,,107001,14050000003,1,32330000003,10000,None
238,238,2,2,,107001,14040000001,1,32330000003,10000,None
239,239,2,2,,107001,37130400001,40,32330000003,10000,None
240,240,2,2,,199997,37130300001,150,32330000003,10000,None
241,241,2,3,,111,10040003647,1,32330000003,10000,None
242,242,2,3,,101,11010004004,1,32330000003,10000,None
243,243,2,3,,105,11050004004,1,32330000003,10000,None
244,244,2,3,,107,11070004002,1,32330000003,10000,None
245,245,2,3,,108,11080004004,1,32330000003,10000,None
246,246,2,3,,107001,14060000006,1,32330000003,10000,None
247,247,2,3,,107001,14060000005,1,32330000003,10000,None
248,248,2,3,,107001,14020000005,1,32330000003,10000,None
249,249,2,3,,107001,14030000002,1,32330000003,10000,None
250,250,2,3,,107001,14050000003,1,32330000003,10000,None
251,251,2,3,,107001,14040000001,1,32330000003,10000,None
252,252,2,3,,107001,37100300001,60,32330000003,10000,None
253,253,2,3,,199997,37100300001,180,32330000003,10000,None
254,254,2,4,,111,10020003507,1,32330000003,10000,None
255,255,2,4,,101,11010004004,1,32330000003,10000,None
256,256,2,4,,105,11050004004,1,32330000003,10000,None
257,257,2,4,,107,11070004002,1,32330000003,10000,None
258,258,2,4,,108,11080004004,1,32330000003,10000,None
259,259,2,4,,107001,14060000006,1,32330000003,10000,None
260,260,2,4,,107001,14060000005,1,32330000003,10000,None
261,261,2,4,,107001,14020000005,1,32330000003,10000,None
262,262,2,4,,107001,14030000002,1,32330000003,10000,None
263,263,2,4,,107001,14050000003,1,32330000003,10000,None
264,264,2,4,,107001,14040000001,1,32330000003,10000,None
265,265,2,4,,107001,37200400001,60,32330000003,10000,None
266,266,2,4,,199997,37200300001,150,32330000003,10000,None
267,267,3,1,,111,10010002011,1,32330000003,10000,None
268,268,3,1,,101,11010003004,1,32330000003,10000,None
269,269,3,1,,105,11050003001,1,32330000003,10000,None
270,270,3,1,,107,11070004001,1,32330000003,10000,None
271,271,3,1,,108,11080004002,1,32330000003,10000,None
272,272,3,1,,107001,14020000004,1,32330000003,10000,None
273,273,3,1,,107001,14020000003,2,32330000003,10000,None
274,274,3,1,,107001,14030000002,1,32330000003,10000,None
275,275,3,1,,107001,14050000003,1,32330000003,10000,None
276,276,3,1,,107001,14040000001,1,32330000003,10000,None
277,277,3,1,,107001,37170400001,60,32330000003,10000,None
278,278,3,1,,199997,37170400001,150,32330000003,10000,None
279,279,3,2,,111,10010001834,1,32330000003,10000,None
280,280,3,2,,101,11010003004,1,32330000003,10000,None
281,281,3,2,,105,11050003003,1,32330000003,10000,None
282,282,3,2,,107,11070004002,1,32330000003,10000,None
283,283,3,2,,108,11080004004,1,32330000003,10000,None
284,284,3,2,,107001,14020000004,1,32330000003,10000,None
285,285,3,2,,107001,14020000003,2,32330000003,10000,None
286,286,3,2,,107001,14030000002,1,32330000003,10000,None
287,287,3,2,,107001,14050000003,1,32330000003,10000,None
288,288,3,2,,107001,14040000001,1,32330000003,10000,None
289,289,3,2,,107001,37110400001,60,32330000003,10000,None
290,290,3,2,,199997,37110400001,180,32330000003,10000,None
291,291,3,3,,111,10050003645,1,32330000003,10000,None
292,292,3,3,,101,11010003004,1,32330000003,10000,None
293,293,3,3,,105,11050003001,1,32330000003,10000,None
294,294,3,3,,107,11070004001,1,32330000003,10000,None
295,295,3,3,,108,11080004002,1,32330000003,10000,None
296,296,3,3,,107001,14020000004,1,32330000003,10000,None
297,297,3,3,,107001,14020000003,2,32330000003,10000,None
298,298,3,3,,107001,14030000002,1,32330000003,10000,None
299,299,3,3,,107001,14050000003,1,32330000003,10000,None
300,300,3,3,,107001,14040000001,1,32330000003,10000,None
301,301,3,3,,107001,37290400001,50,32330000003,10000,None
302,302,3,3,,112,10020002013,1,32330000003,10000,None
303,303,3,3,,199997,37200300001,210,32330000003,10000,None
304,304,3,4,,111,10020003508,1,32330000003,10000,None
305,305,3,4,,101,11010003004,1,32330000003,10000,None
306,306,3,4,,105,11050003003,1,32330000003,10000,None
307,307,3,4,,107,11070004001,1,32330000003,10000,None
308,308,3,4,,108,11080004002,1,32330000003,10000,None
309,309,3,4,,107001,14020000004,1,32330000003,10000,None
310,310,3,4,,107001,14020000003,2,32330000003,10000,None
311,311,3,4,,107001,14030000002,1,32330000003,10000,None
312,312,3,4,,107001,14050000003,1,32330000003,10000,None
313,313,3,4,,107001,14040000001,1,32330000003,10000,None
314,314,3,4,,107001,37260400001,60,32330000003,10000,None
315,315,3,4,,199997,37260400001,180,32330000003,10000,None
316,316,1,1,,111,10010002005,1,32330000004,20000,None
317,317,1,1,,101,11010004003,1,32330000004,20000,None
318,318,1,1,,105,11050005002,1,32330000004,20000,None
319,319,1,1,,107,11070004003,1,32330000004,20000,None
320,320,1,1,,108,11080004004,1,32330000004,20000,None
321,321,1,1,,107001,14020000006,1,32330000004,20000,None
322,322,1,1,,107001,14030000003,1,32330000004,20000,None
323,323,1,1,,107001,14050000003,1,32330000004,20000,None
324,324,1,1,,107001,14040000001,1,32330000004,20000,None
325,325,1,1,,107001,37280400001,60,32330000004,20000,None
326,326,1,1,,199997,37280400001,210,32330000004,20000,None
327,327,1,2,,111,10010003509,1,32330000004,20000,None
328,328,1,2,,101,11010004003,1,32330000004,20000,None
329,329,1,2,,105,11050005002,1,32330000004,20000,None
330,330,1,2,,107,11070004003,1,32330000004,20000,None
331,331,1,2,,108,11080004004,1,32330000004,20000,None
332,332,1,2,,107001,14020000006,1,32330000004,20000,None
333,333,1,2,,107001,14030000003,1,32330000004,20000,None
334,334,1,2,,107001,14050000003,1,32330000004,20000,None
335,335,1,2,,107001,14040000001,1,32330000004,20000,None
336,336,1,2,,107001,37160400002,60,32330000004,20000,None
337,337,1,2,,199997,37160400002,90,32330000004,20000,None
338,338,2,1,,111,10010002008,1,32330000004,20000,None
339,339,2,1,,101,11010005002,1,32330000004,20000,None
340,340,2,1,,105,11050005001,1,32330000004,20000,None
341,341,2,1,,107,11070004003,1,32330000004,20000,None
342,342,2,1,,108,11080004003,1,32330000004,20000,None
343,343,2,1,,107001,14060000002,1,32330000004,20000,None
344,344,2,1,,107001,14060000001,1,32330000004,20000,None
345,345,2,1,,107001,14020000006,1,32330000004,20000,None
346,346,2,1,,107001,14030000003,1,32330000004,20000,None
347,347,2,1,,107001,14050000003,1,32330000004,20000,None
348,348,2,1,,107001,14040000001,1,32330000004,20000,None
349,349,2,1,,107001,37100400001,50,32330000004,20000,None
350,350,2,1,,199997,37100400001,150,32330000004,20000,None
351,351,2,2,,111,10010003511,1,32330000004,20000,None
352,352,2,2,,101,11010005002,1,32330000004,20000,None
353,353,2,2,,105,11050005001,1,32330000004,20000,None
354,354,2,2,,107,11070004003,1,32330000004,20000,None
355,355,2,2,,108,11080004003,1,32330000004,20000,None
356,356,2,2,,107001,14060000002,1,32330000004,20000,None
357,357,2,2,,107001,14060000001,1,32330000004,20000,None
358,358,2,2,,107001,14020000006,1,32330000004,20000,None
359,359,2,2,,107001,14030000003,1,32330000004,20000,None
360,360,2,2,,107001,14050000003,1,32330000004,20000,None
361,361,2,2,,107001,14040000001,1,32330000004,20000,None
362,362,2,2,,107001,37120400001,50,32330000004,20000,None
363,363,2,2,,199997,37120400001,150,32330000004,20000,None
364,364,3,1,,111,10010003648,1,32330000004,20000,None
365,365,3,1,,101,11010004003,1,32330000004,20000,None
366,366,3,1,,105,11050004003,1,32330000004,20000,None
367,367,3,1,,107,11070004003,1,32330000004,20000,None
368,368,3,1,,108,11080004004,1,32330000004,20000,None
369,369,3,1,,107001,14020000006,1,32330000004,20000,None
370,370,3,1,,107001,14030000003,1,32330000004,20000,None
371,371,3,1,,107001,14050000003,1,32330000004,20000,None
372,372,3,1,,107001,14040000001,1,32330000004,20000,None
373,373,3,1,,107001,37210500001,60,32330000004,20000,None
374,374,3,1,,199997,37210500001,150,32330000004,20000,None
375,375,3,2,,111,10050003510,1,32330000004,20000,None
376,376,3,2,,101,11010004003,1,32330000004,20000,None
377,377,3,2,,105,11050004003,1,32330000004,20000,None
378,378,3,2,,107,11070004003,1,32330000004,20000,None
379,379,3,2,,108,11080004004,1,32330000004,20000,None
380,380,3,2,,107001,14020000006,1,32330000004,20000,None
381,381,3,2,,107001,14030000003,1,32330000004,20000,None
382,382,3,2,,107001,14050000003,1,32330000004,20000,None
383,383,3,2,,107001,14040000001,1,32330000004,20000,None
384,384,3,2,,107001,37170500001,45,32330000004,20000,None
385,385,3,2,,199997,37170500001,120,32330000004,20000,None
386,386,1,1,,111,10010002008,1,32331000003,20000,None
387,387,1,1,,101,11010005004,1,32331000003,20000,None
388,388,1,1,,105,11050005004,1,32331000003,20000,None
389,389,1,1,,107,11070004004,1,32331000003,20000,None
390,390,1,1,,108,11080004004,1,32331000003,20000,None
391,391,1,1,,107001,14060000002,1,32331000003,20000,None
392,392,1,1,,107001,14060000001,1,32331000003,20000,None
393,393,1,1,,107001,14020000006,1,32331000003,20000,None
394,394,1,1,,107001,14030000003,1,32331000003,20000,None
395,395,1,1,,107001,14050000003,1,32331000003,20000,None
396,396,1,1,,107001,14040000001,1,32331000003,20000,None
397,397,1,1,,107001,37100400001,60,32331000003,20000,None
398,398,1,1,,199997,37100400001,210,32331000003,20000,None
399,399,1,2,,111,10010003511,1,32331000003,20000,None
400,400,1,2,,101,11010005003,1,32331000003,20000,None
401,401,1,2,,105,11050005003,1,32331000003,20000,None
402,402,1,2,,107,11070004003,1,32331000003,20000,None
403,403,1,2,,108,11080004003,1,32331000003,20000,None
404,404,1,2,,107001,14060000002,1,32331000003,20000,None
405,405,1,2,,107001,14060000001,1,32331000003,20000,None
406,406,1,2,,107001,14020000006,1,32331000003,20000,None
407,407,1,2,,107001,14030000003,1,32331000003,20000,None
408,408,1,2,,107001,14050000003,1,32331000003,20000,None
409,409,1,2,,107001,14040000001,1,32331000003,20000,None
410,410,1,2,,107001,37120400001,60,32331000003,20000,None
411,411,1,2,,199997,37120400001,180,32331000003,20000,None
412,412,1,3,,111,10050003510,1,32331000003,20000,None
413,413,1,3,,101,11010005004,1,32331000003,20000,None
414,414,1,3,,105,11050005004,1,32331000003,20000,None
415,415,1,3,,107,11070004004,1,32331000003,20000,None
416,416,1,3,,108,11080004004,1,32331000003,20000,None
417,417,1,3,,107001,14060000002,1,32331000003,20000,None
418,418,1,3,,107001,14060000001,1,32331000003,20000,None
419,419,1,3,,107001,14020000006,1,32331000003,20000,None
420,420,1,3,,107001,14030000003,1,32331000003,20000,None
421,421,1,3,,107001,14050000003,1,32331000003,20000,None
422,422,1,3,,107001,14040000001,1,32331000003,20000,None
423,423,1,3,,107001,37170400001,60,32331000003,20000,None
424,424,1,3,,199997,37170400001,180,32331000003,20000,None
425,425,2,1,,111,10010003648,1,32331000003,20000,None
426,426,2,1,,101,11010005003,1,32331000003,20000,None
427,427,2,1,,105,11050005003,1,32331000003,20000,None
428,428,2,1,,107,11070004003,1,32331000003,20000,None
429,429,2,1,,108,11080004003,1,32331000003,20000,None
430,430,2,1,,107001,14060000002,1,32331000003,20000,None
431,431,2,1,,107001,14060000001,1,32331000003,20000,None
432,432,2,1,,107001,14020000006,1,32331000003,20000,None
433,433,2,1,,107001,14030000003,1,32331000003,20000,None
434,434,2,1,,107001,14050000003,1,32331000003,20000,None
435,435,2,1,,107001,14040000001,1,32331000003,20000,None
436,436,2,1,,107001,37210400001,60,32331000003,20000,None
437,437,2,1,,199997,37210400001,150,32331000003,20000,None
438,438,2,2,,111,10010002005,1,32331000003,20000,None
439,439,2,2,,101,11010005003,1,32331000003,20000,None
440,440,2,2,,105,11050005003,1,32331000003,20000,None
441,441,2,2,,107,11070004003,1,32331000003,20000,None
442,442,2,2,,108,11080004003,1,32331000003,20000,None
443,443,2,2,,107001,14060000002,1,32331000003,20000,None
444,444,2,2,,107001,14060000001,1,32331000003,20000,None
445,445,2,2,,107001,14020000006,1,32331000003,20000,None
446,446,2,2,,107001,14030000003,1,32331000003,20000,None
447,447,2,2,,107001,14050000003,1,32331000003,20000,None
448,448,2,2,,107001,14040000001,1,32331000003,20000,None
449,449,2,2,,107001,37280400001,60,32331000003,20000,None
450,450,2,2,,199997,37280400001,180,32331000003,20000,None
451,451,2,3,,111,10010003509,1,32331000003,20000,None
452,452,2,3,,101,11010005004,1,32331000003,20000,None
453,453,2,3,,105,11050005004,1,32331000003,20000,None
454,454,2,3,,107,11070004004,1,32331000003,20000,None
455,455,2,3,,108,11080004004,1,32331000003,20000,None
456,456,2,3,,107001,14060000002,1,32331000003,20000,None
457,457,2,3,,107001,14060000001,1,32331000003,20000,None
458,458,2,3,,107001,14020000006,1,32331000003,20000,None
459,459,2,3,,107001,14030000003,1,32331000003,20000,None
460,460,2,3,,107001,14050000003,1,32331000003,20000,None
461,461,2,3,,107001,14040000001,1,32331000003,20000,None
462,462,2,3,,107001,37160400002,60,32331000003,20000,None
463,463,2,3,,199997,37160400002,120,32331000003,20000,None
464,464,1,1,,111,10020001831,1,32331000004,10000,None
465,465,1,1,,101,11010004002,1,32331000004,10000,None
466,466,1,1,,105,11050004001,1,32331000004,10000,None
467,467,1,1,,107,11070004003,1,32331000004,10000,None
468,468,1,1,,108,11080004003,1,32331000004,10000,None
469,469,1,1,,107001,14060000006,1,32331000004,10000,None
470,470,1,1,,107001,14060000005,1,32331000004,10000,None
471,471,1,1,,107001,14020000005,1,32331000004,10000,None
472,472,1,1,,107001,14030000002,1,32331000004,10000,None
473,473,1,1,,107001,14050000002,1,32331000004,10000,None
474,474,1,1,,107001,14040000001,1,32331000004,10000,None
475,475,1,1,,107001,37140300001,60,32331000004,10000,None
476,476,1,1,,199997,37140300001,180,32331000004,10000,None
477,477,2,1,,111,10040001844,1,32331000004,10000,None
478,478,2,1,,101,11010004002,1,32331000004,10000,None
479,479,2,1,,105,11050004001,1,32331000004,10000,None
480,480,2,1,,107,11070004001,1,32331000004,10000,None
481,481,2,1,,108,11080004001,1,32331000004,10000,None
482,482,2,1,,107001,14060000006,1,32331000004,10000,None
483,483,2,1,,107001,14060000005,1,32331000004,10000,None
484,484,2,1,,107001,14020000005,1,32331000004,10000,None
485,485,2,1,,107001,14030000002,1,32331000004,10000,None
486,486,2,1,,107001,14050000002,1,32331000004,10000,None
